,LSPB
1991-07-22,83800.0
1991-07-25,83900.0
1991-07-29,85025.0
1991-08-01,84800.0
1991-08-05,85200.0
1991-08-08,86925.0
1991-08-12,87775.0
1991-08-15,89700.0
1991-08-19,90400.0
1991-08-22,91075.0
1991-08-29,93225.0
1991-09-02,94525.0
1991-09-05,95925.0
1991-09-09,96050.0
1991-09-12,97650.0
1991-09-16,99250.0
1991-09-19,99325.0
1991-09-23,101200.0
1991-09-26,103325.0
1991-09-30,103275.0
1991-10-03,101125.0
1991-10-07,100925.0
1991-10-10,104600.0
1991-10-14,105325.0
1991-10-17,105200.0
1991-10-21,104675.0
1991-10-24,108650.0
1991-10-28,109025.0
1991-10-31,109150.0
1991-11-04,113000.0
1991-11-07,114975.0
1991-11-11,115075.0
1991-11-14,117875.0
1991-11-18,118500.0
1991-11-21,119150.0
1991-11-25,119300.0
1991-11-28,118625.0
1991-12-02,118175.0
1991-12-05,119950.0
1991-12-09,120100.0
1991-12-12,121550.0
1991-12-16,122600.0
1991-12-19,125950.0
1991-12-23,126500.0
1991-12-30,126375.0
1992-01-02,126350.0
1992-01-06,126375.0
1992-01-09,126000.0
1992-01-13,126375.0
1992-01-16,127550.0
1992-01-20,126925.0
1992-01-23,127525.0
1992-01-27,128150.0
1992-01-30,129900.0
1992-02-03,130550.0
1992-02-06,130850.0
1992-02-10,131650.0
1992-02-13,131700.0
1992-02-17,131575.0
1992-02-20,131975.0
1992-02-24,131700.0
1992-02-27,133100.0
1992-03-02,134825.0
1992-03-05,134875.0
1992-03-09,135650.0
1992-03-12,134675.0
1992-03-16,134325.0
1992-03-19,133475.0
1992-03-23,133100.0
1992-03-26,132175.0
1992-03-30,132575.0
1992-04-02,130900.0
1992-04-06,131725.0
1992-04-09,131600.0
1992-04-13,131525.0
1992-04-16,131900.0
1992-04-23,130475.0
1992-04-27,129975.0
1992-04-30,135150.0
1992-05-07,134975.0
1992-05-11,134875.0
1992-05-14,136350.0
1992-05-18,136675.0
1992-05-21,136650.0
1992-05-28,136700.0
1992-06-01,135575.0
1992-06-04,136425.0
1992-06-08,136500.0
1992-06-11,136875.0
1992-06-15,136675.0
1992-06-18,139700.0
1992-06-22,129850.0
1992-06-25,141925.0
1992-06-29,143025.0
1992-07-02,144650.0
1992-07-06,145600.0
1992-07-09,145400.0
1992-07-13,145375.0
1992-07-16,145325.0
1992-07-20,145150.0
1992-07-23,147200.0
1992-07-27,148175.0
1992-07-30,148800.0
1992-08-03,150400.0
1992-08-06,150375.0
1992-08-10,150375.0
1992-08-13,150625.0
1992-08-17,150600.0
1992-08-20,150550.0
1992-08-24,153325.0
1992-08-27,154825.0
1992-09-03,154650.0
1992-09-07,154650.0
1992-09-10,156725.0
1992-09-14,156825.0
1992-09-17,159900.0
1992-09-21,160375.0
1992-09-24,165075.0
1992-09-28,169275.0
1992-10-01,170475.0
1992-10-05,174500.0
1992-10-08,176350.0
1992-10-12,176750.0
1992-10-15,177950.0
1992-10-19,181775.0
1992-10-22,181475.0
1992-10-26,182950.0
1992-10-29,187575.0
1992-11-02,193575.0
1992-11-05,195575.0
1992-11-09,195375.0
1992-11-12,195000.0
1992-11-16,194250.0
1992-11-19,194100.0
1992-11-23,198450.0
1992-11-26,197525.0
1992-11-30,199900.0
1992-12-03,201650.0
1992-12-07,204025.0
1992-12-10,205700.0
1992-12-14,209425.0
1992-12-17,212800.0
1992-12-21,212550.0
1993-01-04,227200.0
1993-01-07,230050.0
1993-01-11,230125.0
1993-01-14,230050.0
1993-01-18,230050.0
1993-01-21,231525.0
1993-01-25,232525.0
1993-01-28,235025.0
1993-02-01,234450.0
1993-02-04,233750.0
1993-02-08,233800.0
1993-02-11,235200.0
1993-02-15,235075.0
1993-02-18,234425.0
1993-02-22,234300.0
1993-02-25,234325.0
1993-03-01,234150.0
1993-03-04,234150.0
1993-03-08,235150.0
1993-03-11,237300.0
1993-03-15,235150.0
1993-03-18,242425.0
1993-03-22,243275.0
1993-03-25,245425.0
1993-03-29,245775.0
1993-04-01,246475.0
1993-04-05,246025.0
1993-04-08,247575.0
1993-04-15,247975.0
1993-04-19,249725.0
1993-04-22,249700.0
1993-04-26,248100.0
1993-04-29,249500.0
1993-05-06,251300.0
1993-05-10,251025.0
1993-05-13,251625.0
1993-05-17,250850.0
1993-05-20,254125.0
1993-05-24,254050.0
1993-05-27,257875.0
1993-06-03,258700.0
1993-06-07,259550.0
1993-06-10,259500.0
1993-06-14,259175.0
1993-06-17,258975.0
1993-06-21,258925.0
1993-06-24,258725.0
1993-06-28,261675.0
1993-07-01,261600.0
1993-07-05,261600.0
1993-07-08,261375.0
1993-07-12,262250.0
1993-07-15,263925.0
1993-07-19,265550.0
1993-07-22,267325.0
1993-07-26,270550.0
1993-07-29,272500.0
1993-08-02,273550.0
1993-08-05,275700.0
1993-08-09,276625.0
1993-08-12,276725.0
1993-08-16,276175.0
1993-08-19,279575.0
1993-08-23,277950.0
1993-08-26,278000.0
1993-09-02,280275.0
1993-09-06,282000.0
1993-09-09,282275.0
1993-09-13,283800.0
1993-09-16,283450.0
1993-09-20,286900.0
1993-09-23,287650.0
1993-09-27,287525.0
1993-09-30,287525.0
1993-10-04,287275.0
1993-10-07,287250.0
1993-10-11,287250.0
1993-10-14,290225.0
1993-10-18,288650.0
1993-10-21,288125.0
1993-10-25,289000.0
1993-10-28,293450.0
1993-11-01,299300.0
1993-11-04,299550.0
1993-11-08,299150.0
1993-11-11,298625.0
1993-11-15,298050.0
1993-11-18,298400.0
1993-11-22,297825.0
1993-11-25,299325.0
1993-11-29,298750.0
1993-12-02,298075.0
1993-12-06,297950.0
1993-12-09,299000.0
1993-12-13,299450.0
1993-12-16,299975.0
1993-12-20,300350.0
1993-12-23,302025.0
1993-12-30,303650.0
1994-01-06,301475.0
1994-01-10,302200.0
1994-01-13,305750.0
1994-01-17,309175.0
1994-01-20,309100.0
1994-01-24,313300.0
1994-01-27,321150.0
1994-01-31,323450.0
1994-02-03,321000.0
1994-02-07,321850.0
1994-02-10,324900.0
1994-02-14,328125.0
1994-02-17,329125.0
1994-02-21,329900.0
1994-02-24,330775.0
1994-02-28,330675.0
1994-03-03,330700.0
1994-03-07,331325.0
1994-03-10,332500.0
1994-03-14,332325.0
1994-03-17,332100.0
1994-03-21,331550.0
1994-03-24,332100.0
1994-03-28,334800.0
1994-03-31,336875.0
1994-04-07,336225.0
1994-04-11,335375.0
1994-04-14,336025.0
1994-04-18,335575.0
1994-05-13,345725.0
1994-05-17,346675.0
1994-05-20,350325.0
1994-05-24,350025.0
1994-05-27,350025.0
1994-06-03,352575.0
1994-06-07,356425.0
1994-06-10,358675.0
1994-06-14,359125.0
1994-06-17,359575.0
1994-06-21,360650.0
1994-06-22,360650.0
1994-06-24,360350.0
1994-06-28,359700.0
1994-07-01,354725.0
1994-07-05,353950.0
1994-07-08,355925.0
1994-07-12,355375.0
1994-07-15,355200.0
1994-07-19,357000.0
1994-07-22,356600.0
1994-07-26,358000.0
1994-07-29,356925.0
1994-08-02,356425.0
1994-08-05,360775.0
1994-08-09,362700.0
1994-08-12,365425.0
1994-08-16,365050.0
1994-08-19,367875.0
1994-08-23,366925.0
1994-08-26,366850.0
1994-09-02,364675.0
1994-09-06,364725.0
1994-09-09,364775.0
1994-09-13,368175.0
1994-09-16,368375.0
1994-09-20,368000.0
1994-09-23,367075.0
1994-09-27,370675.0
1994-09-30,371775.0
1994-10-04,370325.0
1994-10-07,368750.0
1994-10-11,368575.0
1994-10-14,367775.0
1994-10-18,368475.0
1994-10-21,370125.0
1994-10-25,372650.0
1994-10-28,371150.0
1994-11-01,369775.0
1994-11-04,369575.0
1994-11-08,369450.0
1994-11-11,367225.0
1994-11-15,366500.0
1994-11-18,361625.0
1994-11-22,359875.0
1994-11-25,358900.0
1994-11-29,358275.0
1994-12-02,357775.0
1994-12-06,356050.0
1994-12-09,356925.0
1994-12-13,354550.0
1994-12-16,351300.0
1994-12-20,348600.0
1994-12-23,347200.0
1994-12-30,343425.0
1995-01-06,337700.0
1995-01-10,336575.0
1995-01-13,334425.0
1995-01-17,333925.0
1995-01-20,332825.0
1995-01-24,332375.0
1995-01-27,330100.0
1995-01-31,328750.0
1995-02-03,327725.0
1995-02-07,326300.0
1995-02-10,325100.0
1995-02-14,324025.0
1995-02-17,319550.0
1995-02-21,316675.0
1995-02-24,313825.0
1995-02-28,312350.0
1995-03-03,311450.0
1995-03-07,311025.0
1995-03-10,306325.0
1995-03-14,304150.0
1995-03-17,300000.0
1995-03-21,299050.0
1995-03-24,296350.0
1995-03-28,293925.0
1995-03-31,293050.0
1995-04-04,291525.0
1995-04-07,290725.0
1995-04-11,291000.0
1995-04-18,291025.0
1995-04-21,286425.0
1995-04-25,283150.0
1995-04-28,280350.0
1995-05-02,276475.0
1995-05-05,272700.0
1995-05-12,265975.0
1995-05-16,264150.0
1995-05-19,260875.0
1995-05-23,260475.0
1995-05-26,262350.0
1995-06-02,261000.0
1995-06-06,260575.0
1995-06-09,257475.0
1995-06-13,254600.0
1995-06-16,254000.0
1995-06-20,250100.0
1995-06-23,245950.0
1995-06-27,245000.0
1995-06-30,243850.0
1995-07-04,243550.0
1995-07-07,241825.0
1995-07-11,240250.0
1995-07-14,237325.0
1995-07-18,236675.0
1995-07-21,236050.0
1995-07-25,235775.0
1995-07-28,234625.0
1995-08-01,234425.0
1995-08-04,231700.0
1995-08-08,230850.0
1995-08-11,230450.0
1995-08-15,231000.0
1995-08-18,230225.0
1995-08-22,229700.0
1995-08-25,226775.0
1995-09-01,225300.0
1995-09-05,224325.0
1995-09-08,222875.0
1995-09-12,222400.0
1995-09-15,220300.0
1995-09-19,216375.0
1995-09-22,214200.0
1995-09-26,213150.0
1995-09-29,210375.0
1995-10-03,207825.0
1995-10-06,206825.0
1995-10-10,207800.0
1995-10-13,205425.0
1995-10-17,208850.0
1995-10-20,200375.0
1995-10-24,196925.0
1995-10-27,194375.0
1995-10-31,193525.0
1995-11-03,192525.0
1995-11-07,189900.0
1995-11-10,186750.0
1995-11-14,184175.0
1995-11-17,181925.0
1995-11-21,177375.0
1995-11-24,173075.0
1995-11-28,165425.0
1995-12-01,153825.0
1995-12-05,150875.0
1995-12-08,141950.0
1995-12-12,137600.0
1995-12-15,134775.0
1995-12-19,134150.0
1995-12-22,132675.0
1995-12-29,132250.0
1996-01-05,130750.0
1996-01-09,126450.0
1996-01-12,125800.0
1996-01-16,122600.0
1996-01-19,120375.0
1996-01-23,116525.0
1996-01-26,113900.0
1996-01-30,110675.0
1996-02-02,109950.0
1996-02-06,114525.0
1996-02-09,113625.0
1996-02-13,112800.0
1996-02-16,106500.0
1996-02-20,105500.0
1996-02-23,105225.0
1996-02-27,102475.0
1996-03-01,100825.0
1996-03-05,99200.0
1996-03-08,98450.0
1996-03-12,95750.0
1996-03-15,89725.0
1996-03-19,88175.0
1996-03-22,88475.0
1996-03-26,89250.0
1996-03-29,91150.0
1996-04-02,91750.0
1996-04-09,89975.0
1996-04-12,89650.0
1996-04-16,90350.0
1996-04-19,89925.0
1996-04-23,89750.0
1996-04-26,89425.0
1996-04-30,89250.0
1996-05-03,89075.0
1996-05-10,89750.0
1996-05-14,89600.0
1996-05-17,89175.0
1996-05-21,89125.0
1996-05-24,89200.0
1996-05-31,88800.0
1996-06-04,89125.0
1996-06-07,92075.0
1996-06-11,91750.0
1996-06-14,91725.0
1996-06-18,91725.0
1996-06-21,92550.0
1996-06-25,92125.0
1996-06-28,93550.0
1996-07-02,94450.0
1996-07-05,94400.0
1996-07-09,95975.0
1996-07-12,96000.0
1996-07-16,96625.0
1996-07-19,98700.0
1996-07-23,98700.0
1996-07-26,98500.0
1996-07-30,98300.0
1996-08-02,99950.0
1996-08-06,99875.0
1996-08-09,100775.0
1996-08-13,100725.0
1996-08-16,101700.0
1996-08-20,102775.0
1996-08-23,102775.0
1996-08-30,111025.0
1996-09-03,110875.0
1996-09-06,111100.0
1996-09-10,110975.0
1996-09-13,113900.0
1996-09-17,114450.0
1996-09-20,117400.0
1996-09-24,117550.0
1996-09-27,119025.0
1996-10-01,117975.0
1996-10-04,117725.0
1996-10-08,117100.0
1996-10-11,116975.0
1996-10-15,116100.0
1996-10-18,116250.0
1996-10-22,116550.0
1996-10-25,117875.0
1996-10-29,117100.0
1996-11-01,116675.0
1996-11-05,116275.0
1996-11-08,115375.0
1996-11-12,114975.0
1996-11-15,114175.0
1996-11-19,114775.0
1996-11-22,116400.0
1996-11-26,116375.0
1996-11-29,121850.0
1996-12-03,121475.0
1996-12-06,122675.0
1996-12-10,122275.0
1996-12-13,122900.0
1996-12-17,122625.0
1996-12-20,119350.0
1996-12-24,118625.0
1996-12-31,118600.0
1997-01-03,118600.0
1997-01-07,118400.0
1997-01-10,118075.0
1997-01-14,117650.0
1997-01-17,116675.0
1997-01-21,115375.0
1997-01-24,114500.0
1997-01-28,113725.0
1997-01-31,112000.0
1997-02-04,111425.0
1997-02-07,110975.0
1997-02-11,110900.0
1997-02-14,110650.0
1997-02-18,110100.0
1997-02-21,109050.0
1997-02-25,108475.0
1997-02-28,108250.0
1997-03-04,108025.0
1997-03-07,109175.0
1997-03-11,109075.0
1997-03-14,108650.0
1997-03-18,108225.0
1997-03-21,107600.0
1997-03-25,107425.0
1997-04-01,106925.0
1997-04-04,106875.0
1997-04-07,106850.0
1997-04-08,107875.0
1997-04-09,107725.0
1997-04-10,107775.0
1997-04-11,107775.0
1997-04-14,107525.0
1997-04-15,107925.0
1997-04-16,109875.0
1997-04-17,109850.0
1997-04-18,109700.0
1997-04-21,112975.0
1997-04-22,112850.0
1997-04-23,113200.0
1997-04-24,113500.0
1997-04-25,114475.0
1997-04-28,114900.0
1997-04-29,114500.0
1997-04-30,114250.0
1997-05-01,113950.0
1997-05-02,113950.0
1997-05-06,113950.0
1997-05-07,113700.0
1997-05-08,113500.0
1997-05-09,116300.0
1997-05-12,116575.0
1997-05-13,115975.0
1997-05-14,116700.0
1997-05-15,118150.0
1997-05-16,118100.0
1997-05-19,118250.0
1997-05-20,118100.0
1997-05-21,118100.0
1997-05-22,118025.0
1997-05-23,117875.0
1997-05-27,118125.0
1997-05-28,119275.0
1997-05-29,119025.0
1997-05-30,118500.0
1997-06-02,117950.0
1997-06-03,117825.0
1997-06-04,117800.0
1997-06-05,117725.0
1997-06-06,117650.0
1997-06-09,117625.0
1997-06-10,117550.0
1997-06-11,116950.0
1997-06-12,116725.0
1997-06-13,116675.0
1997-06-16,116675.0
1997-06-17,116875.0
1997-06-18,116825.0
1997-06-19,116750.0
1997-06-20,116525.0
1997-06-23,115650.0
1997-06-24,115950.0
1997-06-25,115825.0
1997-06-26,115575.0
1997-06-27,115650.0
1997-06-30,116050.0
1997-07-01,116500.0
1997-07-02,117300.0
1997-07-03,117275.0
1997-07-04,117200.0
1997-07-07,117200.0
1997-07-08,117125.0
1997-07-09,116950.0
1997-07-10,116975.0
1997-07-11,116850.0
1997-07-14,116800.0
1997-07-15,117300.0
1997-07-16,117300.0
1997-07-17,117550.0
1997-07-18,117550.0
1997-07-21,117875.0
1997-07-22,118000.0
1997-07-23,117775.0
1997-07-24,119575.0
1997-07-25,120225.0
1997-07-28,120200.0
1997-07-29,119400.0
1997-07-30,119675.0
1997-07-31,119725.0
1997-08-01,119700.0
1997-08-04,119950.0
1997-08-05,119775.0
1997-08-06,119675.0
1997-08-07,119625.0
1997-08-08,119600.0
1997-08-11,119175.0
1997-08-12,119075.0
1997-08-13,118950.0
1997-08-14,118600.0
1997-08-15,118925.0
1997-08-18,118725.0
1997-08-19,118400.0
1997-08-20,118275.0
1997-08-21,118400.0
1997-08-22,118100.0
1997-08-26,117875.0
1997-08-27,117725.0
1997-08-28,117800.0
1997-08-29,117725.0
1997-09-01,122400.0
1997-09-02,122250.0
1997-09-03,122225.0
1997-09-04,122250.0
1997-09-05,122125.0
1997-09-08,121975.0
1997-09-09,121725.0
1997-09-10,121425.0
1997-09-11,121675.0
1997-09-12,121525.0
1997-09-15,121275.0
1997-09-16,121200.0
1997-09-17,121125.0
1997-09-18,121000.0
1997-09-19,121950.0
1997-09-22,121850.0
1997-09-23,121750.0
1997-09-24,121750.0
1997-09-25,121700.0
1997-09-26,121500.0
1997-09-29,121500.0
1997-09-30,121425.0
1997-10-01,121100.0
1997-10-02,120975.0
1997-10-03,120775.0
1997-10-06,120600.0
1997-10-07,120550.0
1997-10-08,120525.0
1997-10-09,120375.0
1997-10-10,120200.0
1997-10-13,120125.0
1997-10-14,120450.0
1997-10-15,120400.0
1997-10-16,120025.0
1997-10-17,119675.0
1997-10-20,119100.0
1997-10-21,118800.0
1997-10-22,118425.0
1997-10-23,118225.0
1997-10-24,117725.0
1997-10-27,117075.0
1997-10-28,116775.0
1997-10-29,116625.0
1997-10-30,116400.0
1997-10-31,116225.0
1997-11-03,116000.0
1997-11-04,115675.0
1997-11-05,115600.0
1997-11-06,116475.0
1997-11-07,116450.0
1997-11-10,116350.0
1997-11-11,116275.0
1997-11-12,116100.0
1997-11-13,116100.0
1997-11-14,116000.0
1997-11-17,118075.0
1997-11-18,118525.0
1997-11-19,118250.0
1997-11-20,117550.0
1997-11-21,117550.0
1997-11-24,117450.0
1997-11-25,117225.0
1997-11-26,117200.0
1997-11-27,116875.0
1997-11-28,116825.0
1997-12-01,116750.0
1997-12-02,116450.0
1997-12-03,116450.0
1997-12-04,116275.0
1997-12-05,116200.0
1997-12-08,115975.0
1997-12-09,115800.0
1997-12-10,115350.0
1997-12-11,114750.0
1997-12-12,114550.0
1997-12-15,114200.0
1997-12-16,113700.0
1997-12-17,113475.0
1997-12-18,113175.0
1997-12-19,112750.0
1997-12-22,112325.0
1997-12-23,112175.0
1997-12-24,112075.0
1997-12-29,111775.0
1997-12-30,111675.0
1997-12-31,111625.0
1998-01-05,111300.0
1998-01-06,111425.0
1998-01-07,111325.0
1998-01-08,111350.0
1998-01-09,111325.0
1998-01-12,111075.0
1998-01-13,112025.0
1998-01-14,111650.0
1998-01-15,111375.0
1998-01-16,111350.0
1998-01-19,110825.0
1998-01-20,110750.0
1998-01-21,110725.0
1998-01-22,110550.0
1998-01-23,110500.0
1998-01-26,109900.0
1998-01-27,109150.0
1998-01-28,109150.0
1998-01-29,108625.0
1998-01-30,108625.0
1998-02-02,108550.0
1998-02-03,108550.0
1998-02-04,108500.0
1998-02-05,108500.0
1998-02-06,108400.0
1998-02-09,108250.0
1998-02-10,108100.0
1998-02-11,107950.0
1998-02-12,107825.0
1998-02-13,107925.0
1998-02-16,107700.0
1998-02-17,107575.0
1998-02-18,107925.0
1998-02-19,107900.0
1998-02-20,107825.0
1998-02-23,107675.0
1998-02-24,107550.0
1998-02-25,107325.0
1998-02-26,107000.0
1998-02-27,106575.0
1998-03-02,106400.0
1998-03-03,106900.0
1998-03-04,106025.0
1998-03-05,105925.0
1998-03-06,105150.0
1998-03-09,104000.0
1998-03-10,103700.0
1998-03-11,103450.0
1998-03-12,103250.0
1998-03-13,102925.0
1998-03-16,104175.0
1998-03-17,103700.0
1998-03-18,102975.0
1998-03-19,102275.0
1998-03-20,99700.0
1998-03-23,98900.0
1998-03-24,98100.0
1998-03-25,97500.0
1998-03-26,97125.0
1998-03-27,96425.0
1998-03-30,95625.0
1998-03-31,95500.0
1998-04-01,93200.0
1998-04-02,91875.0
1998-04-03,90875.0
1998-04-06,90375.0
1998-04-07,89300.0
1998-04-08,107250.0
1998-04-09,107100.0
1998-04-14,106825.0
1998-04-15,106625.0
1998-04-16,107350.0
1998-04-17,107125.0
1998-04-20,107450.0
1998-04-21,107050.0
1998-04-22,107600.0
1998-04-23,107925.0
1998-04-24,107650.0
1998-04-27,107475.0
1998-04-28,107400.0
1998-04-29,107300.0
1998-04-30,107100.0
1998-05-01,107250.0
1998-05-05,107250.0
1998-05-06,106500.0
1998-05-07,106600.0
1998-05-08,106600.0
1998-05-11,106400.0
1998-05-12,106350.0
1998-05-13,106275.0
1998-05-14,107650.0
1998-05-15,107475.0
1998-05-18,107375.0
1998-05-19,107325.0
1998-05-20,107325.0
1998-05-21,107325.0
1998-05-22,106425.0
1998-05-26,107400.0
1998-05-27,106750.0
1998-05-28,106650.0
1998-05-29,106600.0
1998-06-01,105800.0
1998-06-02,106275.0
1998-06-03,105300.0
1998-06-04,105950.0
1998-06-05,105950.0
1998-06-08,105950.0
1998-06-09,105550.0
1998-06-10,105550.0
1998-06-11,105525.0
1998-06-12,105825.0
1998-06-15,105800.0
1998-06-16,105750.0
1998-06-17,105675.0
1998-06-18,105350.0
1998-06-19,106200.0
1998-06-22,106175.0
1998-06-23,106050.0
1998-06-24,105950.0
1998-06-25,106100.0
1998-06-26,105050.0
1998-06-29,105050.0
1998-06-30,104975.0
1998-07-01,104975.0
1998-07-02,104950.0
1998-07-03,103925.0
1998-07-06,103925.0
1998-07-07,103725.0
1998-07-08,103725.0
1998-07-09,103725.0
1998-07-10,104075.0
1998-07-13,104075.0
1998-07-14,104050.0
1998-07-15,104025.0
1998-07-16,105600.0
1998-07-17,105950.0
1998-07-20,106700.0
1998-07-21,106050.0
1998-07-22,106675.0
1998-07-23,106550.0
1998-07-24,107000.0
1998-07-27,107375.0
1998-07-28,107250.0
1998-07-29,107750.0
1998-07-30,107750.0
1998-07-31,107825.0
1998-08-03,107800.0
1998-08-04,107700.0
1998-08-05,107700.0
1998-08-06,113525.0
1998-08-07,113500.0
1998-08-10,113325.0
1998-08-11,114100.0
1998-08-12,113850.0
1998-08-13,113825.0
1998-08-14,112800.0
1998-08-17,112525.0
1998-08-18,117700.0
1998-08-19,117700.0
1998-08-20,117400.0
1998-08-21,117175.0
1998-08-24,116625.0
1998-08-25,116550.0
1998-08-26,116475.0
1998-08-27,116450.0
1998-08-28,114550.0
1998-09-01,114525.0
1998-09-02,113500.0
1998-09-03,113500.0
1998-09-04,113500.0
1998-09-07,113425.0
1998-09-08,113275.0
1998-09-09,113125.0
1998-09-10,112875.0
1998-09-11,112625.0
1998-09-14,114575.0
1998-09-15,115875.0
1998-09-16,115600.0
1998-09-17,115350.0
1998-09-18,115275.0
1998-09-21,115125.0
1998-09-22,115075.0
1998-09-23,114925.0
1998-09-24,114550.0
1998-09-25,112750.0
1998-09-28,112525.0
1998-09-29,112100.0
1998-09-30,113175.0
1998-10-01,112700.0
1998-10-02,112500.0
1998-10-05,113825.0
1998-10-06,113225.0
1998-10-07,113075.0
1998-10-08,113175.0
1998-10-09,113050.0
1998-10-12,112725.0
1998-10-13,112425.0
1998-10-14,112325.0
1998-10-15,111475.0
1998-10-16,112050.0
1998-10-19,111775.0
1998-10-20,111700.0
1998-10-21,111250.0
1998-10-22,110300.0
1998-10-23,110125.0
1998-10-27,109875.0
1998-10-28,111325.0
1998-10-29,110775.0
1998-10-30,110675.0
1998-11-02,110550.0
1998-11-03,110350.0
1998-11-04,110000.0
1998-11-05,109875.0
1998-11-06,110125.0
1998-11-09,110375.0
1998-11-10,110200.0
1998-11-11,109225.0
1998-11-12,109150.0
1998-11-13,109350.0
1998-11-16,109175.0
1998-11-17,108950.0
1998-11-18,108525.0
1998-11-19,108000.0
1998-11-20,107575.0
1998-11-23,106075.0
1998-11-24,105950.0
1998-11-25,105800.0
1998-11-26,105800.0
1998-11-27,105650.0
1998-11-30,105525.0
1998-12-01,105375.0
1998-12-02,105750.0
1998-12-03,105750.0
1998-12-04,105775.0
1998-12-07,105775.0
1998-12-08,107100.0
1998-12-09,108575.0
1998-12-10,108400.0
1998-12-11,108350.0
1998-12-14,108975.0
1998-12-15,109200.0
1998-12-16,108950.0
1998-12-17,110150.0
1998-12-18,110150.0
1998-12-21,110125.0
1998-12-22,109575.0
1998-12-23,109000.0
1998-12-24,108975.0
1998-12-29,108950.0
1998-12-30,108425.0
1998-12-31,108350.0
1999-01-04,108350.0
1999-01-05,107575.0
1999-01-06,109100.0
1999-01-07,109075.0
1999-01-08,109075.0
1999-01-11,109075.0
1999-01-12,108900.0
1999-01-13,107650.0
1999-01-14,106975.0
1999-01-15,106625.0
1999-01-18,106475.0
1999-01-19,106400.0
1999-01-20,106225.0
1999-01-21,106125.0
1999-01-22,105950.0
1999-01-25,105950.0
1999-01-26,105900.0
1999-01-27,105975.0
1999-01-28,105750.0
1999-01-29,105525.0
1999-02-01,105325.0
1999-02-02,105350.0
1999-02-03,105350.0
1999-02-04,105050.0
1999-02-05,104750.0
1999-02-08,105025.0
1999-02-09,107000.0
1999-02-10,107725.0
1999-02-11,107475.0
1999-02-12,107300.0
1999-02-15,107425.0
1999-02-16,107425.0
1999-02-17,107075.0
1999-02-18,107075.0
1999-02-19,107225.0
1999-02-22,107050.0
1999-02-23,107050.0
1999-02-24,107075.0
1999-02-25,107300.0
1999-02-26,107725.0
1999-03-01,107825.0
1999-03-02,107725.0
1999-03-03,107450.0
1999-03-04,107525.0
1999-03-05,107400.0
1999-03-08,107125.0
1999-03-09,105950.0
1999-03-10,105900.0
1999-03-11,105725.0
1999-03-12,105375.0
1999-03-15,105350.0
1999-03-16,105200.0
1999-03-17,105025.0
1999-03-18,104850.0
1999-03-19,104550.0
1999-03-22,104425.0
1999-03-23,103925.0
1999-03-24,103825.0
1999-03-25,103725.0
1999-03-26,103650.0
1999-03-29,103550.0
1999-03-30,103600.0
1999-03-31,104775.0
1999-04-01,102925.0
1999-04-06,102950.0
1999-04-07,102350.0
1999-04-08,102100.0
1999-04-09,102450.0
1999-04-12,102400.0
1999-04-13,104125.0
1999-04-14,103750.0
1999-04-15,103275.0
1999-04-16,103525.0
1999-04-19,103400.0
1999-04-20,103750.0
1999-04-21,105575.0
1999-04-22,104850.0
1999-04-23,104725.0
1999-04-26,104525.0
1999-04-27,104500.0
1999-04-28,105000.0
1999-04-29,105000.0
1999-04-30,104875.0
1999-05-04,104800.0
1999-05-05,104800.0
1999-05-06,105025.0
1999-05-07,105050.0
1999-05-10,105150.0
1999-05-11,105650.0
1999-05-12,107100.0
1999-05-13,109275.0
1999-05-14,109375.0
1999-05-17,109325.0
1999-05-18,109300.0
1999-05-19,109225.0
1999-05-20,110550.0
1999-05-21,112125.0
1999-05-24,112725.0
1999-05-25,112725.0
1999-05-26,114725.0
1999-05-27,115225.0
1999-05-28,119275.0
1999-06-01,119650.0
1999-06-02,119950.0
1999-06-03,122650.0
1999-06-04,123825.0
1999-06-07,124525.0
1999-06-08,124500.0
1999-06-09,124925.0
1999-06-10,125475.0
1999-06-11,125425.0
1999-06-14,126050.0
1999-06-15,125950.0
1999-06-16,126750.0
1999-06-17,129675.0
1999-06-18,132075.0
1999-06-21,131250.0
1999-06-22,130975.0
1999-06-23,131300.0
1999-06-24,132000.0
1999-06-25,131925.0
1999-06-28,132500.0
1999-06-29,132850.0
1999-06-30,132825.0
1999-07-01,133550.0
1999-07-02,133750.0
1999-07-05,133700.0
1999-07-06,133600.0
1999-07-07,133525.0
1999-07-08,133475.0
1999-07-09,133200.0
1999-07-12,132800.0
1999-07-13,132450.0
1999-07-14,132375.0
1999-07-15,132300.0
1999-07-16,132300.0
1999-07-19,132175.0
1999-07-20,132175.0
1999-07-21,134525.0
1999-07-22,137250.0
1999-07-23,137050.0
1999-07-26,137000.0
1999-07-27,137600.0
1999-07-28,137300.0
1999-07-29,137075.0
1999-07-30,137675.0
1999-08-02,138550.0
1999-08-03,138450.0
1999-08-04,138425.0
1999-08-05,138400.0
1999-08-06,138400.0
1999-08-09,138300.0
1999-08-10,138200.0
1999-08-11,138175.0
1999-08-12,138250.0
1999-08-13,138450.0
1999-08-16,137775.0
1999-08-17,137425.0
1999-08-18,137350.0
1999-08-19,138250.0
1999-08-20,138100.0
1999-08-23,137950.0
1999-08-24,137875.0
1999-08-25,137700.0
1999-08-26,137550.0
1999-08-27,137325.0
1999-08-31,136700.0
1999-09-01,136300.0
