,LSPB
1999-09-02,135675.0
1999-09-03,135650.0
1999-09-06,135625.0
1999-09-07,135550.0
1999-09-08,135450.0
1999-09-09,135175.0
1999-09-10,135050.0
1999-09-13,134800.0
1999-09-14,135850.0
1999-09-15,137550.0
1999-09-16,141750.0
1999-09-17,141325.0
1999-09-20,143125.0
1999-09-21,150650.0
1999-09-22,150450.0
1999-09-23,150900.0
1999-09-24,151975.0
1999-09-27,153800.0
1999-09-28,153525.0
1999-09-29,153450.0
1999-09-30,153350.0
1999-10-01,153300.0
1999-10-04,152800.0
1999-10-05,152725.0
1999-10-06,155800.0
1999-10-07,160450.0
1999-10-08,160375.0
1999-10-11,160275.0
1999-10-12,160200.0
1999-10-13,160200.0
1999-10-14,160150.0
1999-10-15,160025.0
1999-10-18,159825.0
1999-10-19,159775.0
1999-10-20,161225.0
1999-10-21,161000.0
1999-10-22,170050.0
1999-10-25,169975.0
1999-10-26,169725.0
1999-10-27,169475.0
1999-10-28,170850.0
1999-10-29,171225.0
1999-11-01,171150.0
1999-11-02,171125.0
1999-11-03,171475.0
1999-11-04,171400.0
1999-11-05,171300.0
1999-11-08,171700.0
1999-11-09,174275.0
1999-11-10,172975.0
1999-11-11,172875.0
1999-11-12,172700.0
1999-11-15,171450.0
1999-11-16,171050.0
1999-11-17,171025.0
1999-11-18,172425.0
1999-11-19,172275.0
1999-11-22,172250.0
1999-11-23,174125.0
1999-11-24,174650.0
1999-11-25,174625.0
1999-11-26,174925.0
1999-11-29,174400.0
1999-11-30,175075.0
1999-12-01,174850.0
1999-12-02,174700.0
1999-12-03,174500.0
1999-12-06,174325.0
1999-12-07,174150.0
1999-12-08,177550.0
1999-12-09,177550.0
1999-12-10,177525.0
1999-12-13,177400.0
1999-12-14,177300.0
1999-12-15,177250.0
1999-12-16,177175.0
1999-12-17,178525.0
1999-12-20,178425.0
1999-12-21,178075.0
1999-12-22,177825.0
1999-12-23,177650.0
1999-12-24,177225.0
1999-12-29,177175.0
1999-12-30,176675.0
2000-01-04,176425.0
2000-01-05,175600.0
2000-01-06,175600.0
2000-01-07,175600.0
2000-01-10,175600.0
2000-01-11,178475.0
2000-01-12,179750.0
2000-01-13,186225.0
2000-01-14,187750.0
2000-01-17,187550.0
2000-01-18,186200.0
2000-01-19,185925.0
2000-01-20,185600.0
2000-01-21,186000.0
2000-01-24,185475.0
2000-01-25,187850.0
2000-01-26,187225.0
2000-01-27,187025.0
2000-01-28,186700.0
2000-01-31,187025.0
2000-02-01,185900.0
2000-02-02,185775.0
2000-02-03,189575.0
2000-02-04,191825.0
2000-02-07,191675.0
2000-02-08,191500.0
2000-02-09,190950.0
2000-02-10,190800.0
2000-02-11,190650.0
2000-02-14,190175.0
2000-02-15,190025.0
2000-02-16,191375.0
2000-02-17,191275.0
2000-02-18,190975.0
2000-02-21,190600.0
2000-02-22,191650.0
2000-02-23,192050.0
2000-02-24,193025.0
2000-02-25,193000.0
2000-02-28,192775.0
2000-02-29,192275.0
2000-03-01,191925.0
2000-03-02,191975.0
2000-03-03,191975.0
2000-03-06,191675.0
2000-03-07,191550.0
2000-03-08,191525.0
2000-03-09,191025.0
2000-03-10,191250.0
2000-03-13,191225.0
2000-03-14,190950.0
2000-03-15,191975.0
2000-03-16,191975.0
2000-03-17,191975.0
2000-03-20,191950.0
2000-03-21,191725.0
2000-03-22,196750.0
2000-03-23,199225.0
2000-03-24,199025.0
2000-03-27,198400.0
2000-03-28,197825.0
2000-03-29,197900.0
2000-03-30,197675.0
2000-03-31,198450.0
2000-04-03,198400.0
2000-04-04,199300.0
2000-04-05,199050.0
2000-04-06,198900.0
2000-04-07,198825.0
2000-04-10,200425.0
2000-04-11,199850.0
2000-04-12,202300.0
2000-04-13,201900.0
2000-04-14,201900.0
2000-04-17,201875.0
2000-04-18,201825.0
2000-04-19,204225.0
2000-04-20,204750.0
2000-04-25,204725.0
2000-04-26,205975.0
2000-04-27,207125.0
2000-04-28,207000.0
2000-05-02,206975.0
2000-05-03,206950.0
2000-05-04,206875.0
2000-05-05,206875.0
2000-05-08,206750.0
2000-05-09,206450.0
2000-05-10,206375.0
2000-05-11,207025.0
2000-05-12,207350.0
2000-05-15,208650.0
2000-05-16,208350.0
2000-05-17,208150.0
2000-05-18,207950.0
2000-05-19,207825.0
2000-05-22,207125.0
2000-05-23,207050.0
2000-05-24,204975.0
2000-05-25,203975.0
2000-05-26,203300.0
2000-05-30,202425.0
2000-05-31,200075.0
2000-06-01,199875.0
2000-06-02,198875.0
2000-06-05,197550.0
2000-06-06,195075.0
2000-06-07,194275.0
2000-06-08,193100.0
2000-06-09,192100.0
2000-06-12,191525.0
2000-06-13,191450.0
2000-06-14,188950.0
2000-06-15,187575.0
2000-06-16,185575.0
2000-06-19,183800.0
2000-06-20,180900.0
2000-06-21,181525.0
2000-06-22,180075.0
2000-06-23,180050.0
2000-06-26,179950.0
2000-06-27,179800.0
2000-06-28,178875.0
2000-06-29,178875.0
2000-06-30,178750.0
2000-07-03,178750.0
2000-07-04,178550.0
2000-07-05,178225.0
2000-07-06,178075.0
2000-07-07,175575.0
2000-07-10,174975.0
2000-07-11,172675.0
2000-07-12,171475.0
2000-07-13,169950.0
2000-07-14,168100.0
2000-07-17,166625.0
2000-07-18,161825.0
2000-07-19,160600.0
2000-07-20,159625.0
2000-07-21,157100.0
2000-07-24,156700.0
2000-07-25,154275.0
2000-07-26,152275.0
2000-07-27,149225.0
2000-07-28,147650.0
2000-07-31,144600.0
2000-08-01,143000.0
2000-08-02,141250.0
2000-08-03,139775.0
2000-08-04,139275.0
2000-08-07,139025.0
2000-08-08,138775.0
2000-08-09,137500.0
2000-08-10,136600.0
2000-08-11,135700.0
2000-08-14,134400.0
2000-08-15,132725.0
2000-08-16,131825.0
2000-08-17,130900.0
2000-08-18,130675.0
2000-08-21,130025.0
2000-08-22,129375.0
2000-08-23,128325.0
2000-08-24,128075.0
2000-08-25,127500.0
2000-08-29,126675.0
2000-08-30,123500.0
2000-08-31,122200.0
2000-09-01,121250.0
2000-09-04,119575.0
2000-09-05,118125.0
2000-09-06,117650.0
2000-09-07,117025.0
2000-09-08,117125.0
2000-09-11,116950.0
2000-09-12,115950.0
2000-09-13,115375.0
2000-09-14,114875.0
2000-09-15,114175.0
2000-09-18,113575.0
2000-09-19,112525.0
2000-09-20,111450.0
2000-09-21,110000.0
2000-09-22,108400.0
2000-09-25,108075.0
2000-09-26,105925.0
2000-09-27,105350.0
2000-09-28,104325.0
2000-09-29,102800.0
2000-10-02,101375.0
2000-10-03,100700.0
2000-10-04,99750.0
2000-10-05,111300.0
2000-10-06,143600.0
2000-10-09,146275.0
2000-10-10,149750.0
2000-10-11,153400.0
2000-10-12,157000.0
2000-10-13,156525.0
2000-10-16,156450.0
2000-10-17,155775.0
2000-10-18,154225.0
2000-10-19,146475.0
2000-10-20,144925.0
2000-10-23,145200.0
2000-10-24,144775.0
2000-10-25,144000.0
2000-10-26,143275.0
2000-10-27,141425.0
2000-10-30,142075.0
2000-10-31,141375.0
2000-11-01,140850.0
2000-11-02,140650.0
2000-11-03,141350.0
2000-11-06,141325.0
2000-11-07,139450.0
2000-11-08,139075.0
2000-11-09,138850.0
2000-11-10,138700.0
2000-11-13,138500.0
2000-11-14,137650.0
2000-11-15,137300.0
2000-11-16,137200.0
2000-11-17,136650.0
2000-11-20,136475.0
2000-11-21,135850.0
2000-11-22,134725.0
2000-11-23,134700.0
2000-11-24,134600.0
2000-11-27,135875.0
2000-11-28,135675.0
2000-11-29,136400.0
2000-11-30,136225.0
2000-12-01,135950.0
2000-12-04,133550.0
2000-12-05,133125.0
2000-12-06,132500.0
2000-12-07,132275.0
2000-12-08,132300.0
2000-12-11,132250.0
2000-12-12,131925.0
2000-12-13,131675.0
2000-12-14,131175.0
2000-12-15,131675.0
2000-12-18,131525.0
2000-12-19,131375.0
2000-12-20,131325.0
2000-12-21,130775.0
2000-12-22,130725.0
2000-12-27,130400.0
2000-12-28,129900.0
2000-12-29,130125.0
2001-01-02,130650.0
2001-01-03,131150.0
2001-01-04,131075.0
2001-01-05,130875.0
2001-01-08,130800.0
2001-01-09,130450.0
2001-01-10,130175.0
2001-01-11,129875.0
2001-01-12,129475.0
2001-01-15,129300.0
2001-01-16,129250.0
2001-01-17,128750.0
2001-01-18,128550.0
2001-01-19,128500.0
2001-01-22,127975.0
2001-01-23,128100.0
2001-01-24,128075.0
2001-01-25,128050.0
2001-01-26,127850.0
2001-01-29,127650.0
2001-01-30,127700.0
2001-01-31,127200.0
2001-02-01,126975.0
2001-02-02,132725.0
2001-02-05,132550.0
2001-02-07,141075.0
2001-02-08,142475.0
2001-02-09,143250.0
2001-02-12,142975.0
2001-02-13,142575.0
2001-02-14,142150.0
2001-02-15,142750.0
2001-02-19,142225.0
2001-02-20,141100.0
2001-02-21,140500.0
2001-02-22,141575.0
2001-02-23,141125.0
2001-02-26,140500.0
2001-02-27,139650.0
2001-02-28,142625.0
2001-03-01,143950.0
2001-03-02,143700.0
2001-03-05,143275.0
2001-03-06,142550.0
2001-03-07,142775.0
2001-03-08,143300.0
2001-03-09,142725.0
2001-03-12,142075.0
2001-03-13,141700.0
2001-03-14,142675.0
2001-03-15,142300.0
2001-03-16,141925.0
2001-03-19,142075.0
2001-03-20,141525.0
2001-03-21,141675.0
2001-03-22,141850.0
2001-03-23,141175.0
2001-03-26,140450.0
2001-03-27,139225.0
2001-03-28,138925.0
2001-03-29,138725.0
2001-03-30,139975.0
2001-04-02,140550.0
2001-04-03,139450.0
2001-04-04,139050.0
2001-04-05,138500.0
2001-04-06,137750.0
2001-04-09,137075.0
2001-04-10,136200.0
2001-04-11,136175.0
2001-04-12,136450.0
2001-04-17,136850.0
2001-04-18,136800.0
2001-04-19,137300.0
2001-04-20,137650.0
2001-04-23,137475.0
2001-04-24,138800.0
2001-04-25,138275.0
2001-04-26,137500.0
2001-04-27,138350.0
2001-04-30,137900.0
2001-05-01,137700.0
2001-05-02,137550.0
2001-05-03,139900.0
2001-05-04,140150.0
2001-05-08,138950.0
2001-05-09,138725.0
2001-05-10,138150.0
2001-05-11,138550.0
2001-05-14,138100.0
2001-05-15,137550.0
2001-05-16,137575.0
2001-05-17,136825.0
2001-05-18,136350.0
2001-05-21,136800.0
2001-05-22,136225.0
2001-05-23,135800.0
2001-05-24,135325.0
2001-05-25,135350.0
2001-05-29,134525.0
2001-05-30,133200.0
2001-05-31,132575.0
2001-06-01,132425.0
2001-06-04,131800.0
2001-06-05,131100.0
2001-06-06,130625.0
2001-06-07,130125.0
2001-06-08,129700.0
2001-06-11,129950.0
2001-06-12,127100.0
2001-06-13,125425.0
2001-06-14,124875.0
2001-06-15,124575.0
2001-06-18,124350.0
2001-06-19,122600.0
2001-06-20,121300.0
2001-06-21,113475.0
2001-06-22,112250.0
2001-06-25,111750.0
2001-06-26,110475.0
2001-06-27,110125.0
2001-06-28,108475.0
2001-06-29,108075.0
2001-07-02,107250.0
2001-07-03,106050.0
2001-07-04,105725.0
2001-07-05,105075.0
2001-07-06,104650.0
2001-07-09,103850.0
2001-07-10,104950.0
2001-07-11,107200.0
2001-07-12,107000.0
2001-07-13,106500.0
2001-07-16,106500.0
2001-07-17,105400.0
2001-07-18,104800.0
2001-07-19,104475.0
2001-07-20,103600.0
2001-07-23,104800.0
2001-07-24,104175.0
2001-07-25,103800.0
2001-07-26,102650.0
2001-07-27,102625.0
2001-07-30,103525.0
2001-07-31,103400.0
2001-08-01,103375.0
2001-08-02,103375.0
2001-08-03,103350.0
2001-08-06,103125.0
2001-08-07,102925.0
2001-08-08,102600.0
2001-08-09,102200.0
2001-08-10,102125.0
2001-08-13,101850.0
2001-08-14,101650.0
2001-08-15,101475.0
2001-08-16,106950.0
2001-08-17,106450.0
2001-08-20,106100.0
2001-08-21,104925.0
2001-08-22,104650.0
2001-08-23,104425.0
2001-08-24,104875.0
2001-08-28,104300.0
2001-08-29,102925.0
2001-08-30,102750.0
2001-08-31,102475.0
2001-09-03,102275.0
2001-09-04,101475.0
2001-09-05,101575.0
2001-09-06,101450.0
2001-09-07,104525.0
2001-09-10,103425.0
2001-09-11,103175.0
2001-09-12,104325.0
2001-09-13,104275.0
2001-09-14,104000.0
2001-09-17,103400.0
2001-09-18,104400.0
2001-09-19,104775.0
2001-09-20,104375.0
2001-09-21,104150.0
2001-09-24,104050.0
2001-09-25,103300.0
2001-09-26,103000.0
2001-09-27,103400.0
2001-09-28,103175.0
2001-10-01,103850.0
2001-10-02,103225.0
2001-10-03,102825.0
2001-10-04,101600.0
2001-10-05,100975.0
2001-10-08,102200.0
2001-10-09,100675.0
2001-10-10,101150.0
2001-10-11,100525.0
2001-10-12,100900.0
2001-10-15,100175.0
2001-10-16,99150.0
2001-10-17,99750.0
2001-10-18,103025.0
2001-10-19,102575.0
2001-10-22,102325.0
2001-10-23,101200.0
2001-10-24,101400.0
2001-10-25,103225.0
2001-10-26,103325.0
2001-10-29,104925.0
2001-10-30,104375.0
2001-10-31,103475.0
2001-11-01,104150.0
2001-11-02,103200.0
2001-11-05,103500.0
2001-11-06,102625.0
2001-11-07,102275.0
2001-11-08,102100.0
2001-11-09,102525.0
2001-11-12,102525.0
2001-11-13,102800.0
2001-11-14,105350.0
2001-11-15,105200.0
2001-11-16,105450.0
2001-11-19,106700.0
2001-11-20,106200.0
2001-11-21,108500.0
2001-11-22,108275.0
2001-11-23,107600.0
2001-11-26,105850.0
2001-11-27,107350.0
2001-11-28,107825.0
2001-11-29,107650.0
2001-11-30,107900.0
2001-12-03,106325.0
2001-12-04,106050.0
2001-12-05,106150.0
2001-12-06,104925.0
2001-12-07,104425.0
2001-12-10,104175.0
2001-12-11,96200.0
2001-12-12,95075.0
2001-12-13,93575.0
2001-12-14,90825.0
2001-12-17,89150.0
2001-12-18,87000.0
2001-12-19,90025.0
2001-12-20,90625.0
2001-12-21,92675.0
2001-12-27,96600.0
2001-12-28,97050.0
2002-01-02,97700.0
2002-01-03,97000.0
2002-01-04,99150.0
2002-01-07,99350.0
2002-01-08,99700.0
2002-01-09,99425.0
2002-01-10,99475.0
2002-01-11,104375.0
2002-01-14,106550.0
2002-01-15,117325.0
2002-01-16,125875.0
2002-01-17,126500.0
2002-01-18,126850.0
2002-01-21,127825.0
2002-01-22,131600.0
2002-01-23,133650.0
2002-01-24,134775.0
2002-01-25,135425.0
2002-01-28,135850.0
2002-01-29,135025.0
2002-01-30,134850.0
2002-01-31,135075.0
2002-02-01,134475.0
2002-02-04,134125.0
2002-02-05,133800.0
2002-02-06,135075.0
2002-02-07,134125.0
2002-02-08,134100.0
2002-02-11,129850.0
2002-02-12,118250.0
2002-02-13,118325.0
2002-02-14,118250.0
2002-02-15,118950.0
2002-02-18,118025.0
2002-02-19,118575.0
2002-02-20,119700.0
2002-02-21,120475.0
2002-02-22,119850.0
2002-02-25,122375.0
2002-02-26,123775.0
2002-02-27,125775.0
2002-02-28,124650.0
2002-03-01,125050.0
2002-03-04,123975.0
2002-03-05,125600.0
2002-03-06,127250.0
2002-03-07,126225.0
2002-03-08,124850.0
2002-03-11,124150.0
2002-03-12,124425.0
2002-03-13,124625.0
2002-03-14,124250.0
2002-03-15,124550.0
2002-03-18,124550.0
2002-03-19,124500.0
2002-03-20,123550.0
2002-03-21,123425.0
2002-03-22,123400.0
2002-03-25,123350.0
2002-03-26,124325.0
2002-03-27,125825.0
2002-03-28,127775.0
2002-04-02,128725.0
2002-04-03,128275.0
2002-04-04,128250.0
2002-04-05,128750.0
2002-04-08,129775.0
2002-04-09,130500.0
2002-04-10,130550.0
2002-04-11,130600.0
2002-04-12,129200.0
2002-04-15,137100.0
2002-04-16,141150.0
2002-04-17,141200.0
2002-04-18,139500.0
2002-04-19,141125.0
2002-04-22,142475.0
2002-04-23,141900.0
2002-04-24,142750.0
2002-04-25,145525.0
2002-04-26,147475.0
2002-04-29,147575.0
2002-04-30,149025.0
2002-05-01,153325.0
2002-05-02,155700.0
2002-05-03,158125.0
2002-05-07,163600.0
2002-05-08,165625.0
2002-05-09,164825.0
2002-05-10,164725.0
2002-05-13,165550.0
2002-05-14,165775.0
2002-05-15,165825.0
2002-05-16,168800.0
2002-05-17,168325.0
2002-05-20,172600.0
2002-05-21,172750.0
2002-05-22,172325.0
2002-05-23,175250.0
2002-05-24,175125.0
2002-05-27,175975.0
2002-05-28,175975.0
2002-05-29,175925.0
2002-05-30,175625.0
2002-05-31,175100.0
2002-06-05,174700.0
2002-06-06,174300.0
2002-06-07,174850.0
2002-06-10,175975.0
2002-06-11,177850.0
2002-06-12,178375.0
2002-06-13,178500.0
2002-06-14,179100.0
2002-06-17,178425.0
2002-06-18,178525.0
2002-06-19,178300.0
2002-06-20,178200.0
2002-06-21,178250.0
2002-06-24,177400.0
2002-06-25,178475.0
2002-06-26,178100.0
2002-06-27,178325.0
2002-06-28,178275.0
2002-07-01,178450.0
2002-07-02,178525.0
2002-07-03,180875.0
2002-07-04,185700.0
2002-07-05,188925.0
2002-07-08,188450.0
2002-07-09,188200.0
2002-07-10,187750.0
2002-07-11,188525.0
2002-07-12,187725.0
2002-07-15,187925.0
2002-07-16,187650.0
2002-07-17,187500.0
2002-07-18,188675.0
2002-07-19,190725.0
2002-07-22,191500.0
2002-07-23,193475.0
2002-07-24,195125.0
2002-07-25,196450.0
2002-07-26,195725.0
2002-07-29,195450.0
2002-07-30,196150.0
2002-07-31,195900.0
2002-08-01,195425.0
2002-08-02,196100.0
2002-08-05,196200.0
2002-08-06,196075.0
2002-08-07,197400.0
2002-08-08,197025.0
2002-08-09,196825.0
2002-08-12,196675.0
2002-08-13,196325.0
2002-08-14,195300.0
2002-08-15,195300.0
2002-08-16,195300.0
2002-08-19,194750.0
2002-08-20,194400.0
2002-08-21,193975.0
2002-08-22,193525.0
2002-08-23,193350.0
2002-08-27,193250.0
2002-08-28,192425.0
2002-08-29,193250.0
2002-08-30,193050.0
2002-09-02,192850.0
2002-09-03,192675.0
2002-09-04,191375.0
2002-09-05,191400.0
2002-09-06,191450.0
2002-09-09,191025.0
2002-09-10,190950.0
2002-09-11,190850.0
2002-09-12,190725.0
2002-09-13,190875.0
2002-09-16,190975.0
2002-09-17,190825.0
2002-09-18,190875.0
2002-09-19,189950.0
2002-09-20,188525.0
2002-09-23,187875.0
2002-09-24,187575.0
2002-09-25,186225.0
2002-09-26,186300.0
2002-09-27,185200.0
2002-09-30,185050.0
2002-10-01,183950.0
2002-10-02,182600.0
2002-10-03,181000.0
2002-10-04,180200.0
2002-10-07,179875.0
2002-10-08,179550.0
2002-10-09,179100.0
2002-10-10,179775.0
2002-10-11,181875.0
2002-10-14,183200.0
2002-10-15,184050.0
2002-10-16,185275.0
2002-10-17,194625.0
2002-10-18,193575.0
2002-10-21,190750.0
2002-10-22,189100.0
2002-10-23,188675.0
2002-10-24,187700.0
2002-10-25,186775.0
2002-10-28,186025.0
2002-10-29,185900.0
2002-10-30,184775.0
2002-10-31,184300.0
2002-11-01,184025.0
2002-11-04,184300.0
2002-11-05,189475.0
2002-11-06,189200.0
2002-11-07,188950.0
2002-11-08,188825.0
2002-11-11,188600.0
2002-11-12,188425.0
2002-11-13,187800.0
2002-11-14,186825.0
2002-11-15,185700.0
2002-11-18,184650.0
2002-11-19,182700.0
2002-11-20,182350.0
2002-11-21,182000.0
2002-11-22,182050.0
2002-11-25,181850.0
2002-11-26,181525.0
2002-11-27,181575.0
2002-11-28,181275.0
2002-11-29,180675.0
2002-12-02,180175.0
2002-12-03,179875.0
2002-12-04,179575.0
2002-12-05,179100.0
2002-12-06,178625.0
2002-12-09,178400.0
2002-12-10,178175.0
2002-12-11,179025.0
2002-12-12,178850.0
2002-12-13,178975.0
2002-12-16,181350.0
2002-12-17,180975.0
2002-12-18,181400.0
2002-12-19,182275.0
2002-12-20,182100.0
2002-12-23,183450.0
2002-12-24,183750.0
2002-12-30,183675.0
2002-12-31,184025.0
2003-01-02,183900.0
2003-01-03,183725.0
2003-01-06,183600.0
2003-01-07,183450.0
2003-01-08,183100.0
2003-01-09,183350.0
2003-01-10,183250.0
2003-01-13,182900.0
2003-01-14,182775.0
2003-01-15,185275.0
2003-01-16,185025.0
2003-01-17,184925.0
2003-01-20,184750.0
2003-01-21,184650.0
2003-01-22,184650.0
2003-01-23,184650.0
2003-01-24,184650.0
2003-01-27,184650.0
2003-01-28,184100.0
2003-01-29,183800.0
2003-01-30,183800.0
2003-01-31,183150.0
2003-02-03,182025.0
2003-02-04,182300.0
2003-02-05,182375.0
2003-02-06,182425.0
2003-02-07,182425.0
2003-02-10,181875.0
2003-02-11,178700.0
2003-02-12,179325.0
2003-02-13,179625.0
2003-02-14,179525.0
2003-02-17,179625.0
2003-02-18,179575.0
2003-02-19,179400.0
2003-02-20,179400.0
2003-02-21,179500.0
2003-02-24,179400.0
2003-02-25,178725.0
2003-02-26,177975.0
2003-02-27,178725.0
2003-02-28,178375.0
2003-03-03,177275.0
2003-03-04,176725.0
2003-03-05,176675.0
2003-03-06,176675.0
2003-03-07,176000.0
2003-03-10,175200.0
2003-03-11,174750.0
2003-03-12,174225.0
2003-03-13,173825.0
2003-03-14,173300.0
2003-03-17,172150.0
2003-03-18,172625.0
2003-03-19,171650.0
2003-03-20,171975.0
2003-03-21,171500.0
2003-03-24,171825.0
2003-03-25,171400.0
2003-03-26,171400.0
2003-03-27,181450.0
2003-03-28,181400.0
2003-03-31,181050.0
2003-04-01,182625.0
2003-04-02,183100.0
2003-04-03,182525.0
2003-04-04,182100.0
2003-04-07,182200.0
2003-04-08,182225.0
2003-04-09,181975.0
2003-04-10,181300.0
2003-04-11,180325.0
2003-04-14,179400.0
2003-04-15,178475.0
2003-04-16,178250.0
2003-04-17,177250.0
2003-04-22,176675.0
2003-04-23,175350.0
2003-04-24,175125.0
2003-04-25,175250.0
2003-04-28,174925.0
2003-04-29,174500.0
2003-04-30,174600.0
2003-05-01,174625.0
2003-05-02,175175.0
2003-05-06,175175.0
2003-05-07,174900.0
2003-05-08,176300.0
2003-05-09,175275.0
2003-05-12,175175.0
2003-05-13,175075.0
2003-05-14,176300.0
2003-05-15,175100.0
2003-05-16,174500.0
2003-05-19,174675.0
2003-05-20,174075.0
2003-05-21,173600.0
2003-05-22,174100.0
2003-05-23,173600.0
2003-05-27,173450.0
2003-05-28,172275.0
2003-05-29,173300.0
2003-05-30,172850.0
2003-06-02,173675.0
2003-06-03,173250.0
2003-06-04,173250.0
2003-06-05,173325.0
2003-06-06,174000.0
2003-06-09,175225.0
2003-06-10,173900.0
2003-06-11,174050.0
2003-06-12,173650.0
2003-06-13,173575.0
2003-06-16,173575.0
2003-06-17,173700.0
2003-06-18,173825.0
2003-06-19,174150.0
2003-06-20,173875.0
2003-06-23,174150.0
2003-06-24,173750.0
2003-06-25,173300.0
2003-06-26,173200.0
2003-06-27,173200.0
2003-06-30,172675.0
2003-07-01,172450.0
2003-07-02,172350.0
2003-07-03,171425.0
2003-07-04,170850.0
2003-07-07,170025.0
2003-07-08,170000.0
2003-07-09,169475.0
2003-07-10,168375.0
2003-07-11,167275.0
2003-07-14,166875.0
2003-07-15,166675.0
2003-07-16,166025.0
2003-07-17,165950.0
2003-07-18,166300.0
2003-07-21,165525.0
2003-07-22,164875.0
2003-07-23,164850.0
2003-07-24,164850.0
2003-07-25,165025.0
2003-07-28,164925.0
2003-07-29,164950.0
2003-07-30,164850.0
2003-07-31,165075.0
2003-08-01,164775.0
2003-08-04,164700.0
2003-08-05,163650.0
2003-08-06,163650.0
2003-08-07,163650.0
2003-08-08,163250.0
2003-08-11,163375.0
2003-08-12,163350.0
2003-08-13,162700.0
2003-08-14,162325.0
2003-08-15,162400.0
2003-08-18,162500.0
2003-08-19,162275.0
2003-08-20,162275.0
2003-08-21,162150.0
2003-08-22,162200.0
2003-08-26,162325.0
2003-08-27,162425.0
2003-08-28,161850.0
2003-08-29,161500.0
2003-09-01,161475.0
2003-09-02,161300.0
2003-09-03,160275.0
2003-09-04,158650.0
2003-09-05,158575.0
2003-09-08,157100.0
2003-09-09,156950.0
2003-09-10,157075.0
2003-09-11,157075.0
2003-09-12,157025.0
2003-09-15,157125.0
2003-09-16,157700.0
2003-09-17,158675.0
2003-09-18,158675.0
2003-09-19,158950.0
2003-09-22,158300.0
2003-09-23,157575.0
2003-09-24,157025.0
2003-09-25,156725.0
2003-09-26,156700.0
2003-09-29,156400.0
2003-09-30,156125.0
2003-10-01,154525.0
2003-10-02,153100.0
2003-10-03,153150.0
2003-10-06,153200.0
2003-10-07,151950.0
2003-10-08,153225.0
2003-10-09,153050.0
2003-10-10,152500.0
2003-10-13,154975.0
2003-10-14,153675.0
2003-10-15,154575.0
2003-10-16,154275.0
2003-10-17,153375.0
2003-10-20,153150.0
2003-10-21,151650.0
2003-10-22,151450.0
2003-10-23,151450.0
2003-10-24,151550.0
2003-10-27,151550.0
2003-10-28,150475.0
2003-10-29,150650.0
2003-10-30,150475.0
2003-10-31,150450.0
2003-11-03,150575.0
2003-11-04,150050.0
2003-11-05,148775.0
2003-11-06,148275.0
2003-11-07,147625.0
2003-11-10,147700.0
2003-11-11,147575.0
2003-11-12,147650.0
2003-11-13,147750.0
2003-11-14,147800.0
2003-11-17,146525.0
2003-11-18,142250.0
2003-11-19,141175.0
2003-11-20,140250.0
2003-11-21,138800.0
2003-11-24,137350.0
2003-11-25,136600.0
2003-11-26,135425.0
2003-11-27,134475.0
2003-11-28,133875.0
2003-12-01,133875.0
2003-12-02,133325.0
2003-12-03,132700.0
2003-12-04,132050.0
2003-12-05,130925.0
2003-12-08,130275.0
2003-12-09,129725.0
2003-12-10,127350.0
2003-12-11,126800.0
2003-12-12,126800.0
2003-12-15,125800.0
2003-12-16,124425.0
2003-12-17,122825.0
2003-12-18,121025.0
2003-12-19,119275.0
2003-12-22,118550.0
2003-12-23,116125.0
2003-12-24,114800.0
2003-12-29,114425.0
2003-12-30,111400.0
2003-12-31,110175.0
2004-01-02,108975.0
2004-01-05,107500.0
2004-01-06,107000.0
2004-01-07,106375.0
2004-01-08,105625.0
2004-01-09,105125.0
2004-01-12,104125.0
2004-01-13,103150.0
2004-01-14,102350.0
2004-01-15,101225.0
2004-01-16,99700.0
2004-01-19,97500.0
2004-01-20,96600.0
2004-01-21,96200.0
2004-01-22,95000.0
2004-01-23,93675.0
2004-01-26,91925.0
2004-01-27,91300.0
2004-01-28,90925.0
2004-01-29,90600.0
2004-01-30,89075.0
2004-02-02,88475.0
2004-02-03,87975.0
2004-02-04,87225.0
2004-02-05,86200.0
2004-02-06,85275.0
2004-02-09,83725.0
2004-02-10,83975.0
2004-02-11,82950.0
2004-02-12,82400.0
2004-02-13,81950.0
2004-02-16,81800.0
2004-02-17,81425.0
2004-02-18,81150.0
2004-02-19,80125.0
2004-02-20,79350.0
2004-02-23,78350.0
2004-02-24,77725.0
2004-02-25,77425.0
2004-02-26,77150.0
2004-02-27,76775.0
2004-03-01,76550.0
2004-03-02,76325.0
2004-03-03,76075.0
2004-03-04,75850.0
2004-03-05,75475.0
2004-03-08,75250.0
2004-03-09,75050.0
2004-03-10,74775.0
2004-03-11,74550.0
2004-03-12,74325.0
2004-03-15,74100.0
2004-03-16,73975.0
2004-03-17,73875.0
2004-03-18,73775.0
2004-03-19,73575.0
2004-03-22,73425.0
2004-03-23,73425.0
2004-03-24,74525.0
2004-03-25,74525.0
2004-03-26,74500.0
2004-03-29,74425.0
2004-03-30,74325.0
2004-03-31,74250.0
2004-04-01,74250.0
2004-04-02,73550.0
2004-04-05,73475.0
2004-04-06,73475.0
2004-04-07,73450.0
2004-04-08,73350.0
2004-04-13,73250.0
2004-04-14,73100.0
2004-04-15,72975.0
2004-04-16,73175.0
2004-04-19,72925.0
2004-04-20,72925.0
2004-04-21,72750.0
