,LSZS
1997-07-04,421550.0
1997-07-07,420125.0
1997-07-08,419800.0
1997-07-09,419925.0
1997-07-10,420575.0
1997-07-11,419600.0
1997-07-14,419900.0
1997-07-15,419750.0
1997-07-16,419250.0
1997-07-17,418150.0
1997-07-18,415300.0
1997-07-21,411650.0
1997-07-22,406925.0
1997-07-23,405525.0
1997-07-24,403750.0
1997-07-25,400300.0
1997-07-28,393525.0
1997-07-29,392700.0
1997-07-30,391375.0
1997-07-31,390800.0
1997-08-01,395900.0
1997-08-04,397600.0
1997-08-05,399500.0
1997-08-06,398925.0
1997-08-07,398900.0
1997-08-08,398225.0
1997-08-11,397100.0
1997-08-12,398500.0
1997-08-13,394025.0
1997-08-14,391625.0
1997-08-15,386000.0
1997-08-18,382875.0
1997-08-19,377700.0
1997-08-20,376150.0
1997-08-21,379825.0
1997-08-22,381500.0
1997-08-26,380775.0
1997-08-27,379050.0
1997-08-28,377325.0
1997-08-29,378400.0
1997-09-01,379525.0
1997-09-02,379450.0
1997-09-03,380725.0
1997-09-04,387275.0
1997-09-05,387575.0
1997-09-08,387200.0
1997-09-09,374050.0
1997-09-10,375750.0
1997-09-11,380100.0
1997-09-12,383425.0
1997-09-15,387375.0
1997-09-16,399025.0
1997-09-17,410700.0
1997-09-18,423525.0
1997-09-19,428925.0
1997-09-22,428675.0
1997-09-23,430350.0
1997-09-24,433125.0
1997-09-25,433275.0
1997-09-26,434150.0
1997-09-29,433825.0
1997-09-30,433175.0
1997-10-01,436425.0
1997-10-02,436900.0
1997-10-03,438700.0
1997-10-06,440800.0
1997-10-07,444225.0
1997-10-08,444600.0
1997-10-09,444625.0
1997-10-10,444600.0
1997-10-13,444500.0
1997-10-14,450575.0
1997-10-15,452675.0
1997-10-16,458175.0
1997-10-17,458250.0
1997-10-20,458700.0
1997-10-21,456075.0
1997-10-22,457900.0
1997-10-23,458275.0
1997-10-24,458100.0
1997-10-27,458900.0
1997-10-28,455375.0
1997-10-29,456175.0
1997-10-30,460450.0
1997-10-31,459350.0
1997-11-03,460225.0
1997-11-04,460975.0
1997-11-05,466075.0
1997-11-06,465850.0
1997-11-07,472075.0
1997-11-10,478175.0
1997-11-11,477350.0
1997-11-12,477550.0
1997-11-13,483825.0
1997-11-14,489400.0
1997-11-17,494275.0
1997-11-18,496350.0
1997-11-19,495525.0
1997-11-20,501900.0
1997-11-21,500950.0
1997-11-24,500325.0
1997-11-25,499825.0
1997-11-26,498575.0
1997-11-27,497850.0
1997-11-28,495525.0
1997-12-01,494700.0
1997-12-02,497650.0
1997-12-03,496300.0
1997-12-04,495825.0
1997-12-05,494750.0
1997-12-08,493300.0
1997-12-09,493750.0
1997-12-10,492950.0
1997-12-11,492200.0
1997-12-12,490325.0
1997-12-15,490200.0
1997-12-16,490550.0
1997-12-17,490725.0
1997-12-18,490200.0
1997-12-19,489550.0
1997-12-22,488725.0
1997-12-23,489575.0
1997-12-24,492900.0
1997-12-29,493100.0
1997-12-30,491775.0
1997-12-31,491600.0
1998-01-05,491575.0
1998-01-06,490725.0
1998-01-07,491075.0
1998-01-08,490900.0
1998-01-09,489850.0
1998-01-12,489075.0
1998-01-13,491500.0
1998-01-14,489125.0
1998-01-15,488775.0
1998-01-16,487575.0
1998-01-19,486675.0
1998-01-20,487450.0
1998-01-21,487075.0
1998-01-22,489625.0
1998-01-23,488150.0
1998-01-26,487275.0
1998-01-27,486900.0
1998-01-28,486750.0
1998-01-29,485675.0
1998-01-30,484550.0
1998-02-02,484350.0
1998-02-03,489225.0
1998-02-04,488975.0
1998-02-05,489950.0
1998-02-06,489175.0
1998-02-09,487200.0
1998-02-10,485050.0
1998-02-11,487250.0
1998-02-12,486000.0
1998-02-13,484550.0
1998-02-16,483200.0
1998-02-17,482475.0
1998-02-18,482450.0
1998-02-19,481150.0
1998-02-20,480350.0
1998-02-23,478500.0
1998-02-24,477750.0
1998-02-25,475775.0
1998-02-26,474125.0
1998-02-27,473075.0
1998-03-02,470675.0
1998-03-03,469575.0
1998-03-04,468250.0
1998-03-05,467325.0
1998-03-06,466150.0
1998-03-09,464500.0
1998-03-10,463650.0
1998-03-11,469825.0
1998-03-12,468575.0
1998-03-13,477600.0
1998-03-16,476725.0
1998-03-17,475275.0
1998-03-18,473600.0
1998-03-19,471975.0
1998-03-20,470300.0
1998-03-23,469200.0
1998-03-24,467625.0
1998-03-25,472150.0
1998-03-26,470925.0
1998-03-27,472200.0
1998-03-30,470175.0
1998-03-31,469100.0
1998-04-01,470525.0
1998-04-02,472450.0
1998-04-03,472400.0
1998-04-06,471650.0
1998-04-07,470375.0
1998-04-08,468625.0
1998-04-09,471050.0
1998-04-14,470725.0
1998-04-15,467875.0
1998-04-16,467150.0
1998-04-17,466275.0
1998-04-20,465350.0
1998-04-21,465900.0
1998-04-22,464975.0
1998-04-23,463800.0
1998-04-24,462275.0
1998-04-27,460850.0
1998-04-28,459475.0
1998-04-29,460800.0
1998-04-30,458775.0
1998-05-01,457500.0
1998-05-05,456625.0
1998-05-06,453325.0
1998-05-07,455525.0
1998-05-08,455100.0
1998-05-11,454075.0
1998-05-12,452825.0
1998-05-13,450600.0
1998-05-14,449025.0
1998-05-15,448100.0
1998-05-18,447225.0
1998-05-19,445250.0
1998-05-20,444150.0
1998-05-21,442800.0
1998-05-22,441025.0
1998-05-26,440150.0
1998-05-27,436700.0
1998-05-28,435475.0
1998-05-29,434800.0
1998-06-01,434325.0
1998-06-02,431100.0
1998-06-03,431050.0
1998-06-04,429675.0
1998-06-05,428375.0
1998-06-08,427550.0
1998-06-09,424925.0
1998-06-10,422550.0
1998-06-11,421075.0
1998-06-12,419675.0
1998-06-15,418725.0
1998-06-16,416700.0
1998-06-17,415350.0
1998-06-18,414000.0
1998-06-19,412475.0
1998-06-22,410025.0
1998-06-23,404750.0
1998-06-24,400825.0
1998-06-25,399150.0
1998-06-26,396325.0
1998-06-29,398200.0
1998-06-30,395925.0
1998-07-01,394225.0
1998-07-02,393075.0
1998-07-03,392975.0
1998-07-06,392100.0
1998-07-07,390400.0
1998-07-08,389500.0
1998-07-09,388950.0
1998-07-10,387700.0
1998-07-13,386675.0
1998-07-14,384700.0
1998-07-15,383450.0
1998-07-16,382425.0
1998-07-17,380575.0
1998-07-20,377400.0
1998-07-21,373175.0
1998-07-22,371725.0
1998-07-23,370300.0
1998-07-24,369850.0
1998-07-27,368775.0
1998-07-28,367950.0
1998-07-29,366775.0
1998-07-30,372175.0
1998-07-31,371175.0
1998-08-03,372100.0
1998-08-04,371775.0
1998-08-05,371225.0
1998-08-06,369525.0
1998-08-07,368125.0
1998-08-10,366950.0
1998-08-11,366125.0
1998-08-12,369175.0
1998-08-13,367700.0
1998-08-14,367875.0
1998-08-17,369175.0
1998-08-18,371200.0
1998-08-19,371825.0
1998-08-20,374225.0
1998-08-21,373550.0
1998-08-24,372700.0
1998-08-25,371100.0
1998-08-26,370475.0
1998-08-27,369900.0
1998-08-28,368825.0
1998-09-01,368250.0
1998-09-02,366100.0
1998-09-03,364775.0
1998-09-04,366875.0
1998-09-07,366275.0
1998-09-08,365725.0
1998-09-09,366200.0
1998-09-10,365275.0
1998-09-11,364850.0
1998-09-14,363750.0
1998-09-15,360750.0
1998-09-16,364625.0
1998-09-17,366250.0
1998-09-18,369500.0
1998-09-21,368800.0
1998-09-22,367075.0
1998-09-23,368475.0
1998-09-24,368025.0
1998-09-25,367750.0
1998-09-28,365050.0
1998-09-29,361875.0
1998-09-30,361175.0
1998-10-01,359200.0
1998-10-02,359925.0
1998-10-05,359950.0
1998-10-06,357025.0
1998-10-07,356350.0
1998-10-08,359275.0
1998-10-09,357575.0
1998-10-12,356325.0
1998-10-13,352675.0
1998-10-14,351475.0
1998-10-15,351425.0
1998-10-16,352525.0
1998-10-19,351000.0
1998-10-20,350650.0
1998-10-21,350375.0
1998-10-22,348250.0
1998-10-23,347000.0
1998-10-27,345550.0
1998-10-28,343250.0
1998-10-29,342000.0
1998-10-30,347575.0
1998-11-02,345850.0
1998-11-03,343675.0
1998-11-04,346775.0
1998-11-05,345225.0
1998-11-06,343875.0
1998-11-09,342275.0
1998-11-10,341675.0
1998-11-11,340975.0
1998-11-12,339775.0
1998-11-13,338550.0
1998-11-16,337075.0
1998-11-17,333725.0
1998-11-18,333150.0
1998-11-19,332650.0
1998-11-20,331475.0
1998-11-23,330375.0
1998-11-24,328675.0
1998-11-25,327975.0
1998-11-26,331250.0
1998-11-27,329850.0
1998-11-30,329575.0
1998-12-01,328575.0
1998-12-02,328125.0
1998-12-03,331850.0
1998-12-04,330950.0
1998-12-07,329975.0
1998-12-08,329050.0
1998-12-09,328375.0
1998-12-10,327950.0
1998-12-11,326875.0
1998-12-14,325525.0
1998-12-15,323975.0
1998-12-16,323275.0
1998-12-17,323075.0
1998-12-18,321350.0
1998-12-21,320150.0
1998-12-22,318950.0
1998-12-23,317450.0
1998-12-24,316375.0
1998-12-29,316700.0
1998-12-30,316150.0
1998-12-31,316225.0
1999-01-04,317050.0
1999-01-05,317225.0
1999-01-06,316925.0
1999-01-07,316475.0
1999-01-08,316125.0
1999-01-11,315675.0
1999-01-12,315900.0
1999-01-13,315700.0
1999-01-14,316050.0
1999-01-15,317850.0
1999-01-18,321000.0
1999-01-19,320050.0
1999-01-20,319875.0
1999-01-21,319450.0
1999-01-22,318300.0
1999-01-25,317125.0
1999-01-26,315800.0
1999-01-27,315500.0
1999-01-28,314650.0
1999-01-29,314050.0
1999-02-01,312850.0
1999-02-02,312850.0
1999-02-03,312600.0
1999-02-04,312150.0
1999-02-05,311700.0
1999-02-08,310700.0
1999-02-09,309400.0
1999-02-10,310525.0
1999-02-11,310150.0
1999-02-12,309600.0
1999-02-15,309475.0
1999-02-16,308475.0
1999-02-17,310250.0
1999-02-18,310175.0
1999-02-19,309775.0
1999-02-22,309325.0
1999-02-23,308525.0
1999-02-24,308250.0
1999-02-25,310075.0
1999-02-26,309700.0
1999-03-01,311575.0
1999-03-02,311075.0
1999-03-03,310250.0
1999-03-04,309150.0
1999-03-05,309125.0
1999-03-08,309825.0
1999-03-09,308750.0
1999-03-10,310000.0
1999-03-11,309250.0
1999-03-12,308775.0
1999-03-15,308425.0
1999-03-16,306800.0
1999-03-17,306100.0
1999-03-18,305850.0
1999-03-19,305475.0
1999-03-22,304775.0
1999-03-23,305075.0
1999-03-24,304700.0
1999-03-25,305975.0
1999-03-26,305875.0
1999-03-29,306450.0
1999-03-30,306150.0
1999-03-31,305425.0
1999-04-01,304475.0
1999-04-06,304750.0
1999-04-07,307225.0
1999-04-08,310650.0
1999-04-09,311725.0
1999-04-12,312950.0
1999-04-13,316575.0
1999-04-14,317775.0
1999-04-15,318625.0
1999-04-16,318925.0
1999-04-19,318200.0
1999-04-20,318625.0
1999-04-21,318150.0
1999-04-22,320100.0
1999-04-23,320025.0
1999-04-26,319275.0
1999-04-27,319800.0
1999-04-28,319000.0
1999-04-29,318525.0
1999-04-30,316825.0
1999-05-04,315700.0
1999-05-05,315400.0
1999-05-06,315275.0
1999-05-07,314600.0
1999-05-10,314350.0
1999-05-11,314250.0
1999-05-12,313700.0
1999-05-13,313400.0
1999-05-14,313300.0
1999-05-17,313050.0
1999-05-18,313000.0
1999-05-19,312400.0
1999-05-20,313675.0
1999-05-21,313075.0
1999-05-24,312525.0
1999-05-25,311625.0
1999-05-26,311200.0
1999-05-27,310450.0
1999-05-28,309775.0
1999-06-01,312975.0
1999-06-02,313475.0
1999-06-03,314975.0
1999-06-04,314750.0
1999-06-07,314200.0
1999-06-08,312275.0
1999-06-09,310950.0
1999-06-10,310325.0
1999-06-11,309500.0
1999-06-14,308775.0
1999-06-15,305700.0
1999-06-16,304925.0
1999-06-17,303100.0
1999-06-18,301925.0
1999-06-21,301725.0
1999-06-22,301350.0
1999-06-23,300575.0
1999-06-24,299950.0
1999-06-25,299525.0
1999-06-28,298550.0
1999-06-29,297050.0
1999-06-30,296200.0
1999-07-01,295625.0
1999-07-02,293850.0
1999-07-05,292450.0
1999-07-06,301025.0
1999-07-07,299350.0
1999-07-08,298875.0
1999-07-09,297925.0
1999-07-12,297600.0
1999-07-13,296175.0
1999-07-14,295850.0
1999-07-15,295650.0
1999-07-16,295600.0
1999-07-19,294900.0
1999-07-20,294025.0
1999-07-21,293450.0
1999-07-22,292550.0
1999-07-23,292025.0
1999-07-26,291475.0
1999-07-27,291025.0
1999-07-28,290550.0
1999-07-29,289825.0
1999-07-30,289150.0
1999-08-02,289550.0
1999-08-03,289200.0
1999-08-04,288700.0
1999-08-05,288375.0
1999-08-06,288150.0
1999-08-09,287250.0
1999-08-10,287450.0
1999-08-11,286575.0
1999-08-12,286225.0
1999-08-13,286150.0
1999-08-16,285875.0
1999-08-17,284975.0
1999-08-18,284400.0
1999-08-19,284350.0
1999-08-20,284225.0
1999-08-23,283500.0
1999-08-24,282550.0
1999-08-25,282900.0
1999-08-26,282275.0
1999-08-27,281350.0
1999-08-31,282000.0
1999-09-01,282325.0
1999-09-02,283075.0
1999-09-03,283150.0
1999-09-06,283100.0
1999-09-07,282425.0
1999-09-08,281950.0
1999-09-09,281700.0
1999-09-10,280925.0
1999-09-13,280700.0
1999-09-14,280050.0
1999-09-15,279925.0
1999-09-16,279825.0
1999-09-17,279700.0
1999-09-20,279800.0
1999-09-21,280475.0
1999-09-22,280075.0
1999-09-23,280450.0
1999-09-24,282300.0
1999-09-27,285150.0
1999-09-28,286650.0
1999-09-29,288400.0
1999-09-30,289175.0
1999-10-01,289600.0
1999-10-04,289975.0
1999-10-05,290325.0
1999-10-06,290750.0
1999-10-07,290125.0
1999-10-08,289025.0
1999-10-11,288225.0
1999-10-12,287325.0
1999-10-13,286500.0
1999-10-14,286025.0
1999-10-15,285075.0
1999-10-18,284000.0
1999-10-19,283175.0
1999-10-20,282450.0
1999-10-21,282550.0
1999-10-22,281600.0
1999-10-25,280775.0
1999-10-26,279650.0
1999-10-27,279075.0
1999-10-28,279025.0
1999-10-29,277825.0
1999-11-01,277350.0
1999-11-02,276400.0
1999-11-03,276425.0
1999-11-04,275825.0
1999-11-05,275150.0
1999-11-08,275050.0
1999-11-09,275825.0
1999-11-10,275625.0
1999-11-11,275775.0
1999-11-12,275800.0
1999-11-15,275825.0
1999-11-16,275450.0
1999-11-17,275225.0
1999-11-18,274225.0
1999-11-19,275675.0
1999-11-22,275675.0
1999-11-23,275300.0
1999-11-24,276275.0
1999-11-25,276125.0
1999-11-26,275925.0
1999-11-29,275150.0
1999-11-30,274150.0
1999-12-01,274025.0
1999-12-02,273925.0
1999-12-03,273750.0
1999-12-06,273850.0
1999-12-07,273350.0
1999-12-08,273325.0
1999-12-09,273025.0
1999-12-10,275800.0
1999-12-13,275450.0
1999-12-14,274850.0
1999-12-15,274350.0
1999-12-16,276650.0
1999-12-17,275750.0
1999-12-20,275300.0
1999-12-21,274700.0
1999-12-22,274550.0
1999-12-23,274400.0
1999-12-24,275025.0
1999-12-29,277525.0
1999-12-30,279050.0
2000-01-04,278850.0
2000-01-05,281750.0
2000-01-06,282225.0
2000-01-07,282425.0
2000-01-10,281875.0
2000-01-11,281650.0
2000-01-12,281350.0
2000-01-13,281000.0
2000-01-14,280325.0
2000-01-17,280050.0
2000-01-18,279650.0
2000-01-19,279500.0
2000-01-20,279425.0
2000-01-21,282175.0
2000-01-24,281925.0
2000-01-25,284225.0
2000-01-26,287225.0
2000-01-27,290150.0
2000-01-28,291175.0
2000-01-31,291500.0
2000-02-01,290775.0
2000-02-02,290925.0
2000-02-03,291975.0
2000-02-04,290300.0
2000-02-07,290075.0
2000-02-08,289750.0
2000-02-09,290175.0
2000-02-10,289575.0
2000-02-11,289425.0
2000-02-14,288800.0
2000-02-15,287775.0
2000-02-16,287800.0
2000-02-17,287850.0
2000-02-18,287475.0
2000-02-21,286425.0
2000-02-22,286125.0
2000-02-23,284925.0
2000-02-24,284725.0
2000-02-25,283900.0
2000-02-28,283025.0
2000-02-29,282075.0
2000-03-01,282375.0
2000-03-02,281550.0
2000-03-03,280575.0
2000-03-06,279450.0
2000-03-07,277775.0
2000-03-08,277200.0
2000-03-09,277600.0
2000-03-10,277175.0
2000-03-13,276600.0
2000-03-14,274850.0
2000-03-15,274350.0
2000-03-16,273650.0
2000-03-17,272925.0
2000-03-20,271375.0
2000-03-21,270225.0
2000-03-22,270100.0
2000-03-23,269375.0
2000-03-24,268875.0
2000-03-27,268200.0
2000-03-28,267800.0
2000-03-29,267450.0
2000-03-30,266500.0
2000-03-31,265975.0
2000-04-03,265300.0
2000-04-04,263925.0
2000-04-05,263500.0
2000-04-06,262850.0
2000-04-07,262750.0
2000-04-10,262925.0
2000-04-11,260775.0
2000-04-12,259875.0
2000-04-13,259200.0
2000-04-14,258150.0
2000-04-17,256575.0
2000-04-18,256200.0
2000-04-19,255250.0
2000-04-20,254850.0
2000-04-25,254325.0
2000-04-26,252275.0
2000-04-27,251800.0
2000-04-28,251300.0
2000-05-02,251700.0
2000-05-03,251050.0
2000-05-04,250225.0
2000-05-05,249100.0
2000-05-08,249775.0
2000-05-09,248825.0
2000-05-10,248425.0
2000-05-11,248525.0
2000-05-12,247000.0
2000-05-15,245950.0
2000-05-16,245275.0
2000-05-17,244950.0
2000-05-18,244600.0
2000-05-19,243925.0
2000-05-22,243650.0
2000-05-23,242250.0
2000-05-24,242700.0
2000-05-25,242150.0
2000-05-26,240325.0
2000-05-30,239100.0
2000-05-31,237225.0
2000-06-01,236275.0
2000-06-02,235025.0
2000-06-05,236150.0
2000-06-06,234875.0
2000-06-07,234400.0
2000-06-08,238950.0
2000-06-09,237950.0
2000-06-12,237600.0
2000-06-13,236050.0
2000-06-14,234425.0
2000-06-15,233425.0
2000-06-16,232500.0
2000-06-19,231050.0
2000-06-20,232200.0
2000-06-21,232625.0
2000-06-22,231550.0
2000-06-23,230700.0
2000-06-26,229600.0
2000-06-27,229000.0
2000-06-28,227550.0
2000-06-29,226450.0
2000-06-30,224850.0
2000-07-03,224325.0
2000-07-04,222625.0
2000-07-05,222275.0
2000-07-06,221475.0
2000-07-07,220675.0
2000-07-10,219975.0
2000-07-11,218775.0
2000-07-12,217825.0
2000-07-13,216600.0
2000-07-14,217450.0
2000-07-17,216850.0
2000-07-18,216075.0
2000-07-19,215300.0
2000-07-20,214300.0
2000-07-21,212950.0
2000-07-24,211625.0
2000-07-25,209875.0
2000-07-26,209000.0
2000-07-27,207675.0
2000-07-28,206150.0
2000-07-31,204875.0
2000-08-01,205925.0
2000-08-02,205750.0
2000-08-03,205650.0
2000-08-04,204975.0
2000-08-07,203250.0
2000-08-08,202175.0
2000-08-09,202050.0
2000-08-10,201925.0
2000-08-11,202250.0
2000-08-14,202575.0
2000-08-15,202450.0
2000-08-16,202675.0
2000-08-17,203375.0
2000-08-18,203000.0
2000-08-21,202850.0
2000-08-22,202450.0
2000-08-23,205850.0
2000-08-24,205600.0
2000-08-25,209425.0
2000-08-29,214400.0
2000-08-30,214700.0
2000-08-31,214425.0
2000-09-01,214225.0
2000-09-04,215750.0
2000-09-05,214750.0
2000-09-06,214425.0
2000-09-07,213600.0
2000-09-08,212425.0
2000-09-11,211700.0
2000-09-12,211275.0
2000-09-13,214350.0
2000-09-14,214025.0
2000-09-15,213650.0
2000-09-18,214525.0
2000-09-19,217200.0
2000-09-20,223150.0
2000-09-21,222150.0
2000-09-22,222875.0
2000-09-25,223950.0
2000-09-26,223250.0
2000-09-27,223750.0
2000-09-28,223450.0
2000-09-29,223150.0
2000-10-02,222600.0
2000-10-03,221825.0
2000-10-04,221400.0
2000-10-05,220825.0
2000-10-06,220225.0
2000-10-09,220700.0
2000-10-10,221925.0
2000-10-11,222325.0
2000-10-12,222500.0
2000-10-13,222200.0
2000-10-16,224525.0
2000-10-17,224525.0
2000-10-18,224375.0
2000-10-19,224300.0
2000-10-20,224000.0
2000-10-23,221875.0
2000-10-24,220625.0
2000-10-25,219200.0
2000-10-26,220600.0
2000-10-27,219850.0
2000-10-30,219400.0
2000-10-31,217325.0
2000-11-01,216500.0
2000-11-02,216100.0
2000-11-03,215350.0
2000-11-06,214650.0
2000-11-07,214275.0
2000-11-08,213625.0
2000-11-09,213175.0
2000-11-10,212575.0
2000-11-13,211825.0
2000-11-14,211025.0
2000-11-15,210500.0
2000-11-16,210225.0
2000-11-17,209775.0
2000-11-20,209900.0
2000-11-21,208875.0
2000-11-22,208725.0
2000-11-23,207875.0
2000-11-24,207275.0
2000-11-27,206100.0
2000-11-28,205575.0
2000-11-29,203550.0
2000-11-30,202875.0
2000-12-01,202200.0
2000-12-04,201800.0
2000-12-05,200700.0
2000-12-06,199250.0
2000-12-07,198875.0
2000-12-08,198550.0
2000-12-11,198550.0
2000-12-12,196875.0
2000-12-13,196525.0
2000-12-14,196225.0
2000-12-15,195750.0
2000-12-18,197175.0
2000-12-19,195075.0
2000-12-20,194775.0
2000-12-21,194250.0
2000-12-22,194325.0
2000-12-27,195800.0
2000-12-28,194725.0
2000-12-29,194925.0
2001-01-02,194775.0
2001-01-03,194700.0
2001-01-04,194450.0
2001-01-05,194900.0
2001-01-08,194675.0
2001-01-09,195025.0
2001-01-10,194675.0
2001-01-11,196500.0
2001-01-12,196125.0
2001-01-15,195875.0
2001-01-16,195050.0
2001-01-17,194125.0
2001-01-18,192975.0
2001-01-19,191775.0
2001-01-22,190950.0
2001-01-23,190500.0
2001-01-24,191975.0
2001-01-25,191975.0
2001-01-26,191500.0
2001-01-29,191375.0
2001-01-30,191000.0
2001-01-31,190625.0
2001-02-01,191050.0
2001-02-02,190775.0
2001-02-05,191375.0
2001-02-07,235825.0
2001-02-08,235600.0
2001-02-09,235450.0
2001-02-12,234775.0
2001-02-13,234100.0
2001-02-14,234125.0
2001-02-15,234050.0
2001-02-19,232850.0
2001-02-20,234925.0
2001-02-21,236225.0
2001-02-22,237100.0
2001-02-23,237500.0
2001-02-26,237250.0
2001-02-27,237100.0
2001-02-28,237000.0
2001-03-01,236775.0
2001-03-02,236625.0
2001-03-05,237300.0
2001-03-06,237750.0
2001-03-07,238700.0
2001-03-08,238700.0
2001-03-09,238075.0
2001-03-12,237375.0
2001-03-13,237200.0
2001-03-14,237575.0
2001-03-15,237525.0
2001-03-16,237750.0
2001-03-19,237475.0
2001-03-20,239575.0
2001-03-21,240300.0
2001-03-22,240000.0
2001-03-23,239875.0
2001-03-26,239875.0
2001-03-27,239875.0
2001-03-28,239525.0
2001-03-29,239150.0
2001-03-30,239475.0
2001-04-02,240375.0
2001-04-03,240075.0
2001-04-04,239900.0
2001-04-05,242075.0
2001-04-06,241800.0
2001-04-09,241750.0
2001-04-10,246525.0
2001-04-11,246650.0
2001-04-12,246600.0
2001-04-17,248650.0
2001-04-18,248225.0
2001-04-19,247800.0
2001-04-20,249275.0
2001-04-23,249450.0
2001-04-24,248700.0
2001-04-25,248425.0
2001-04-26,250600.0
2001-04-27,250950.0
2001-04-30,250925.0
2001-05-01,250550.0
2001-05-02,250550.0
2001-05-03,250775.0
2001-05-04,257075.0
2001-05-08,257975.0
2001-05-09,260250.0
2001-05-10,260625.0
2001-05-11,260475.0
2001-05-14,260700.0
2001-05-15,260525.0
2001-05-16,260350.0
2001-05-17,259850.0
2001-05-18,259075.0
2001-05-21,258925.0
2001-05-22,258025.0
2001-05-23,262075.0
2001-05-24,262925.0
2001-05-25,264925.0
2001-05-29,266150.0
2001-05-30,267025.0
2001-05-31,269275.0
2001-06-01,269650.0
2001-06-04,270250.0
2001-06-05,271050.0
2001-06-06,271900.0
2001-06-07,275725.0
2001-06-08,281225.0
2001-06-11,286375.0
2001-06-12,289675.0
2001-06-13,289350.0
2001-06-14,289300.0
2001-06-15,289075.0
2001-06-18,288100.0
2001-06-19,287800.0
2001-06-20,288250.0
2001-06-21,288150.0
2001-06-22,287750.0
2001-06-25,287775.0
2001-06-26,288050.0
2001-06-27,294250.0
2001-06-28,294150.0
2001-06-29,294150.0
2001-07-02,293700.0
2001-07-03,296475.0
2001-07-04,295950.0
2001-07-05,297675.0
2001-07-06,299450.0
2001-07-09,301150.0
2001-07-10,303250.0
2001-07-11,302850.0
2001-07-12,303275.0
2001-07-13,304400.0
2001-07-16,306700.0
2001-07-17,305875.0
2001-07-18,305550.0
2001-07-19,305325.0
2001-07-20,308850.0
2001-07-23,308700.0
2001-07-24,309375.0
2001-07-25,309825.0
2001-07-26,309625.0
2001-07-27,309150.0
2001-07-30,309075.0
2001-07-31,308525.0
2001-08-01,307325.0
2001-08-02,307125.0
2001-08-03,306975.0
2001-08-06,306725.0
2001-08-07,306675.0
2001-08-08,306875.0
2001-08-09,306925.0
2001-08-10,307025.0
2001-08-13,306800.0
2001-08-14,309700.0
2001-08-15,322550.0
2001-08-16,339625.0
2001-08-17,341050.0
2001-08-20,343450.0
2001-08-21,344725.0
2001-08-22,344475.0
2001-08-23,344650.0
2001-08-24,346075.0
2001-08-28,346300.0
2001-08-29,346550.0
2001-08-30,346425.0
2001-08-31,347300.0
2001-09-03,347675.0
2001-09-04,347750.0
2001-09-05,350700.0
2001-09-06,350300.0
2001-09-07,351550.0
2001-09-10,353050.0
2001-09-11,354750.0
2001-09-12,357100.0
2001-09-13,356450.0
2001-09-14,357650.0
2001-09-17,357550.0
2001-09-18,358725.0
2001-09-19,358675.0
2001-09-20,358400.0
2001-09-21,357475.0
2001-09-24,356750.0
2001-09-25,358200.0
2001-09-26,359900.0
2001-09-27,360400.0
2001-09-28,365525.0
2001-10-01,364975.0
2001-10-02,365750.0
2001-10-03,383525.0
2001-10-04,383375.0
2001-10-05,384650.0
2001-10-08,388850.0
2001-10-09,388300.0
2001-10-10,388900.0
2001-10-11,388750.0
2001-10-12,388700.0
2001-10-15,394525.0
2001-10-16,393825.0
2001-10-17,395000.0
2001-10-18,393825.0
2001-10-19,395700.0
2001-10-22,395275.0
2001-10-23,394850.0
2001-10-24,398650.0
2001-10-25,403550.0
2001-10-26,404675.0
2001-10-29,404525.0
2001-10-30,402725.0
2001-10-31,402150.0
2001-11-01,403425.0
2001-11-02,403925.0
2001-11-05,403325.0
2001-11-06,402700.0
2001-11-07,411400.0
2001-11-08,411900.0
2001-11-09,412000.0
2001-11-12,412250.0
2001-11-13,411875.0
2001-11-14,412125.0
2001-11-15,411825.0
2001-11-16,411625.0
2001-11-19,411550.0
2001-11-20,409825.0
2001-11-21,408100.0
2001-11-22,408050.0
2001-11-23,406550.0
2001-11-26,407525.0
2001-11-27,408725.0
2001-11-28,407925.0
2001-11-29,411350.0
2001-11-30,411975.0
2001-12-03,411075.0
2001-12-04,410625.0
2001-12-05,409425.0
2001-12-06,408450.0
2001-12-07,408050.0
2001-12-10,407375.0
2001-12-11,407175.0
2001-12-12,407700.0
2001-12-13,407725.0
2001-12-14,407900.0
2001-12-17,415925.0
2001-12-18,416900.0
2001-12-19,418500.0
2001-12-20,427850.0
2001-12-21,433625.0
2001-12-27,434575.0
2001-12-28,433375.0
2002-01-02,433350.0
2002-01-03,434000.0
2002-01-04,434800.0
2002-01-07,435050.0
2002-01-08,444875.0
2002-01-09,455600.0
2002-01-10,468450.0
2002-01-11,469175.0
2002-01-14,470150.0
2002-01-15,470600.0
2002-01-16,471675.0
2002-01-17,477700.0
2002-01-18,475700.0
2002-01-21,475150.0
2002-01-22,473950.0
2002-01-23,473000.0
2002-01-24,472400.0
2002-01-25,470775.0
2002-01-28,468325.0
2002-01-29,470925.0
2002-01-30,470950.0
2002-01-31,471075.0
2002-02-01,470750.0
2002-02-04,470225.0
2002-02-05,470175.0
2002-02-06,470825.0
2002-02-07,471050.0
2002-02-08,471650.0
2002-02-11,473425.0
2002-02-12,475225.0
2002-02-13,475700.0
2002-02-14,475925.0
2002-02-15,477800.0
2002-02-18,478025.0
2002-02-19,478400.0
2002-02-20,478825.0
