,LSZS
2002-02-21,479325.0
2002-02-22,479775.0
2002-02-25,481225.0
2002-02-26,480950.0
2002-02-27,481475.0
2002-02-28,481875.0
2002-03-01,491825.0
2002-03-04,492800.0
2002-03-05,491725.0
2002-03-06,489500.0
2002-03-07,488725.0
2002-03-08,489600.0
2002-03-11,489625.0
2002-03-12,491050.0
2002-03-13,498150.0
2002-03-14,507375.0
2002-03-15,511525.0
2002-03-18,511625.0
2002-03-19,515575.0
2002-03-20,516075.0
2002-03-21,515950.0
2002-03-22,514750.0
2002-03-25,520400.0
2002-03-26,521575.0
2002-03-27,523750.0
2002-03-28,526350.0
2002-04-02,527575.0
2002-04-03,532925.0
2002-04-04,532875.0
2002-04-05,532875.0
2002-04-08,532825.0
2002-04-09,532775.0
2002-04-10,532550.0
2002-04-11,535625.0
2002-04-12,539350.0
2002-04-15,539525.0
2002-04-16,540075.0
2002-04-17,542925.0
2002-04-18,543175.0
2002-04-19,543225.0
2002-04-22,543325.0
2002-04-23,543500.0
2002-04-24,552200.0
2002-04-25,552150.0
2002-04-26,558450.0
2002-04-29,558725.0
2002-04-30,559975.0
2002-05-01,561575.0
2002-05-02,566025.0
2002-05-03,572650.0
2002-05-07,573450.0
2002-05-08,575350.0
2002-05-09,585425.0
2002-05-10,594375.0
2002-05-13,595275.0
2002-05-14,598825.0
2002-05-15,600150.0
2002-05-16,599900.0
2002-05-17,597775.0
2002-05-20,600875.0
2002-05-21,598600.0
2002-05-22,596400.0
2002-05-23,596450.0
2002-05-24,603850.0
2002-05-27,603425.0
2002-05-28,604650.0
2002-05-29,604300.0
2002-05-30,605450.0
2002-05-31,605475.0
2002-06-05,605225.0
2002-06-06,612475.0
2002-06-07,610875.0
2002-06-10,608575.0
2002-06-11,606625.0
2002-06-12,605450.0
2002-06-13,604400.0
2002-06-14,603650.0
2002-06-17,602525.0
2002-06-18,601200.0
2002-06-19,600125.0
2002-06-20,599700.0
2002-06-21,598600.0
2002-06-24,597400.0
2002-06-25,595800.0
2002-06-26,595925.0
2002-06-27,596925.0
2002-06-28,596825.0
2002-07-01,596400.0
2002-07-02,596925.0
2002-07-03,598475.0
2002-07-04,602350.0
2002-07-05,602325.0
2002-07-08,602350.0
2002-07-09,600300.0
2002-07-10,599500.0
2002-07-11,598775.0
2002-07-12,597525.0
2002-07-15,597425.0
2002-07-16,596575.0
2002-07-17,597725.0
2002-07-18,597550.0
2002-07-19,597300.0
2002-07-22,597450.0
2002-07-23,597575.0
2002-07-24,598075.0
2002-07-25,596075.0
2002-07-26,593500.0
2002-07-29,626900.0
2002-07-30,625575.0
2002-07-31,624275.0
2002-08-01,623675.0
2002-08-02,626950.0
2002-08-05,648050.0
2002-08-06,648275.0
2002-08-07,648850.0
2002-08-08,648000.0
2002-08-09,647925.0
2002-08-12,647675.0
2002-08-13,646550.0
2002-08-14,646750.0
2002-08-15,644725.0
2002-08-16,645750.0
2002-08-19,651650.0
2002-08-20,649350.0
2002-08-21,646450.0
2002-08-22,645825.0
2002-08-23,642725.0
2002-08-27,642675.0
2002-08-28,635150.0
2002-08-29,633150.0
2002-08-30,631475.0
2002-09-02,630175.0
2002-09-03,628725.0
2002-09-04,627250.0
2002-09-05,626175.0
2002-09-06,627125.0
2002-09-09,625550.0
2002-09-10,624375.0
2002-09-11,622300.0
2002-09-12,620400.0
2002-09-13,619800.0
2002-09-16,617425.0
2002-09-17,616250.0
2002-09-18,616675.0
2002-09-19,619175.0
2002-09-20,642975.0
2002-09-23,642300.0
2002-09-24,642675.0
2002-09-25,643300.0
2002-09-26,640875.0
2002-09-27,640575.0
2002-09-30,639600.0
2002-10-01,638625.0
2002-10-02,637350.0
2002-10-03,637575.0
2002-10-04,637600.0
2002-10-07,637075.0
2002-10-08,635100.0
2002-10-09,645200.0
2002-10-10,644600.0
2002-10-11,642750.0
2002-10-14,641850.0
2002-10-15,640525.0
2002-10-16,639350.0
2002-10-17,649850.0
2002-10-18,648650.0
2002-10-21,647525.0
2002-10-22,645550.0
2002-10-23,647700.0
2002-10-24,645800.0
2002-10-25,645575.0
2002-10-28,645875.0
2002-10-29,646100.0
2002-10-30,647675.0
2002-10-31,648400.0
2002-11-01,649100.0
2002-11-04,650100.0
2002-11-05,650325.0
2002-11-06,650250.0
2002-11-07,652350.0
2002-11-08,652125.0
2002-11-11,656950.0
2002-11-12,655725.0
2002-11-13,654000.0
2002-11-14,656200.0
2002-11-15,655500.0
2002-11-18,652225.0
2002-11-19,651225.0
2002-11-20,650725.0
2002-11-21,649800.0
2002-11-22,648475.0
2002-11-25,647450.0
2002-11-26,647375.0
2002-11-27,652050.0
2002-11-28,650925.0
2002-11-29,649775.0
2002-12-02,648450.0
2002-12-03,647275.0
2002-12-04,647075.0
2002-12-05,646425.0
2002-12-06,646425.0
2002-12-09,646425.0
2002-12-10,646100.0
2002-12-11,645725.0
2002-12-12,645475.0
2002-12-13,645000.0
2002-12-16,648000.0
2002-12-17,647425.0
2002-12-18,647125.0
2002-12-19,646300.0
2002-12-20,645800.0
2002-12-23,648950.0
2002-12-24,649650.0
2002-12-30,651400.0
2002-12-31,651150.0
2003-01-02,651050.0
2003-01-03,650975.0
2003-01-06,650575.0
2003-01-07,651275.0
2003-01-08,651150.0
2003-01-09,651050.0
2003-01-10,650700.0
2003-01-13,652475.0
2003-01-14,654175.0
2003-01-15,668725.0
2003-01-16,668300.0
2003-01-17,667900.0
2003-01-20,668050.0
2003-01-21,668525.0
2003-01-22,669100.0
2003-01-23,670025.0
2003-01-24,672725.0
2003-01-27,672200.0
2003-01-28,671700.0
2003-01-29,671950.0
2003-01-30,671775.0
2003-01-31,678725.0
2003-02-03,678450.0
2003-02-04,678500.0
2003-02-05,678525.0
2003-02-06,677925.0
2003-02-07,677700.0
2003-02-10,676550.0
2003-02-11,675850.0
2003-02-12,674600.0
2003-02-13,674225.0
2003-02-14,674300.0
2003-02-17,673775.0
2003-02-18,673325.0
2003-02-19,672425.0
2003-02-20,672650.0
2003-02-21,672550.0
2003-02-24,672075.0
2003-02-25,672275.0
2003-02-26,673525.0
2003-02-27,674050.0
2003-02-28,673600.0
2003-03-03,672750.0
2003-03-04,671675.0
2003-03-05,670825.0
2003-03-06,670300.0
2003-03-07,669650.0
2003-03-10,668650.0
2003-03-11,667175.0
2003-03-12,665625.0
2003-03-13,664000.0
2003-03-14,663200.0
2003-03-17,662300.0
2003-03-18,661900.0
2003-03-19,661375.0
2003-03-20,661650.0
2003-03-21,663350.0
2003-03-24,663350.0
2003-03-25,663450.0
2003-03-26,663950.0
2003-03-27,662275.0
2003-03-28,665075.0
2003-03-31,669500.0
2003-04-01,669400.0
2003-04-02,678125.0
2003-04-03,676800.0
2003-04-04,675475.0
2003-04-07,674825.0
2003-04-08,672425.0
2003-04-09,671400.0
2003-04-10,669600.0
2003-04-11,670275.0
2003-04-14,675225.0
2003-04-15,674050.0
2003-04-16,673375.0
2003-04-17,673700.0
2003-04-22,674200.0
2003-04-23,678025.0
2003-04-24,678075.0
2003-04-25,679600.0
2003-04-28,679100.0
2003-04-29,679000.0
2003-04-30,679400.0
2003-05-01,683650.0
2003-05-02,684000.0
2003-05-06,685325.0
2003-05-07,688425.0
2003-05-08,688900.0
2003-05-09,689625.0
2003-05-12,690200.0
2003-05-13,691725.0
2003-05-14,692000.0
2003-05-15,691550.0
2003-05-16,691250.0
2003-05-19,690925.0
2003-05-20,691150.0
2003-05-21,693325.0
2003-05-22,694575.0
2003-05-23,694900.0
2003-05-27,694950.0
2003-05-28,694475.0
2003-05-29,694600.0
2003-05-30,694575.0
2003-06-02,693775.0
2003-06-03,693575.0
2003-06-04,693350.0
2003-06-05,693000.0
2003-06-06,692650.0
2003-06-09,692375.0
2003-06-10,693175.0
2003-06-11,693025.0
2003-06-12,701650.0
2003-06-13,701175.0
2003-06-16,700875.0
2003-06-17,700300.0
2003-06-18,700200.0
2003-06-19,699700.0
2003-06-20,699300.0
2003-06-23,698725.0
2003-06-24,698275.0
2003-06-25,697725.0
2003-06-26,697300.0
2003-06-27,696750.0
2003-06-30,696425.0
2003-07-01,695575.0
2003-07-02,695300.0
2003-07-03,694450.0
2003-07-04,696850.0
2003-07-07,697250.0
2003-07-08,696925.0
2003-07-09,696200.0
2003-07-10,694700.0
2003-07-11,693225.0
2003-07-14,692300.0
2003-07-15,691550.0
2003-07-16,690575.0
2003-07-17,690325.0
2003-07-18,690950.0
2003-07-21,690600.0
2003-07-22,691300.0
2003-07-23,693400.0
2003-07-24,693900.0
2003-07-25,694850.0
2003-07-28,695600.0
2003-07-29,694125.0
2003-07-30,694075.0
2003-07-31,695575.0
2003-08-01,693900.0
2003-08-04,692075.0
2003-08-05,690400.0
2003-08-06,688500.0
2003-08-07,687775.0
2003-08-08,686750.0
2003-08-11,686150.0
2003-08-12,685650.0
2003-08-13,684600.0
2003-08-14,687150.0
2003-08-15,687150.0
2003-08-18,687100.0
2003-08-19,687900.0
2003-08-20,687925.0
2003-08-21,689475.0
2003-08-22,689175.0
2003-08-26,688925.0
2003-08-27,691175.0
2003-08-28,691500.0
2003-08-29,692500.0
2003-09-01,693700.0
2003-09-02,694500.0
2003-09-03,695000.0
2003-09-04,695325.0
2003-09-05,695850.0
2003-09-08,696475.0
2003-09-09,696000.0
2003-09-10,696475.0
2003-09-11,699775.0
2003-09-12,699600.0
2003-09-15,699125.0
2003-09-16,698925.0
2003-09-17,699550.0
2003-09-18,698875.0
2003-09-19,698625.0
2003-09-22,699325.0
2003-09-23,698625.0
2003-09-24,697775.0
2003-09-25,697600.0
2003-09-26,696925.0
2003-09-29,696225.0
2003-09-30,695375.0
2003-10-01,697000.0
2003-10-02,695975.0
2003-10-03,696425.0
2003-10-06,695775.0
2003-10-07,695100.0
2003-10-08,694850.0
2003-10-09,695625.0
2003-10-10,695575.0
2003-10-13,695725.0
2003-10-14,696600.0
2003-10-15,696450.0
2003-10-16,700075.0
2003-10-17,699525.0
2003-10-20,699600.0
2003-10-21,699800.0
2003-10-22,698850.0
2003-10-23,701550.0
2003-10-24,701025.0
2003-10-27,700725.0
2003-10-28,700075.0
2003-10-29,703575.0
2003-10-30,703300.0
2003-10-31,702750.0
2003-11-03,702200.0
2003-11-04,702900.0
2003-11-05,701750.0
2003-11-06,700500.0
2003-11-07,699450.0
2003-11-10,719850.0
2003-11-11,718500.0
2003-11-12,716575.0
2003-11-13,715275.0
2003-11-14,715050.0
2003-11-17,714150.0
2003-11-18,712000.0
2003-11-19,710575.0
2003-11-20,708475.0
2003-11-21,707000.0
2003-11-24,704625.0
2003-11-25,703025.0
2003-11-26,702400.0
2003-11-27,700750.0
2003-11-28,723100.0
2003-12-01,721925.0
2003-12-02,745250.0
2003-12-03,743775.0
2003-12-04,741625.0
2003-12-05,743325.0
2003-12-08,741975.0
2003-12-09,740725.0
2003-12-10,741150.0
2003-12-11,739750.0
2003-12-12,738425.0
2003-12-15,745700.0
2003-12-16,743100.0
2003-12-17,740450.0
2003-12-18,740575.0
2003-12-19,740700.0
2003-12-22,739675.0
2003-12-23,739775.0
2003-12-24,738425.0
2003-12-29,738550.0
2003-12-30,736275.0
2003-12-31,740400.0
2004-01-02,739800.0
2004-01-05,741000.0
2004-01-06,739725.0
2004-01-07,738400.0
2004-01-08,738975.0
2004-01-09,742025.0
2004-01-12,739950.0
2004-01-13,737525.0
2004-01-14,759850.0
2004-01-15,757125.0
2004-01-16,756050.0
2004-01-19,758400.0
2004-01-20,761950.0
2004-01-21,760675.0
2004-01-22,759900.0
2004-01-23,759675.0
2004-01-26,759650.0
2004-01-27,759600.0
2004-01-28,761500.0
2004-01-29,759875.0
2004-01-30,758275.0
2004-02-02,756175.0
2004-02-03,754175.0
2004-02-04,753025.0
2004-02-05,750575.0
2004-02-06,748750.0
2004-02-09,747400.0
2004-02-10,745450.0
2004-02-11,743550.0
2004-02-12,742025.0
2004-02-13,740825.0
2004-02-16,739575.0
2004-02-17,736600.0
2004-02-18,733625.0
2004-02-19,733200.0
2004-02-20,730275.0
2004-02-23,728850.0
2004-02-24,727000.0
2004-02-25,726425.0
2004-02-26,725225.0
2004-02-27,722550.0
2004-03-01,720975.0
2004-03-02,719050.0
2004-03-03,718575.0
2004-03-04,717025.0
2004-03-05,714950.0
2004-03-08,713725.0
2004-03-09,712250.0
2004-03-10,711250.0
2004-03-11,709900.0
2004-03-12,708150.0
2004-03-15,706800.0
2004-03-16,703375.0
2004-03-17,700650.0
2004-03-18,698400.0
2004-03-19,696125.0
2004-03-22,694250.0
2004-03-23,690125.0
2004-03-24,689650.0
2004-03-25,704925.0
2004-03-26,713950.0
2004-03-29,710675.0
2004-03-30,706800.0
2004-03-31,716300.0
2004-04-01,716425.0
2004-04-02,715550.0
2004-04-05,732550.0
2004-04-06,747050.0
2004-04-07,757400.0
2004-04-08,771575.0
2004-04-13,787150.0
2004-04-14,785825.0
2004-04-15,785325.0
2004-04-16,783475.0
2004-04-19,783075.0
2004-04-20,781775.0
2004-04-21,780025.0
2004-04-22,777200.0
2004-04-23,774850.0
2004-04-26,772550.0
2004-04-27,769175.0
2004-04-28,765350.0
2004-04-29,763925.0
2004-04-30,760725.0
2004-05-04,759300.0
2004-05-05,754750.0
2004-05-06,755600.0
2004-05-07,754850.0
2004-05-10,754075.0
2004-05-11,751950.0
2004-05-12,750750.0
2004-05-13,749700.0
2004-05-14,746150.0
2004-05-17,745275.0
2004-05-18,742150.0
2004-05-19,739050.0
2004-05-20,737700.0
2004-05-21,736225.0
2004-05-24,735125.0
2004-05-25,733325.0
2004-05-26,731575.0
2004-05-27,729500.0
2004-05-28,728725.0
2004-06-01,727350.0
2004-06-02,726125.0
2004-06-03,725525.0
2004-06-04,724075.0
2004-06-07,722775.0
2004-06-08,718700.0
2004-06-09,715825.0
2004-06-10,714450.0
2004-06-11,715800.0
2004-06-14,717400.0
2004-06-15,719375.0
2004-06-16,721400.0
2004-06-17,723200.0
2004-06-18,725450.0
2004-06-21,729375.0
2004-06-22,731600.0
2004-06-23,733725.0
2004-06-24,732725.0
2004-06-25,734225.0
2004-06-28,733600.0
2004-06-29,732025.0
2004-06-30,731125.0
2004-07-01,730125.0
2004-07-02,729425.0
2004-07-05,728075.0
2004-07-06,725825.0
2004-07-07,725775.0
2004-07-08,724825.0
2004-07-09,723800.0
2004-07-12,722875.0
2004-07-13,720575.0
2004-07-14,717900.0
2004-07-15,714750.0
2004-07-16,713800.0
2004-07-19,712475.0
2004-07-20,708300.0
2004-07-21,707025.0
2004-07-22,705625.0
2004-07-23,704700.0
2004-07-26,708775.0
2004-07-27,707600.0
2004-07-28,706700.0
2004-07-29,706225.0
2004-07-30,706050.0
2004-08-02,705225.0
2004-08-03,703925.0
2004-08-04,718950.0
2004-08-05,726150.0
2004-08-06,728050.0
2004-08-09,737750.0
2004-08-10,732800.0
2004-08-11,732325.0
2004-08-12,737300.0
2004-08-13,736875.0
2004-08-16,740350.0
2004-08-17,739850.0
2004-08-18,738150.0
2004-08-19,737375.0
2004-08-20,736875.0
2004-08-23,739175.0
2004-08-24,738500.0
2004-08-25,738250.0
2004-08-26,737725.0
2004-08-27,737600.0
2004-08-31,737150.0
2004-09-01,734175.0
2004-09-02,733500.0
2004-09-03,733075.0
2004-09-06,732650.0
2004-09-07,729350.0
2004-09-08,728200.0
2004-09-09,726875.0
2004-09-10,725700.0
2004-09-13,724450.0
2004-09-14,723000.0
2004-09-15,721275.0
2004-09-16,718700.0
2004-09-17,718325.0
2004-09-20,719025.0
2004-09-21,737100.0
2004-09-22,736000.0
2004-09-23,735250.0
2004-09-24,734675.0
2004-09-27,733650.0
2004-09-28,731775.0
2004-09-29,730450.0
2004-09-30,736600.0
2004-10-01,736450.0
2004-10-04,735475.0
2004-10-05,732275.0
2004-10-06,730000.0
2004-10-07,728750.0
2004-10-08,726400.0
2004-10-11,725100.0
2004-10-12,721375.0
2004-10-13,721000.0
2004-10-14,719025.0
2004-10-15,718400.0
2004-10-18,717325.0
2004-10-19,716325.0
2004-10-20,715400.0
2004-10-21,713300.0
2004-10-22,711625.0
2004-10-25,709875.0
2004-10-26,710300.0
2004-10-27,709325.0
2004-10-28,708300.0
2004-10-29,705675.0
2004-11-01,705150.0
2004-11-02,703475.0
2004-11-03,700125.0
2004-11-04,699050.0
2004-11-05,698800.0
2004-11-08,697175.0
2004-11-09,694325.0
2004-11-10,692850.0
2004-11-11,690375.0
2004-11-12,689025.0
2004-11-15,688325.0
2004-11-16,687300.0
2004-11-17,685850.0
2004-11-18,682525.0
2004-11-19,681300.0
2004-11-22,680425.0
2004-11-23,678500.0
2004-11-24,677325.0
2004-11-25,676700.0
2004-11-26,676225.0
2004-11-29,675900.0
2004-11-30,673975.0
2004-12-01,669825.0
2004-12-02,668000.0
2004-12-03,665675.0
2004-12-06,664475.0
2004-12-07,662450.0
2004-12-08,660650.0
2004-12-09,659025.0
2004-12-10,655175.0
2004-12-13,651925.0
2004-12-14,647925.0
2004-12-15,646050.0
2004-12-16,642675.0
2004-12-17,640575.0
2004-12-20,639225.0
2004-12-21,637300.0
2004-12-22,636425.0
2004-12-23,635025.0
2004-12-24,634075.0
2004-12-29,634000.0
2004-12-30,631325.0
2004-12-31,629425.0
2005-01-04,628625.0
2005-01-05,629125.0
2005-01-06,641225.0
2005-01-07,640800.0
2005-01-10,640675.0
2005-01-11,637350.0
2005-01-12,637600.0
2005-01-13,636225.0
2005-01-14,633875.0
2005-01-17,632225.0
2005-01-18,630400.0
2005-01-19,628750.0
2005-01-20,626750.0
2005-01-21,623075.0
2005-01-24,621075.0
2005-01-25,624525.0
2005-01-26,623725.0
2005-01-27,621250.0
2005-01-28,618600.0
2005-01-31,617575.0
2005-02-01,615925.0
2005-02-02,615250.0
2005-02-03,614750.0
2005-02-04,611275.0
2005-02-07,615025.0
2005-02-08,616175.0
2005-02-09,615900.0
2005-02-10,614700.0
2005-02-11,614525.0
2005-02-14,613925.0
2005-02-15,613450.0
2005-02-16,611550.0
2005-02-17,609400.0
2005-02-18,607225.0
2005-02-21,605650.0
2005-02-22,607375.0
2005-02-23,606900.0
2005-02-24,606450.0
2005-02-25,605200.0
2005-02-28,604625.0
2005-03-01,601600.0
2005-03-02,601125.0
2005-03-03,600125.0
2005-03-04,599900.0
2005-03-07,599225.0
2005-03-08,596625.0
2005-03-09,596250.0
2005-03-10,595500.0
2005-03-11,592075.0
2005-03-14,590950.0
2005-03-15,587750.0
2005-03-16,585950.0
2005-03-17,585225.0
2005-03-18,584325.0
2005-03-21,582225.0
2005-03-22,581025.0
2005-03-23,579850.0
2005-03-24,578925.0
2005-03-29,577875.0
2005-03-30,574725.0
2005-03-31,574050.0
2005-04-01,570600.0
2005-04-04,569875.0
2005-04-05,567225.0
2005-04-06,564875.0
2005-04-07,562375.0
2005-04-08,566250.0
2005-04-11,565000.0
2005-04-12,562650.0
2005-04-13,560900.0
2005-04-14,558750.0
2005-04-15,557375.0
2005-04-18,556150.0
2005-04-19,553750.0
2005-04-20,552400.0
2005-04-21,550825.0
2005-04-22,552375.0
2005-04-25,551100.0
2005-04-26,549500.0
2005-04-27,547200.0
2005-04-28,546125.0
2005-04-29,545000.0
2005-05-03,546375.0
2005-05-04,542300.0
2005-05-05,540975.0
2005-05-06,539975.0
2005-05-09,539725.0
2005-05-10,539175.0
2005-05-11,538875.0
2005-05-12,538025.0
2005-05-13,537550.0
2005-05-16,535575.0
2005-05-17,534525.0
2005-05-18,534025.0
2005-05-19,533075.0
2005-05-20,531150.0
2005-05-23,530200.0
2005-05-24,528325.0
2005-05-25,527675.0
2005-05-26,526100.0
2005-05-27,525350.0
2005-05-31,524825.0
2005-06-01,522925.0
2005-06-02,522200.0
2005-06-03,521700.0
2005-06-06,520975.0
2005-06-07,520750.0
2005-06-08,520000.0
2005-06-09,519725.0
2005-06-10,534325.0
2005-06-13,563675.0
2005-06-14,623050.0
2005-06-15,622700.0
2005-06-16,622250.0
2005-06-17,621075.0
2005-06-20,619075.0
2005-06-21,616675.0
2005-06-22,614650.0
2005-06-23,614175.0
2005-06-24,613125.0
2005-06-27,612150.0
2005-06-28,609825.0
2005-06-29,611200.0
2005-06-30,611550.0
2005-07-01,611175.0
2005-07-04,610325.0
2005-07-05,609525.0
2005-07-06,608700.0
2005-07-07,608500.0
2005-07-08,608175.0
2005-07-11,607250.0
2005-07-12,606900.0
2005-07-13,602350.0
2005-07-14,601150.0
2005-07-15,599625.0
2005-07-18,597625.0
2005-07-19,594900.0
2005-07-20,593825.0
2005-07-21,592175.0
2005-07-22,588825.0
2005-07-25,586300.0
2005-07-26,584400.0
2005-07-27,583825.0
2005-07-28,583250.0
2005-07-29,582475.0
2005-08-01,581525.0
2005-08-02,579700.0
2005-08-03,577100.0
2005-08-04,576200.0
2005-08-05,575425.0
2005-08-08,572550.0
2005-08-09,571275.0
2005-08-10,570500.0
2005-08-11,569875.0
2005-08-12,569000.0
2005-08-15,568575.0
2005-08-16,567600.0
2005-08-17,565825.0
2005-08-18,569950.0
2005-08-19,569325.0
2005-08-22,567800.0
2005-08-23,567100.0
2005-08-24,564825.0
2005-08-25,564250.0
2005-08-26,563475.0
2005-08-30,561950.0
2005-08-31,560150.0
2005-09-01,559625.0
2005-09-02,559200.0
2005-09-05,558725.0
2005-09-06,558225.0
2005-09-07,557800.0
2005-09-08,559375.0
2005-09-09,557100.0
2005-09-12,556900.0
2005-09-13,555675.0
2005-09-14,553225.0
2005-09-15,552325.0
2005-09-16,550850.0
2005-09-19,550075.0
2005-09-20,549025.0
2005-09-21,547750.0
2005-09-22,547100.0
2005-09-23,546725.0
2005-09-26,545800.0
2005-09-27,542125.0
2005-09-28,537100.0
2005-09-29,533325.0
2005-09-30,531325.0
2005-10-03,529975.0
2005-10-04,526025.0
2005-10-05,525225.0
2005-10-06,520275.0
2005-10-07,517275.0
2005-10-10,514725.0
2005-10-11,510700.0
2005-10-12,509550.0
2005-10-13,506975.0
2005-10-14,505425.0
2005-10-17,502900.0
2005-10-18,500375.0
2005-10-19,499075.0
2005-10-20,498275.0
2005-10-21,501750.0
2005-10-24,500100.0
2005-10-25,496550.0
2005-10-26,494800.0
2005-10-27,492600.0
2005-10-28,490375.0
2005-10-31,488325.0
2005-11-01,484350.0
2005-11-02,483450.0
2005-11-03,481225.0
2005-11-04,477250.0
2005-11-07,476425.0
2005-11-08,475100.0
2005-11-09,474500.0
2005-11-10,472075.0
2005-11-11,469675.0
2005-11-14,467050.0
2005-11-15,464550.0
2005-11-16,461775.0
2005-11-17,458675.0
2005-11-18,455225.0
2005-11-21,452700.0
2005-11-22,450950.0
2005-11-23,448575.0
2005-11-24,447275.0
2005-11-25,445700.0
2005-11-28,444125.0
2005-11-29,441425.0
2005-11-30,439525.0
2005-12-01,437800.0
2005-12-02,435775.0
2005-12-05,433350.0
2005-12-06,431750.0
2005-12-07,429275.0
2005-12-08,427900.0
2005-12-09,425925.0
2005-12-12,424100.0
2005-12-13,422225.0
2005-12-14,420575.0
2005-12-15,418200.0
2005-12-16,415450.0
2005-12-19,413425.0
2005-12-20,410300.0
2005-12-21,407775.0
2005-12-22,405325.0
2005-12-23,401825.0
2005-12-28,399325.0
2005-12-29,395375.0
2005-12-30,394125.0
2006-01-03,393550.0
2006-01-04,393300.0
2006-01-05,392600.0
2006-01-06,391650.0
2006-01-09,391025.0
2006-01-10,389550.0
2006-01-11,388525.0
2006-01-12,387225.0
2006-01-13,386100.0
2006-01-16,384350.0
2006-01-17,382800.0
2006-01-18,381725.0
2006-01-19,380500.0
2006-01-20,378625.0
2006-01-23,377100.0
2006-01-24,375750.0
2006-01-25,373750.0
2006-01-26,376550.0
2006-01-27,375400.0
2006-01-30,373775.0
2006-01-31,372850.0
2006-02-01,370800.0
2006-02-02,368500.0
2006-02-03,367300.0
2006-02-06,365200.0
2006-02-07,363700.0
2006-02-08,361700.0
2006-02-09,361375.0
2006-02-10,360125.0
2006-02-13,358550.0
2006-02-14,355025.0
2006-02-15,352725.0
2006-02-16,349200.0
2006-02-17,347425.0
2006-02-20,343750.0
2006-02-21,340625.0
2006-02-22,338400.0
2006-02-23,335525.0
2006-02-24,334050.0
2006-02-27,332200.0
2006-02-28,329675.0
2006-03-01,327225.0
2006-03-02,326250.0
2006-03-03,324625.0
2006-03-06,322225.0
2006-03-07,320750.0
2006-03-08,320550.0
2006-03-09,318550.0
2006-03-10,316800.0
2006-03-13,314650.0
2006-03-14,313500.0
2006-03-15,311550.0
2006-03-16,308875.0
2006-03-17,305525.0
2006-03-20,305100.0
2006-03-21,302700.0
2006-03-22,300000.0
2006-03-23,297375.0
2006-03-24,296825.0
2006-03-27,295825.0
2006-03-28,292875.0
2006-03-29,290425.0
2006-03-30,286750.0
2006-03-31,285100.0
2006-04-03,280600.0
2006-04-04,279000.0
2006-04-05,276325.0
2006-04-06,273650.0
2006-04-07,270375.0
2006-04-10,267650.0
2006-04-11,265150.0
2006-04-12,264625.0
2006-04-13,273225.0
2006-04-18,271775.0
2006-04-19,270300.0
2006-04-20,269150.0
2006-04-21,267250.0
2006-04-24,265025.0
2006-04-25,266175.0
2006-04-26,264100.0
2006-04-27,262150.0
2006-04-28,260700.0
2006-05-02,258650.0
2006-05-03,258350.0
2006-05-04,257600.0
2006-05-05,255900.0
2006-05-08,254600.0
2006-05-09,253425.0
2006-05-10,252800.0
2006-05-11,251675.0
2006-05-12,251000.0
2006-05-15,250275.0
2006-05-16,250000.0
2006-05-17,249150.0
2006-05-18,248450.0
2006-05-19,246950.0
2006-05-22,246275.0
2006-05-23,245150.0
2006-05-24,244200.0
2006-05-25,243100.0
2006-05-26,242025.0
2006-05-30,240675.0
2006-05-31,238775.0
2006-06-01,236875.0
2006-06-02,235500.0
2006-06-05,234175.0
2006-06-06,232875.0
2006-06-07,231600.0
2006-06-08,230425.0
2006-06-09,229250.0
2006-06-12,226600.0
2006-06-13,234600.0
2006-06-14,232875.0
2006-06-15,230325.0
2006-06-16,229875.0
2006-06-19,227900.0
2006-06-20,226275.0
2006-06-21,227325.0
2006-06-22,228825.0
2006-06-23,226975.0
2006-06-26,224700.0
2006-06-27,222925.0
2006-06-28,221000.0
2006-06-29,219225.0
2006-06-30,217150.0
2006-07-03,214925.0
2006-07-04,213200.0
2006-07-05,212775.0
2006-07-06,212550.0
2006-07-07,210800.0
2006-07-10,207250.0
2006-07-11,205825.0
2006-07-12,203575.0
2006-07-13,201825.0
2006-07-14,200575.0
2006-07-17,202700.0
2006-07-18,201500.0
2006-07-19,200250.0
2006-07-20,198700.0
2006-07-21,196650.0
2006-07-24,196425.0
2006-07-25,193375.0
2006-07-26,190850.0
2006-07-27,188925.0
2006-07-28,186700.0
2006-07-31,185175.0
2006-08-01,184350.0
2006-08-02,194550.0
2006-08-03,194250.0
2006-08-04,192875.0
2006-08-07,190550.0
2006-08-08,187075.0
2006-08-09,185500.0
2006-08-10,185725.0
2006-08-11,184350.0
2006-08-14,182925.0
2006-08-15,181925.0
2006-08-16,181100.0
2006-08-17,184775.0
2006-08-18,182950.0
2006-08-21,180850.0
2006-08-22,180225.0
2006-08-23,179175.0
2006-08-24,178450.0
2006-08-25,178150.0
2006-08-29,176700.0
2006-08-30,174475.0
2006-08-31,173500.0
2006-09-01,172500.0
2006-09-04,170250.0
2006-09-05,168375.0
2006-09-06,167825.0
2006-09-07,166625.0
2006-09-08,165325.0
2006-09-11,163575.0
2006-09-12,161600.0
2006-09-13,159800.0
2006-09-14,158200.0
2006-09-15,157225.0
2006-09-18,155100.0
2006-09-19,153925.0
2006-09-20,152350.0
2006-09-21,150225.0
2006-09-22,144075.0
2006-09-25,147450.0
2006-09-26,145750.0
2006-09-27,144125.0
2006-09-28,142200.0
2006-09-29,140375.0
2006-10-02,139125.0
2006-10-03,138375.0
2006-10-04,137475.0
