,LSNI
1996-06-04,35292.0
1996-06-07,34692.0
1996-06-11,34254.0
1996-06-14,33576.0
1996-06-18,32676.0
1996-06-21,32436.0
1996-06-25,32304.0
1996-06-28,32406.0
1996-07-02,32556.0
1996-07-05,32400.0
1996-07-09,32148.0
1996-07-12,32130.0
1996-07-16,32190.0
1996-07-19,31998.0
1996-07-23,32010.0
1996-07-26,32340.0
1996-07-30,32796.0
1996-08-02,33702.0
1996-08-06,34590.0
1996-08-09,35016.0
1996-08-13,34686.0
1996-08-16,35136.0
1996-08-20,35250.0
1996-08-23,35478.0
1996-08-30,36564.0
1996-09-03,36978.0
1996-09-06,37428.0
1996-09-10,37812.0
1996-09-13,38208.0
1996-09-17,38718.0
1996-09-20,39312.0
1996-09-24,39774.0
1996-09-27,40398.0
1996-10-01,40590.0
1996-10-04,40284.0
1996-10-08,40620.0
1996-10-11,40470.0
1996-10-15,41004.0
1996-10-18,41550.0
1996-10-22,41670.0
1996-10-25,42216.0
1996-10-29,42324.0
1996-11-01,42414.0
1996-11-05,43134.0
1996-11-08,43308.0
1996-11-12,43938.0
1996-11-15,44508.0
1996-11-19,44976.0
1996-11-22,45414.0
1996-11-26,45744.0
1996-11-29,46374.0
1996-12-03,47028.0
1996-12-06,47472.0
1996-12-10,48036.0
1996-12-13,48912.0
1996-12-17,49350.0
1996-12-20,49398.0
1996-12-24,49548.0
1996-12-31,48900.0
1997-01-03,48888.0
1997-01-07,49116.0
1997-01-10,48438.0
1997-01-14,47904.0
1997-01-17,49776.0
1997-01-21,49554.0
1997-01-24,48828.0
1997-01-28,48612.0
1997-01-31,47718.0
1997-02-04,47832.0
1997-02-07,46224.0
1997-02-11,45174.0
1997-02-14,45894.0
1997-02-18,45774.0
1997-02-19,45774.0
1997-02-21,45816.0
1997-02-25,45750.0
1997-02-28,45600.0
1997-03-04,45618.0
1997-03-07,45792.0
1997-03-11,45810.0
1997-03-14,45936.0
1997-03-18,46542.0
1997-03-21,46776.0
1997-03-25,47622.0
1997-04-01,47862.0
1997-04-04,48168.0
1997-04-07,48438.0
1997-04-08,48558.0
1997-04-09,48666.0
1997-04-10,48810.0
1997-04-11,49140.0
1997-04-14,49182.0
1997-04-15,51054.0
1997-04-16,50604.0
1997-04-17,50568.0
1997-04-18,50430.0
1997-04-21,50496.0
1997-04-22,50904.0
1997-04-23,50664.0
1997-04-24,50436.0
1997-04-25,50484.0
1997-04-28,50520.0
1997-04-29,50532.0
1997-04-30,50202.0
1997-05-01,50196.0
1997-05-02,50298.0
1997-05-06,50316.0
1997-05-07,50322.0
1997-05-08,50142.0
1997-05-09,50328.0
1997-05-12,50484.0
1997-05-13,50616.0
1997-05-14,50808.0
1997-05-15,50466.0
1997-05-16,49578.0
1997-05-19,49344.0
1997-05-20,50604.0
1997-05-21,50676.0
1997-05-22,50442.0
1997-05-23,50382.0
1997-05-27,50070.0
1997-05-28,49770.0
1997-05-29,49872.0
1997-05-30,50964.0
1997-06-02,52314.0
1997-06-03,52326.0
1997-06-04,52236.0
1997-06-05,52332.0
1997-06-06,52380.0
1997-06-09,52092.0
1997-06-10,51864.0
1997-06-11,51756.0
1997-06-12,51480.0
1997-06-13,51312.0
1997-06-16,51048.0
1997-06-17,51108.0
1997-06-18,51414.0
1997-06-19,52542.0
1997-06-20,52452.0
1997-06-23,52506.0
1997-06-24,52572.0
1997-06-25,52728.0
1997-06-26,52758.0
1997-06-27,52632.0
1997-06-30,52380.0
1997-07-01,52284.0
1997-07-02,53010.0
1997-07-03,53208.0
1997-07-04,53244.0
1997-07-07,53340.0
1997-07-08,53388.0
1997-07-09,53880.0
1997-07-10,53550.0
1997-07-11,53112.0
1997-07-14,52824.0
1997-07-15,53034.0
1997-07-16,53790.0
1997-07-17,54174.0
1997-07-18,54018.0
1997-07-21,54072.0
1997-07-22,54078.0
1997-07-23,53766.0
1997-07-24,53562.0
1997-07-25,53616.0
1997-07-28,53904.0
1997-07-29,54132.0
1997-07-30,53994.0
1997-07-31,54042.0
1997-08-01,54156.0
1997-08-04,54306.0
1997-08-05,54414.0
1997-08-06,54840.0
1997-08-07,55134.0
1997-08-08,55284.0
1997-08-11,55356.0
1997-08-12,55692.0
1997-08-13,56382.0
1997-08-14,57642.0
1997-08-15,57696.0
1997-08-18,57828.0
1997-08-19,58008.0
1997-08-20,58254.0
1997-08-21,58338.0
1997-08-22,58944.0
1997-08-26,58890.0
1997-08-27,58686.0
1997-08-28,58656.0
1997-08-29,58716.0
1997-09-01,58974.0
1997-09-02,58878.0
1997-09-03,58980.0
1997-09-04,59070.0
1997-09-05,58920.0
1997-09-08,58704.0
1997-09-09,58572.0
1997-09-10,58344.0
1997-09-11,58686.0
1997-09-12,58866.0
1997-09-15,59124.0
1997-09-16,59712.0
1997-09-17,59802.0
1997-09-18,60030.0
1997-09-19,59994.0
1997-09-22,60624.0
1997-09-23,60744.0
1997-09-24,60636.0
1997-09-25,60678.0
1997-09-26,60642.0
1997-09-29,60714.0
1997-09-30,60732.0
1997-10-01,60840.0
1997-10-02,60936.0
1997-10-03,61044.0
1997-10-06,61092.0
1997-10-07,61998.0
1997-10-08,62070.0
1997-10-09,62088.0
1997-10-10,62136.0
1997-10-13,62232.0
1997-10-14,62712.0
1997-10-15,62700.0
1997-10-16,64188.0
1997-10-17,64560.0
1997-10-20,64692.0
1997-10-21,64686.0
1997-10-22,64698.0
1997-10-23,64812.0
1997-10-24,65664.0
1997-10-27,65916.0
1997-10-28,66096.0
1997-10-29,66060.0
1997-10-30,66432.0
1997-10-31,66960.0
1997-11-03,67032.0
1997-11-04,66858.0
1997-11-05,66792.0
1997-11-06,66738.0
1997-11-07,66618.0
1997-11-10,66432.0
1997-11-11,66618.0
1997-11-12,66948.0
1997-11-13,67056.0
1997-11-14,67008.0
1997-11-17,66582.0
1997-11-18,66450.0
1997-11-19,66096.0
1997-11-20,65946.0
1997-11-21,65856.0
1997-11-24,65910.0
1997-11-25,65904.0
1997-11-26,66540.0
1997-11-27,66996.0
1997-11-28,67026.0
1997-12-01,66654.0
1997-12-02,66306.0
1997-12-03,66246.0
1997-12-04,65790.0
1997-12-05,66120.0
1997-12-08,66348.0
1997-12-09,66336.0
1997-12-10,66372.0
1997-12-11,66318.0
1997-12-12,66402.0
1997-12-15,66384.0
1997-12-16,66348.0
1997-12-17,66342.0
1997-12-18,66186.0
1997-12-19,66042.0
1997-12-22,66012.0
1997-12-23,66258.0
1997-12-24,66102.0
1997-12-29,66204.0
1997-12-30,66252.0
1997-12-31,66240.0
1998-01-05,66522.0
1998-01-06,66654.0
1998-01-07,66306.0
1998-01-08,66288.0
1998-01-09,66138.0
1998-01-12,65814.0
1998-01-13,65928.0
1998-01-14,65856.0
1998-01-15,65892.0
1998-01-16,65880.0
1998-01-19,65826.0
1998-01-20,65784.0
1998-01-21,65898.0
1998-01-22,66138.0
1998-01-23,65772.0
1998-01-26,65628.0
1998-01-27,65928.0
1998-01-28,65676.0
1998-01-29,65646.0
1998-01-30,65784.0
1998-02-02,65886.0
1998-02-03,66054.0
1998-02-04,65940.0
1998-02-05,66030.0
1998-02-06,66246.0
1998-02-09,66408.0
1998-02-10,66468.0
1998-02-11,66510.0
1998-02-12,66438.0
1998-02-13,66258.0
1998-02-16,65874.0
1998-02-17,65820.0
1998-02-18,65904.0
1998-02-19,65754.0
1998-02-20,65244.0
1998-02-23,64974.0
1998-02-24,65004.0
1998-02-25,65778.0
1998-02-26,65706.0
1998-02-27,65826.0
1998-03-02,65712.0
1998-03-03,65790.0
1998-03-04,65730.0
1998-03-05,65388.0
1998-03-06,64836.0
1998-03-09,65400.0
1998-03-10,65310.0
1998-03-11,65298.0
1998-03-12,65334.0
1998-03-13,65076.0
1998-03-16,64734.0
1998-03-17,64890.0
1998-03-18,64890.0
1998-03-19,64650.0
1998-03-20,64392.0
1998-03-23,64338.0
1998-03-24,64176.0
1998-03-25,64380.0
1998-03-26,64488.0
1998-03-27,64518.0
1998-03-30,64548.0
1998-03-31,64506.0
1998-04-01,64698.0
1998-04-02,64656.0
1998-04-03,64818.0
1998-04-06,64746.0
1998-04-07,64788.0
1998-04-08,64956.0
1998-04-09,65034.0
1998-04-14,64722.0
1998-04-15,64662.0
1998-04-16,65238.0
1998-04-17,65328.0
1998-04-20,65448.0
1998-04-21,65538.0
1998-04-22,65508.0
1998-04-23,65400.0
1998-04-24,65376.0
1998-04-27,65484.0
1998-04-28,65508.0
1998-04-29,64572.0
1998-04-30,64338.0
1998-05-01,64332.0
1998-05-05,64560.0
1998-05-06,64290.0
1998-05-07,64314.0
1998-05-08,64482.0
1998-05-11,64404.0
1998-05-12,64578.0
1998-05-13,64380.0
1998-05-14,64296.0
1998-05-15,64326.0
1998-05-18,64422.0
1998-05-19,64248.0
1998-05-20,64326.0
1998-05-21,64110.0
1998-05-22,64110.0
1998-05-26,63852.0
1998-05-27,63708.0
1998-05-28,63450.0
1998-05-29,63348.0
1998-06-01,63054.0
1998-06-02,63078.0
1998-06-03,63006.0
1998-06-04,62982.0
1998-06-05,62604.0
1998-06-08,62172.0
1998-06-09,61770.0
1998-06-10,61260.0
1998-06-11,61098.0
1998-06-12,59646.0
1998-06-15,59538.0
1998-06-16,59448.0
1998-06-17,59382.0
1998-06-18,59406.0
1998-06-19,59364.0
1998-06-22,59298.0
1998-06-23,59268.0
1998-06-24,59220.0
1998-06-25,59040.0
1998-06-26,59010.0
1998-06-29,58974.0
1998-06-30,58890.0
1998-07-01,58962.0
1998-07-02,60030.0
1998-07-03,59982.0
1998-07-06,59916.0
1998-07-07,59712.0
1998-07-08,59850.0
1998-07-09,59340.0
1998-07-10,59334.0
1998-07-13,60018.0
1998-07-14,60036.0
1998-07-15,60090.0
1998-07-16,60138.0
1998-07-17,60162.0
1998-07-20,60276.0
1998-07-21,60390.0
1998-07-22,61194.0
1998-07-23,61416.0
1998-07-24,61500.0
1998-07-27,61434.0
1998-07-28,61518.0
1998-07-29,60900.0
1998-07-30,61098.0
1998-07-31,61050.0
1998-08-03,61050.0
1998-08-04,61074.0
1998-08-05,61176.0
1998-08-06,61146.0
1998-08-07,61122.0
1998-08-10,60996.0
1998-08-11,60774.0
1998-08-12,60744.0
1998-08-13,60636.0
1998-08-14,60522.0
1998-08-17,60444.0
1998-08-18,60444.0
1998-08-19,60282.0
1998-08-20,60324.0
1998-08-21,60264.0
1998-08-24,60018.0
1998-08-25,59892.0
1998-08-26,59736.0
1998-08-27,59622.0
1998-08-28,59568.0
1998-09-01,59406.0
1998-09-02,59190.0
1998-09-03,59304.0
1998-09-04,59172.0
1998-09-07,59082.0
1998-09-08,59022.0
1998-09-09,58986.0
1998-09-10,58764.0
1998-09-11,58512.0
1998-09-14,58326.0
1998-09-15,58362.0
1998-09-16,58194.0
1998-09-17,59172.0
1998-09-18,59022.0
1998-09-21,58920.0
1998-09-22,58836.0
1998-09-23,58770.0
1998-09-24,58854.0
1998-09-25,58968.0
1998-09-28,58902.0
1998-09-29,58794.0
1998-09-30,58788.0
1998-10-01,58662.0
1998-10-02,58512.0
1998-10-05,58452.0
1998-10-06,58440.0
1998-10-07,58476.0
1998-10-08,58470.0
1998-10-09,58506.0
1998-10-12,58542.0
1998-10-13,58470.0
1998-10-14,58404.0
1998-10-15,59406.0
1998-10-16,59310.0
1998-10-19,59514.0
1998-10-20,59592.0
1998-10-21,59616.0
1998-10-22,59760.0
1998-10-23,59772.0
1998-10-27,60006.0
1998-10-28,60108.0
1998-10-29,60138.0
1998-10-30,60672.0
1998-11-02,60606.0
1998-11-03,60432.0
1998-11-04,60324.0
1998-11-05,60360.0
1998-11-06,60324.0
1998-11-09,60402.0
1998-11-10,60306.0
1998-11-11,60366.0
1998-11-12,60552.0
1998-11-13,60564.0
1998-11-16,61098.0
1998-11-17,61134.0
1998-11-18,61230.0
1998-11-19,61380.0
1998-11-20,61524.0
1998-11-23,61728.0
1998-11-24,61782.0
1998-11-25,61866.0
1998-11-26,61974.0
1998-11-27,62130.0
1998-11-30,62256.0
1998-12-01,62358.0
1998-12-02,62610.0
1998-12-03,62538.0
1998-12-04,62790.0
1998-12-07,62826.0
1998-12-08,63438.0
1998-12-09,63654.0
1998-12-10,63612.0
1998-12-11,63606.0
1998-12-14,63612.0
1998-12-15,63528.0
1998-12-16,63810.0
1998-12-17,63822.0
1998-12-18,63600.0
1998-12-21,64086.0
1998-12-22,64086.0
1998-12-23,64146.0
1998-12-24,64272.0
1998-12-29,65502.0
1998-12-30,65394.0
1998-12-31,65988.0
1999-01-04,65964.0
1999-01-05,66174.0
1999-01-06,66120.0
1999-01-07,65880.0
1999-01-08,65886.0
1999-01-11,65784.0
1999-01-12,65706.0
1999-01-13,65556.0
1999-01-14,65232.0
1999-01-15,65340.0
1999-01-18,65262.0
1999-01-19,65268.0
1999-01-20,65562.0
1999-01-21,65586.0
1999-01-22,65562.0
1999-01-25,65490.0
1999-01-26,65304.0
1999-01-27,65316.0
1999-01-28,65316.0
1999-01-29,65382.0
1999-02-01,65478.0
1999-02-02,65532.0
1999-02-03,66204.0
1999-02-04,66012.0
1999-02-05,66204.0
1999-02-08,66222.0
1999-02-09,66054.0
1999-02-10,66060.0
1999-02-11,65706.0
1999-02-12,65682.0
1999-02-15,65664.0
1999-02-16,65616.0
1999-02-17,65550.0
1999-02-18,64932.0
1999-02-19,63816.0
1999-02-22,63156.0
1999-02-23,61866.0
1999-02-24,61284.0
1999-02-25,60750.0
1999-02-26,60522.0
1999-03-01,60480.0
1999-03-02,60492.0
1999-03-03,60894.0
1999-03-04,60870.0
1999-03-05,60882.0
1999-03-08,60348.0
1999-03-09,60366.0
1999-03-10,60306.0
1999-03-11,59628.0
1999-03-12,59484.0
1999-03-15,59322.0
1999-03-16,58878.0
1999-03-17,58062.0
1999-03-18,57576.0
1999-03-19,57438.0
1999-03-22,57354.0
1999-03-23,57306.0
1999-03-24,57654.0
1999-03-25,58368.0
1999-03-26,58680.0
1999-03-29,59280.0
1999-03-30,59826.0
1999-03-31,60414.0
1999-04-01,60714.0
1999-04-06,60840.0
1999-04-07,61302.0
1999-04-08,61440.0
1999-04-09,61692.0
1999-04-12,61656.0
1999-04-13,61632.0
1999-04-14,61620.0
1999-04-15,61308.0
1999-04-16,61212.0
1999-04-19,61410.0
1999-04-20,61302.0
1999-04-21,61206.0
1999-04-22,61188.0
1999-04-23,60948.0
1999-04-26,60780.0
1999-04-27,60684.0
1999-04-28,60642.0
1999-04-29,60186.0
1999-04-30,59958.0
1999-05-04,60174.0
1999-05-05,59742.0
1999-05-06,59592.0
1999-05-07,59532.0
1999-05-10,59466.0
1999-05-11,59400.0
1999-05-12,59364.0
1999-05-13,59028.0
1999-05-14,58998.0
1999-05-17,58848.0
1999-05-18,58626.0
1999-05-19,58290.0
1999-05-20,57948.0
1999-05-21,57876.0
1999-05-24,57660.0
1999-05-25,57630.0
1999-05-26,57558.0
1999-05-27,57462.0
1999-05-28,57414.0
1999-06-01,57246.0
1999-06-02,57054.0
1999-06-03,56952.0
1999-06-04,56964.0
1999-06-07,56910.0
1999-06-08,56616.0
1999-06-09,56460.0
1999-06-10,56088.0
1999-06-11,55830.0
1999-06-14,55476.0
1999-06-15,55104.0
1999-06-16,54702.0
1999-06-17,54348.0
1999-06-18,53946.0
1999-06-21,53796.0
1999-06-22,53928.0
1999-06-23,53832.0
1999-06-24,53670.0
1999-06-25,53250.0
1999-06-28,53256.0
1999-06-29,53178.0
1999-06-30,52992.0
1999-07-01,52836.0
1999-07-02,52812.0
1999-07-05,52524.0
1999-07-06,52206.0
1999-07-07,52008.0
1999-07-08,51912.0
1999-07-09,51798.0
1999-07-12,51708.0
1999-07-13,51534.0
1999-07-14,51420.0
1999-07-15,51234.0
1999-07-16,51114.0
1999-07-19,51102.0
1999-07-20,51108.0
1999-07-21,50982.0
1999-07-22,51048.0
1999-07-23,50706.0
1999-07-26,50520.0
1999-07-27,50508.0
1999-07-28,50238.0
1999-07-29,50472.0
1999-07-30,50448.0
1999-08-02,50364.0
1999-08-03,49680.0
1999-08-04,49176.0
1999-08-05,49650.0
1999-08-06,49764.0
1999-08-09,49638.0
1999-08-10,49584.0
1999-08-11,49476.0
1999-08-12,49416.0
1999-08-13,49428.0
1999-08-16,49320.0
1999-08-17,49308.0
1999-08-18,49224.0
1999-08-19,49242.0
1999-08-20,49350.0
1999-08-23,49356.0
1999-08-24,49410.0
1999-08-25,50118.0
1999-08-26,50088.0
1999-08-27,50136.0
1999-08-31,50496.0
1999-09-01,51090.0
1999-09-02,50850.0
1999-09-03,50502.0
1999-09-06,50610.0
1999-09-07,50214.0
1999-09-08,49896.0
1999-09-09,50214.0
1999-09-10,49878.0
1999-09-13,49932.0
1999-09-14,49254.0
1999-09-15,48900.0
1999-09-16,49230.0
1999-09-17,49134.0
1999-09-20,49398.0
1999-09-21,49374.0
1999-09-22,49260.0
1999-09-23,49098.0
1999-09-24,49554.0
1999-09-27,49950.0
1999-09-28,49776.0
1999-09-29,49734.0
1999-09-30,49632.0
1999-10-01,49536.0
1999-10-04,49458.0
1999-10-05,49728.0
1999-10-06,49644.0
1999-10-07,49404.0
1999-10-08,49782.0
1999-10-11,49548.0
1999-10-12,49374.0
1999-10-13,49452.0
1999-10-14,49092.0
1999-10-15,49140.0
1999-10-18,49182.0
1999-10-19,49206.0
1999-10-20,49116.0
1999-10-21,49266.0
1999-10-22,49212.0
1999-10-25,49152.0
1999-10-26,48966.0
1999-10-27,48846.0
1999-10-28,48264.0
1999-10-29,48108.0
1999-11-01,47832.0
1999-11-02,47802.0
1999-11-03,47556.0
1999-11-04,47358.0
1999-11-05,47298.0
1999-11-08,47202.0
1999-11-09,46998.0
1999-11-10,46764.0
1999-11-11,46476.0
1999-11-12,46416.0
1999-11-15,46476.0
1999-11-16,46350.0
1999-11-17,46290.0
1999-11-18,46158.0
1999-11-19,46890.0
1999-11-22,47316.0
1999-11-23,47838.0
1999-11-24,48198.0
1999-11-25,48702.0
1999-11-26,48738.0
1999-11-29,48648.0
1999-11-30,48702.0
1999-12-01,48642.0
1999-12-02,48048.0
1999-12-03,48060.0
1999-12-06,48090.0
1999-12-07,47946.0
1999-12-08,47952.0
1999-12-09,47982.0
1999-12-10,47958.0
1999-12-13,47964.0
1999-12-14,47994.0
1999-12-15,47940.0
1999-12-16,47874.0
1999-12-17,47910.0
1999-12-20,47670.0
1999-12-21,47706.0
1999-12-22,47658.0
1999-12-23,47700.0
1999-12-24,47682.0
1999-12-29,47568.0
1999-12-30,47304.0
2000-01-04,46962.0
2000-01-05,46908.0
2000-01-06,46824.0
2000-01-07,46824.0
2000-01-10,46836.0
2000-01-11,46554.0
2000-01-12,46266.0
2000-01-13,45918.0
2000-01-14,45732.0
2000-01-17,45534.0
2000-01-18,45450.0
2000-01-19,45078.0
2000-01-20,44430.0
2000-01-21,44010.0
2000-01-24,43368.0
2000-01-25,43098.0
2000-01-26,42930.0
2000-01-27,42786.0
2000-01-28,42708.0
2000-01-31,42570.0
2000-02-01,42462.0
2000-02-02,42324.0
2000-02-03,42210.0
2000-02-04,41958.0
2000-02-07,41862.0
2000-02-08,41742.0
2000-02-09,41364.0
2000-02-10,40710.0
2000-02-11,40008.0
2000-02-14,39708.0
2000-02-15,39510.0
2000-02-16,39198.0
2000-02-17,38238.0
2000-02-18,37908.0
2000-02-21,37284.0
2000-02-22,36966.0
2000-02-23,36516.0
2000-02-24,36144.0
2000-02-25,36048.0
2000-02-28,35814.0
2000-02-29,35502.0
2000-03-01,35250.0
2000-03-02,35052.0
2000-03-03,34926.0
2000-03-06,34848.0
2000-03-07,34602.0
2000-03-08,34326.0
2000-03-09,34050.0
2000-03-10,33750.0
2000-03-13,33666.0
2000-03-14,33774.0
2000-03-15,33618.0
2000-03-16,33426.0
2000-03-17,33366.0
2000-03-20,33294.0
2000-03-21,33246.0
2000-03-22,33084.0
2000-03-23,32784.0
2000-03-24,32220.0
2000-03-27,32184.0
2000-03-28,31950.0
2000-03-29,31854.0
2000-03-30,31680.0
2000-03-31,31446.0
2000-04-03,31014.0
2000-04-04,30966.0
2000-04-05,30822.0
2000-04-06,30432.0
2000-04-07,30312.0
2000-04-10,29910.0
2000-04-11,29658.0
2000-04-12,29490.0
2000-04-13,29238.0
2000-04-14,29100.0
2000-04-17,28620.0
2000-04-18,28164.0
2000-04-19,27978.0
2000-04-20,27852.0
2000-04-25,27558.0
2000-04-26,27222.0
2000-04-27,27210.0
2000-04-28,27102.0
2000-05-02,26976.0
2000-05-03,26550.0
2000-05-04,26328.0
2000-05-05,26142.0
2000-05-08,26052.0
2000-05-09,25866.0
2000-05-10,25722.0
2000-05-11,25542.0
2000-05-12,25314.0
2000-05-15,25074.0
2000-05-16,24318.0
2000-05-17,24306.0
2000-05-18,24204.0
2000-05-19,24084.0
2000-05-22,23868.0
2000-05-23,23346.0
2000-05-24,22998.0
2000-05-25,22728.0
2000-05-26,22692.0
2000-05-30,22572.0
2000-05-31,22308.0
2000-06-01,22254.0
2000-06-02,22158.0
2000-06-05,22122.0
2000-06-06,21948.0
2000-06-07,21852.0
2000-06-08,21786.0
2000-06-09,21750.0
2000-06-12,21648.0
2000-06-13,21600.0
2000-06-14,21540.0
2000-06-15,21498.0
2000-06-16,21570.0
2000-06-19,21390.0
2000-06-20,21282.0
2000-06-21,21258.0
2000-06-22,21222.0
2000-06-23,21126.0
2000-06-26,20952.0
2000-06-27,20304.0
2000-06-28,20178.0
2000-06-29,20022.0
2000-06-30,19746.0
2000-07-03,19482.0
2000-07-04,19278.0
2000-07-05,19044.0
2000-07-06,18870.0
2000-07-07,18582.0
2000-07-10,18282.0
2000-07-11,18030.0
2000-07-12,17730.0
2000-07-13,17346.0
2000-07-14,17094.0
2000-07-17,16740.0
2000-07-18,16248.0
2000-07-19,16008.0
2000-07-20,15684.0
2000-07-21,15870.0
2000-07-24,15816.0
2000-07-25,15912.0
2000-07-26,16068.0
2000-07-27,16068.0
2000-07-28,16044.0
2000-07-31,16242.0
2000-08-01,16446.0
2000-08-02,16524.0
2000-08-03,16560.0
2000-08-04,16536.0
2000-08-07,16662.0
2000-08-08,16722.0
2000-08-09,16824.0
2000-08-10,16554.0
2000-08-11,16392.0
2000-08-14,15954.0
2000-08-15,15714.0
2000-08-16,15396.0
2000-08-17,15222.0
2000-08-18,14928.0
2000-08-21,14580.0
2000-08-22,13614.0
2000-08-23,13416.0
2000-08-24,13248.0
2000-08-25,13104.0
2000-08-29,12918.0
2000-08-30,12618.0
2000-08-31,12588.0
2000-09-01,12564.0
2000-09-04,12444.0
2000-09-05,12378.0
2000-09-06,12318.0
2000-09-07,12318.0
2000-09-08,12318.0
2000-09-11,12318.0
2000-09-12,12282.0
2000-09-13,12336.0
2000-09-14,12276.0
2000-09-15,12234.0
2000-09-18,12198.0
2000-09-19,12102.0
2000-09-20,12114.0
2000-09-21,12114.0
2000-09-22,12114.0
2000-09-25,12066.0
2000-09-26,11934.0
2000-09-27,11934.0
2000-09-28,11982.0
2000-09-29,11970.0
2000-10-02,11748.0
2000-10-03,11484.0
2000-10-04,11820.0
2000-10-05,11676.0
2000-10-06,11466.0
2000-10-09,11328.0
2000-10-10,11460.0
2000-10-11,11454.0
2000-10-12,11202.0
2000-10-13,11238.0
2000-10-16,11238.0
2000-10-17,11232.0
2000-10-18,11256.0
2000-10-19,11334.0
2000-10-20,11418.0
2000-10-23,11520.0
2000-10-24,11574.0
2000-10-25,11502.0
2000-10-26,11796.0
2000-10-27,11754.0
2000-10-30,11520.0
2000-10-31,11532.0
2000-11-01,11670.0
2000-11-02,11760.0
2000-11-03,11544.0
2000-11-06,11574.0
2000-11-07,11736.0
2000-11-08,11808.0
2000-11-09,11844.0
2000-11-10,11898.0
2000-11-13,11694.0
2000-11-14,11730.0
2000-11-15,12492.0
2000-11-16,12438.0
2000-11-17,12030.0
2000-11-20,11784.0
2000-11-21,11616.0
2000-11-22,11406.0
2000-11-23,11364.0
2000-11-24,11418.0
2000-11-27,11484.0
2000-11-28,11616.0
2000-11-29,11520.0
2000-11-30,11514.0
2000-12-01,11328.0
2000-12-04,11322.0
2000-12-05,11346.0
2000-12-06,11454.0
2000-12-07,11988.0
2000-12-08,11502.0
2000-12-11,11274.0
2000-12-12,11184.0
2000-12-13,11604.0
2000-12-14,11388.0
2000-12-15,11172.0
2000-12-18,10974.0
2000-12-19,10734.0
2000-12-20,11064.0
2000-12-21,11286.0
2000-12-22,10902.0
2000-12-27,10578.0
2000-12-28,10014.0
2000-12-29,9984.0
2001-01-02,9678.0
2001-01-03,9624.0
2001-01-04,9576.0
2001-01-05,9576.0
2001-01-08,9528.0
2001-01-09,9402.0
2001-01-10,9324.0
2001-01-11,9276.0
2001-01-12,9168.0
2001-01-15,9504.0
2001-01-16,9276.0
2001-01-17,9252.0
2001-01-18,9372.0
2001-01-19,9324.0
2001-01-22,9612.0
2001-01-23,9984.0
2001-01-24,10014.0
2001-01-25,10056.0
2001-01-26,10020.0
2001-01-29,9996.0
2001-01-30,9900.0
2001-01-31,9582.0
2001-02-01,9552.0
2001-02-02,9282.0
2001-02-05,9258.0
2001-02-07,8994.0
2001-02-08,9144.0
2001-02-09,9126.0
2001-02-12,9162.0
2001-02-13,9066.0
2001-02-14,9006.0
2001-02-15,8946.0
2001-02-19,8850.0
2001-02-20,9876.0
2001-02-21,10104.0
2001-02-22,10122.0
2001-02-23,9942.0
2001-02-26,9846.0
2001-02-27,9810.0
2001-02-28,9816.0
2001-03-01,9660.0
2001-03-02,9618.0
2001-03-05,9540.0
2001-03-06,9498.0
2001-03-07,9438.0
2001-03-08,9336.0
2001-03-09,9252.0
2001-03-12,9222.0
2001-03-13,9186.0
2001-03-14,9132.0
2001-03-15,8898.0
2001-03-16,8844.0
2001-03-19,8682.0
2001-03-20,8472.0
2001-03-21,8304.0
2001-03-22,8628.0
2001-03-23,8676.0
2001-03-26,8964.0
2001-03-27,8940.0
2001-03-28,9114.0
2001-03-29,9192.0
2001-03-30,9006.0
2001-04-02,9000.0
2001-04-03,9558.0
2001-04-04,9828.0
2001-04-05,10200.0
2001-04-06,10248.0
2001-04-09,10332.0
2001-04-10,10362.0
2001-04-11,10260.0
2001-04-12,10482.0
2001-04-17,10626.0
2001-04-18,10482.0
2001-04-19,10530.0
2001-04-20,10512.0
2001-04-23,10578.0
2001-04-24,10494.0
2001-04-25,10554.0
2001-04-26,10716.0
2001-04-27,10830.0
2001-04-30,10926.0
2001-05-01,10908.0
2001-05-02,10800.0
2001-05-03,10776.0
2001-05-04,10776.0
2001-05-08,10854.0
2001-05-09,10902.0
2001-05-10,10902.0
2001-05-11,11250.0
2001-05-14,11052.0
2001-05-15,11118.0
2001-05-16,11304.0
2001-05-17,11430.0
2001-05-18,11652.0
2001-05-21,12156.0
2001-05-22,12060.0
2001-05-23,12012.0
2001-05-24,12054.0
2001-05-25,12054.0
2001-05-29,11916.0
2001-05-30,12120.0
2001-05-31,12012.0
2001-06-01,12060.0
2001-06-04,12036.0
2001-06-05,12036.0
2001-06-06,12576.0
2001-06-07,12732.0
2001-06-08,12654.0
2001-06-11,12714.0
2001-06-12,12690.0
2001-06-13,13290.0
2001-06-14,13476.0
2001-06-15,13482.0
2001-06-18,13386.0
2001-06-19,13446.0
2001-06-20,13944.0
2001-06-21,13926.0
2001-06-22,13968.0
2001-06-25,14022.0
2001-06-26,14754.0
2001-06-27,15024.0
2001-06-28,15780.0
2001-06-29,15984.0
2001-07-02,15702.0
2001-07-03,15510.0
2001-07-04,15492.0
2001-07-05,15288.0
2001-07-06,15258.0
2001-07-09,15276.0
2001-07-10,15108.0
2001-07-11,15090.0
2001-07-12,15090.0
2001-07-13,15150.0
2001-07-16,15192.0
2001-07-17,15360.0
2001-07-18,15894.0
2001-07-19,15930.0
