,LSNI
2001-07-20,15840.0
2001-07-23,15588.0
2001-07-24,15588.0
2001-07-25,15990.0
2001-07-26,15942.0
2001-07-27,15768.0
2001-07-30,15738.0
2001-07-31,16068.0
2001-08-01,16674.0
2001-08-02,16836.0
2001-08-03,16908.0
2001-08-06,17448.0
2001-08-07,17490.0
2001-08-08,17484.0
2001-08-09,17400.0
2001-08-10,17406.0
2001-08-13,17496.0
2001-08-14,17460.0
2001-08-15,17442.0
2001-08-16,17430.0
2001-08-17,17586.0
2001-08-20,17688.0
2001-08-21,17592.0
2001-08-22,17604.0
2001-08-23,17532.0
2001-08-24,17508.0
2001-08-28,17502.0
2001-08-29,17472.0
2001-08-30,17430.0
2001-08-31,17502.0
2001-09-03,17322.0
2001-09-04,17232.0
2001-09-05,17682.0
2001-09-06,17664.0
2001-09-07,17574.0
2001-09-10,17520.0
2001-09-11,17454.0
2001-09-12,17328.0
2001-09-13,16638.0
2001-09-14,16632.0
2001-09-17,16488.0
2001-09-18,16284.0
2001-09-19,16278.0
2001-09-20,16272.0
2001-09-21,16608.0
2001-09-24,17100.0
2001-09-25,17052.0
2001-09-26,16638.0
2001-09-27,16608.0
2001-09-28,16596.0
2001-10-01,16716.0
2001-10-02,16710.0
2001-10-03,16758.0
2001-10-04,17376.0
2001-10-05,17406.0
2001-10-08,17358.0
2001-10-09,17142.0
2001-10-10,17202.0
2001-10-11,17190.0
2001-10-12,17196.0
2001-10-15,17298.0
2001-10-16,17646.0
2001-10-17,18120.0
2001-10-18,18126.0
2001-10-19,18102.0
2001-10-22,18108.0
2001-10-23,18042.0
2001-10-24,18180.0
2001-10-25,18120.0
2001-10-26,17952.0
2001-10-29,17952.0
2001-10-30,17844.0
2001-10-31,17826.0
2001-11-01,17820.0
2001-11-02,17748.0
2001-11-05,17754.0
2001-11-06,18240.0
2001-11-07,18552.0
2001-11-08,18540.0
2001-11-09,18408.0
2001-11-12,18372.0
2001-11-13,18240.0
2001-11-14,18144.0
2001-11-15,18114.0
2001-11-16,18804.0
2001-11-19,18786.0
2001-11-20,18660.0
2001-11-21,19002.0
2001-11-22,18972.0
2001-11-23,18870.0
2001-11-26,18792.0
2001-11-27,18756.0
2001-11-28,18726.0
2001-11-29,18738.0
2001-11-30,18738.0
2001-12-03,18696.0
2001-12-04,18672.0
2001-12-05,18834.0
2001-12-06,18744.0
2001-12-07,18690.0
2001-12-10,18678.0
2001-12-11,18612.0
2001-12-12,18582.0
2001-12-13,18450.0
2001-12-14,18420.0
2001-12-17,18324.0
2001-12-18,18300.0
2001-12-19,18468.0
2001-12-20,18252.0
2001-12-21,17988.0
2001-12-27,18162.0
2001-12-28,18966.0
2002-01-02,19188.0
2002-01-03,19674.0
2002-01-04,19782.0
2002-01-07,19872.0
2002-01-08,20268.0
2002-01-09,20340.0
2002-01-10,20418.0
2002-01-11,20550.0
2002-01-14,21162.0
2002-01-15,21408.0
2002-01-16,21576.0
2002-01-17,22194.0
2002-01-18,22350.0
2002-01-21,22674.0
2002-01-22,22728.0
2002-01-23,22866.0
2002-01-24,22968.0
2002-01-25,23778.0
2002-01-28,24066.0
2002-01-29,24426.0
2002-01-30,24468.0
2002-01-31,24564.0
2002-02-01,24486.0
2002-02-04,24342.0
2002-02-05,23844.0
2002-02-06,23514.0
2002-02-07,23322.0
2002-02-08,23550.0
2002-02-11,23262.0
2002-02-12,22914.0
2002-02-13,22620.0
2002-02-14,22572.0
2002-02-15,22404.0
2002-02-18,22296.0
2002-02-19,22212.0
2002-02-20,21942.0
2002-02-21,21744.0
2002-02-22,22206.0
2002-02-25,21864.0
2002-02-26,21300.0
2002-02-27,21174.0
2002-02-28,21966.0
2002-03-01,21420.0
2002-03-04,21042.0
2002-03-05,20658.0
2002-03-06,20250.0
2002-03-07,19884.0
2002-03-08,19536.0
2002-03-11,19260.0
2002-03-12,18624.0
2002-03-13,18078.0
2002-03-14,17784.0
2002-03-15,17646.0
2002-03-18,18240.0
2002-03-19,18030.0
2002-03-20,17952.0
2002-03-21,17382.0
2002-03-22,17106.0
2002-03-25,17406.0
2002-03-26,17358.0
2002-03-27,17112.0
2002-03-28,17100.0
2002-04-02,17004.0
2002-04-03,16878.0
2002-04-04,16830.0
2002-04-05,16800.0
2002-04-08,16674.0
2002-04-09,16884.0
2002-04-10,16842.0
2002-04-11,16734.0
2002-04-12,16878.0
2002-04-15,16596.0
2002-04-16,16692.0
2002-04-17,17154.0
2002-04-18,19074.0
2002-04-19,19002.0
2002-04-22,19002.0
2002-04-23,19242.0
2002-04-24,19572.0
2002-04-25,19818.0
2002-04-26,20052.0
2002-04-29,20244.0
2002-04-30,20352.0
2002-05-01,20778.0
2002-05-02,20844.0
2002-05-03,20820.0
2002-05-07,21150.0
2002-05-08,21036.0
2002-05-09,21192.0
2002-05-10,21294.0
2002-05-13,21306.0
2002-05-14,21402.0
2002-05-15,21372.0
2002-05-16,21282.0
2002-05-17,21984.0
2002-05-20,22770.0
2002-05-21,23388.0
2002-05-22,23958.0
2002-05-23,24558.0
2002-05-24,25134.0
2002-05-27,25494.0
2002-05-28,25626.0
2002-05-29,26070.0
2002-05-30,26520.0
2002-05-31,27204.0
2002-06-05,27690.0
2002-06-06,27840.0
2002-06-07,28248.0
2002-06-10,28674.0
2002-06-11,29130.0
2002-06-12,28992.0
2002-06-13,28938.0
2002-06-14,28758.0
2002-06-17,28554.0
2002-06-18,28542.0
2002-06-19,28470.0
2002-06-20,28380.0
2002-06-21,28392.0
2002-06-24,28344.0
2002-06-25,28080.0
2002-06-26,27984.0
2002-06-27,28020.0
2002-06-28,28014.0
2002-07-01,27990.0
2002-07-02,27966.0
2002-07-03,27816.0
2002-07-04,27702.0
2002-07-05,27858.0
2002-07-08,27648.0
2002-07-09,27384.0
2002-07-10,27336.0
2002-07-11,26712.0
2002-07-12,26592.0
2002-07-15,25566.0
2002-07-16,25740.0
2002-07-17,25590.0
2002-07-18,25560.0
2002-07-19,25506.0
2002-07-22,25188.0
2002-07-23,25128.0
2002-07-24,25056.0
2002-07-25,25044.0
2002-07-26,25020.0
2002-07-29,25002.0
2002-07-30,24240.0
2002-07-31,23892.0
2002-08-01,23670.0
2002-08-02,23460.0
2002-08-05,23250.0
2002-08-06,23202.0
2002-08-07,23028.0
2002-08-08,22530.0
2002-08-09,22524.0
2002-08-12,22362.0
2002-08-13,21666.0
2002-08-14,21498.0
2002-08-15,21426.0
2002-08-16,21342.0
2002-08-19,21288.0
2002-08-20,21282.0
2002-08-21,21150.0
2002-08-22,21456.0
2002-08-23,21462.0
2002-08-27,21378.0
2002-08-28,21168.0
2002-08-29,21702.0
2002-08-30,21702.0
2002-09-02,21648.0
2002-09-03,21582.0
2002-09-04,21522.0
2002-09-05,21444.0
2002-09-06,21390.0
2002-09-09,21366.0
2002-09-10,20994.0
2002-09-11,20928.0
2002-09-12,20880.0
2002-09-13,20844.0
2002-09-16,20946.0
2002-09-17,20946.0
2002-09-18,21036.0
2002-09-19,21168.0
2002-09-20,21564.0
2002-09-23,21546.0
2002-09-24,21462.0
2002-09-25,21408.0
2002-09-26,21342.0
2002-09-27,21282.0
2002-09-30,21186.0
2002-10-01,21030.0
2002-10-02,20934.0
2002-10-03,21198.0
2002-10-04,21198.0
2002-10-07,21036.0
2002-10-08,21024.0
2002-10-09,21114.0
2002-10-10,21102.0
2002-10-11,21018.0
2002-10-14,21012.0
2002-10-15,20994.0
2002-10-16,20964.0
2002-10-17,20946.0
2002-10-18,20826.0
2002-10-21,20844.0
2002-10-22,20820.0
2002-10-23,20766.0
2002-10-24,20730.0
2002-10-25,20670.0
2002-10-28,20580.0
2002-10-29,20538.0
2002-10-30,20532.0
2002-10-31,20928.0
2002-11-01,21174.0
2002-11-04,21072.0
2002-11-05,21342.0
2002-11-06,21078.0
2002-11-07,21078.0
2002-11-08,21072.0
2002-11-11,21060.0
2002-11-12,21012.0
2002-11-13,21012.0
2002-11-14,20982.0
2002-11-15,20958.0
2002-11-18,20910.0
2002-11-19,20790.0
2002-11-20,20664.0
2002-11-21,20688.0
2002-11-22,20646.0
2002-11-25,20682.0
2002-11-26,20664.0
2002-11-27,20646.0
2002-11-28,20604.0
2002-11-29,20178.0
2002-12-02,20154.0
2002-12-03,20082.0
2002-12-04,20064.0
2002-12-05,20808.0
2002-12-06,20778.0
2002-12-09,20760.0
2002-12-10,20622.0
2002-12-11,20430.0
2002-12-12,20448.0
2002-12-13,20418.0
2002-12-16,20310.0
2002-12-17,22278.0
2002-12-18,22260.0
2002-12-19,22056.0
2002-12-20,21774.0
2002-12-23,21978.0
2002-12-24,21918.0
2002-12-30,21876.0
2002-12-31,21990.0
2003-01-02,21972.0
2003-01-03,21948.0
2003-01-06,21894.0
2003-01-07,21756.0
2003-01-08,21204.0
2003-01-09,20874.0
2003-01-10,20874.0
2003-01-13,20520.0
2003-01-14,20166.0
2003-01-15,19878.0
2003-01-16,20124.0
2003-01-17,20520.0
2003-01-20,20940.0
2003-01-21,20748.0
2003-01-22,21756.0
2003-01-23,21648.0
2003-01-24,22614.0
2003-01-27,22578.0
2003-01-28,22644.0
2003-01-29,22572.0
2003-01-30,22470.0
2003-01-31,22434.0
2003-02-03,22314.0
2003-02-04,22248.0
2003-02-05,22164.0
2003-02-06,22158.0
2003-02-07,21936.0
2003-02-10,21930.0
2003-02-11,21786.0
2003-02-12,21684.0
2003-02-13,21432.0
2003-02-14,20436.0
2003-02-17,20094.0
2003-02-18,19710.0
2003-02-19,19350.0
2003-02-20,17310.0
2003-02-21,16200.0
2003-02-24,15342.0
2003-02-25,14706.0
2003-02-26,14544.0
2003-02-27,13938.0
2003-02-28,13212.0
2003-03-03,13260.0
2003-03-04,12978.0
2003-03-05,13326.0
2003-03-06,13530.0
2003-03-07,14046.0
2003-03-10,14868.0
2003-03-11,15186.0
2003-03-12,16104.0
2003-03-13,17028.0
2003-03-14,17778.0
2003-03-17,18198.0
2003-03-18,18774.0
2003-03-19,19248.0
2003-03-20,19812.0
2003-03-21,20358.0
2003-03-24,21210.0
2003-03-25,21930.0
2003-03-26,22704.0
2003-03-27,23466.0
2003-03-28,24384.0
2003-03-31,24396.0
2003-04-01,24348.0
2003-04-02,24024.0
2003-04-03,23724.0
2003-04-04,23490.0
2003-04-07,23124.0
2003-04-08,22350.0
2003-04-09,21660.0
2003-04-10,21288.0
2003-04-11,20982.0
2003-04-14,20820.0
2003-04-15,20382.0
2003-04-16,20484.0
2003-04-17,20946.0
2003-04-22,21312.0
2003-04-23,20682.0
2003-04-24,20772.0
2003-04-25,20832.0
2003-04-28,21048.0
2003-04-29,21570.0
2003-04-30,22272.0
2003-05-01,22230.0
2003-05-02,22908.0
2003-05-06,23232.0
2003-05-07,23346.0
2003-05-08,24006.0
2003-05-09,24666.0
2003-05-12,25170.0
2003-05-13,24834.0
2003-05-14,24786.0
2003-05-15,25422.0
2003-05-16,25680.0
2003-05-19,25512.0
2003-05-20,25536.0
2003-05-21,26208.0
2003-05-22,26154.0
2003-05-23,26238.0
2003-05-27,26316.0
2003-05-28,26070.0
2003-05-29,26532.0
2003-05-30,26742.0
2003-06-02,26538.0
2003-06-03,26232.0
2003-06-04,25836.0
2003-06-05,25644.0
2003-06-06,25650.0
2003-06-09,25530.0
2003-06-10,25530.0
2003-06-11,24978.0
2003-06-12,24552.0
2003-06-13,24534.0
2003-06-16,24252.0
2003-06-17,23934.0
2003-06-18,23340.0
2003-06-19,23112.0
2003-06-20,22542.0
2003-06-23,22614.0
2003-06-24,22740.0
2003-06-25,22818.0
2003-06-26,23118.0
2003-06-27,23598.0
2003-06-30,24762.0
2003-07-01,24468.0
2003-07-02,24330.0
2003-07-03,24156.0
2003-07-04,23658.0
2003-07-07,24210.0
2003-07-08,23754.0
2003-07-09,23382.0
2003-07-10,23016.0
2003-07-11,22530.0
2003-07-14,23628.0
2003-07-15,23244.0
2003-07-16,22890.0
2003-07-17,22800.0
2003-07-18,22656.0
2003-07-21,22428.0
2003-07-22,22254.0
2003-07-23,22158.0
2003-07-24,22014.0
2003-07-25,21876.0
2003-07-28,21180.0
2003-07-29,20394.0
2003-07-30,20100.0
2003-07-31,20022.0
2003-08-01,19848.0
2003-08-04,19152.0
2003-08-05,18768.0
2003-08-06,18510.0
2003-08-07,18264.0
2003-08-08,18264.0
2003-08-11,18168.0
2003-08-12,17760.0
2003-08-13,17724.0
2003-08-14,17574.0
2003-08-15,17376.0
2003-08-18,17142.0
2003-08-19,17034.0
2003-08-20,16902.0
2003-08-21,16782.0
2003-08-22,16704.0
2003-08-26,16536.0
2003-08-27,17262.0
2003-08-28,17904.0
2003-08-29,18828.0
2003-09-01,18888.0
2003-09-02,19206.0
2003-09-03,19560.0
2003-09-04,21018.0
2003-09-05,25812.0
2003-09-08,27816.0
2003-09-09,28404.0
2003-09-10,36120.0
2003-09-11,35838.0
2003-09-12,35814.0
2003-09-15,35796.0
2003-09-16,36000.0
2003-09-17,35910.0
2003-09-18,35784.0
2003-09-19,35718.0
2003-09-22,35658.0
2003-09-23,35658.0
2003-09-24,35658.0
2003-09-25,35640.0
2003-09-26,35622.0
2003-09-29,35016.0
2003-09-30,34284.0
2003-10-01,34176.0
2003-10-02,33462.0
2003-10-03,32370.0
2003-10-06,32232.0
2003-10-07,32286.0
2003-10-08,32268.0
2003-10-09,32262.0
2003-10-10,32244.0
2003-10-13,32244.0
2003-10-14,32202.0
2003-10-15,32178.0
2003-10-16,32142.0
2003-10-17,32574.0
2003-10-20,32958.0
2003-10-21,32922.0
2003-10-22,32898.0
2003-10-23,32850.0
2003-10-24,32454.0
2003-10-27,32388.0
2003-10-28,32466.0
2003-10-29,32364.0
2003-10-30,32196.0
2003-10-31,32052.0
2003-11-03,32052.0
2003-11-04,32520.0
2003-11-05,32976.0
2003-11-06,33228.0
2003-11-07,32460.0
2003-11-10,33210.0
2003-11-11,33528.0
2003-11-12,34080.0
2003-11-13,34620.0
2003-11-14,35124.0
2003-11-17,35100.0
2003-11-18,35070.0
2003-11-19,35046.0
2003-11-20,35028.0
2003-11-21,34938.0
2003-11-24,34896.0
2003-11-25,34752.0
2003-11-26,34680.0
2003-11-27,34710.0
2003-11-28,34602.0
2003-12-01,34392.0
2003-12-02,34344.0
2003-12-03,34362.0
2003-12-04,34026.0
2003-12-05,33990.0
2003-12-08,34014.0
2003-12-09,33942.0
2003-12-10,33900.0
2003-12-11,33876.0
2003-12-12,31080.0
2003-12-15,30888.0
2003-12-16,28626.0
2003-12-17,28410.0
2003-12-18,27378.0
2003-12-19,24792.0
2003-12-22,21822.0
2003-12-23,22032.0
2003-12-24,22650.0
2003-12-29,21606.0
2003-12-30,22950.0
2003-12-31,24072.0
2004-01-02,24072.0
2004-01-05,24030.0
2004-01-06,23886.0
2004-01-07,23694.0
2004-01-08,23670.0
2004-01-09,23526.0
2004-01-12,23184.0
2004-01-13,23094.0
2004-01-14,22638.0
2004-01-15,22464.0
2004-01-16,21330.0
2004-01-19,19212.0
2004-01-20,15978.0
2004-01-21,15954.0
2004-01-22,16140.0
2004-01-23,16374.0
2004-01-26,16308.0
2004-01-27,16146.0
2004-01-28,16050.0
2004-01-29,16002.0
2004-01-30,15684.0
2004-02-02,15384.0
2004-02-03,14844.0
2004-02-04,14550.0
2004-02-05,14370.0
2004-02-06,14460.0
2004-02-09,14880.0
2004-02-10,14430.0
2004-02-11,13986.0
2004-02-12,13578.0
2004-02-13,15384.0
2004-02-16,15156.0
2004-02-17,14724.0
2004-02-18,14676.0
2004-02-19,14652.0
2004-02-20,14550.0
2004-02-23,14382.0
2004-02-24,13878.0
2004-02-25,13548.0
2004-02-26,13464.0
2004-02-27,13368.0
2004-03-01,13770.0
2004-03-02,14070.0
2004-03-03,14034.0
2004-03-04,13944.0
2004-03-05,13890.0
2004-03-08,13734.0
2004-03-09,13668.0
2004-03-10,13218.0
2004-03-11,13902.0
2004-03-12,14316.0
2004-03-15,16716.0
2004-03-16,17136.0
2004-03-17,17106.0
2004-03-18,17022.0
2004-03-19,16674.0
2004-03-22,16590.0
2004-03-23,16470.0
2004-03-24,16248.0
2004-03-25,15870.0
2004-03-26,15558.0
2004-03-29,15360.0
2004-03-30,15192.0
2004-03-31,14844.0
2004-04-01,14724.0
2004-04-02,14682.0
2004-04-05,14934.0
2004-04-06,14766.0
2004-04-07,14634.0
2004-04-08,14406.0
2004-04-13,14310.0
2004-04-14,14124.0
2004-04-15,14358.0
2004-04-16,14550.0
2004-04-19,14448.0
2004-04-20,14430.0
2004-04-21,14334.0
2004-04-22,14622.0
2004-04-23,14790.0
2004-04-26,14724.0
2004-04-27,15354.0
2004-04-28,15720.0
2004-04-29,16008.0
2004-04-30,15630.0
2004-05-04,15630.0
2004-05-05,15234.0
2004-05-06,14976.0
2004-05-07,14862.0
2004-05-10,14670.0
2004-05-11,14538.0
2004-05-12,14178.0
2004-05-13,13920.0
2004-05-14,13926.0
2004-05-17,13716.0
2004-05-18,13488.0
2004-05-19,13158.0
2004-05-20,12894.0
2004-05-21,12876.0
2004-05-24,12636.0
2004-05-25,12546.0
2004-05-26,12144.0
2004-05-27,12000.0
2004-05-28,11844.0
2004-06-01,11442.0
2004-06-02,11376.0
2004-06-03,11190.0
2004-06-04,11124.0
2004-06-07,11016.0
2004-06-08,10830.0
2004-06-09,10170.0
2004-06-10,10020.0
2004-06-11,9732.0
2004-06-14,9354.0
2004-06-15,9264.0
2004-06-16,9006.0
2004-06-17,8754.0
2004-06-18,8484.0
2004-06-21,8298.0
2004-06-22,8022.0
2004-06-23,7980.0
2004-06-24,8724.0
2004-06-25,8634.0
2004-06-28,8538.0
2004-06-29,8460.0
2004-06-30,8430.0
2004-07-01,8394.0
2004-07-02,8310.0
2004-07-05,8112.0
2004-07-06,7830.0
2004-07-07,7800.0
2004-07-08,7956.0
2004-07-09,7896.0
2004-07-12,7848.0
2004-07-13,8202.0
2004-07-14,8574.0
2004-07-15,8976.0
2004-07-16,9720.0
2004-07-19,10128.0
2004-07-20,10374.0
2004-07-21,10278.0
2004-07-22,10248.0
2004-07-23,10224.0
2004-07-26,10218.0
2004-07-27,10422.0
2004-07-28,10404.0
2004-07-29,10260.0
2004-07-30,10158.0
2004-08-02,9978.0
2004-08-03,9858.0
2004-08-04,10398.0
2004-08-05,10422.0
2004-08-06,10590.0
2004-08-09,8760.0
2004-08-10,8556.0
2004-08-11,8646.0
2004-08-12,8574.0
2004-08-13,8886.0
2004-08-16,8874.0
2004-08-17,8856.0
2004-08-18,8760.0
2004-08-19,9444.0
2004-08-20,9342.0
2004-08-23,10026.0
2004-08-24,9948.0
2004-08-25,9918.0
2004-08-26,9918.0
2004-08-27,10470.0
2004-08-31,11502.0
2004-09-01,11592.0
2004-09-02,11760.0
2004-09-03,11946.0
2004-09-06,12264.0
2004-09-07,12948.0
2004-09-08,13236.0
2004-09-09,13392.0
2004-09-10,13674.0
2004-09-13,13902.0
2004-09-14,13848.0
2004-09-15,13794.0
2004-09-16,13506.0
2004-09-17,13344.0
2004-09-20,13170.0
2004-09-21,12876.0
2004-09-22,12774.0
2004-09-23,13146.0
2004-09-24,13470.0
2004-09-27,13752.0
2004-09-28,13482.0
2004-09-29,13470.0
2004-09-30,14112.0
2004-10-01,14322.0
2004-10-04,14928.0
2004-10-05,16194.0
2004-10-06,16266.0
2004-10-07,16200.0
2004-10-08,15780.0
2004-10-11,15828.0
2004-10-12,15762.0
2004-10-13,15366.0
2004-10-14,15390.0
2004-10-15,15348.0
2004-10-18,15342.0
2004-10-19,15324.0
2004-10-20,15186.0
2004-10-21,15156.0
2004-10-22,15150.0
2004-10-25,15030.0
2004-10-26,14526.0
2004-10-27,14328.0
2004-10-28,14196.0
2004-10-29,14142.0
2004-11-01,14094.0
2004-11-02,14250.0
2004-11-03,14460.0
2004-11-04,14628.0
2004-11-05,14616.0
2004-11-08,14610.0
2004-11-09,14742.0
2004-11-10,14976.0
2004-11-11,15204.0
2004-11-12,15378.0
2004-11-15,15618.0
2004-11-16,15792.0
2004-11-17,15948.0
2004-11-18,15918.0
2004-11-19,16170.0
2004-11-22,16386.0
2004-11-23,16512.0
2004-11-24,16662.0
2004-11-25,16296.0
2004-11-26,16626.0
2004-11-29,16944.0
2004-11-30,17004.0
2004-12-01,17358.0
2004-12-02,17694.0
2004-12-03,17694.0
2004-12-06,17838.0
2004-12-07,17964.0
2004-12-08,18210.0
2004-12-09,18318.0
2004-12-10,18408.0
2004-12-13,18522.0
2004-12-14,18708.0
2004-12-15,18900.0
2004-12-16,19374.0
2004-12-17,19632.0
2004-12-20,19908.0
2004-12-21,20154.0
2004-12-22,20064.0
2004-12-23,20364.0
2004-12-24,21096.0
2004-12-29,20862.0
2004-12-30,20808.0
2004-12-31,20892.0
2005-01-04,20898.0
2005-01-05,20922.0
2005-01-06,20922.0
2005-01-07,20922.0
2005-01-10,20718.0
2005-01-11,20424.0
2005-01-12,20244.0
2005-01-13,19830.0
2005-01-14,19704.0
2005-01-17,19416.0
2005-01-18,18720.0
2005-01-19,18156.0
2005-01-20,18126.0
2005-01-21,18054.0
2005-01-24,18036.0
2005-01-25,18012.0
2005-01-26,17886.0
2005-01-27,17574.0
2005-01-28,17346.0
2005-01-31,17034.0
2005-02-01,16644.0
2005-02-02,16350.0
2005-02-03,16110.0
2005-02-04,15858.0
2005-02-07,15720.0
2005-02-08,15672.0
2005-02-09,15414.0
2005-02-10,15162.0
2005-02-11,14592.0
2005-02-14,14088.0
2005-02-15,13662.0
2005-02-16,13068.0
2005-02-17,12456.0
2005-02-18,11892.0
2005-02-21,11286.0
2005-02-22,10806.0
2005-02-23,10410.0
2005-02-24,10242.0
2005-02-25,10116.0
2005-02-28,10002.0
2005-03-01,9924.0
2005-03-02,9726.0
2005-03-03,9582.0
2005-03-04,9414.0
2005-03-07,9294.0
2005-03-08,8508.0
2005-03-09,8970.0
2005-03-10,9174.0
2005-03-11,9288.0
2005-03-14,9666.0
2005-03-15,10116.0
2005-03-16,10590.0
2005-03-17,10530.0
2005-03-18,10662.0
2005-03-21,10686.0
2005-03-22,10842.0
2005-03-23,10770.0
2005-03-24,10602.0
2005-03-29,10278.0
2005-03-30,10044.0
2005-03-31,10002.0
2005-04-01,9936.0
2005-04-04,10254.0
2005-04-05,10134.0
2005-04-06,9936.0
2005-04-07,9780.0
2005-04-08,9432.0
2005-04-11,9294.0
2005-04-12,9162.0
2005-04-13,8742.0
2005-04-14,8580.0
2005-04-15,8472.0
2005-04-18,8232.0
2005-04-19,7872.0
2005-04-20,7494.0
2005-04-21,7224.0
2005-04-22,7110.0
2005-04-25,6756.0
2005-04-26,6642.0
2005-04-27,6618.0
2005-04-28,6588.0
2005-04-29,6240.0
2005-05-03,6024.0
2005-05-04,5772.0
2005-05-05,5778.0
2005-05-06,5610.0
2005-05-09,5664.0
2005-05-10,5502.0
2005-05-11,5232.0
2005-05-12,5028.0
2005-05-13,4944.0
2005-05-16,4926.0
2005-05-17,5082.0
2005-05-18,6396.0
2005-05-19,7176.0
2005-05-20,7416.0
2005-05-23,7248.0
2005-05-24,7182.0
2005-05-25,7308.0
2005-05-26,7344.0
2005-05-27,7620.0
2005-05-31,7878.0
2005-06-01,8064.0
2005-06-02,8052.0
2005-06-03,7950.0
2005-06-06,8010.0
2005-06-07,7656.0
2005-06-08,7632.0
2005-06-09,7758.0
2005-06-10,7818.0
2005-06-13,7962.0
2005-06-14,7788.0
2005-06-15,7854.0
2005-06-16,7794.0
2005-06-17,7830.0
2005-06-20,7938.0
2005-06-21,7980.0
2005-06-22,8058.0
2005-06-23,8010.0
2005-06-24,7866.0
2005-06-27,7794.0
2005-06-28,7368.0
2005-06-29,7290.0
2005-06-30,7248.0
2005-07-01,7032.0
2005-07-04,6882.0
2005-07-05,6816.0
2005-07-06,6648.0
2005-07-07,6594.0
2005-07-08,6666.0
2005-07-11,6720.0
2005-07-12,6744.0
2005-07-13,6816.0
2005-07-14,6840.0
2005-07-15,6948.0
2005-07-18,6924.0
2005-07-19,6804.0
2005-07-20,6864.0
2005-07-21,6984.0
2005-07-22,7032.0
2005-07-25,6900.0
2005-07-26,6996.0
2005-07-27,7002.0
2005-07-28,7038.0
2005-07-29,6990.0
2005-08-01,7110.0
2005-08-02,7158.0
2005-08-03,7182.0
2005-08-04,7200.0
2005-08-05,7254.0
2005-08-08,7326.0
2005-08-09,7278.0
2005-08-10,7392.0
2005-08-11,7506.0
2005-08-12,7608.0
2005-08-15,8070.0
2005-08-16,7854.0
2005-08-17,7926.0
2005-08-18,8034.0
2005-08-19,8106.0
2005-08-22,8184.0
2005-08-23,8334.0
2005-08-24,8478.0
2005-08-25,8970.0
2005-08-26,9510.0
2005-08-30,9714.0
2005-08-31,9522.0
2005-09-01,9258.0
2005-09-02,9174.0
2005-09-05,9132.0
2005-09-06,9750.0
2005-09-07,9948.0
2005-09-08,9522.0
2005-09-09,9774.0
2005-09-12,10074.0
2005-09-13,10194.0
2005-09-14,10380.0
2005-09-15,10704.0
2005-09-16,10776.0
2005-09-19,11052.0
2005-09-20,11106.0
2005-09-21,11412.0
2005-09-22,11478.0
2005-09-23,11544.0
2005-09-26,11928.0
2005-09-27,12324.0
2005-09-28,12798.0
2005-09-29,12990.0
2005-09-30,13206.0
2005-10-03,13488.0
2005-10-04,13572.0
2005-10-05,13494.0
2005-10-06,13008.0
2005-10-07,13260.0
2005-10-10,13344.0
2005-10-11,13422.0
2005-10-12,13830.0
2005-10-13,14142.0
2005-10-14,14058.0
2005-10-17,14556.0
2005-10-18,15006.0
2005-10-19,15378.0
2005-10-20,16008.0
2005-10-21,16170.0
2005-10-24,16740.0
2005-10-25,17172.0
2005-10-26,17526.0
2005-10-27,17772.0
2005-10-28,18054.0
2005-10-31,18246.0
2005-11-01,18420.0
2005-11-02,18708.0
2005-11-03,18858.0
2005-11-04,19104.0
2005-11-07,19176.0
2005-11-08,19512.0
2005-11-09,19698.0
2005-11-10,19854.0
2005-11-11,19608.0
2005-11-14,19842.0
2005-11-15,20208.0
2005-11-16,20682.0
2005-11-17,20826.0
2005-11-18,21144.0
2005-11-21,21246.0
2005-11-22,21408.0
2005-11-23,21684.0
2005-11-24,21792.0
2005-11-25,22182.0
2005-11-28,22188.0
2005-11-29,22332.0
2005-11-30,23016.0
2005-12-01,23964.0
2005-12-02,24216.0
2005-12-05,24576.0
2005-12-06,24840.0
2005-12-07,25170.0
2005-12-08,25446.0
2005-12-09,25980.0
2005-12-12,26874.0
2005-12-13,27318.0
2005-12-14,27816.0
2005-12-15,28110.0
2005-12-16,30144.0
2005-12-19,30342.0
2005-12-20,31218.0
2005-12-21,32172.0
2005-12-22,32814.0
2005-12-23,33348.0
2005-12-28,33348.0
2005-12-29,35538.0
2005-12-30,35742.0
2006-01-03,36042.0
2006-01-04,35994.0
2006-01-05,36162.0
2006-01-06,36516.0
2006-01-09,36756.0
2006-01-10,36660.0
2006-01-11,36660.0
2006-01-12,36366.0
2006-01-13,36216.0
2006-01-16,36354.0
2006-01-17,36282.0
2006-01-18,36330.0
2006-01-19,36288.0
2006-01-20,36372.0
2006-01-23,36378.0
2006-01-24,36516.0
2006-01-25,35964.0
2006-01-26,36030.0
2006-01-27,36816.0
2006-01-30,36930.0
2006-01-31,37020.0
2006-02-01,37152.0
2006-02-02,37218.0
2006-02-03,36822.0
2006-02-06,36804.0
2006-02-07,37038.0
2006-02-08,36972.0
2006-02-09,36762.0
2006-02-10,36606.0
2006-02-13,36186.0
2006-02-14,35778.0
2006-02-15,35688.0
2006-02-16,35604.0
2006-02-17,35082.0
2006-02-20,35082.0
2006-02-21,35166.0
2006-02-22,35208.0
2006-02-23,34812.0
2006-02-24,34614.0
2006-02-27,34788.0
2006-02-28,34686.0
2006-03-01,34728.0
2006-03-02,34218.0
2006-03-03,34254.0
