,LEZS
2007-01-02,85375.0
2007-01-03,85375.0
2007-01-04,85200.0
2007-01-05,85200.0
2007-01-08,86125.0
2007-01-09,89325.0
2007-01-10,89600.0
2007-01-11,89325.0
2007-01-12,88800.0
2007-01-15,88350.0
2007-01-16,89450.0
2007-01-17,95125.0
2007-01-18,95125.0
2007-01-19,94700.0
2007-01-22,94300.0
2007-01-23,93725.0
2007-01-24,92900.0
2007-01-25,91900.0
2007-01-26,91575.0
2007-01-29,91950.0
2007-01-30,91700.0
2007-01-31,91375.0
2007-02-01,91950.0
2007-02-02,91750.0
2007-02-05,91300.0
2007-02-06,91075.0
2007-02-07,90775.0
2007-02-08,90525.0
2007-02-09,93100.0
2007-02-12,92825.0
2007-02-13,92475.0
2007-02-14,92425.0
2007-02-15,90550.0
2007-02-16,86275.0
2007-02-19,85975.0
2007-02-20,85975.0
2007-02-21,85925.0
2007-02-22,89500.0
2007-02-23,88675.0
2007-02-26,86275.0
2007-02-27,86350.0
2007-02-28,86075.0
2007-03-01,85750.0
2007-03-02,85575.0
2007-03-05,85525.0
2007-03-06,84575.0
2007-03-07,84450.0
2007-03-08,85200.0
2007-03-09,80625.0
2007-03-12,82450.0
2007-03-13,85450.0
2007-03-14,87050.0
2007-03-15,87050.0
2007-03-16,93175.0
2007-03-19,92825.0
2007-03-20,92725.0
2007-03-21,97075.0
2007-03-22,102150.0
2007-03-23,101375.0
2007-03-26,91825.0
2007-03-27,91650.0
2007-03-28,90900.0
2007-03-29,90750.0
2007-03-30,90325.0
2007-04-02,90125.0
2007-04-03,92050.0
2007-04-04,92975.0
2007-04-05,92600.0
2007-04-10,91725.0
2007-04-11,95525.0
2007-04-12,94775.0
2007-04-13,92550.0
2007-04-16,91300.0
2007-04-17,90900.0
2007-04-18,90800.0
2007-04-19,90325.0
2007-04-20,90225.0
2007-04-23,89650.0
2007-04-24,89425.0
2007-04-25,89200.0
2007-04-26,89525.0
2007-04-27,86050.0
2007-04-30,85625.0
2007-05-01,83725.0
2007-05-02,83700.0
2007-05-03,83275.0
2007-05-04,82975.0
2007-05-08,80125.0
2007-05-09,77225.0
2007-05-10,76125.0
2007-05-11,76500.0
2007-05-14,76650.0
2007-05-15,75525.0
2007-05-16,75300.0
2007-05-17,74950.0
2007-05-18,74725.0
2007-05-21,74300.0
2007-05-22,72800.0
2007-05-23,72475.0
2007-05-24,71725.0
2007-05-25,71050.0
2007-05-29,70875.0
2007-05-30,70275.0
2007-05-31,67250.0
2007-06-01,65975.0
2007-06-04,65500.0
2007-06-05,64700.0
2007-06-06,63950.0
2007-06-07,62800.0
2007-06-08,61975.0
2007-06-11,61025.0
2007-06-12,62875.0
2007-06-13,65375.0
2007-06-14,68825.0
2007-06-15,68225.0
2007-06-18,68125.0
2007-06-19,68375.0
2007-06-20,68250.0
2007-06-21,68225.0
2007-06-22,68125.0
2007-06-25,67950.0
2007-06-26,67525.0
2007-06-27,66675.0
2007-06-28,65675.0
2007-06-29,66750.0
2007-07-02,66550.0
2007-07-03,65875.0
2007-07-04,64800.0
2007-07-05,64225.0
2007-07-06,64100.0
2007-07-09,62800.0
2007-07-10,62250.0
2007-07-11,60800.0
2007-07-12,60675.0
2007-07-13,60600.0
2007-07-16,60375.0
2007-07-17,59225.0
2007-07-18,60975.0
2007-07-19,60025.0
2007-07-20,60100.0
2007-07-23,60100.0
2007-07-24,59850.0
2007-07-25,58700.0
2007-07-26,59850.0
2007-07-27,59800.0
2007-07-30,59950.0
2007-07-31,59775.0
2007-08-01,60125.0
2007-08-02,59700.0
2007-08-03,59625.0
2007-08-06,58725.0
2007-08-07,58600.0
2007-08-08,57525.0
2007-08-09,57450.0
2007-08-10,57375.0
2007-08-13,57275.0
2007-08-14,57250.0
2007-08-15,56550.0
2007-08-16,56275.0
2007-08-17,55950.0
2007-08-20,56325.0
2007-08-21,58050.0
2007-08-22,57650.0
2007-08-23,57500.0
2007-08-24,55750.0
2007-08-28,55450.0
2007-08-29,56550.0
2007-08-30,58275.0
2007-08-31,58275.0
2007-09-03,58575.0
2007-09-04,59900.0
2007-09-05,62075.0
2007-09-06,62775.0
2007-09-07,64050.0
2007-09-10,68500.0
2007-09-11,68300.0
2007-09-12,68150.0
2007-09-13,63125.0
2007-09-14,60475.0
2007-09-17,58175.0
2007-09-18,57450.0
2007-09-19,56900.0
2007-09-20,56375.0
2007-09-21,55850.0
2007-09-24,55650.0
2007-09-25,55100.0
2007-09-26,54275.0
2007-09-27,54225.0
2007-09-28,53900.0
2007-10-01,53150.0
2007-10-02,53050.0
2007-10-03,52975.0
2007-10-04,52825.0
2007-10-05,52825.0
2007-10-08,53300.0
2007-10-09,53300.0
2007-10-10,53300.0
2007-10-11,53200.0
2007-10-12,53075.0
2007-10-15,53000.0
2007-10-16,52925.0
2007-10-17,55050.0
2007-10-18,55475.0
2007-10-19,55425.0
2007-10-22,54775.0
2007-10-23,54600.0
2007-10-24,55325.0
2007-10-25,55725.0
2007-10-26,56225.0
2007-10-29,56625.0
2007-10-30,61350.0
2007-10-31,66800.0
2007-11-01,72325.0
2007-11-02,71700.0
2007-11-05,75850.0
2007-11-06,75825.0
2007-11-07,76425.0
2007-11-08,77425.0
2007-11-09,77925.0
2007-11-12,78825.0
2007-11-13,78325.0
2007-11-14,77675.0
2007-11-15,77775.0
2007-11-16,76975.0
2007-11-19,76975.0
2007-11-20,76675.0
2007-11-21,76600.0
2007-11-22,76450.0
2007-11-23,76300.0
2007-11-26,76100.0
2007-11-27,75575.0
2007-11-28,75025.0
2007-11-29,75025.0
2007-11-30,74950.0
2007-12-03,75125.0
2007-12-04,74850.0
2007-12-05,72925.0
2007-12-06,72725.0
2007-12-07,72625.0
2007-12-10,71925.0
2007-12-11,71925.0
2007-12-12,71925.0
2007-12-13,71925.0
2007-12-14,71925.0
2007-12-17,71925.0
2007-12-18,80575.0
2007-12-19,80225.0
2007-12-20,80100.0
2007-12-21,79750.0
2007-12-24,79425.0
2007-12-27,79425.0
2007-12-28,83925.0
2007-12-31,84400.0
2008-01-02,84350.0
2008-01-03,84350.0
2008-01-04,84500.0
2008-01-07,91275.0
2008-01-08,91125.0
2008-01-09,91100.0
2008-01-10,91100.0
2008-01-11,91050.0
2008-01-14,90800.0
2008-01-15,93575.0
2008-01-16,94800.0
2008-01-17,94875.0
2008-01-18,99375.0
2008-01-21,100250.0
2008-01-22,100525.0
2008-01-23,105225.0
2008-01-24,105025.0
2008-01-25,104575.0
2008-01-28,104975.0
2008-01-29,105550.0
2008-01-30,106500.0
2008-01-31,106775.0
2008-02-01,106450.0
2008-02-04,105950.0
2008-02-05,108200.0
2008-02-06,106875.0
2008-02-07,107275.0
2008-02-08,110025.0
2008-02-11,110825.0
2008-02-12,111550.0
2008-02-13,112900.0
2008-02-14,112925.0
2008-02-15,113675.0
2008-02-18,113725.0
2008-02-19,113875.0
2008-02-20,113700.0
2008-02-21,115875.0
2008-02-22,116300.0
2008-02-25,115400.0
2008-02-26,116225.0
2008-02-27,117675.0
2008-02-28,118000.0
2008-02-29,118350.0
2008-03-03,118675.0
2008-03-04,119425.0
2008-03-05,118275.0
2008-03-06,118225.0
2008-03-07,117625.0
2008-03-10,118600.0
2008-03-11,118650.0
2008-03-12,118675.0
2008-03-13,118675.0
2008-03-14,120000.0
2008-03-17,119550.0
2008-03-18,119500.0
2008-03-19,119500.0
2008-03-20,119475.0
2008-03-25,119950.0
2008-03-26,122250.0
2008-03-27,122200.0
2008-03-28,120850.0
2008-03-31,120575.0
2008-04-01,120150.0
2008-04-02,118825.0
2008-04-03,122550.0
2008-04-04,122450.0
2008-04-07,122175.0
2008-04-08,121975.0
2008-04-09,123700.0
2008-04-10,124250.0
2008-04-11,124850.0
2008-04-14,125050.0
2008-04-15,125900.0
2008-04-16,125900.0
2008-04-17,127800.0
2008-04-18,126925.0
2008-04-21,126925.0
2008-04-22,126275.0
2008-04-23,126175.0
2008-04-24,124925.0
2008-04-25,123725.0
2008-04-28,123200.0
2008-04-29,123150.0
2008-04-30,121600.0
2008-05-01,121475.0
2008-05-02,121525.0
2008-05-06,121225.0
2008-05-07,119425.0
2008-05-08,119225.0
2008-05-09,118775.0
2008-05-12,118450.0
2008-05-13,118375.0
2008-05-14,118100.0
2008-05-15,117950.0
2008-05-16,117350.0
2008-05-19,122925.0
2008-05-20,122925.0
2008-05-21,122125.0
2008-05-22,121850.0
2008-05-23,122150.0
2008-05-27,121725.0
2008-05-28,128875.0
2008-05-29,136950.0
2008-05-30,136600.0
2008-06-02,138650.0
2008-06-03,138600.0
2008-06-04,138450.0
2008-06-05,138900.0
2008-06-06,138375.0
2008-06-09,138325.0
2008-06-10,138300.0
2008-06-11,139825.0
2008-06-12,140125.0
2008-06-13,139650.0
2008-06-16,138600.0
2008-06-17,138175.0
2008-06-18,137525.0
2008-06-19,145575.0
2008-06-20,145475.0
2008-06-23,143575.0
2008-06-24,144125.0
2008-06-25,144125.0
2008-06-26,143825.0
2008-06-27,148650.0
2008-06-30,148475.0
2008-07-01,148700.0
2008-07-02,148425.0
2008-07-03,148375.0
2008-07-04,148000.0
2008-07-07,147975.0
2008-07-08,146725.0
2008-07-09,145725.0
2008-07-10,144600.0
2008-07-11,144150.0
2008-07-14,143475.0
2008-07-15,143225.0
2008-07-16,143500.0
2008-07-17,145150.0
2008-07-18,145000.0
2008-07-21,142350.0
2008-07-22,142050.0
2008-07-23,141800.0
2008-07-24,141775.0
2008-07-25,142575.0
2008-07-28,143275.0
2008-07-29,143025.0
2008-07-30,143775.0
2008-07-31,143850.0
2008-08-01,146300.0
2008-08-04,147450.0
2008-08-05,149925.0
2008-08-06,153650.0
2008-08-07,153475.0
2008-08-08,152825.0
2008-08-11,152700.0
2008-08-12,158575.0
2008-08-13,157525.0
2008-08-14,156400.0
2008-08-15,156200.0
2008-08-18,155150.0
2008-08-19,155125.0
2008-08-20,155125.0
2008-08-21,155025.0
2008-08-22,154600.0
2008-08-26,154525.0
2008-08-27,154500.0
2008-08-28,154500.0
2008-08-29,154175.0
2008-09-01,153600.0
2008-09-02,153575.0
2008-09-03,153400.0
2008-09-04,153300.0
2008-09-05,153050.0
2008-09-08,153925.0
2008-09-09,153925.0
2008-09-10,153875.0
2008-09-11,152575.0
2008-09-12,152550.0
2008-09-15,151650.0
2008-09-16,151525.0
2008-09-17,151525.0
2008-09-18,151175.0
2008-09-19,150975.0
2008-09-22,150925.0
2008-09-23,150825.0
2008-09-24,150575.0
2008-09-25,150575.0
2008-09-26,150575.0
2008-09-29,149800.0
2008-09-30,149850.0
2008-10-01,149800.0
2008-10-02,149800.0
2008-10-03,156500.0
2008-10-06,155200.0
2008-10-07,155075.0
2008-10-08,155425.0
2008-10-09,161375.0
2008-10-10,161125.0
2008-10-13,161000.0
2008-10-14,160575.0
2008-10-15,161000.0
2008-10-16,165100.0
2008-10-17,165500.0
2008-10-20,165450.0
2008-10-21,165200.0
2008-10-22,165125.0
2008-10-23,167550.0
2008-10-24,167425.0
2008-10-27,167350.0
2008-10-28,172800.0
2008-10-29,174425.0
2008-10-30,178125.0
2008-10-31,178125.0
2008-11-03,178125.0
2008-11-04,177950.0
2008-11-05,177925.0
2008-11-06,177825.0
2008-11-07,177800.0
2008-11-10,177800.0
2008-11-11,177700.0
2008-11-12,179600.0
2008-11-13,179775.0
2008-11-14,180050.0
2008-11-17,179725.0
2008-11-18,180775.0
2008-11-19,180750.0
2008-11-20,182100.0
2008-11-21,185125.0
2008-11-24,187875.0
2008-11-25,187775.0
2008-11-26,187750.0
2008-11-27,188200.0
2008-11-28,190375.0
2008-12-01,190375.0
2008-12-02,190825.0
2008-12-03,199950.0
2008-12-04,203200.0
2008-12-05,206525.0
2008-12-08,208125.0
2008-12-09,214400.0
2008-12-10,217975.0
2008-12-11,221350.0
2008-12-12,223925.0
2008-12-15,227325.0
2008-12-16,230225.0
2008-12-17,227725.0
2008-12-18,228925.0
2008-12-19,229175.0
2008-12-22,230000.0
2008-12-23,230625.0
2008-12-24,249500.0
2008-12-29,249500.0
2008-12-30,249625.0
2008-12-31,249800.0
2009-01-02,249800.0
2009-01-05,251025.0
2009-01-06,249750.0
2009-01-07,249875.0
2009-01-08,254950.0
2009-01-09,254875.0
2009-01-12,257825.0
2009-01-13,263750.0
2009-01-14,264225.0
2009-01-15,265900.0
2009-01-16,268800.0
2009-01-19,268000.0
2009-01-20,269550.0
2009-01-21,280775.0
2009-01-22,280725.0
2009-01-23,289725.0
2009-01-26,298050.0
2009-01-27,307775.0
2009-01-28,311750.0
2009-01-29,313825.0
2009-01-30,334825.0
2009-02-02,338000.0
2009-02-03,339525.0
2009-02-04,338600.0
2009-02-05,340425.0
2009-02-06,342075.0
2009-02-09,344150.0
2009-02-10,342750.0
2009-02-11,344150.0
2009-02-12,340750.0
2009-02-13,340925.0
2009-02-16,336625.0
2009-02-17,338050.0
2009-02-18,338175.0
2009-02-19,334050.0
2009-02-20,335625.0
2009-02-23,329000.0
2009-02-24,330600.0
2009-02-25,328450.0
2009-02-26,332200.0
2009-02-27,332250.0
2009-03-02,323500.0
2009-03-03,318675.0
2009-03-04,316700.0
2009-03-05,310400.0
2009-03-06,305475.0
2009-03-09,307100.0
2009-03-10,310425.0
2009-03-11,312200.0
2009-03-12,310825.0
2009-03-13,311375.0
2009-03-16,311775.0
2009-03-17,321300.0
2009-03-18,321650.0
2009-03-19,322525.0
2009-03-20,323450.0
2009-03-23,329200.0
2009-03-24,331600.0
2009-03-25,332350.0
2009-03-26,331600.0
2009-03-27,332000.0
2009-03-30,331400.0
2009-03-31,326600.0
2009-04-01,326275.0
2009-04-02,330700.0
2009-04-03,332350.0
2009-04-06,332675.0
2009-04-07,334775.0
2009-04-08,336975.0
2009-04-09,339000.0
2009-04-14,338700.0
2009-04-15,338425.0
2009-04-16,333875.0
2009-04-17,331425.0
2009-04-20,329900.0
2009-04-21,321800.0
2009-04-22,318300.0
2009-04-23,314100.0
2009-04-24,309525.0
2009-04-27,308650.0
2009-04-28,308525.0
2009-04-29,308850.0
2009-04-30,308750.0
2009-05-01,308750.0
2009-05-05,308150.0
2009-05-06,308225.0
2009-05-07,309550.0
2009-05-08,310175.0
2009-05-11,309725.0
2009-05-12,309125.0
2009-05-13,308775.0
2009-05-14,310325.0
2009-05-15,312725.0
2009-05-18,312725.0
2009-05-19,312075.0
2009-05-20,312050.0
2009-05-21,311600.0
2009-05-22,311250.0
2009-05-26,316050.0
2009-05-27,317175.0
2009-05-28,317900.0
2009-05-29,316950.0
2009-06-01,313975.0
2009-06-02,313525.0
2009-06-03,312750.0
2009-06-04,313225.0
2009-06-05,313975.0
2009-06-08,315425.0
2009-06-09,317700.0
2009-06-10,317825.0
2009-06-11,320600.0
2009-06-12,322625.0
2009-06-15,324775.0
2009-06-16,327825.0
2009-06-17,329500.0
2009-06-18,331400.0
2009-06-19,332450.0
2009-06-22,328975.0
2009-06-23,329425.0
2009-06-24,331150.0
2009-06-25,332700.0
2009-06-26,337575.0
2009-06-29,348625.0
2009-06-30,347125.0
2009-07-01,346700.0
2009-07-02,346625.0
2009-07-03,346550.0
2009-07-06,345975.0
2009-07-07,345100.0
2009-07-08,344825.0
2009-07-09,344675.0
2009-07-10,344125.0
2009-07-13,343975.0
2009-07-14,348050.0
2009-07-15,347675.0
2009-07-16,347675.0
2009-07-17,347275.0
2009-07-20,346725.0
2009-07-21,346475.0
2009-07-22,346725.0
2009-07-23,345300.0
2009-07-24,345400.0
2009-07-27,353400.0
2009-07-28,361725.0
2009-07-29,371425.0
2009-07-30,386700.0
2009-07-31,386550.0
2009-08-03,400950.0
2009-08-04,413850.0
2009-08-05,427150.0
2009-08-06,427100.0
2009-08-07,426950.0
2009-08-10,426475.0
2009-08-11,426475.0
2009-08-12,426075.0
2009-08-13,426075.0
2009-08-14,425800.0
2009-08-17,425200.0
2009-08-18,426650.0
2009-08-19,427525.0
2009-08-20,427300.0
2009-08-21,427300.0
2009-08-24,424600.0
2009-08-25,424625.0
2009-08-26,423750.0
2009-08-27,425400.0
2009-08-28,425150.0
2009-09-01,425250.0
2009-09-02,429250.0
2009-09-03,428250.0
2009-09-04,428125.0
2009-09-07,428075.0
2009-09-08,426725.0
2009-09-09,424975.0
2009-09-10,424975.0
2009-09-11,424925.0
2009-09-14,423900.0
2009-09-15,425675.0
2009-09-16,425575.0
2009-09-17,425275.0
2009-09-18,425275.0
2009-09-21,425275.0
2009-09-22,425275.0
2009-09-23,426075.0
2009-09-24,426075.0
2009-09-25,425975.0
2009-09-28,425850.0
2009-09-29,427300.0
2009-09-30,428825.0
2009-10-01,427450.0
2009-10-02,421150.0
2009-10-05,420825.0
2009-10-06,420725.0
2009-10-07,420600.0
2009-10-08,420575.0
2009-10-09,420125.0
2009-10-12,419525.0
2009-10-13,419450.0
2009-10-14,419450.0
2009-10-15,419425.0
2009-10-16,418875.0
2009-10-19,418875.0
2009-10-20,416725.0
2009-10-21,416550.0
2009-10-22,416450.0
2009-10-23,417425.0
2009-10-26,416900.0
2009-10-27,417450.0
2009-10-28,417850.0
2009-10-29,417350.0
2009-10-30,418150.0
2009-11-02,417025.0
2009-11-03,417025.0
2009-11-04,416725.0
2009-11-05,415775.0
2009-11-06,415475.0
2009-11-09,413875.0
2009-11-10,413825.0
2009-11-11,413825.0
2009-11-12,413775.0
2009-11-13,414925.0
2009-11-16,425025.0
2009-11-17,425025.0
2009-11-18,440650.0
2009-11-19,440575.0
2009-11-20,443050.0
2009-11-23,443500.0
2009-11-24,447425.0
2009-11-25,447325.0
2009-11-26,449325.0
2009-11-27,448775.0
2009-11-30,448475.0
2009-12-01,448925.0
2009-12-02,453125.0
2009-12-03,453225.0
2009-12-04,452875.0
2009-12-07,452750.0
2009-12-08,452850.0
2009-12-09,452775.0
2009-12-10,452725.0
2009-12-11,452700.0
2009-12-14,452725.0
2009-12-15,452700.0
2009-12-16,452650.0
2009-12-17,452650.0
2009-12-18,452325.0
2009-12-21,452225.0
2009-12-22,458200.0
2009-12-23,461150.0
2009-12-24,462775.0
2009-12-29,480625.0
2009-12-30,482500.0
2009-12-31,484325.0
2010-01-04,485250.0
2010-01-05,485225.0
2010-01-06,485725.0
2010-01-07,486425.0
2010-01-08,484050.0
2010-01-11,484500.0
2010-01-12,484500.0
2010-01-13,484150.0
2010-01-14,484075.0
2010-01-15,484200.0
2010-01-18,484200.0
2010-01-19,484175.0
2010-01-20,485075.0
2010-01-21,486475.0
2010-01-22,487725.0
2010-01-25,488350.0
2010-01-26,490275.0
2010-01-27,492650.0
2010-01-28,493250.0
2010-01-29,493450.0
2010-02-01,493800.0
2010-02-02,495500.0
2010-02-03,495200.0
2010-02-04,495175.0
2010-02-05,496200.0
2010-02-08,496750.0
2010-02-09,496700.0
2010-02-10,496425.0
2010-02-11,496325.0
2010-02-12,495825.0
2010-02-15,495700.0
2010-02-16,497325.0
2010-02-17,537225.0
2010-02-18,535900.0
2010-02-19,535900.0
2010-02-22,535525.0
2010-02-23,537425.0
2010-02-24,537225.0
2010-02-25,538000.0
2010-02-26,537950.0
2010-03-01,537900.0
2010-03-02,537750.0
2010-03-03,537675.0
2010-03-04,536700.0
2010-03-05,536675.0
2010-03-08,535950.0
2010-03-09,535825.0
2010-03-10,535825.0
2010-03-11,535775.0
2010-03-12,535750.0
2010-03-15,535050.0
2010-03-16,536425.0
2010-03-17,537225.0
2010-03-18,537000.0
2010-03-19,537000.0
2010-03-22,537600.0
2010-03-23,527000.0
2010-03-24,527875.0
2010-03-25,528475.0
2010-03-26,528425.0
2010-03-29,527850.0
2010-03-30,527850.0
2010-03-31,527750.0
2010-04-01,527575.0
2010-04-02,531750.0
2010-04-05,531750.0
2010-04-06,531750.0
2010-04-07,532050.0
2010-04-08,532475.0
2010-04-09,532375.0
2010-04-12,532375.0
2010-04-13,532850.0
2010-04-14,532750.0
2010-04-15,531750.0
2010-04-16,532000.0
2010-04-19,531975.0
2010-04-20,531975.0
2010-04-21,531925.0
2010-04-22,532125.0
2010-04-23,532100.0
2010-04-26,532100.0
2010-04-27,531100.0
2010-04-28,531000.0
2010-04-29,536500.0
2010-04-30,544625.0
2010-05-04,552375.0
2010-05-05,560100.0
2010-05-06,565075.0
2010-05-07,560800.0
2010-05-10,560600.0
2010-05-11,560150.0
2010-05-12,555625.0
2010-05-13,545225.0
2010-05-14,545200.0
2010-05-17,545125.0
2010-05-18,545100.0
2010-05-19,544850.0
2010-05-20,544775.0
2010-05-21,547350.0
2010-05-24,566400.0
2010-05-25,596250.0
2010-05-26,600050.0
2010-05-27,598325.0
2010-05-28,598225.0
2010-06-01,600200.0
2010-06-02,600200.0
2010-06-03,598925.0
2010-06-04,598725.0
2010-06-07,598400.0
2010-06-08,598400.0
2010-06-09,598850.0
2010-06-10,599625.0
2010-06-11,599575.0
2010-06-14,599975.0
2010-06-15,599975.0
2010-06-16,600800.0
2010-06-17,600775.0
2010-06-18,600925.0
2010-06-21,600750.0
2010-06-22,601250.0
2010-06-23,600525.0
2010-06-24,600525.0
2010-06-25,600250.0
2010-06-28,600200.0
2010-06-29,600200.0
2010-06-30,596525.0
2010-07-01,596475.0
2010-07-02,592925.0
2010-07-05,592925.0
2010-07-06,592875.0
2010-07-07,592725.0
2010-07-08,592775.0
2010-07-09,592775.0
2010-07-12,592775.0
2010-07-13,592775.0
2010-07-14,592725.0
2010-07-15,593725.0
2010-07-16,594675.0
2010-07-19,594675.0
2010-07-20,596250.0
2010-07-21,596225.0
2010-07-22,598025.0
2010-07-23,598025.0
2010-07-26,598000.0
2010-07-27,598000.0
2010-07-28,597875.0
2010-07-29,598250.0
2010-07-30,599025.0
2010-08-02,599000.0
2010-08-03,598175.0
2010-08-04,598175.0
2010-08-05,598175.0
2010-08-06,553225.0
2010-08-09,553125.0
2010-08-10,553125.0
2010-08-11,552950.0
2010-08-12,552950.0
2010-08-13,552900.0
2010-08-16,552775.0
2010-08-17,556300.0
2010-08-18,556300.0
2010-08-19,555775.0
2010-08-20,555775.0
2010-08-23,555625.0
2010-08-24,558950.0
2010-08-25,560275.0
2010-08-26,562250.0
2010-08-27,562200.0
2010-08-31,561825.0
2010-09-01,561675.0
2010-09-02,563625.0
2010-09-03,563625.0
2010-09-06,563375.0
2010-09-07,563325.0
2010-09-08,563325.0
2010-09-09,563325.0
2010-09-10,563225.0
2010-09-13,563075.0
2010-09-14,563075.0
2010-09-15,565075.0
2010-09-16,565000.0
2010-09-17,565000.0
2010-09-20,565125.0
2010-09-21,565125.0
2010-09-22,567450.0
2010-09-23,567450.0
2010-09-24,567250.0
2010-09-27,567250.0
2010-09-28,567250.0
2010-09-29,567325.0
2010-09-30,568325.0
2010-10-01,568275.0
2010-10-04,567775.0
2010-10-05,567775.0
2010-10-06,567825.0
2010-10-07,567800.0
2010-10-08,567775.0
2010-10-11,567775.0
2010-10-12,568000.0
2010-10-13,567975.0
2010-10-14,567950.0
2010-10-15,567950.0
2010-10-18,567950.0
2010-10-19,567900.0
2010-10-20,567800.0
2010-10-21,567700.0
2010-10-22,568975.0
2010-10-25,566875.0
2010-10-26,566800.0
2010-10-27,571725.0
2010-10-28,577150.0
2010-10-29,582525.0
2010-11-01,588850.0
2010-11-02,593225.0
2010-11-03,593175.0
2010-11-04,594425.0
2010-11-05,594425.0
2010-11-08,594650.0
2010-11-09,594400.0
2010-11-10,594150.0
2010-11-11,594100.0
2010-11-12,594525.0
2010-11-15,594525.0
2010-11-16,594475.0
2010-11-17,595900.0
2010-11-18,598950.0
2010-11-19,598700.0
2010-11-22,598525.0
2010-11-23,598525.0
2010-11-24,598500.0
2010-11-25,598450.0
2010-11-26,598450.0
2010-11-29,598450.0
2010-11-30,598100.0
2010-12-01,598100.0
2010-12-02,600625.0
2010-12-03,600625.0
2010-12-06,600625.0
2010-12-07,600625.0
2010-12-08,600625.0
2010-12-09,600000.0
2010-12-10,599975.0
2010-12-13,626425.0
2010-12-14,670325.0
2010-12-15,670900.0
2010-12-16,670275.0
2010-12-17,671075.0
2010-12-20,671075.0
2010-12-21,671750.0
2010-12-22,671725.0
2010-12-23,671900.0
2010-12-24,671650.0
2010-12-29,671650.0
2010-12-30,674625.0
2010-12-31,674625.0
2011-01-04,674625.0
2011-01-05,674700.0
2011-01-06,699425.0
2011-01-07,699275.0
2011-01-10,699225.0
2011-01-11,708450.0
2011-01-12,708450.0
2011-01-13,708425.0
2011-01-14,708375.0
2011-01-17,707875.0
2011-01-18,709350.0
2011-01-19,708950.0
2011-01-20,709350.0
2011-01-21,709050.0
2011-01-24,708750.0
2011-01-25,708425.0
2011-01-26,708300.0
2011-01-27,708275.0
2011-01-28,707950.0
2011-01-31,707950.0
2011-02-01,707900.0
2011-02-02,707900.0
2011-02-03,707900.0
2011-02-04,706200.0
2011-02-07,706200.0
2011-02-08,706200.0
2011-02-09,706050.0
2011-02-10,706050.0
2011-02-11,706050.0
2011-02-14,706050.0
2011-02-15,705500.0
2011-02-16,705275.0
2011-02-17,705200.0
2011-02-18,705150.0
2011-02-21,705150.0
2011-02-22,705100.0
2011-02-23,705075.0
2011-02-24,704925.0
2011-02-25,704825.0
2011-02-28,704825.0
2011-03-01,704725.0
2011-03-02,704725.0
2011-03-03,704725.0
2011-03-04,715850.0
2011-03-07,721600.0
2011-03-08,730650.0
2011-03-09,730575.0
2011-03-10,730575.0
2011-03-11,730050.0
2011-03-14,729750.0
2011-03-15,729200.0
2011-03-16,729125.0
2011-03-17,728525.0
2011-03-18,731475.0
2011-03-21,730850.0
2011-03-22,730850.0
2011-03-23,730825.0
2011-03-24,730575.0
2011-03-25,730525.0
2011-03-28,730525.0
2011-03-29,732850.0
2011-03-30,731900.0
2011-03-31,731200.0
2011-04-01,731200.0
2011-04-04,731175.0
2011-04-05,730725.0
2011-04-06,730000.0
2011-04-07,730000.0
2011-04-08,731050.0
2011-04-11,731025.0
2011-04-12,731125.0
2011-04-13,731925.0
2011-04-14,758600.0
2011-04-15,755700.0
2011-04-18,755700.0
2011-04-19,777325.0
2011-04-20,803475.0
2011-04-21,805825.0
2011-04-26,808225.0
2011-04-27,808225.0
2011-04-28,813050.0
2011-05-03,812075.0
2011-05-04,813000.0
2011-05-05,813050.0
2011-05-06,814375.0
2011-05-09,814300.0
2011-05-10,819525.0
2011-05-11,820075.0
2011-05-12,818925.0
2011-05-13,820725.0
2011-05-16,820475.0
2011-05-17,824150.0
2011-05-18,841750.0
2011-05-19,841650.0
2011-05-20,841650.0
2011-05-23,841625.0
2011-05-24,841600.0
2011-05-25,843525.0
2011-05-26,843475.0
2011-05-27,843425.0
2011-05-31,843375.0
2011-06-01,843400.0
2011-06-02,843450.0
2011-06-03,843450.0
2011-06-06,856400.0
2011-06-07,856375.0
2011-06-08,854525.0
2011-06-09,853250.0
2011-06-10,853000.0
2011-06-13,853000.0
2011-06-14,852950.0
2011-06-15,856750.0
2011-06-16,853875.0
2011-06-17,851750.0
2011-06-20,849750.0
2011-06-21,847150.0
2011-06-22,829075.0
2011-06-23,819250.0
2011-06-24,818000.0
2011-06-27,817900.0
2011-06-28,817875.0
2011-06-29,814875.0
2011-06-30,814300.0
2011-07-01,814275.0
2011-07-04,806850.0
2011-07-05,805725.0
2011-07-06,805625.0
2011-07-07,822850.0
2011-07-08,833600.0
2011-07-11,849500.0
2011-07-12,849500.0
2011-07-13,851425.0
2011-07-14,853300.0
2011-07-15,852450.0
2011-07-18,812125.0
2011-07-19,810975.0
2011-07-20,810675.0
2011-07-21,789950.0
2011-07-22,786200.0
2011-07-25,786700.0
2011-07-26,780325.0
2011-07-27,783450.0
2011-07-28,783950.0
2011-07-29,775700.0
2011-08-01,775425.0
2011-08-02,775425.0
2011-08-03,776850.0
2011-08-04,774575.0
2011-08-05,774050.0
2011-08-08,773950.0
2011-08-09,774925.0
