,LEZS
2002-05-21,580500.0
2002-05-22,580900.0
2002-05-23,577750.0
2002-05-24,585825.0
2002-05-27,584150.0
2002-05-28,586650.0
2002-05-29,587225.0
2002-05-30,588100.0
2002-05-31,589150.0
2002-06-05,584475.0
2002-06-06,596350.0
2002-06-07,595850.0
2002-06-10,589575.0
2002-06-11,589175.0
2002-06-12,588800.0
2002-06-13,588025.0
2002-06-14,587550.0
2002-06-17,587125.0
2002-06-18,586750.0
2002-06-19,586025.0
2002-06-20,586075.0
2002-06-21,577000.0
2002-06-24,576725.0
2002-06-25,575775.0
2002-06-26,574475.0
2002-06-27,576300.0
2002-06-28,577125.0
2002-07-01,577150.0
2002-07-02,576250.0
2002-07-03,576375.0
2002-07-04,577800.0
2002-07-05,576975.0
2002-07-08,578075.0
2002-07-09,570025.0
2002-07-10,568625.0
2002-07-11,567025.0
2002-07-12,566725.0
2002-07-15,567225.0
2002-07-16,567850.0
2002-07-17,570500.0
2002-07-18,570625.0
2002-07-19,566825.0
2002-07-22,567500.0
2002-07-23,567525.0
2002-07-24,567400.0
2002-07-25,567700.0
2002-07-26,567425.0
2002-07-29,602300.0
2002-07-30,603700.0
2002-07-31,603750.0
2002-08-01,603850.0
2002-08-02,607100.0
2002-08-05,629075.0
2002-08-06,629700.0
2002-08-07,631300.0
2002-08-08,631150.0
2002-08-09,621150.0
2002-08-12,620725.0
2002-08-13,615675.0
2002-08-14,617775.0
2002-08-15,617850.0
2002-08-16,618950.0
2002-08-19,626075.0
2002-08-20,625975.0
2002-08-21,604425.0
2002-08-22,604350.0
2002-08-23,599025.0
2002-08-27,596325.0
2002-08-28,596225.0
2002-08-29,596425.0
2002-08-30,594750.0
2002-09-02,594175.0
2002-09-03,588800.0
2002-09-04,589150.0
2002-09-05,589500.0
2002-09-06,591575.0
2002-09-09,586825.0
2002-09-10,587950.0
2002-09-11,587025.0
2002-09-12,581325.0
2002-09-13,573375.0
2002-09-16,566900.0
2002-09-17,567400.0
2002-09-18,568875.0
2002-09-19,572675.0
2002-09-20,597850.0
2002-09-23,594175.0
2002-09-24,586800.0
2002-09-25,588050.0
2002-09-26,588200.0
2002-09-27,590750.0
2002-09-30,590450.0
2002-10-01,590300.0
2002-10-02,590275.0
2002-10-03,585850.0
2002-10-04,587025.0
2002-10-07,586875.0
2002-10-08,586500.0
2002-10-09,597050.0
2002-10-10,598175.0
2002-10-11,597550.0
2002-10-14,597550.0
2002-10-15,597550.0
2002-10-16,597525.0
2002-10-17,604425.0
2002-10-18,599250.0
2002-10-21,599300.0
2002-10-22,599450.0
2002-10-23,601800.0
2002-10-24,601725.0
2002-10-25,602400.0
2002-10-28,603600.0
2002-10-29,605425.0
2002-10-30,607200.0
2002-10-31,609300.0
2002-11-01,609525.0
2002-11-04,611075.0
2002-11-05,611800.0
2002-11-06,613000.0
2002-11-07,613950.0
2002-11-08,614550.0
2002-11-11,620700.0
2002-11-12,620800.0
2002-11-13,620300.0
2002-11-14,617425.0
2002-11-15,627825.0
2002-11-18,627050.0
2002-11-19,625850.0
2002-11-20,626300.0
2002-11-21,625900.0
2002-11-22,625800.0
2002-11-25,625400.0
2002-11-26,620725.0
2002-11-27,625500.0
2002-11-28,625200.0
2002-11-29,625150.0
2002-12-02,624800.0
2002-12-03,624175.0
2002-12-04,624000.0
2002-12-05,624075.0
2002-12-06,624375.0
2002-12-09,624125.0
2002-12-10,623300.0
2002-12-11,622875.0
2002-12-12,622275.0
2002-12-13,622125.0
2002-12-16,629875.0
2002-12-17,629850.0
2002-12-18,628900.0
2002-12-19,627700.0
2002-12-20,627575.0
2002-12-23,631600.0
2002-12-24,632250.0
2002-12-30,634600.0
2002-12-31,634575.0
2003-01-02,634225.0
2003-01-03,634250.0
2003-01-06,633100.0
2003-01-07,634025.0
2003-01-08,633925.0
2003-01-09,633525.0
2003-01-10,632950.0
2003-01-13,634725.0
2003-01-14,633950.0
2003-01-15,649550.0
2003-01-16,649400.0
2003-01-17,648175.0
2003-01-20,648950.0
2003-01-21,651050.0
2003-01-22,652000.0
2003-01-23,652575.0
2003-01-24,655250.0
2003-01-27,655425.0
2003-01-28,655025.0
2003-01-29,655350.0
2003-01-30,654950.0
2003-01-31,660025.0
2003-02-03,660025.0
2003-02-04,659375.0
2003-02-05,656900.0
2003-02-06,656800.0
2003-02-07,654650.0
2003-02-10,654400.0
2003-02-11,654400.0
2003-02-12,654100.0
2003-02-13,652975.0
2003-02-14,653725.0
2003-02-17,650475.0
2003-02-18,647550.0
2003-02-19,647475.0
2003-02-20,646525.0
2003-02-21,645200.0
2003-02-24,645975.0
2003-02-25,646925.0
2003-02-26,646725.0
2003-02-27,647650.0
2003-02-28,647150.0
2003-03-03,647000.0
2003-03-04,645300.0
2003-03-05,644900.0
2003-03-06,644350.0
2003-03-07,644075.0
2003-03-10,642725.0
2003-03-11,641650.0
2003-03-12,641650.0
2003-03-13,641625.0
2003-03-14,641500.0
2003-03-17,641775.0
2003-03-18,642200.0
2003-03-19,640475.0
2003-03-20,636500.0
2003-03-21,634475.0
2003-03-24,629025.0
2003-03-25,608275.0
2003-03-26,606575.0
2003-03-27,606475.0
2003-03-28,610125.0
2003-03-31,615550.0
2003-04-01,614725.0
2003-04-02,624325.0
2003-04-03,623800.0
2003-04-04,624225.0
2003-04-07,624700.0
2003-04-08,624475.0
2003-04-09,624700.0
2003-04-10,625150.0
2003-04-11,625750.0
2003-04-14,633950.0
2003-04-15,634200.0
2003-04-16,633950.0
2003-04-17,635450.0
2003-04-22,636200.0
2003-04-23,639975.0
2003-04-24,640325.0
2003-04-25,642100.0
2003-04-28,642075.0
2003-04-29,642525.0
2003-04-30,642350.0
2003-05-01,646975.0
2003-05-02,647800.0
2003-05-06,649450.0
2003-05-07,660325.0
2003-05-08,665175.0
2003-05-09,666300.0
2003-05-12,667250.0
2003-05-13,668825.0
2003-05-14,669100.0
2003-05-15,669125.0
2003-05-16,668800.0
2003-05-19,668625.0
2003-05-20,668925.0
2003-05-21,671250.0
2003-05-22,672000.0
2003-05-23,671525.0
2003-05-27,671525.0
2003-05-28,671850.0
2003-05-29,671800.0
2003-05-30,671750.0
2003-06-02,671575.0
2003-06-03,671550.0
2003-06-04,671275.0
2003-06-05,670975.0
2003-06-06,670925.0
2003-06-09,669875.0
2003-06-10,670750.0
2003-06-11,670750.0
2003-06-12,679525.0
2003-06-13,679525.0
2003-06-16,678800.0
2003-06-17,678275.0
2003-06-18,678250.0
2003-06-19,677850.0
2003-06-20,676675.0
2003-06-23,676425.0
2003-06-24,674850.0
2003-06-25,674700.0
2003-06-26,674700.0
2003-06-27,673950.0
2003-06-30,674050.0
2003-07-01,673825.0
2003-07-02,673825.0
2003-07-03,670250.0
2003-07-04,672800.0
2003-07-07,665000.0
2003-07-08,665000.0
2003-07-09,664750.0
2003-07-10,664625.0
2003-07-11,664600.0
2003-07-14,665025.0
2003-07-15,665225.0
2003-07-16,661550.0
2003-07-17,664275.0
2003-07-18,668650.0
2003-07-21,658150.0
2003-07-22,657750.0
2003-07-23,659450.0
2003-07-24,661250.0
2003-07-25,662875.0
2003-07-28,664700.0
2003-07-29,664225.0
2003-07-30,665525.0
2003-07-31,666025.0
2003-08-01,666950.0
2003-08-04,666875.0
2003-08-05,667000.0
2003-08-06,666675.0
2003-08-07,666675.0
2003-08-08,666625.0
2003-08-11,666800.0
2003-08-12,666500.0
2003-08-13,666375.0
2003-08-14,669175.0
2003-08-15,668775.0
2003-08-18,666550.0
2003-08-19,668050.0
2003-08-20,668450.0
2003-08-21,670400.0
2003-08-22,669675.0
2003-08-26,669600.0
2003-08-27,671000.0
2003-08-28,671225.0
2003-08-29,672800.0
2003-09-01,674250.0
2003-09-02,675325.0
2003-09-03,676250.0
2003-09-04,676575.0
2003-09-05,675950.0
2003-09-08,676850.0
2003-09-09,677450.0
2003-09-10,678100.0
2003-09-11,681575.0
2003-09-12,679100.0
2003-09-15,679050.0
2003-09-16,678775.0
2003-09-17,677450.0
2003-09-18,677300.0
2003-09-19,677150.0
2003-09-22,677525.0
2003-09-23,677300.0
2003-09-24,677300.0
2003-09-25,676725.0
2003-09-26,676700.0
2003-09-29,675025.0
2003-09-30,674950.0
2003-10-01,677000.0
2003-10-02,676900.0
2003-10-03,667200.0
2003-10-06,666900.0
2003-10-07,666700.0
2003-10-08,666625.0
2003-10-09,666200.0
2003-10-10,666125.0
2003-10-13,666500.0
2003-10-14,667650.0
2003-10-15,667800.0
2003-10-16,671300.0
2003-10-17,669800.0
2003-10-20,669950.0
2003-10-21,670375.0
2003-10-22,669750.0
2003-10-23,673375.0
2003-10-24,673350.0
2003-10-27,675150.0
2003-10-28,674900.0
2003-10-29,678800.0
2003-10-30,677400.0
2003-10-31,675525.0
2003-11-03,675100.0
2003-11-04,677075.0
2003-11-05,666950.0
2003-11-06,666550.0
2003-11-07,666125.0
2003-11-10,686500.0
2003-11-11,686300.0
2003-11-12,686325.0
2003-11-13,686275.0
2003-11-14,686825.0
2003-11-17,687250.0
2003-11-18,686975.0
2003-11-19,685050.0
2003-11-20,684225.0
2003-11-21,674075.0
2003-11-24,673275.0
2003-11-25,672650.0
2003-11-26,672500.0
2003-11-27,672425.0
2003-11-28,696100.0
2003-12-01,694775.0
2003-12-02,719725.0
2003-12-03,719700.0
2003-12-04,718000.0
2003-12-05,719475.0
2003-12-08,719425.0
2003-12-09,718300.0
2003-12-10,719250.0
2003-12-11,719150.0
2003-12-12,716400.0
2003-12-15,714425.0
2003-12-16,714375.0
2003-12-17,714000.0
2003-12-18,715150.0
2003-12-19,716450.0
2003-12-22,715950.0
2003-12-23,716500.0
2003-12-24,714900.0
2003-12-29,715200.0
2003-12-30,714850.0
2003-12-31,718100.0
2004-01-02,717425.0
2004-01-05,709500.0
2004-01-06,709500.0
2004-01-07,709175.0
2004-01-08,710450.0
2004-01-09,712475.0
2004-01-12,711275.0
2004-01-13,709650.0
2004-01-14,731775.0
2004-01-15,731125.0
2004-01-16,731800.0
2004-01-19,733925.0
2004-01-20,737575.0
2004-01-21,737575.0
2004-01-22,734725.0
2004-01-23,726525.0
2004-01-26,725550.0
2004-01-27,721500.0
2004-01-28,717625.0
2004-01-29,715775.0
2004-01-30,713925.0
2004-02-02,713875.0
2004-02-03,712325.0
2004-02-04,710700.0
2004-02-05,710575.0
2004-02-06,709825.0
2004-02-09,709825.0
2004-02-10,705600.0
2004-02-11,704050.0
2004-02-12,703450.0
2004-02-13,701825.0
2004-02-16,703000.0
2004-02-17,702550.0
2004-02-18,701225.0
2004-02-19,700450.0
2004-02-20,700450.0
2004-02-23,701500.0
2004-02-24,699575.0
2004-02-25,700225.0
2004-02-26,697050.0
2004-02-27,696125.0
2004-03-01,693850.0
2004-03-02,693600.0
2004-03-03,690400.0
2004-03-04,688175.0
2004-03-05,685075.0
2004-03-08,679875.0
2004-03-09,679450.0
2004-03-10,675975.0
2004-03-11,678000.0
2004-03-12,677250.0
2004-03-15,675075.0
2004-03-16,674625.0
2004-03-17,673050.0
2004-03-18,671375.0
2004-03-19,669725.0
2004-03-22,668800.0
2004-03-23,666900.0
2004-03-24,663050.0
2004-03-25,678075.0
2004-03-26,685075.0
2004-03-29,684300.0
2004-03-30,684275.0
2004-03-31,693300.0
2004-04-01,686750.0
2004-04-02,686350.0
2004-04-05,693575.0
2004-04-06,709175.0
2004-04-07,720050.0
2004-04-08,730575.0
2004-04-13,741875.0
2004-04-14,743875.0
2004-04-15,742875.0
2004-04-16,741125.0
2004-04-19,741550.0
2004-04-20,742950.0
2004-04-21,743950.0
2004-04-22,742975.0
2004-04-23,743200.0
2004-04-26,736750.0
2004-04-27,735525.0
2004-04-28,734225.0
2004-04-29,734000.0
2004-04-30,732925.0
2004-05-04,732450.0
2004-05-05,733475.0
2004-05-06,734175.0
2004-05-07,731525.0
2004-05-10,731050.0
2004-05-11,729650.0
2004-05-12,727650.0
2004-05-13,726900.0
2004-05-14,725825.0
2004-05-17,725300.0
2004-05-18,721750.0
2004-05-19,718475.0
2004-05-20,712625.0
2004-05-21,710200.0
2004-05-24,705250.0
2004-05-25,705000.0
2004-05-26,705000.0
2004-05-27,704400.0
2004-05-28,704275.0
2004-06-01,697275.0
2004-06-02,695750.0
2004-06-03,693150.0
2004-06-04,693025.0
2004-06-07,692725.0
2004-06-08,692575.0
2004-06-09,692150.0
2004-06-10,691800.0
2004-06-11,694125.0
2004-06-14,696925.0
2004-06-15,700250.0
2004-06-16,703600.0
2004-06-17,700675.0
2004-06-18,702600.0
2004-06-21,693650.0
2004-06-22,696600.0
2004-06-23,699500.0
2004-06-24,692650.0
2004-06-25,694800.0
2004-06-28,693950.0
2004-06-29,693575.0
2004-06-30,692275.0
2004-07-01,690800.0
2004-07-02,688400.0
2004-07-05,687625.0
2004-07-06,687375.0
2004-07-07,688175.0
2004-07-08,686850.0
2004-07-09,685850.0
2004-07-12,681550.0
2004-07-13,681125.0
2004-07-14,680825.0
2004-07-15,680625.0
2004-07-16,680500.0
2004-07-19,678125.0
2004-07-20,678100.0
2004-07-21,678075.0
2004-07-22,677675.0
2004-07-23,677350.0
2004-07-26,682325.0
2004-07-27,681725.0
2004-07-28,679850.0
2004-07-29,677725.0
2004-07-30,672325.0
2004-08-02,671725.0
2004-08-03,671300.0
2004-08-04,686125.0
2004-08-05,693475.0
2004-08-06,690800.0
2004-08-09,700700.0
2004-08-10,700675.0
2004-08-11,701150.0
2004-08-12,705475.0
2004-08-13,704725.0
2004-08-16,707950.0
2004-08-17,708425.0
2004-08-18,708425.0
2004-08-19,708050.0
2004-08-20,707650.0
2004-08-23,708150.0
2004-08-24,708250.0
2004-08-25,707875.0
2004-08-26,705325.0
2004-08-27,705050.0
2004-08-31,704175.0
2004-09-01,703925.0
2004-09-02,702975.0
2004-09-03,701500.0
2004-09-06,696625.0
2004-09-07,694950.0
2004-09-08,694675.0
2004-09-09,693750.0
2004-09-10,692575.0
2004-09-13,692500.0
2004-09-14,687475.0
2004-09-15,687400.0
2004-09-16,686925.0
2004-09-17,682875.0
2004-09-20,682775.0
2004-09-21,702900.0
2004-09-22,702300.0
2004-09-23,701925.0
2004-09-24,699850.0
2004-09-27,699350.0
2004-09-28,699100.0
2004-09-29,695000.0
2004-09-30,700500.0
2004-10-01,697075.0
2004-10-04,695475.0
2004-10-05,694700.0
2004-10-06,692000.0
2004-10-07,691100.0
2004-10-08,690850.0
2004-10-11,690800.0
2004-10-12,690775.0
2004-10-13,689975.0
2004-10-14,688650.0
2004-10-15,687950.0
2004-10-18,686500.0
2004-10-19,685275.0
2004-10-20,683150.0
2004-10-21,681225.0
2004-10-22,679850.0
2004-10-25,667400.0
2004-10-26,667325.0
2004-10-27,666025.0
2004-10-28,661900.0
2004-10-29,655825.0
2004-11-01,655775.0
2004-11-02,655650.0
2004-11-03,653825.0
2004-11-04,653300.0
2004-11-05,653200.0
2004-11-08,652150.0
2004-11-09,651425.0
2004-11-10,646950.0
2004-11-11,645950.0
2004-11-12,645950.0
2004-11-15,645950.0
2004-11-16,634425.0
2004-11-17,633775.0
2004-11-18,633775.0
2004-11-19,632750.0
2004-11-22,632725.0
2004-11-23,629125.0
2004-11-24,629075.0
2004-11-25,628075.0
2004-11-26,627075.0
2004-11-29,626475.0
2004-11-30,624550.0
2004-12-01,624400.0
2004-12-02,618275.0
2004-12-03,617700.0
2004-12-06,613975.0
2004-12-07,613000.0
2004-12-08,612525.0
2004-12-09,612100.0
2004-12-10,611900.0
2004-12-13,611875.0
2004-12-14,611350.0
2004-12-15,611800.0
2004-12-16,609250.0
2004-12-17,608775.0
2004-12-20,608075.0
2004-12-21,606675.0
2004-12-22,606625.0
2004-12-23,605925.0
2004-12-24,605600.0
2004-12-29,603100.0
2004-12-30,602500.0
2004-12-31,601675.0
2005-01-04,601475.0
2005-01-05,606425.0
2005-01-06,624650.0
2005-01-07,619975.0
2005-01-10,615975.0
2005-01-11,611650.0
2005-01-12,613350.0
2005-01-13,613150.0
2005-01-14,613150.0
2005-01-17,612150.0
2005-01-18,608450.0
2005-01-19,606550.0
2005-01-20,605350.0
2005-01-21,604350.0
2005-01-24,604200.0
2005-01-25,608150.0
2005-01-26,608025.0
2005-01-27,604425.0
2005-01-28,601700.0
2005-01-31,601050.0
2005-02-01,600025.0
2005-02-02,598050.0
2005-02-03,594250.0
2005-02-04,594250.0
2005-02-07,596775.0
2005-02-08,599150.0
2005-02-09,598850.0
2005-02-10,597600.0
2005-02-11,597425.0
2005-02-14,599850.0
2005-02-15,596550.0
2005-02-16,594200.0
2005-02-17,594050.0
2005-02-18,592725.0
2005-02-21,591800.0
2005-02-22,593400.0
2005-02-23,587550.0
2005-02-24,586050.0
2005-02-25,581550.0
2005-02-28,579750.0
2005-03-01,578675.0
2005-03-02,577375.0
2005-03-03,575250.0
2005-03-04,574825.0
2005-03-07,574775.0
2005-03-08,572800.0
2005-03-09,571675.0
2005-03-10,570625.0
2005-03-11,569950.0
2005-03-14,569675.0
2005-03-15,567700.0
2005-03-16,565575.0
2005-03-17,564625.0
2005-03-18,558975.0
2005-03-21,558925.0
2005-03-22,558350.0
2005-03-23,556725.0
2005-03-24,551150.0
2005-03-29,543075.0
2005-03-30,542675.0
2005-03-31,538475.0
2005-04-01,529750.0
2005-04-04,528175.0
2005-04-05,524125.0
2005-04-06,511225.0
2005-04-07,511150.0
2005-04-08,517350.0
2005-04-11,517800.0
2005-04-12,517450.0
2005-04-13,508900.0
2005-04-14,505875.0
2005-04-15,505375.0
2005-04-18,504600.0
2005-04-19,504100.0
2005-04-20,503750.0
2005-04-21,506450.0
2005-04-22,508875.0
2005-04-25,507350.0
2005-04-26,507150.0
2005-04-27,507150.0
2005-04-28,504450.0
2005-04-29,504400.0
2005-05-03,506850.0
2005-05-04,506625.0
2005-05-05,506375.0
2005-05-06,505525.0
2005-05-09,505175.0
2005-05-10,504875.0
2005-05-11,503750.0
2005-05-12,502750.0
2005-05-13,502250.0
2005-05-16,502150.0
2005-05-17,501700.0
2005-05-18,497200.0
2005-05-19,495500.0
2005-05-20,492300.0
2005-05-23,491800.0
2005-05-24,491600.0
2005-05-25,492075.0
2005-05-26,492550.0
2005-05-27,492450.0
2005-05-31,491650.0
2005-06-01,491400.0
2005-06-02,491400.0
2005-06-03,490400.0
2005-06-06,490800.0
2005-06-07,490175.0
2005-06-08,490075.0
2005-06-09,489650.0
2005-06-10,501100.0
2005-06-13,531850.0
2005-06-14,605900.0
2005-06-15,602200.0
2005-06-16,600450.0
2005-06-17,598150.0
2005-06-20,597950.0
2005-06-21,597850.0
2005-06-22,595850.0
2005-06-23,595350.0
2005-06-24,574900.0
2005-06-27,571500.0
2005-06-28,570875.0
2005-06-29,566400.0
2005-06-30,567200.0
2005-07-01,566650.0
2005-07-04,566275.0
2005-07-05,566250.0
2005-07-06,564650.0
2005-07-07,563275.0
2005-07-08,561100.0
2005-07-11,560175.0
2005-07-12,555475.0
2005-07-13,554150.0
2005-07-14,553900.0
2005-07-15,552325.0
2005-07-18,552250.0
2005-07-19,552250.0
2005-07-20,548325.0
2005-07-21,548050.0
2005-07-22,547550.0
2005-07-25,546600.0
2005-07-26,546300.0
2005-07-27,545500.0
2005-07-28,542575.0
2005-07-29,542100.0
2005-08-01,537875.0
2005-08-02,538000.0
2005-08-03,536975.0
2005-08-04,535675.0
2005-08-05,535175.0
2005-08-08,534275.0
2005-08-09,532050.0
2005-08-10,531850.0
2005-08-11,528900.0
2005-08-12,526875.0
2005-08-15,525550.0
2005-08-16,525550.0
2005-08-17,523550.0
2005-08-18,502050.0
2005-08-19,501475.0
2005-08-22,501475.0
2005-08-23,500775.0
2005-08-24,500625.0
2005-08-25,500575.0
2005-08-26,499375.0
2005-08-30,499350.0
2005-08-31,497925.0
2005-09-01,497925.0
2005-09-02,497575.0
2005-09-05,491650.0
2005-09-06,491600.0
2005-09-07,491150.0
2005-09-08,492900.0
2005-09-09,491675.0
2005-09-12,490875.0
2005-09-13,487825.0
2005-09-14,486975.0
2005-09-15,486850.0
2005-09-16,486475.0
2005-09-19,484800.0
2005-09-20,477825.0
2005-09-21,476625.0
2005-09-22,473500.0
2005-09-23,462625.0
2005-09-26,457350.0
2005-09-27,456900.0
2005-09-28,455700.0
2005-09-29,452275.0
2005-09-30,450700.0
2005-10-03,446225.0
2005-10-04,443825.0
2005-10-05,441625.0
2005-10-06,433650.0
2005-10-07,433525.0
2005-10-10,432575.0
2005-10-11,432550.0
2005-10-12,432025.0
2005-10-13,429700.0
2005-10-14,429250.0
2005-10-17,427675.0
2005-10-18,424550.0
2005-10-19,422475.0
2005-10-20,417925.0
2005-10-21,422525.0
2005-10-24,421575.0
2005-10-25,419950.0
2005-10-26,419175.0
2005-10-27,414375.0
2005-10-28,406525.0
2005-10-31,395250.0
2005-11-01,390900.0
2005-11-02,390825.0
2005-11-03,390825.0
2005-11-04,390825.0
2005-11-07,391600.0
2005-11-08,391600.0
2005-11-09,392750.0
2005-11-10,391950.0
2005-11-11,390725.0
2005-11-14,387900.0
2005-11-15,387250.0
2005-11-16,385350.0
2005-11-17,385200.0
2005-11-18,384475.0
2005-11-21,383675.0
2005-11-22,383625.0
2005-11-23,382350.0
2005-11-24,379600.0
2005-11-25,376675.0
2005-11-28,374375.0
2005-11-29,373400.0
2005-11-30,373575.0
2005-12-01,373300.0
2005-12-02,362975.0
2005-12-05,361750.0
2005-12-06,360025.0
2005-12-07,359500.0
2005-12-08,359075.0
2005-12-09,358600.0
2005-12-12,358250.0
2005-12-13,356925.0
2005-12-14,354975.0
2005-12-15,342575.0
2005-12-16,307800.0
2005-12-19,306300.0
2005-12-20,305850.0
2005-12-21,305275.0
2005-12-22,303225.0
2005-12-23,301250.0
2005-12-28,301225.0
2005-12-29,296250.0
2005-12-30,294650.0
2006-01-03,291100.0
2006-01-04,291000.0
2006-01-05,290600.0
2006-01-06,288300.0
2006-01-09,289375.0
2006-01-10,288050.0
2006-01-11,288050.0
2006-01-12,287525.0
2006-01-13,286900.0
2006-01-16,284275.0
2006-01-17,282775.0
2006-01-18,282400.0
2006-01-19,276125.0
2006-01-20,276225.0
2006-01-23,232400.0
2006-01-24,227375.0
2006-01-25,227075.0
2006-01-26,231500.0
2006-01-27,228850.0
2006-01-30,224675.0
2006-01-31,206975.0
2006-02-01,203750.0
2006-02-02,197375.0
2006-02-03,197750.0
2006-02-06,194125.0
2006-02-07,192175.0
2006-02-08,188700.0
2006-02-09,189450.0
2006-02-10,189200.0
2006-02-13,187350.0
2006-02-14,184700.0
2006-02-15,183875.0
2006-02-16,183050.0
2006-02-17,182975.0
2006-02-20,181750.0
2006-02-21,181500.0
2006-02-22,180900.0
2006-02-23,178575.0
2006-02-24,174700.0
2006-02-27,174175.0
2006-02-28,173425.0
2006-03-01,170175.0
2006-03-02,169475.0
2006-03-03,169975.0
2006-03-06,169925.0
2006-03-07,169375.0
2006-03-08,170000.0
2006-03-09,167050.0
2006-03-10,164825.0
2006-03-13,163575.0
2006-03-14,162825.0
2006-03-15,159525.0
2006-03-16,158600.0
2006-03-17,157725.0
2006-03-20,159250.0
2006-03-21,166525.0
2006-03-22,160925.0
2006-03-23,160300.0
2006-03-24,161675.0
2006-03-27,164475.0
2006-03-28,154200.0
2006-03-29,155350.0
2006-03-30,154800.0
2006-03-31,154625.0
2006-04-03,154600.0
2006-04-04,155900.0
2006-04-05,155400.0
2006-04-06,155000.0
2006-04-07,154075.0
2006-04-10,152325.0
2006-04-11,151625.0
2006-04-12,153100.0
2006-04-13,163150.0
2006-04-18,163900.0
2006-04-19,168000.0
2006-04-20,168475.0
2006-04-21,168600.0
2006-04-24,167700.0
2006-04-25,171275.0
2006-04-26,172675.0
2006-04-27,172025.0
2006-04-28,172625.0
2006-05-02,172450.0
2006-05-03,173425.0
2006-05-04,172625.0
2006-05-05,172900.0
2006-05-08,172125.0
2006-05-09,171600.0
2006-05-10,172450.0
2006-05-11,172400.0
2006-05-12,172225.0
2006-05-15,170175.0
2006-05-16,170950.0
2006-05-17,172200.0
2006-05-18,173250.0
2006-05-19,172825.0
2006-05-22,173550.0
2006-05-23,173900.0
2006-05-24,172150.0
2006-05-25,172225.0
2006-05-26,168775.0
2006-05-30,166050.0
2006-05-31,166000.0
2006-06-01,164350.0
2006-06-02,161875.0
2006-06-05,162000.0
2006-06-06,162250.0
2006-06-07,159625.0
2006-06-08,159075.0
2006-06-09,158275.0
2006-06-12,156825.0
2006-06-13,167125.0
2006-06-14,166175.0
2006-06-15,163775.0
2006-06-16,160700.0
2006-06-19,159950.0
2006-06-20,159875.0
2006-06-21,161725.0
2006-06-22,164150.0
2006-06-23,163600.0
2006-06-26,164125.0
2006-06-27,162925.0
2006-06-28,156975.0
2006-06-29,156200.0
2006-06-30,155025.0
2006-07-03,155800.0
2006-07-04,155300.0
2006-07-05,155225.0
2006-07-06,154850.0
2006-07-07,153975.0
2006-07-10,155375.0
2006-07-11,155600.0
2006-07-12,150650.0
2006-07-13,149150.0
2006-07-14,147100.0
2006-07-17,145075.0
2006-07-18,145100.0
2006-07-19,144900.0
2006-07-20,145350.0
2006-07-21,142525.0
2006-07-24,142325.0
2006-07-25,138350.0
2006-07-26,138125.0
2006-07-27,135925.0
2006-07-28,135500.0
2006-07-31,135500.0
2006-08-01,135375.0
2006-08-02,153750.0
2006-08-03,153825.0
2006-08-04,149700.0
2006-08-07,151175.0
2006-08-08,148100.0
2006-08-09,148025.0
2006-08-10,148600.0
2006-08-11,148425.0
2006-08-14,149400.0
2006-08-15,148250.0
2006-08-16,147950.0
2006-08-17,152300.0
2006-08-18,151825.0
2006-08-21,151100.0
2006-08-22,145000.0
2006-08-23,144175.0
2006-08-24,137550.0
2006-08-25,137325.0
2006-08-29,136425.0
2006-08-30,135075.0
2006-08-31,135025.0
2006-09-01,134425.0
2006-09-04,133200.0
2006-09-05,128200.0
2006-09-06,129125.0
2006-09-07,128350.0
2006-09-08,128075.0
2006-09-11,125525.0
2006-09-12,125075.0
2006-09-13,133925.0
2006-09-14,132375.0
2006-09-15,132975.0
2006-09-18,131400.0
2006-09-19,129525.0
2006-09-20,129075.0
2006-09-21,128325.0
2006-09-22,123825.0
2006-09-25,127850.0
2006-09-26,127175.0
2006-09-27,121975.0
2006-09-28,111075.0
2006-09-29,110775.0
2006-10-02,109425.0
2006-10-03,105525.0
2006-10-04,109325.0
2006-10-05,105725.0
2006-10-06,100975.0
2006-10-09,100975.0
2006-10-10,96150.0
2006-10-11,95650.0
2006-10-12,93800.0
2006-10-13,93600.0
2006-10-16,89400.0
2006-10-17,89000.0
2006-10-18,88700.0
2006-10-19,87550.0
2006-10-20,87300.0
2006-10-23,87300.0
2006-10-24,86750.0
2006-10-25,86750.0
2006-10-26,86225.0
2006-10-27,86225.0
2006-10-30,86575.0
2006-10-31,86675.0
2006-11-01,86675.0
2006-11-02,86875.0
2006-11-03,85950.0
2006-11-06,85700.0
2006-11-07,84000.0
2006-11-08,83750.0
2006-11-09,82900.0
2006-11-10,82750.0
2006-11-13,82675.0
2006-11-14,81675.0
2006-11-15,81700.0
2006-11-16,81475.0
2006-11-17,80925.0
2006-11-20,78425.0
2006-11-21,76775.0
2006-11-22,75375.0
2006-11-23,74825.0
2006-11-24,74350.0
2006-11-27,74475.0
2006-11-28,74675.0
2006-11-29,77775.0
2006-11-30,78225.0
2006-12-01,78100.0
2006-12-04,75875.0
2006-12-05,77625.0
2006-12-06,78900.0
2006-12-07,80250.0
2006-12-08,80125.0
2006-12-11,80000.0
2006-12-12,79950.0
2006-12-13,80550.0
2006-12-14,80650.0
2006-12-15,79800.0
2006-12-18,81125.0
2006-12-19,81875.0
2006-12-20,79825.0
2006-12-21,81850.0
2006-12-22,81625.0
2006-12-27,81375.0
2006-12-28,83100.0
2006-12-29,82875.0
