,LSCA
1999-08-04,771325.0
1999-08-05,770600.0
1999-08-06,772600.0
1999-08-09,779425.0
1999-08-10,779000.0
1999-08-11,783250.0
1999-08-12,785625.0
1999-08-13,785925.0
1999-08-16,789975.0
1999-08-17,790100.0
1999-08-18,792050.0
1999-08-19,793600.0
1999-08-20,795350.0
1999-08-23,795375.0
1999-08-24,792600.0
1999-08-25,791550.0
1999-08-26,791275.0
1999-08-27,789375.0
1999-08-31,789200.0
1999-09-01,788750.0
1999-09-02,788125.0
1999-09-03,786350.0
1999-09-06,786525.0
1999-09-07,785100.0
1999-09-08,782875.0
1999-09-09,782025.0
1999-09-10,780375.0
1999-09-13,776775.0
1999-09-14,773575.0
1999-09-15,774800.0
1999-09-16,774375.0
1999-09-17,776225.0
1999-09-20,775950.0
1999-09-21,775250.0
1999-09-22,774575.0
1999-09-23,773225.0
1999-09-24,774275.0
1999-09-27,773675.0
1999-09-28,773150.0
1999-09-29,772450.0
1999-09-30,771050.0
1999-10-01,773825.0
1999-10-04,775075.0
1999-10-05,773550.0
1999-10-06,790325.0
1999-10-07,789200.0
1999-10-08,791425.0
1999-10-11,790275.0
1999-10-12,788325.0
1999-10-13,786300.0
1999-10-14,782725.0
1999-10-15,780575.0
1999-10-18,778925.0
1999-10-19,778125.0
1999-10-20,778400.0
1999-10-21,776425.0
1999-10-22,777150.0
1999-10-25,778400.0
1999-10-26,783700.0
1999-10-27,789175.0
1999-10-28,792525.0
1999-10-29,794050.0
1999-11-01,793625.0
1999-11-02,794775.0
1999-11-03,794250.0
1999-11-04,793875.0
1999-11-05,793000.0
1999-11-08,792450.0
1999-11-09,791375.0
1999-11-10,790250.0
1999-11-11,789700.0
1999-11-12,789050.0
1999-11-15,788525.0
1999-11-16,785825.0
1999-11-17,785750.0
1999-11-18,784850.0
1999-11-19,781900.0
1999-11-22,781250.0
1999-11-23,779850.0
1999-11-24,779050.0
1999-11-25,777825.0
1999-11-26,777300.0
1999-11-29,777275.0
1999-11-30,777675.0
1999-12-01,779525.0
1999-12-02,777125.0
1999-12-03,775350.0
1999-12-06,773100.0
1999-12-07,770600.0
1999-12-08,769350.0
1999-12-09,766475.0
1999-12-10,764700.0
1999-12-13,762675.0
1999-12-14,763625.0
1999-12-15,763200.0
1999-12-16,769375.0
1999-12-17,777025.0
1999-12-20,782150.0
1999-12-21,784300.0
1999-12-22,786175.0
1999-12-23,786375.0
1999-12-24,786875.0
1999-12-29,787550.0
1999-12-30,789975.0
2000-01-04,790225.0
2000-01-05,788775.0
2000-01-06,788400.0
2000-01-07,787975.0
2000-01-10,787775.0
2000-01-11,787250.0
2000-01-12,788400.0
2000-01-13,788875.0
2000-01-14,787750.0
2000-01-17,790725.0
2000-01-18,789525.0
2000-01-19,788250.0
2000-01-20,787100.0
2000-01-21,785875.0
2000-01-24,803225.0
2000-01-25,805075.0
2000-01-26,807450.0
2000-01-27,812500.0
2000-01-28,813075.0
2000-01-31,810900.0
2000-02-01,807025.0
2000-02-02,804300.0
2000-02-03,804125.0
2000-02-04,803725.0
2000-02-07,804400.0
2000-02-08,803800.0
2000-02-09,803150.0
2000-02-10,802525.0
2000-02-11,801150.0
2000-02-14,800975.0
2000-02-15,799475.0
2000-02-16,798200.0
2000-02-17,796850.0
2000-02-18,794975.0
2000-02-21,793750.0
2000-02-22,792600.0
2000-02-23,791025.0
2000-02-24,789950.0
2000-02-25,814800.0
2000-02-28,816450.0
2000-02-29,819950.0
2000-03-01,823900.0
2000-03-02,834150.0
2000-03-03,831750.0
2000-03-06,832725.0
2000-03-07,838300.0
2000-03-08,842975.0
2000-03-09,839875.0
2000-03-10,836150.0
2000-03-13,832675.0
2000-03-14,828450.0
2000-03-15,821925.0
2000-03-16,816075.0
2000-03-17,810000.0
2000-03-20,805200.0
2000-03-21,796100.0
2000-03-22,790150.0
2000-03-23,784500.0
2000-03-24,779150.0
2000-03-27,774925.0
2000-03-28,771000.0
2000-03-29,766200.0
2000-03-30,762400.0
2000-03-31,757975.0
2000-04-03,755175.0
2000-04-04,749200.0
2000-04-05,741975.0
2000-04-06,738350.0
2000-04-07,735800.0
2000-04-10,732175.0
2000-04-11,726100.0
2000-04-12,722825.0
2000-04-13,722250.0
2000-04-14,720875.0
2000-04-17,718825.0
2000-04-18,717225.0
2000-04-19,717850.0
2000-04-20,716325.0
2000-04-25,713975.0
2000-04-26,708625.0
2000-04-27,707625.0
2000-04-28,703975.0
2000-05-02,697675.0
2000-05-03,686675.0
2000-05-04,682800.0
2000-05-05,679025.0
2000-05-08,675575.0
2000-05-09,673225.0
2000-05-10,669950.0
2000-05-11,666775.0
2000-05-12,657350.0
2000-05-15,651100.0
2000-05-16,642375.0
2000-05-17,637825.0
2000-05-18,635800.0
2000-05-19,632575.0
2000-05-22,629225.0
2000-05-23,625550.0
2000-05-24,620900.0
2000-05-25,617300.0
2000-05-26,614250.0
2000-05-30,612275.0
2000-05-31,607150.0
2000-06-01,605525.0
2000-06-02,604600.0
2000-06-05,602000.0
2000-06-06,598800.0
2000-06-07,595050.0
2000-06-08,592625.0
2000-06-09,589000.0
2000-06-12,586700.0
2000-06-13,584900.0
2000-06-14,582600.0
2000-06-15,580600.0
2000-06-16,577875.0
2000-06-19,576025.0
2000-06-20,573800.0
2000-06-21,571650.0
2000-06-22,570300.0
2000-06-23,567900.0
2000-06-26,567575.0
2000-06-27,566225.0
2000-06-28,563200.0
2000-06-29,559625.0
2000-06-30,556700.0
2000-07-03,553275.0
2000-07-04,547075.0
2000-07-05,545250.0
2000-07-06,543300.0
2000-07-07,541775.0
2000-07-10,538100.0
2000-07-11,535425.0
2000-07-12,532375.0
2000-07-13,528650.0
2000-07-14,524925.0
2000-07-17,521350.0
2000-07-18,518450.0
2000-07-19,515350.0
2000-07-20,513275.0
2000-07-21,511225.0
2000-07-24,508825.0
2000-07-25,506775.0
2000-07-26,504550.0
2000-07-27,500300.0
2000-07-28,496925.0
2000-07-31,492350.0
2000-08-01,487750.0
2000-08-02,481875.0
2000-08-03,478100.0
2000-08-04,476175.0
2000-08-07,472750.0
2000-08-08,468675.0
2000-08-09,465350.0
2000-08-10,463000.0
2000-08-11,459500.0
2000-08-14,456900.0
2000-08-15,454275.0
2000-08-16,453000.0
2000-08-17,450950.0
2000-08-18,450025.0
2000-08-21,451700.0
2000-08-22,453325.0
2000-08-23,454925.0
2000-08-24,454400.0
2000-08-25,453000.0
2000-08-29,452800.0
2000-08-30,449325.0
2000-08-31,448150.0
2000-09-01,449050.0
2000-09-04,446700.0
2000-09-05,445400.0
2000-09-06,444575.0
2000-09-07,442225.0
2000-09-08,439875.0
2000-09-11,437100.0
2000-09-12,433275.0
2000-09-13,430900.0
2000-09-14,428925.0
2000-09-15,426375.0
2000-09-18,422625.0
2000-09-19,419600.0
2000-09-20,417925.0
2000-09-21,415725.0
2000-09-22,412500.0
2000-09-25,410225.0
2000-09-26,408850.0
2000-09-27,406675.0
2000-09-28,404475.0
2000-09-29,402675.0
2000-10-02,401475.0
2000-10-03,399300.0
2000-10-04,397725.0
2000-10-05,395625.0
2000-10-06,393475.0
2000-10-09,391100.0
2000-10-10,388850.0
2000-10-11,391100.0
2000-10-12,393925.0
2000-10-13,391850.0
2000-10-16,390000.0
2000-10-17,388275.0
2000-10-18,388100.0
2000-10-19,387175.0
2000-10-20,385975.0
2000-10-23,385175.0
2000-10-24,382950.0
2000-10-25,380825.0
2000-10-26,382225.0
2000-10-27,380950.0
2000-10-30,382850.0
2000-10-31,381700.0
2000-11-01,380825.0
2000-11-02,378800.0
2000-11-03,377050.0
2000-11-06,376275.0
2000-11-07,374375.0
2000-11-08,372050.0
2000-11-09,370800.0
2000-11-10,369225.0
2000-11-13,367675.0
2000-11-14,366125.0
2000-11-15,364850.0
2000-11-16,363450.0
2000-11-17,361000.0
2000-11-20,360225.0
2000-11-21,360100.0
2000-11-22,357850.0
2000-11-23,355775.0
2000-11-24,353300.0
2000-11-27,352200.0
2000-11-28,352175.0
2000-11-29,351000.0
2000-11-30,349350.0
2000-12-01,349300.0
2000-12-04,346925.0
2000-12-05,346400.0
2000-12-06,344725.0
2000-12-07,343650.0
2000-12-08,342025.0
2000-12-11,339325.0
2000-12-12,337750.0
2000-12-13,335675.0
2000-12-14,333525.0
2000-12-15,331100.0
2000-12-18,334800.0
2000-12-19,338200.0
2000-12-20,341500.0
2000-12-21,343975.0
2000-12-22,348150.0
2000-12-27,353350.0
2000-12-28,354750.0
2000-12-29,357225.0
2001-01-02,357225.0
2001-01-03,358625.0
2001-01-04,361025.0
2001-01-05,362900.0
2001-01-08,364850.0
2001-01-09,366775.0
2001-01-10,369000.0
2001-01-11,370225.0
2001-01-12,369350.0
2001-01-15,366525.0
2001-01-16,363850.0
2001-01-17,362950.0
2001-01-18,360500.0
2001-01-19,357825.0
2001-01-22,356950.0
2001-01-23,360025.0
2001-01-24,359450.0
2001-01-25,359000.0
2001-01-26,357000.0
2001-01-29,354200.0
2001-01-30,351575.0
2001-01-31,350075.0
2001-02-01,349825.0
2001-02-02,348200.0
2001-02-05,349800.0
2001-02-06,348800.0
2001-02-07,347750.0
2001-02-08,345850.0
2001-02-09,344250.0
2001-02-12,343175.0
2001-02-13,343275.0
2001-02-14,340325.0
2001-02-15,339850.0
2001-02-16,339075.0
2001-02-19,337450.0
2001-02-20,336300.0
2001-02-21,335175.0
2001-02-22,334600.0
2001-02-23,333350.0
2001-02-26,332250.0
2001-02-27,330600.0
2001-02-28,329200.0
2001-03-01,327900.0
2001-03-02,326275.0
2001-03-05,324725.0
2001-03-06,324200.0
2001-03-07,322775.0
2001-03-08,351900.0
2001-03-09,377525.0
2001-03-12,381300.0
2001-03-13,383575.0
2001-03-14,383225.0
2001-03-15,381925.0
2001-03-16,382450.0
2001-03-19,385650.0
2001-03-20,385850.0
2001-03-21,387025.0
2001-03-22,387375.0
2001-03-23,388050.0
2001-03-26,388500.0
2001-03-27,388950.0
2001-03-28,393975.0
2001-03-29,394100.0
2001-03-30,397350.0
2001-04-02,400325.0
2001-04-03,401700.0
2001-04-04,403700.0
2001-04-05,408900.0
2001-04-06,412125.0
2001-04-09,415250.0
2001-04-10,422925.0
2001-04-11,427075.0
2001-04-12,431700.0
2001-04-17,431000.0
2001-04-18,430300.0
2001-04-19,432925.0
2001-04-20,438600.0
2001-04-23,438525.0
2001-04-24,439050.0
2001-04-25,441050.0
2001-04-26,442000.0
2001-04-27,444050.0
2001-04-30,445500.0
2001-05-01,445100.0
2001-05-02,448225.0
2001-05-03,449100.0
2001-05-04,446200.0
2001-05-08,445700.0
2001-05-09,444775.0
2001-05-10,442100.0
2001-05-11,440225.0
2001-05-14,438675.0
2001-05-15,438050.0
2001-05-16,436975.0
2001-05-17,435900.0
2001-05-18,435200.0
2001-05-21,434450.0
2001-05-22,434950.0
2001-05-23,435375.0
2001-05-24,432025.0
2001-05-25,431575.0
2001-05-29,432825.0
2001-05-30,431575.0
2001-05-31,431350.0
2001-06-01,431225.0
2001-06-04,430850.0
2001-06-05,429325.0
2001-06-06,429575.0
2001-06-07,429175.0
2001-06-08,428450.0
2001-06-11,427675.0
2001-06-12,427200.0
2001-06-13,424450.0
2001-06-14,423775.0
2001-06-15,422350.0
2001-06-18,421275.0
2001-06-19,425175.0
2001-06-20,424325.0
2001-06-21,426500.0
2001-06-22,427100.0
2001-06-25,427500.0
2001-06-26,434450.0
2001-06-27,437300.0
2001-06-28,445225.0
2001-06-29,453550.0
2001-07-02,464550.0
2001-07-03,473275.0
2001-07-04,485450.0
2001-07-05,497125.0
2001-07-06,503650.0
2001-07-09,510350.0
2001-07-10,515150.0
2001-07-11,529675.0
2001-07-12,542825.0
2001-07-13,550300.0
2001-07-16,565450.0
2001-07-17,605900.0
2001-07-18,623700.0
2001-07-19,646375.0
2001-07-20,649350.0
2001-07-23,649750.0
2001-07-24,649975.0
2001-07-25,653300.0
2001-07-26,654325.0
2001-07-27,653200.0
2001-07-30,651500.0
2001-07-31,651500.0
2001-08-01,651750.0
2001-08-02,653575.0
2001-08-03,653500.0
2001-08-06,656025.0
2001-08-07,658700.0
2001-08-08,661625.0
2001-08-09,664775.0
2001-08-10,667425.0
2001-08-13,673225.0
2001-08-14,673100.0
2001-08-15,673150.0
2001-08-16,672500.0
2001-08-17,671850.0
2001-08-20,668250.0
2001-08-21,666250.0
2001-08-22,665075.0
2001-08-23,664575.0
2001-08-24,668625.0
2001-08-28,666775.0
2001-08-29,662675.0
2001-08-30,660400.0
2001-08-31,662825.0
2001-09-03,661025.0
2001-09-04,658725.0
2001-09-05,665400.0
2001-09-06,664400.0
2001-09-07,669600.0
2001-09-10,670225.0
2001-09-11,669725.0
2001-09-12,668125.0
2001-09-13,670325.0
2001-09-14,670100.0
2001-09-17,668950.0
2001-09-18,679625.0
2001-09-19,688550.0
2001-09-20,692400.0
2001-09-21,693950.0
2001-09-24,694825.0
2001-09-25,707100.0
2001-09-26,724175.0
2001-09-27,724925.0
2001-09-28,727950.0
2001-10-01,728825.0
2001-10-02,728125.0
2001-10-03,732550.0
2001-10-04,737250.0
2001-10-05,741550.0
2001-10-08,742000.0
2001-10-09,741625.0
2001-10-10,748100.0
2001-10-11,747750.0
2001-10-12,746900.0
2001-10-15,745175.0
2001-10-16,743750.0
2001-10-17,746200.0
2001-10-18,743900.0
2001-10-19,740475.0
2001-10-22,737900.0
2001-10-23,736300.0
2001-10-24,741200.0
2001-10-25,739275.0
2001-10-26,738450.0
2001-10-29,737575.0
2001-10-30,736100.0
2001-10-31,738000.0
2001-11-01,737000.0
2001-11-02,737400.0
2001-11-05,735825.0
2001-11-06,737575.0
2001-11-07,743225.0
2001-11-08,741625.0
2001-11-09,740700.0
2001-11-12,742025.0
2001-11-13,740650.0
2001-11-14,739825.0
2001-11-15,739500.0
2001-11-16,739625.0
2001-11-19,738825.0
2001-11-20,739275.0
2001-11-21,741125.0
2001-11-22,742025.0
2001-11-23,742325.0
2001-11-26,741650.0
2001-11-27,741550.0
2001-11-28,741200.0
2001-11-29,749000.0
2001-11-30,755075.0
2001-12-03,780225.0
2001-12-04,779525.0
2001-12-05,782500.0
2001-12-06,781075.0
2001-12-07,780075.0
2001-12-10,778200.0
2001-12-11,779400.0
2001-12-12,784400.0
2001-12-13,782450.0
2001-12-14,780950.0
2001-12-17,782475.0
2001-12-18,781925.0
2001-12-19,782475.0
2001-12-20,783850.0
2001-12-21,789250.0
2001-12-27,791525.0
2001-12-28,798675.0
2002-01-02,799225.0
2002-01-03,799500.0
2002-01-04,800375.0
2002-01-07,802075.0
2002-01-08,801750.0
2002-01-09,802400.0
2002-01-10,805650.0
2002-01-11,807125.0
2002-01-14,806450.0
2002-01-15,809375.0
2002-01-16,809425.0
2002-01-17,811950.0
2002-01-18,820925.0
2002-01-21,823975.0
2002-01-22,826300.0
2002-01-23,829825.0
2002-01-24,830675.0
2002-01-25,830325.0
2002-01-28,832375.0
2002-01-29,837900.0
2002-01-30,846000.0
2002-01-31,853600.0
2002-02-01,855275.0
2002-02-04,855500.0
2002-02-05,858775.0
2002-02-06,860375.0
2002-02-07,862700.0
2002-02-08,866300.0
2002-02-11,872825.0
2002-02-12,873075.0
2002-02-13,876325.0
2002-02-14,878875.0
2002-02-15,882425.0
2002-02-18,883925.0
2002-02-19,886850.0
2002-02-20,890575.0
2002-02-21,892125.0
2002-02-22,894650.0
2002-02-25,894950.0
2002-02-26,896725.0
2002-02-27,898300.0
2002-02-28,904625.0
2002-03-01,910600.0
2002-03-04,910050.0
2002-03-05,909275.0
2002-03-06,909375.0
2002-03-07,913300.0
2002-03-08,916450.0
2002-03-11,918975.0
2002-03-12,919375.0
2002-03-13,919275.0
2002-03-14,922500.0
2002-03-15,920625.0
2002-03-18,919525.0
2002-03-19,922450.0
2002-03-20,926300.0
2002-03-21,930275.0
2002-03-22,932100.0
2002-03-25,936575.0
2002-03-26,940850.0
2002-03-27,942275.0
2002-03-28,948350.0
2002-04-02,950650.0
2002-04-03,956725.0
2002-04-04,959325.0
2002-04-05,958925.0
2002-04-08,957925.0
2002-04-09,957775.0
2002-04-10,958075.0
2002-04-11,957450.0
2002-04-12,956625.0
2002-04-15,956125.0
2002-04-16,961375.0
2002-04-17,961875.0
2002-04-18,960300.0
2002-04-19,960225.0
2002-04-22,965000.0
2002-04-23,966700.0
2002-04-24,966150.0
2002-04-25,964800.0
2002-04-26,970450.0
2002-04-29,971500.0
2002-04-30,974925.0
2002-05-01,973550.0
2002-05-02,973100.0
2002-05-03,980075.0
2002-05-07,978025.0
2002-05-08,971650.0
2002-05-09,969400.0
2002-05-10,967650.0
2002-05-13,966575.0
2002-05-14,964950.0
2002-05-15,967150.0
2002-05-16,967925.0
2002-05-17,965900.0
2002-05-20,965925.0
2002-05-21,963650.0
2002-05-22,962375.0
2002-05-23,961350.0
2002-05-24,958075.0
2002-05-27,955900.0
2002-05-28,954675.0
2002-05-29,953150.0
2002-05-30,956900.0
2002-05-31,961450.0
2002-06-05,958025.0
2002-06-06,936400.0
2002-06-07,930800.0
2002-06-10,927175.0
2002-06-11,928175.0
2002-06-12,924225.0
2002-06-13,921875.0
2002-06-14,919350.0
2002-06-17,917100.0
2002-06-18,914475.0
2002-06-19,910575.0
2002-06-20,906850.0
2002-06-21,902875.0
2002-06-24,898375.0
2002-06-25,894175.0
2002-06-26,890925.0
2002-06-27,890775.0
2002-06-28,889250.0
2002-07-01,891850.0
2002-07-02,890475.0
2002-07-03,889400.0
2002-07-04,887775.0
2002-07-05,885050.0
2002-07-08,884300.0
2002-07-09,883675.0
2002-07-10,881525.0
2002-07-11,880300.0
2002-07-12,878875.0
2002-07-15,876950.0
2002-07-16,875350.0
2002-07-17,874075.0
2002-07-18,879650.0
2002-07-19,878425.0
2002-07-22,877950.0
2002-07-23,875325.0
2002-07-24,877275.0
2002-07-25,875050.0
2002-07-26,879075.0
2002-07-29,877950.0
2002-07-30,877325.0
2002-07-31,884100.0
2002-08-01,893400.0
2002-08-02,893375.0
2002-08-05,892675.0
2002-08-06,891900.0
2002-08-07,890825.0
2002-08-08,890050.0
2002-08-09,889425.0
2002-08-12,888875.0
2002-08-13,889250.0
2002-08-14,888250.0
2002-08-15,887550.0
2002-08-16,885925.0
2002-08-19,887800.0
2002-08-20,886475.0
2002-08-21,887550.0
2002-08-22,896675.0
2002-08-23,895100.0
2002-08-27,895825.0
2002-08-28,893575.0
2002-08-29,892425.0
2002-08-30,892500.0
2002-09-02,896425.0
2002-09-03,895700.0
2002-09-04,895600.0
2002-09-05,894125.0
2002-09-06,894300.0
2002-09-09,893225.0
2002-09-10,892175.0
2002-09-11,891300.0
2002-09-12,890225.0
2002-09-13,888225.0
2002-09-16,886550.0
2002-09-17,884825.0
2002-09-18,886475.0
2002-09-19,885450.0
2002-09-20,884950.0
2002-09-23,885350.0
2002-09-24,882800.0
2002-09-25,880350.0
2002-09-26,876950.0
2002-09-27,874450.0
2002-09-30,872075.0
2002-10-01,870375.0
2002-10-02,868500.0
2002-10-03,867500.0
2002-10-04,866250.0
2002-10-07,865150.0
2002-10-08,863550.0
2002-10-09,864600.0
2002-10-10,862375.0
2002-10-11,863000.0
2002-10-14,861575.0
2002-10-15,860125.0
2002-10-16,860000.0
2002-10-17,859375.0
2002-10-18,858375.0
2002-10-21,856625.0
2002-10-22,855450.0
2002-10-23,854225.0
2002-10-24,853425.0
2002-10-25,865100.0
2002-10-28,865350.0
2002-10-29,864075.0
2002-10-30,863800.0
2002-10-31,863325.0
2002-11-01,863000.0
2002-11-04,861325.0
2002-11-05,860375.0
2002-11-06,859825.0
2002-11-07,858900.0
2002-11-08,858575.0
2002-11-11,859475.0
2002-11-12,867575.0
2002-11-13,867925.0
2002-11-14,874250.0
2002-11-15,872300.0
2002-11-18,870475.0
2002-11-19,867475.0
2002-11-20,864075.0
2002-11-21,862275.0
2002-11-22,863475.0
2002-11-25,869425.0
2002-11-26,867200.0
2002-11-27,863775.0
2002-11-28,861100.0
2002-11-29,860300.0
2002-12-02,862550.0
2002-12-03,862500.0
2002-12-04,869675.0
2002-12-05,866050.0
2002-12-06,868400.0
2002-12-09,867650.0
2002-12-10,866950.0
2002-12-11,864450.0
2002-12-12,862850.0
2002-12-13,861125.0
2002-12-16,859525.0
2002-12-17,858400.0
2002-12-18,859525.0
2002-12-19,857725.0
2002-12-20,857400.0
2002-12-23,857300.0
2002-12-24,855775.0
2002-12-30,855600.0
2002-12-31,856400.0
2003-01-02,855625.0
2003-01-03,856275.0
2003-01-06,855850.0
2003-01-07,855000.0
2003-01-08,854625.0
2003-01-09,853725.0
2003-01-10,853750.0
2003-01-13,853975.0
2003-01-14,854750.0
2003-01-15,859025.0
2003-01-16,857275.0
2003-01-17,854875.0
2003-01-20,853150.0
2003-01-21,852025.0
2003-01-22,851975.0
2003-01-23,852250.0
2003-01-24,848450.0
2003-01-27,845425.0
2003-01-28,843000.0
2003-01-29,839900.0
2003-01-30,835025.0
2003-01-31,836025.0
2003-02-03,833225.0
2003-02-04,830425.0
2003-02-05,851550.0
2003-02-06,848800.0
2003-02-07,843900.0
2003-02-10,844375.0
2003-02-11,838375.0
2003-02-12,834975.0
2003-02-13,832875.0
2003-02-14,831575.0
2003-02-17,829400.0
2003-02-18,826775.0
2003-02-19,826225.0
2003-02-20,825675.0
2003-02-21,824900.0
2003-02-24,824850.0
2003-02-25,823600.0
2003-02-26,823175.0
2003-02-27,822675.0
2003-02-28,820950.0
2003-03-03,825650.0
2003-03-04,822825.0
2003-03-05,821975.0
2003-03-06,847825.0
2003-03-07,845900.0
2003-03-10,843575.0
2003-03-11,841200.0
2003-03-12,838975.0
2003-03-13,837025.0
2003-03-14,835300.0
2003-03-17,834250.0
2003-03-18,829675.0
2003-03-19,828300.0
2003-03-20,828025.0
2003-03-21,827425.0
2003-03-24,824625.0
2003-03-25,821475.0
2003-03-26,819525.0
2003-03-27,817875.0
2003-03-28,815700.0
2003-03-31,814700.0
2003-04-01,812950.0
2003-04-02,812125.0
2003-04-03,809025.0
2003-04-04,807275.0
2003-04-07,805400.0
2003-04-08,803325.0
2003-04-09,801725.0
2003-04-10,800275.0
2003-04-11,798550.0
2003-04-14,796500.0
2003-04-15,791975.0
2003-04-16,790050.0
2003-04-17,787250.0
2003-04-22,785975.0
2003-04-23,781100.0
2003-04-24,778800.0
2003-04-25,776900.0
2003-04-28,775000.0
2003-04-29,770975.0
2003-04-30,769825.0
2003-05-01,768075.0
2003-05-02,771850.0
2003-05-06,799975.0
2003-05-07,796350.0
2003-05-08,792400.0
2003-05-09,790375.0
2003-05-12,788675.0
2003-05-13,784950.0
2003-05-14,781775.0
2003-05-15,779925.0
2003-05-16,778225.0
2003-05-19,774625.0
2003-05-20,772350.0
2003-05-21,770700.0
2003-05-22,767675.0
2003-05-23,765100.0
2003-05-27,760250.0
2003-05-28,755150.0
2003-05-29,746875.0
2003-05-30,744600.0
2003-06-02,740600.0
2003-06-03,736150.0
2003-06-04,730725.0
2003-06-05,725950.0
2003-06-06,719500.0
2003-06-09,714600.0
2003-06-10,711350.0
2003-06-11,703050.0
2003-06-12,699300.0
2003-06-13,695800.0
2003-06-16,692750.0
2003-06-17,689775.0
2003-06-18,687775.0
2003-06-19,684725.0
2003-06-20,682700.0
2003-06-23,680175.0
2003-06-24,676375.0
2003-06-25,671350.0
2003-06-26,670575.0
2003-06-27,668650.0
2003-06-30,665675.0
2003-07-01,665650.0
2003-07-02,662675.0
2003-07-03,659000.0
2003-07-04,656775.0
2003-07-07,654450.0
2003-07-08,651700.0
2003-07-09,649825.0
2003-07-10,654950.0
2003-07-11,652150.0
2003-07-14,649775.0
2003-07-15,646600.0
2003-07-16,644350.0
2003-07-17,642225.0
2003-07-18,639825.0
2003-07-21,636250.0
2003-07-22,632600.0
2003-07-23,631100.0
2003-07-24,628025.0
2003-07-25,625425.0
2003-07-28,621400.0
2003-07-29,618200.0
2003-07-30,616950.0
2003-07-31,614900.0
2003-08-01,612425.0
2003-08-04,611625.0
2003-08-05,610425.0
2003-08-06,609500.0
2003-08-07,608450.0
2003-08-08,607925.0
2003-08-11,620325.0
2003-08-12,622875.0
2003-08-13,621975.0
2003-08-14,624250.0
2003-08-15,630550.0
2003-08-18,630850.0
2003-08-19,631500.0
2003-08-20,630700.0
2003-08-21,629875.0
2003-08-22,629400.0
2003-08-26,628575.0
2003-08-27,624650.0
2003-08-28,621975.0
2003-08-29,621050.0
2003-09-01,620150.0
2003-09-02,619300.0
2003-09-03,618350.0
2003-09-04,617725.0
2003-09-05,614450.0
2003-09-08,612575.0
2003-09-09,610650.0
2003-09-10,608900.0
2003-09-11,606925.0
2003-09-12,604900.0
2003-09-15,602175.0
2003-09-16,600200.0
2003-09-17,596350.0
2003-09-18,595100.0
2003-09-19,592475.0
2003-09-22,591025.0
2003-09-23,591075.0
2003-09-24,589275.0
2003-09-25,587175.0
2003-09-26,585100.0
2003-09-29,582600.0
2003-09-30,580025.0
2003-10-01,580200.0
2003-10-02,577975.0
2003-10-03,576425.0
2003-10-06,574250.0
2003-10-07,570225.0
2003-10-08,566200.0
2003-10-09,563100.0
2003-10-10,559925.0
2003-10-13,557450.0
2003-10-14,554150.0
2003-10-15,550250.0
2003-10-16,547725.0
2003-10-17,545350.0
2003-10-20,542825.0
2003-10-21,539975.0
2003-10-22,537025.0
2003-10-23,534000.0
2003-10-24,531400.0
2003-10-27,528450.0
2003-10-28,525050.0
2003-10-29,522875.0
2003-10-30,521200.0
2003-10-31,519300.0
2003-11-03,516350.0
2003-11-04,513175.0
2003-11-05,511075.0
2003-11-06,509225.0
2003-11-07,511075.0
2003-11-10,508325.0
2003-11-11,506025.0
2003-11-12,503575.0
2003-11-13,500725.0
2003-11-14,497650.0
2003-11-17,496850.0
2003-11-18,491950.0
2003-11-19,488850.0
2003-11-20,485800.0
2003-11-21,482950.0
2003-11-24,478075.0
2003-11-25,471550.0
2003-11-26,470025.0
2003-11-27,468325.0
2003-11-28,466900.0
2003-12-01,466850.0
2003-12-02,464950.0
2003-12-03,461025.0
2003-12-04,458075.0
2003-12-05,455850.0
2003-12-08,461850.0
2003-12-09,458725.0
2003-12-10,457425.0
2003-12-11,462925.0
2003-12-12,460425.0
2003-12-15,458350.0
2003-12-16,456200.0
2003-12-17,453350.0
2003-12-18,449525.0
2003-12-19,447175.0
2003-12-22,445050.0
2003-12-23,440675.0
2003-12-24,437550.0
2003-12-29,435875.0
2003-12-30,435425.0
2003-12-31,432975.0
2004-01-02,430525.0
2004-01-05,430050.0
2004-01-06,428575.0
2004-01-07,426075.0
2004-01-08,421900.0
2004-01-09,417000.0
2004-01-12,413950.0
2004-01-13,411900.0
2004-01-14,408700.0
2004-01-15,405500.0
2004-01-16,402225.0
2004-01-19,399250.0
2004-01-20,394175.0
2004-01-21,392125.0
2004-01-22,389400.0
2004-01-23,384900.0
2004-01-26,381075.0
2004-01-27,378225.0
2004-01-28,372850.0
2004-01-29,368875.0
2004-01-30,363600.0
2004-02-02,358075.0
2004-02-03,354575.0
2004-02-04,351875.0
2004-02-05,348475.0
2004-02-06,345175.0
2004-02-09,341300.0
2004-02-10,336325.0
2004-02-11,332175.0
2004-02-12,327175.0
2004-02-13,323225.0
2004-02-16,319025.0
2004-02-17,316225.0
2004-02-18,313000.0
2004-02-19,308750.0
2004-02-20,303325.0
2004-02-23,298400.0
2004-02-24,294725.0
2004-02-25,291800.0
2004-02-26,288800.0
2004-02-27,285100.0
2004-03-01,281500.0
2004-03-02,278600.0
2004-03-03,275225.0
2004-03-04,272075.0
2004-03-05,267575.0
2004-03-08,263600.0
2004-03-09,260175.0
2004-03-10,255700.0
2004-03-11,251925.0
2004-03-12,247725.0
2004-03-15,243950.0
2004-03-16,240550.0
2004-03-17,235050.0
2004-03-18,229050.0
