,LESN
2007-03-01,10205.0
2007-03-02,9960.0
2007-03-05,10060.0
2007-03-06,9815.0
2007-03-07,9730.0
2007-03-08,9340.0
2007-03-09,9185.0
2007-03-12,9130.0
2007-03-13,9170.0
2007-03-14,9070.0
2007-03-15,9060.0
2007-03-16,8980.0
2007-03-19,9125.0
2007-03-20,9470.0
2007-03-21,9405.0
2007-03-22,9400.0
2007-03-23,8880.0
2007-03-26,8875.0
2007-03-27,9045.0
2007-03-28,9130.0
2007-03-29,9130.0
2007-03-30,9045.0
2007-04-02,9255.0
2007-04-03,9145.0
2007-04-04,8905.0
2007-04-05,8585.0
2007-04-10,8410.0
2007-04-11,8730.0
2007-04-12,8750.0
2007-04-13,8715.0
2007-04-16,8690.0
2007-04-17,8575.0
2007-04-18,8510.0
2007-04-19,8440.0
2007-04-20,8430.0
2007-04-23,8560.0
2007-04-24,8485.0
2007-04-25,8410.0
2007-04-26,8435.0
2007-04-27,8440.0
2007-04-30,8245.0
2007-05-01,8235.0
2007-05-02,8215.0
2007-05-03,8085.0
2007-05-04,7835.0
2007-05-08,7770.0
2007-05-09,7860.0
2007-05-10,7930.0
2007-05-11,7895.0
2007-05-14,8090.0
2007-05-15,8245.0
2007-05-16,8245.0
2007-05-17,8240.0
2007-05-18,8235.0
2007-05-21,8300.0
2007-05-22,8395.0
2007-05-23,8335.0
2007-05-24,8255.0
2007-05-25,8520.0
2007-05-29,8645.0
2007-05-30,8905.0
2007-05-31,9305.0
2007-06-01,9260.0
2007-06-04,10110.0
2007-06-05,10540.0
2007-06-06,10940.0
2007-06-07,11215.0
2007-06-08,11170.0
2007-06-11,11140.0
2007-06-12,11140.0
2007-06-13,11165.0
2007-06-14,11130.0
2007-06-15,11145.0
2007-06-18,11145.0
2007-06-19,11190.0
2007-06-20,11405.0
2007-06-21,11625.0
2007-06-22,11665.0
2007-06-25,11665.0
2007-06-26,11850.0
2007-06-27,11910.0
2007-06-28,11960.0
2007-06-29,12260.0
2007-07-02,12475.0
2007-07-03,12475.0
2007-07-04,12390.0
2007-07-05,11935.0
2007-07-06,11935.0
2007-07-09,11970.0
2007-07-10,11870.0
2007-07-11,11890.0
2007-07-12,12075.0
2007-07-13,12255.0
2007-07-16,12120.0
2007-07-17,12295.0
2007-07-18,12500.0
2007-07-19,12710.0
2007-07-20,12945.0
2007-07-23,12945.0
2007-07-24,12970.0
2007-07-25,12885.0
2007-07-26,13055.0
2007-07-27,13310.0
2007-07-30,13305.0
2007-07-31,13250.0
2007-08-01,13390.0
2007-08-02,13625.0
2007-08-03,14000.0
2007-08-06,13900.0
2007-08-07,13900.0
2007-08-08,14000.0
2007-08-09,14230.0
2007-08-10,14230.0
2007-08-13,14755.0
2007-08-14,14440.0
2007-08-15,14435.0
2007-08-16,14605.0
2007-08-17,14685.0
2007-08-20,14585.0
2007-08-21,14095.0
2007-08-22,13895.0
2007-08-23,14025.0
2007-08-24,13750.0
2007-08-28,13275.0
2007-08-29,13255.0
2007-08-30,13130.0
2007-08-31,12900.0
2007-09-03,12525.0
2007-09-04,12580.0
2007-09-05,12220.0
2007-09-06,12640.0
2007-09-07,12805.0
2007-09-10,12725.0
2007-09-11,12665.0
2007-09-12,12600.0
2007-09-13,12580.0
2007-09-14,12565.0
2007-09-17,12965.0
2007-09-18,12935.0
2007-09-19,12565.0
2007-09-20,12615.0
2007-09-21,12185.0
2007-09-24,12165.0
2007-09-25,12365.0
2007-09-26,13270.0
2007-09-27,12775.0
2007-09-28,12635.0
2007-10-01,12850.0
2007-10-02,12685.0
2007-10-03,12780.0
2007-10-04,12855.0
2007-10-05,12955.0
2007-10-08,12885.0
2007-10-09,12945.0
2007-10-10,12920.0
2007-10-11,12430.0
2007-10-12,12505.0
2007-10-15,12380.0
2007-10-16,12360.0
2007-10-17,12445.0
2007-10-18,12470.0
2007-10-19,12470.0
2007-10-22,12600.0
2007-10-23,12600.0
2007-10-24,12600.0
2007-10-25,12485.0
2007-10-26,12520.0
2007-10-29,12415.0
2007-10-30,12670.0
2007-10-31,12910.0
2007-11-01,12890.0
2007-11-02,13030.0
2007-11-05,13025.0
2007-11-06,13015.0
2007-11-07,13010.0
2007-11-08,13010.0
2007-11-09,12990.0
2007-11-12,12990.0
2007-11-13,13020.0
2007-11-14,13120.0
2007-11-15,13235.0
2007-11-16,13325.0
2007-11-19,13325.0
2007-11-20,13270.0
2007-11-21,13245.0
2007-11-22,12805.0
2007-11-23,12670.0
2007-11-26,12625.0
2007-11-27,12095.0
2007-11-28,12035.0
2007-11-29,12260.0
2007-11-30,12455.0
2007-12-03,12445.0
2007-12-04,12425.0
2007-12-05,11995.0
2007-12-06,11825.0
2007-12-07,11985.0
2007-12-10,11950.0
2007-12-11,11915.0
2007-12-12,11735.0
2007-12-13,12015.0
2007-12-14,11895.0
2007-12-17,11850.0
2007-12-18,11870.0
2007-12-19,11910.0
2007-12-20,11930.0
2007-12-21,11870.0
2007-12-24,11855.0
2007-12-27,11855.0
2007-12-28,11805.0
2007-12-31,11850.0
2008-01-02,11940.0
2008-01-03,11930.0
2008-01-04,11930.0
2008-01-07,11885.0
2008-01-08,11740.0
2008-01-09,11530.0
2008-01-10,11560.0
2008-01-11,11620.0
2008-01-14,11615.0
2008-01-15,11570.0
2008-01-16,11330.0
2008-01-17,11540.0
2008-01-18,11420.0
2008-01-21,11425.0
2008-01-22,11345.0
2008-01-23,11300.0
2008-01-24,11215.0
2008-01-25,11190.0
2008-01-28,11155.0
2008-01-29,11380.0
2008-01-30,11425.0
2008-01-31,11410.0
2008-02-01,11385.0
2008-02-04,11275.0
2008-02-05,10975.0
2008-02-06,10965.0
2008-02-07,10755.0
2008-02-08,10595.0
2008-02-11,10545.0
2008-02-12,9590.0
2008-02-13,9605.0
2008-02-14,9695.0
2008-02-15,10590.0
2008-02-18,10460.0
2008-02-19,10055.0
2008-02-20,10040.0
2008-02-21,9850.0
2008-02-22,9920.0
2008-02-25,9720.0
2008-02-26,9545.0
2008-02-27,9520.0
2008-02-28,9600.0
2008-02-29,9625.0
2008-03-03,9770.0
2008-03-04,9705.0
2008-03-05,9705.0
2008-03-06,9700.0
2008-03-07,9695.0
2008-03-10,9695.0
2008-03-11,9450.0
2008-03-12,9305.0
2008-03-13,8885.0
2008-03-14,8885.0
2008-03-17,8750.0
2008-03-18,8960.0
2008-03-19,8820.0
2008-03-20,8740.0
2008-03-25,8790.0
2008-03-26,8735.0
2008-03-27,8785.0
2008-03-28,8610.0
2008-03-31,8700.0
2008-04-01,8680.0
2008-04-02,8630.0
2008-04-03,8325.0
2008-04-04,8265.0
2008-04-07,8175.0
2008-04-08,8170.0
2008-04-09,7940.0
2008-04-10,7935.0
2008-04-11,7935.0
2008-04-14,7685.0
2008-04-15,7600.0
2008-04-16,8080.0
2008-04-17,7750.0
2008-04-18,7450.0
2008-04-21,7450.0
2008-04-22,7430.0
2008-04-23,7410.0
2008-04-24,7560.0
2008-04-25,7520.0
2008-04-28,7500.0
2008-04-29,7520.0
2008-04-30,7305.0
2008-05-01,7180.0
2008-05-02,7160.0
2008-05-06,7130.0
2008-05-07,7460.0
2008-05-08,6740.0
2008-05-09,6625.0
2008-05-12,6770.0
2008-05-13,6565.0
2008-05-14,6565.0
2008-05-15,6845.0
2008-05-16,7095.0
2008-05-19,7305.0
2008-05-20,7285.0
2008-05-21,7215.0
2008-05-22,7185.0
2008-05-23,7155.0
2008-05-27,7185.0
2008-05-28,7225.0
2008-05-29,7160.0
2008-05-30,7255.0
2008-06-02,7245.0
2008-06-03,7115.0
2008-06-04,7240.0
2008-06-05,7295.0
2008-06-06,7050.0
2008-06-09,7035.0
2008-06-10,6935.0
2008-06-11,6905.0
2008-06-12,6830.0
2008-06-13,6810.0
2008-06-16,6680.0
2008-06-17,6645.0
2008-06-18,6675.0
2008-06-19,5935.0
2008-06-20,5905.0
2008-06-23,5780.0
2008-06-24,5760.0
2008-06-25,5815.0
2008-06-26,5840.0
2008-06-27,5835.0
2008-06-30,5935.0
2008-07-01,6110.0
2008-07-02,6065.0
2008-07-03,6160.0
2008-07-04,6230.0
2008-07-07,5425.0
2008-07-08,5410.0
2008-07-09,5480.0
2008-07-10,5255.0
2008-07-11,5265.0
2008-07-14,5170.0
2008-07-15,5170.0
2008-07-16,5205.0
2008-07-17,5265.0
2008-07-18,5200.0
2008-07-21,5245.0
2008-07-22,5245.0
2008-07-23,5225.0
2008-07-24,5070.0
2008-07-25,5235.0
2008-07-28,5200.0
2008-07-29,5100.0
2008-07-30,5100.0
2008-07-31,5070.0
2008-08-01,5080.0
2008-08-04,5145.0
2008-08-05,5125.0
2008-08-06,5370.0
2008-08-07,5445.0
2008-08-08,5015.0
2008-08-11,5030.0
2008-08-12,5000.0
2008-08-13,4950.0
2008-08-14,4790.0
2008-08-15,4715.0
2008-08-18,4875.0
2008-08-19,4720.0
2008-08-20,4660.0
2008-08-21,4630.0
2008-08-22,4880.0
2008-08-26,5350.0
2008-08-27,5495.0
2008-08-28,5510.0
2008-08-29,5530.0
2008-09-01,5520.0
2008-09-02,5520.0
2008-09-03,5250.0
2008-09-04,4845.0
2008-09-05,5115.0
2008-09-08,5125.0
2008-09-09,5165.0
2008-09-10,5335.0
2008-09-11,5140.0
2008-09-12,5000.0
2008-09-15,4925.0
2008-09-16,4930.0
2008-09-17,5845.0
2008-09-18,5795.0
2008-09-19,5770.0
2008-09-22,5845.0
2008-09-23,5820.0
2008-09-24,5735.0
2008-09-25,5385.0
2008-09-26,5555.0
2008-09-29,5325.0
2008-09-30,5275.0
2008-10-01,5275.0
2008-10-02,5250.0
2008-10-03,5240.0
2008-10-06,5170.0
2008-10-07,5170.0
2008-10-08,5125.0
2008-10-09,5045.0
2008-10-10,4980.0
2008-10-13,4915.0
2008-10-14,4825.0
2008-10-15,4975.0
2008-10-16,4745.0
2008-10-17,4400.0
2008-10-20,4260.0
2008-10-21,3825.0
2008-10-22,3650.0
2008-10-23,3630.0
2008-10-24,3610.0
2008-10-27,3020.0
2008-10-28,2900.0
2008-10-29,2900.0
2008-10-30,2905.0
2008-10-31,2865.0
2008-11-03,2845.0
2008-11-04,2935.0
2008-11-05,2905.0
2008-11-06,2905.0
2008-11-07,2940.0
2008-11-10,2940.0
2008-11-11,2975.0
2008-11-12,3125.0
2008-11-13,3255.0
2008-11-14,3310.0
2008-11-17,3320.0
2008-11-18,3530.0
2008-11-19,3705.0
2008-11-20,3970.0
2008-11-21,3920.0
2008-11-24,3865.0
2008-11-25,3825.0
2008-11-26,3730.0
2008-11-27,3770.0
2008-11-28,3945.0
2008-12-01,4200.0
2008-12-02,4265.0
2008-12-03,4290.0
2008-12-04,4300.0
2008-12-05,4350.0
2008-12-08,4365.0
2008-12-09,4335.0
2008-12-10,4320.0
2008-12-11,4295.0
2008-12-12,4395.0
2008-12-15,4360.0
2008-12-16,4555.0
2008-12-17,6100.0
2008-12-18,6850.0
2008-12-19,7155.0
2008-12-22,7310.0
2008-12-23,7135.0
2008-12-24,7295.0
2008-12-29,7150.0
2008-12-30,7385.0
2008-12-31,7385.0
2009-01-02,7465.0
2009-01-05,7465.0
2009-01-06,7430.0
2009-01-07,7575.0
2009-01-08,7535.0
2009-01-09,7535.0
2009-01-12,7555.0
2009-01-13,7480.0
2009-01-14,7435.0
2009-01-15,7505.0
2009-01-16,7725.0
2009-01-19,7780.0
2009-01-20,7905.0
2009-01-21,8015.0
2009-01-22,8055.0
2009-01-23,8490.0
2009-01-26,8615.0
2009-01-27,8500.0
2009-01-28,8415.0
2009-01-29,8490.0
2009-01-30,8465.0
2009-02-02,8440.0
2009-02-03,8440.0
2009-02-04,8525.0
2009-02-05,8315.0
2009-02-06,8225.0
2009-02-09,7530.0
2009-02-10,7325.0
2009-02-11,7525.0
2009-02-12,7535.0
2009-02-13,7645.0
2009-02-16,7645.0
2009-02-17,7990.0
2009-02-18,8080.0
2009-02-19,8190.0
2009-02-20,8135.0
2009-02-23,8110.0
2009-02-24,8075.0
2009-02-25,8190.0
2009-02-26,8180.0
2009-02-27,8220.0
2009-03-02,8300.0
2009-03-03,8340.0
2009-03-04,8495.0
2009-03-05,8605.0
2009-03-06,8625.0
2009-03-09,8730.0
2009-03-10,8655.0
2009-03-11,8675.0
2009-03-12,8945.0
2009-03-13,8965.0
2009-03-16,9025.0
2009-03-17,9620.0
2009-03-18,9620.0
2009-03-19,9655.0
2009-03-20,9945.0
2009-03-23,10130.0
2009-03-24,9990.0
2009-03-25,10030.0
2009-03-26,9630.0
2009-03-27,9810.0
2009-03-30,9910.0
2009-03-31,9970.0
2009-04-01,10590.0
2009-04-02,10780.0
2009-04-03,11335.0
2009-04-06,11545.0
2009-04-07,11380.0
2009-04-08,11405.0
2009-04-09,11045.0
2009-04-14,11125.0
2009-04-15,11275.0
2009-04-16,10825.0
2009-04-17,10945.0
2009-04-20,10865.0
2009-04-21,10975.0
2009-04-22,11020.0
2009-04-23,11020.0
2009-04-24,11020.0
2009-04-27,11465.0
2009-04-28,11795.0
2009-04-29,11865.0
2009-04-30,11960.0
2009-05-01,12090.0
2009-05-05,12035.0
2009-05-06,12055.0
2009-05-07,12195.0
2009-05-08,12495.0
2009-05-11,12595.0
2009-05-12,12885.0
2009-05-13,13285.0
2009-05-14,13405.0
2009-05-15,13410.0
2009-05-18,13485.0
2009-05-19,12960.0
2009-05-20,13040.0
2009-05-21,13340.0
2009-05-22,13695.0
2009-05-26,13685.0
2009-05-27,13595.0
2009-05-28,13980.0
2009-05-29,14235.0
2009-06-01,14160.0
2009-06-02,13245.0
2009-06-03,13300.0
2009-06-04,14055.0
2009-06-05,14615.0
2009-06-08,14575.0
2009-06-09,14780.0
2009-06-10,15175.0
2009-06-11,15385.0
2009-06-12,15485.0
2009-06-15,15495.0
2009-06-16,15570.0
2009-06-17,15665.0
2009-06-18,16145.0
2009-06-19,16225.0
2009-06-22,15050.0
2009-06-23,14900.0
2009-06-24,14975.0
2009-06-25,15810.0
2009-06-26,16095.0
2009-06-29,16070.0
2009-06-30,16435.0
2009-07-01,16575.0
2009-07-02,16665.0
2009-07-03,16735.0
2009-07-06,16685.0
2009-07-07,16765.0
2009-07-08,17075.0
2009-07-09,17200.0
2009-07-10,17120.0
2009-07-13,17120.0
2009-07-14,17170.0
2009-07-15,17240.0
2009-07-16,17150.0
2009-07-17,17035.0
2009-07-20,17310.0
2009-07-21,17490.0
2009-07-22,17615.0
2009-07-23,17730.0
2009-07-24,17635.0
2009-07-27,17610.0
2009-07-28,17535.0
2009-07-29,17605.0
2009-07-30,17625.0
2009-07-31,17870.0
2009-08-03,17845.0
2009-08-04,17970.0
2009-08-05,17970.0
2009-08-06,18230.0
2009-08-07,18310.0
2009-08-10,18645.0
2009-08-11,18145.0
2009-08-12,18275.0
2009-08-13,18260.0
2009-08-14,18410.0
2009-08-17,18380.0
2009-08-18,18425.0
2009-08-19,18660.0
2009-08-20,18670.0
2009-08-21,18670.0
2009-08-24,18650.0
2009-08-25,18860.0
2009-08-26,18810.0
2009-08-27,18780.0
2009-08-28,18880.0
2009-09-01,19490.0
2009-09-02,19535.0
2009-09-03,19535.0
2009-09-04,19580.0
2009-09-07,19425.0
2009-09-08,19500.0
2009-09-09,19700.0
2009-09-10,20170.0
2009-09-11,20830.0
2009-09-14,21380.0
2009-09-15,21880.0
2009-09-16,22265.0
2009-09-17,22935.0
2009-09-18,23025.0
2009-09-21,23005.0
2009-09-22,23005.0
2009-09-23,23005.0
2009-09-24,23735.0
2009-09-25,23680.0
2009-09-28,24260.0
2009-09-29,24490.0
2009-09-30,24500.0
2009-10-01,25175.0
2009-10-02,25430.0
2009-10-05,25445.0
2009-10-06,25805.0
2009-10-07,25830.0
2009-10-08,25720.0
2009-10-09,25725.0
2009-10-12,25685.0
2009-10-13,25850.0
2009-10-14,25840.0
2009-10-15,26070.0
2009-10-16,26005.0
2009-10-19,25975.0
2009-10-20,25990.0
2009-10-21,26170.0
2009-10-22,26160.0
2009-10-23,25955.0
2009-10-26,25940.0
2009-10-27,26290.0
2009-10-28,26275.0
2009-10-29,26275.0
2009-10-30,26275.0
2009-11-02,26275.0
2009-11-03,26270.0
2009-11-04,26195.0
2009-11-05,26190.0
2009-11-06,26190.0
2009-11-09,26230.0
2009-11-10,26635.0
2009-11-11,26675.0
2009-11-12,26670.0
2009-11-13,26660.0
2009-11-16,26620.0
2009-11-17,26665.0
2009-11-18,26745.0
2009-11-19,26745.0
2009-11-20,26675.0
2009-11-23,26650.0
2009-11-24,26685.0
2009-11-25,26395.0
2009-11-26,26355.0
2009-11-27,26310.0
2009-11-30,26260.0
2009-12-01,26220.0
2009-12-02,26015.0
2009-12-03,25980.0
2009-12-04,26110.0
2009-12-07,26105.0
2009-12-08,26005.0
2009-12-09,25970.0
2009-12-10,25890.0
2009-12-11,25840.0
2009-12-14,25840.0
2009-12-15,25840.0
2009-12-16,25790.0
2009-12-17,25875.0
2009-12-18,25890.0
2009-12-21,25800.0
2009-12-22,26055.0
2009-12-23,26135.0
2009-12-24,26225.0
2009-12-29,26080.0
2009-12-30,26175.0
2009-12-31,26175.0
2010-01-04,26235.0
2010-01-05,26150.0
2010-01-06,26215.0
2010-01-07,26285.0
2010-01-08,26385.0
2010-01-11,26415.0
2010-01-12,26375.0
2010-01-13,26415.0
2010-01-14,26525.0
2010-01-15,26675.0
2010-01-18,26295.0
2010-01-19,26430.0
2010-01-20,26465.0
2010-01-21,26335.0
2010-01-22,26510.0
2010-01-25,26460.0
2010-01-26,26345.0
2010-01-27,26485.0
2010-01-28,26275.0
2010-01-29,26435.0
2010-02-01,26255.0
2010-02-02,26190.0
2010-02-03,25495.0
2010-02-04,25155.0
2010-02-05,25170.0
2010-02-08,25065.0
2010-02-09,24485.0
2010-02-10,24480.0
2010-02-11,24350.0
2010-02-12,24250.0
2010-02-15,24500.0
2010-02-16,24500.0
2010-02-17,24055.0
2010-02-18,23780.0
2010-02-19,23750.0
2010-02-22,23825.0
2010-02-23,23995.0
2010-02-24,23925.0
2010-02-25,23670.0
2010-02-26,23245.0
2010-03-01,23300.0
2010-03-02,23260.0
2010-03-03,23115.0
2010-03-04,22980.0
2010-03-05,22980.0
2010-03-08,23030.0
2010-03-09,22935.0
2010-03-10,23080.0
2010-03-11,22725.0
2010-03-12,22830.0
2010-03-15,22850.0
2010-03-16,22910.0
2010-03-17,23045.0
2010-03-18,23325.0
2010-03-19,23495.0
2010-03-22,23575.0
2010-03-23,23700.0
2010-03-24,23970.0
2010-03-25,24020.0
2010-03-26,23975.0
2010-03-29,23810.0
2010-03-30,23850.0
2010-03-31,23620.0
2010-04-01,23420.0
2010-04-02,23645.0
2010-04-05,23645.0
2010-04-06,23645.0
2010-04-07,23710.0
2010-04-08,23520.0
2010-04-09,23505.0
2010-04-12,23600.0
2010-04-13,23530.0
2010-04-14,23650.0
2010-04-15,21300.0
2010-04-16,21240.0
2010-04-19,21310.0
2010-04-20,21250.0
2010-04-21,21110.0
2010-04-22,21040.0
2010-04-23,20870.0
2010-04-26,20845.0
2010-04-27,20500.0
2010-04-28,20390.0
2010-04-29,20340.0
2010-04-30,20425.0
2010-05-04,20425.0
2010-05-05,20250.0
2010-05-06,20525.0
2010-05-07,20400.0
2010-05-10,20660.0
2010-05-11,20335.0
2010-05-12,20235.0
2010-05-13,20110.0
2010-05-14,19890.0
2010-05-17,19710.0
2010-05-18,19625.0
2010-05-19,19850.0
2010-05-20,19460.0
2010-05-21,19565.0
2010-05-24,19510.0
2010-05-25,19375.0
2010-05-26,19355.0
2010-05-27,18960.0
2010-05-28,18540.0
2010-06-01,18805.0
2010-06-02,18715.0
2010-06-03,19915.0
2010-06-04,20395.0
2010-06-07,20440.0
2010-06-08,20255.0
2010-06-09,20005.0
2010-06-10,19575.0
2010-06-11,19450.0
2010-06-14,19270.0
2010-06-15,19200.0
2010-06-16,19070.0
2010-06-17,18285.0
2010-06-18,17760.0
2010-06-21,17660.0
2010-06-22,17325.0
2010-06-23,17060.0
2010-06-24,17045.0
2010-06-25,16455.0
2010-06-28,16510.0
2010-06-29,16150.0
2010-06-30,16065.0
2010-07-01,15790.0
2010-07-02,15440.0
2010-07-05,15425.0
2010-07-06,15390.0
2010-07-07,15415.0
2010-07-08,15130.0
2010-07-09,15175.0
2010-07-12,15270.0
2010-07-13,15155.0
2010-07-14,15185.0
2010-07-15,14910.0
2010-07-16,14855.0
2010-07-19,14860.0
2010-07-20,14860.0
2010-07-21,14755.0
2010-07-22,14515.0
2010-07-23,14280.0
2010-07-26,14240.0
2010-07-27,14235.0
2010-07-28,14240.0
2010-07-29,14215.0
2010-07-30,13965.0
2010-08-02,14035.0
2010-08-03,13870.0
2010-08-04,13900.0
2010-08-05,13855.0
2010-08-06,13705.0
2010-08-09,13340.0
2010-08-10,13500.0
2010-08-11,13325.0
2010-08-12,13345.0
2010-08-13,13315.0
2010-08-16,13415.0
2010-08-17,13625.0
2010-08-18,13605.0
2010-08-19,13620.0
2010-08-20,13635.0
2010-08-23,13200.0
2010-08-24,13165.0
2010-08-25,13185.0
2010-08-26,13490.0
2010-08-27,13750.0
2010-08-31,13710.0
2010-09-01,13755.0
2010-09-02,13975.0
2010-09-03,13510.0
2010-09-06,13070.0
2010-09-07,13105.0
2010-09-08,13090.0
2010-09-09,12970.0
2010-09-10,12970.0
2010-09-13,12970.0
2010-09-14,12800.0
2010-09-15,12920.0
2010-09-16,13040.0
2010-09-17,12805.0
2010-09-20,12860.0
2010-09-21,12780.0
2010-09-22,12545.0
2010-09-23,12080.0
2010-09-24,12110.0
2010-09-27,12110.0
2010-09-28,12110.0
2010-09-29,12210.0
2010-09-30,12080.0
2010-10-01,12095.0
2010-10-04,12115.0
2010-10-05,12095.0
2010-10-06,11815.0
2010-10-07,11965.0
2010-10-08,11955.0
2010-10-11,11885.0
2010-10-12,11945.0
2010-10-13,12045.0
2010-10-14,12160.0
2010-10-15,12210.0
2010-10-18,12245.0
2010-10-19,12300.0
2010-10-20,12235.0
2010-10-21,12170.0
2010-10-22,12165.0
2010-10-25,12275.0
2010-10-26,12265.0
2010-10-27,12250.0
2010-10-28,12430.0
2010-10-29,12675.0
2010-11-01,12655.0
2010-11-02,12620.0
2010-11-03,12620.0
2010-11-04,12800.0
2010-11-05,12940.0
2010-11-08,12855.0
2010-11-09,12935.0
2010-11-10,12885.0
2010-11-11,13310.0
2010-11-12,13230.0
2010-11-15,13300.0
2010-11-16,13325.0
2010-11-17,13745.0
2010-11-18,13740.0
2010-11-19,13530.0
2010-11-22,13640.0
2010-11-23,13790.0
2010-11-24,14055.0
2010-11-25,14195.0
2010-11-26,14380.0
2010-11-29,14380.0
2010-11-30,14550.0
2010-12-01,14930.0
2010-12-02,15040.0
2010-12-03,15140.0
2010-12-06,15170.0
2010-12-07,15095.0
2010-12-08,14230.0
2010-12-09,13995.0
2010-12-10,13900.0
2010-12-13,14095.0
2010-12-14,14270.0
2010-12-15,14470.0
2010-12-16,14630.0
2010-12-17,14450.0
2010-12-20,14725.0
2010-12-21,14910.0
2010-12-22,14880.0
2010-12-23,15130.0
2010-12-24,14995.0
2010-12-29,15265.0
2010-12-30,16060.0
2010-12-31,16200.0
2011-01-04,16275.0
2011-01-05,16160.0
2011-01-06,16160.0
2011-01-07,16150.0
2011-01-10,16310.0
2011-01-11,16405.0
2011-01-12,16605.0
2011-01-13,16760.0
2011-01-14,16875.0
2011-01-17,17120.0
2011-01-18,17125.0
2011-01-19,16990.0
2011-01-20,16965.0
2011-01-21,16820.0
2011-01-24,16425.0
2011-01-25,16885.0
2011-01-26,16710.0
2011-01-27,16725.0
2011-01-28,16715.0
2011-01-31,16045.0
2011-02-01,16270.0
2011-02-02,16315.0
2011-02-03,17250.0
2011-02-04,17130.0
2011-02-07,17090.0
2011-02-08,16900.0
2011-02-09,16500.0
2011-02-10,16880.0
2011-02-11,17080.0
2011-02-14,16735.0
2011-02-15,16685.0
2011-02-16,16760.0
2011-02-17,16745.0
2011-02-18,16880.0
2011-02-21,16790.0
2011-02-22,16855.0
2011-02-23,16820.0
2011-02-24,17045.0
2011-02-25,17145.0
2011-02-28,17290.0
2011-03-01,17270.0
2011-03-02,17255.0
2011-03-03,17330.0
2011-03-04,17350.0
2011-03-07,17325.0
2011-03-08,17180.0
2011-03-09,17280.0
2011-03-10,17495.0
2011-03-11,17535.0
2011-03-14,17610.0
2011-03-15,17610.0
2011-03-16,17750.0
2011-03-17,17475.0
2011-03-18,17530.0
2011-03-21,17485.0
2011-03-22,17500.0
2011-03-23,17400.0
2011-03-24,17485.0
2011-03-25,17560.0
2011-03-28,17620.0
2011-03-29,17645.0
2011-03-30,17705.0
2011-03-31,17815.0
2011-04-01,18140.0
2011-04-04,18295.0
2011-04-05,18165.0
2011-04-06,18200.0
2011-04-07,18380.0
2011-04-08,18340.0
2011-04-11,18330.0
2011-04-12,18420.0
2011-04-13,18315.0
2011-04-14,18595.0
2011-04-15,18415.0
2011-04-18,19710.0
2011-04-19,19850.0
2011-04-20,19930.0
2011-04-21,19915.0
2011-04-26,20080.0
2011-04-27,20210.0
2011-04-28,20495.0
2011-05-03,20755.0
2011-05-04,21000.0
2011-05-05,20995.0
2011-05-06,21055.0
2011-05-09,21435.0
2011-05-10,21480.0
2011-05-11,21470.0
2011-05-12,21730.0
2011-05-13,21875.0
2011-05-16,22110.0
2011-05-17,22020.0
2011-05-18,21800.0
2011-05-19,21855.0
2011-05-20,21785.0
2011-05-23,21740.0
2011-05-24,21805.0
2011-05-25,21630.0
2011-05-26,21830.0
2011-05-27,21780.0
2011-05-31,21775.0
2011-06-01,21705.0
2011-06-02,21680.0
2011-06-03,21495.0
2011-06-06,21480.0
2011-06-07,21480.0
2011-06-08,21545.0
2011-06-09,21615.0
2011-06-10,21355.0
2011-06-13,21555.0
2011-06-14,21625.0
2011-06-15,21525.0
2011-06-16,21690.0
2011-06-17,21840.0
2011-06-20,21615.0
2011-06-21,21515.0
2011-06-22,21560.0
2011-06-23,21830.0
2011-06-24,21820.0
2011-06-27,21770.0
2011-06-28,19310.0
2011-06-29,19375.0
2011-06-30,19535.0
2011-07-01,19765.0
2011-07-04,19765.0
2011-07-05,19765.0
2011-07-06,19630.0
2011-07-07,19550.0
2011-07-08,19780.0
2011-07-11,19810.0
2011-07-12,19775.0
2011-07-13,19730.0
2011-07-14,19910.0
2011-07-15,20425.0
2011-07-18,20470.0
2011-07-19,20580.0
2011-07-20,20550.0
2011-07-21,20555.0
2011-07-22,20530.0
2011-07-25,20625.0
2011-07-26,20720.0
2011-07-27,20675.0
2011-07-28,20685.0
2011-07-29,20750.0
2011-08-01,20705.0
2011-08-02,21260.0
2011-08-03,21410.0
2011-08-04,21450.0
2011-08-05,22240.0
2011-08-08,22000.0
2011-08-09,21960.0
2011-08-10,21535.0
2011-08-11,21320.0
2011-08-12,21220.0
2011-08-15,21090.0
2011-08-16,20820.0
2011-08-17,20645.0
2011-08-18,20885.0
2011-08-19,20955.0
2011-08-22,20920.0
2011-08-23,20880.0
2011-08-24,20780.0
2011-08-25,20865.0
2011-08-26,21075.0
2011-08-30,20755.0
2011-08-31,20610.0
2011-09-01,20410.0
2011-09-02,20250.0
2011-09-05,20010.0
2011-09-06,19495.0
2011-09-07,19495.0
2011-09-08,18835.0
2011-09-09,18465.0
2011-09-12,18635.0
2011-09-13,18635.0
2011-09-14,18185.0
2011-09-15,17985.0
2011-09-16,17775.0
2011-09-19,17775.0
2011-09-20,17700.0
2011-09-21,17680.0
2011-09-22,17595.0
2011-09-23,16560.0
2011-09-26,16580.0
2011-09-27,16195.0
2011-09-28,15710.0
2011-09-29,15785.0
2011-09-30,15700.0
2011-10-03,16575.0
2011-10-04,16490.0
2011-10-05,16125.0
2011-10-06,16235.0
2011-10-07,15800.0
