,LESN
2002-07-22,35920.0
2002-07-23,36225.0
2002-07-24,36345.0
2002-07-25,36415.0
2002-07-26,36865.0
2002-07-29,36990.0
2002-07-30,37090.0
2002-07-31,36755.0
2002-08-01,36880.0
2002-08-02,36420.0
2002-08-05,36620.0
2002-08-06,36695.0
2002-08-07,36850.0
2002-08-08,36175.0
2002-08-09,34660.0
2002-08-12,33640.0
2002-08-13,33605.0
2002-08-14,33170.0
2002-08-15,32685.0
2002-08-16,32640.0
2002-08-19,32795.0
2002-08-20,32835.0
2002-08-21,32960.0
2002-08-22,33155.0
2002-08-23,33640.0
2002-08-27,33515.0
2002-08-28,33475.0
2002-08-29,33435.0
2002-08-30,33290.0
2002-09-02,33220.0
2002-09-03,32400.0
2002-09-04,31820.0
2002-09-05,31730.0
2002-09-06,30225.0
2002-09-09,29505.0
2002-09-10,29580.0
2002-09-11,29565.0
2002-09-12,28340.0
2002-09-13,28265.0
2002-09-16,28255.0
2002-09-17,28235.0
2002-09-18,28215.0
2002-09-19,28235.0
2002-09-20,28120.0
2002-09-23,28080.0
2002-09-24,28080.0
2002-09-25,28080.0
2002-09-26,28035.0
2002-09-27,27995.0
2002-09-30,27995.0
2002-10-01,27970.0
2002-10-02,27820.0
2002-10-03,27800.0
2002-10-04,27765.0
2002-10-07,27705.0
2002-10-08,27705.0
2002-10-09,27675.0
2002-10-10,27655.0
2002-10-11,27645.0
2002-10-14,27645.0
2002-10-15,27565.0
2002-10-16,27565.0
2002-10-17,27525.0
2002-10-18,27480.0
2002-10-21,27480.0
2002-10-22,27020.0
2002-10-23,26970.0
2002-10-24,27385.0
2002-10-25,27385.0
2002-10-28,27180.0
2002-10-29,26715.0
2002-10-30,26470.0
2002-10-31,27015.0
2002-11-01,27055.0
2002-11-04,26840.0
2002-11-05,26800.0
2002-11-06,26135.0
2002-11-07,26025.0
2002-11-08,25950.0
2002-11-11,25815.0
2002-11-12,25815.0
2002-11-13,25735.0
2002-11-14,25660.0
2002-11-15,25635.0
2002-11-18,25610.0
2002-11-19,25565.0
2002-11-20,24350.0
2002-11-21,24280.0
2002-11-22,24195.0
2002-11-25,25120.0
2002-11-26,25410.0
2002-11-27,25390.0
2002-11-28,25370.0
2002-11-29,25490.0
2002-12-02,25490.0
2002-12-03,25245.0
2002-12-04,25185.0
2002-12-05,25225.0
2002-12-06,25220.0
2002-12-09,25220.0
2002-12-10,25140.0
2002-12-11,25090.0
2002-12-12,25065.0
2002-12-13,24985.0
2002-12-16,24975.0
2002-12-17,24930.0
2002-12-18,24840.0
2002-12-19,24770.0
2002-12-20,24735.0
2002-12-23,23805.0
2002-12-24,23830.0
2002-12-30,23830.0
2002-12-31,23695.0
2003-01-02,23635.0
2003-01-03,23635.0
2003-01-06,23595.0
2003-01-07,23595.0
2003-01-08,23505.0
2003-01-09,22815.0
2003-01-10,22765.0
2003-01-13,22980.0
2003-01-14,22930.0
2003-01-15,22905.0
2003-01-16,22895.0
2003-01-17,22890.0
2003-01-20,22825.0
2003-01-21,22780.0
2003-01-22,22750.0
2003-01-23,22625.0
2003-01-24,22620.0
2003-01-27,22465.0
2003-01-28,21815.0
2003-01-29,21815.0
2003-01-30,21815.0
2003-01-31,21795.0
2003-02-03,21795.0
2003-02-04,21750.0
2003-02-05,19315.0
2003-02-06,18315.0
2003-02-07,18280.0
2003-02-10,18210.0
2003-02-11,18190.0
2003-02-12,18150.0
2003-02-13,18125.0
2003-02-14,18125.0
2003-02-17,18105.0
2003-02-18,18060.0
2003-02-19,18040.0
2003-02-20,18035.0
2003-02-21,17835.0
2003-02-24,17815.0
2003-02-25,17845.0
2003-02-26,17840.0
2003-02-27,17840.0
2003-02-28,17815.0
2003-03-03,17810.0
2003-03-04,17505.0
2003-03-05,17425.0
2003-03-06,17355.0
2003-03-07,17290.0
2003-03-10,21805.0
2003-03-11,22680.0
2003-03-12,23050.0
2003-03-13,23550.0
2003-03-14,23945.0
2003-03-17,24495.0
2003-03-18,24955.0
2003-03-19,25405.0
2003-03-20,25265.0
2003-03-21,25220.0
2003-03-24,24980.0
2003-03-25,23310.0
2003-03-26,22695.0
2003-03-27,22615.0
2003-03-28,22575.0
2003-03-31,22575.0
2003-04-01,22230.0
2003-04-02,23945.0
2003-04-03,24345.0
2003-04-04,24305.0
2003-04-07,24285.0
2003-04-08,24285.0
2003-04-09,24205.0
2003-04-10,22635.0
2003-04-11,22535.0
2003-04-14,22845.0
2003-04-15,22405.0
2003-04-16,22350.0
2003-04-17,22285.0
2003-04-22,22185.0
2003-04-23,22935.0
2003-04-24,22740.0
2003-04-25,22670.0
2003-04-28,22470.0
2003-04-29,21805.0
2003-04-30,21705.0
2003-05-01,21665.0
2003-05-02,21625.0
2003-05-06,21805.0
2003-05-07,21770.0
2003-05-08,21545.0
2003-05-09,22110.0
2003-05-12,21990.0
2003-05-13,21820.0
2003-05-14,21750.0
2003-05-15,21730.0
2003-05-16,21710.0
2003-05-19,21680.0
2003-05-20,21680.0
2003-05-21,21590.0
2003-05-22,21585.0
2003-05-23,21260.0
2003-05-27,21435.0
2003-05-28,20980.0
2003-05-29,20160.0
2003-05-30,20130.0
2003-06-02,20130.0
2003-06-03,20105.0
2003-06-04,20585.0
2003-06-05,20540.0
2003-06-06,20230.0
2003-06-09,20225.0
2003-06-10,19875.0
2003-06-11,19855.0
2003-06-12,19805.0
2003-06-13,19765.0
2003-06-16,19795.0
2003-06-17,19745.0
2003-06-18,19665.0
2003-06-19,19535.0
2003-06-20,19200.0
2003-06-23,18795.0
2003-06-24,18690.0
2003-06-25,18690.0
2003-06-26,18685.0
2003-06-27,18915.0
2003-06-30,18900.0
2003-07-01,18410.0
2003-07-02,18320.0
2003-07-03,18250.0
2003-07-04,18125.0
2003-07-07,18040.0
2003-07-08,17905.0
2003-07-09,17795.0
2003-07-10,17520.0
2003-07-11,17425.0
2003-07-14,17475.0
2003-07-15,17475.0
2003-07-16,17515.0
2003-07-17,17285.0
2003-07-18,17285.0
2003-07-21,17215.0
2003-07-22,16835.0
2003-07-23,16490.0
2003-07-24,16490.0
2003-07-25,16490.0
2003-07-28,16540.0
2003-07-29,16500.0
2003-07-30,16585.0
2003-07-31,16510.0
2003-08-01,16360.0
2003-08-04,15510.0
2003-08-05,15440.0
2003-08-06,15385.0
2003-08-07,15280.0
2003-08-08,15260.0
2003-08-11,14715.0
2003-08-12,14695.0
2003-08-13,14695.0
2003-08-14,14670.0
2003-08-15,14650.0
2003-08-18,14625.0
2003-08-19,14550.0
2003-08-20,14410.0
2003-08-21,14385.0
2003-08-22,14160.0
2003-08-26,14120.0
2003-08-27,14060.0
2003-08-28,13955.0
2003-08-29,13940.0
2003-09-01,13915.0
2003-09-02,14065.0
2003-09-03,14035.0
2003-09-04,13845.0
2003-09-05,13845.0
2003-09-08,13780.0
2003-09-09,13505.0
2003-09-10,13545.0
2003-09-11,13655.0
2003-09-12,13695.0
2003-09-15,13695.0
2003-09-16,13645.0
2003-09-17,13610.0
2003-09-18,13600.0
2003-09-19,13570.0
2003-09-22,13495.0
2003-09-23,13495.0
2003-09-24,13415.0
2003-09-25,13490.0
2003-09-26,13490.0
2003-09-29,13460.0
2003-09-30,13395.0
2003-10-01,13360.0
2003-10-02,13360.0
2003-10-03,12965.0
2003-10-06,12860.0
2003-10-07,12355.0
2003-10-08,12065.0
2003-10-09,11945.0
2003-10-10,11895.0
2003-10-13,11855.0
2003-10-14,11855.0
2003-10-15,12055.0
2003-10-16,12080.0
2003-10-17,12245.0
2003-10-20,12245.0
2003-10-21,12225.0
2003-10-22,12135.0
2003-10-23,12115.0
2003-10-24,12260.0
2003-10-27,12255.0
2003-10-28,12180.0
2003-10-29,12095.0
2003-10-30,12075.0
2003-10-31,11960.0
2003-11-03,11865.0
2003-11-04,11840.0
2003-11-05,11695.0
2003-11-06,11745.0
2003-11-07,11790.0
2003-11-10,11745.0
2003-11-11,13035.0
2003-11-12,14105.0
2003-11-13,14065.0
2003-11-14,14025.0
2003-11-17,14025.0
2003-11-18,14025.0
2003-11-19,14025.0
2003-11-20,13935.0
2003-11-21,13900.0
2003-11-24,13900.0
2003-11-25,13735.0
2003-11-26,13735.0
2003-11-27,13670.0
2003-11-28,13585.0
2003-12-01,13585.0
2003-12-02,13550.0
2003-12-03,13465.0
2003-12-04,13440.0
2003-12-05,13440.0
2003-12-08,13380.0
2003-12-09,13360.0
2003-12-10,12830.0
2003-12-11,12830.0
2003-12-12,12990.0
2003-12-15,12990.0
2003-12-16,12970.0
2003-12-17,12940.0
2003-12-18,12895.0
2003-12-19,13290.0
2003-12-22,13495.0
2003-12-23,12300.0
2003-12-24,12290.0
2003-12-29,12225.0
2003-12-30,12290.0
2003-12-31,12205.0
2004-01-02,12180.0
2004-01-05,12180.0
2004-01-06,12160.0
2004-01-07,12145.0
2004-01-08,11925.0
2004-01-09,11800.0
2004-01-12,11840.0
2004-01-13,11575.0
2004-01-14,11400.0
2004-01-15,11570.0
2004-01-16,11400.0
2004-01-19,13670.0
2004-01-20,13800.0
2004-01-21,13945.0
2004-01-22,14015.0
2004-01-23,13935.0
2004-01-26,13910.0
2004-01-27,13690.0
2004-01-28,13675.0
2004-01-29,13640.0
2004-01-30,13505.0
2004-02-02,13375.0
2004-02-03,13205.0
2004-02-04,13135.0
2004-02-05,13135.0
2004-02-06,12920.0
2004-02-09,12965.0
2004-02-10,12865.0
2004-02-11,12810.0
2004-02-12,11665.0
2004-02-13,11645.0
2004-02-16,11545.0
2004-02-17,11520.0
2004-02-18,11480.0
2004-02-19,11200.0
2004-02-20,11160.0
2004-02-23,11075.0
2004-02-24,11035.0
2004-02-25,11015.0
2004-02-26,10990.0
2004-02-27,10735.0
2004-03-01,9940.0
2004-03-02,9940.0
2004-03-03,9680.0
2004-03-04,9575.0
2004-03-05,9530.0
2004-03-08,9440.0
2004-03-09,9215.0
2004-03-10,9055.0
2004-03-11,9030.0
2004-03-12,8835.0
2004-03-15,8815.0
2004-03-16,7130.0
2004-03-17,7015.0
2004-03-18,6420.0
2004-03-19,6200.0
2004-03-22,6170.0
2004-03-23,5580.0
2004-03-24,5205.0
2004-03-25,5165.0
2004-03-26,5140.0
2004-03-29,5120.0
2004-03-30,5000.0
2004-03-31,4750.0
2004-04-01,4705.0
2004-04-02,4890.0
2004-04-05,4680.0
2004-04-06,4650.0
2004-04-07,5650.0
2004-04-08,6485.0
2004-04-13,6460.0
2004-04-14,6370.0
2004-04-15,6145.0
2004-04-16,6005.0
2004-04-19,6135.0
2004-04-20,6015.0
2004-04-21,5735.0
2004-04-22,5445.0
2004-04-23,5415.0
2004-04-26,5290.0
2004-04-27,5150.0
2004-04-28,4905.0
2004-04-29,4785.0
2004-04-30,4625.0
2004-05-04,3980.0
2004-05-05,3925.0
2004-05-06,3855.0
2004-05-07,3785.0
2004-05-10,3785.0
2004-05-11,3680.0
2004-05-12,3550.0
2004-05-13,3490.0
2004-05-14,3470.0
2004-05-17,3205.0
2004-05-18,3180.0
2004-05-19,3055.0
2004-05-20,2820.0
2004-05-21,2815.0
2004-05-24,2815.0
2004-05-25,2565.0
2004-05-26,2510.0
2004-05-27,2780.0
2004-05-28,2825.0
2004-06-01,2805.0
2004-06-02,2640.0
2004-06-03,2535.0
2004-06-04,2405.0
2004-06-07,2385.0
2004-06-08,2575.0
2004-06-09,2560.0
2004-06-10,2520.0
2004-06-11,3745.0
2004-06-14,3940.0
2004-06-15,4195.0
2004-06-16,5240.0
2004-06-17,5585.0
2004-06-18,5595.0
2004-06-21,5595.0
2004-06-22,5490.0
2004-06-23,5390.0
2004-06-24,5380.0
2004-06-25,5505.0
2004-06-28,5265.0
2004-06-29,5255.0
2004-06-30,5135.0
2004-07-01,4720.0
2004-07-02,4685.0
2004-07-05,4870.0
2004-07-06,4780.0
2004-07-07,4735.0
2004-07-08,4635.0
2004-07-09,4420.0
2004-07-12,4465.0
2004-07-13,4365.0
2004-07-14,4305.0
2004-07-15,4400.0
2004-07-16,4815.0
2004-07-19,4780.0
2004-07-20,5250.0
2004-07-21,5290.0
2004-07-22,5230.0
2004-07-23,5425.0
2004-07-26,5620.0
2004-07-27,5575.0
2004-07-28,5030.0
2004-07-29,4665.0
2004-07-30,4180.0
2004-08-02,4080.0
2004-08-03,4075.0
2004-08-04,4035.0
2004-08-05,4015.0
2004-08-06,3990.0
2004-08-09,3790.0
2004-08-10,3705.0
2004-08-11,3805.0
2004-08-12,3765.0
2004-08-13,3795.0
2004-08-16,3835.0
2004-08-17,4035.0
2004-08-18,4345.0
2004-08-19,4235.0
2004-08-20,4185.0
2004-08-23,4245.0
2004-08-24,4245.0
2004-08-25,4150.0
2004-08-26,4010.0
2004-08-27,4215.0
2004-08-31,4875.0
2004-09-01,5310.0
2004-09-02,5640.0
2004-09-03,5850.0
2004-09-06,5755.0
2004-09-07,6090.0
2004-09-08,5540.0
2004-09-09,5420.0
2004-09-10,5145.0
2004-09-13,4845.0
2004-09-14,4990.0
2004-09-15,4975.0
2004-09-16,4950.0
2004-09-17,5000.0
2004-09-20,4865.0
2004-09-21,4900.0
2004-09-22,4905.0
2004-09-23,4840.0
2004-09-24,4810.0
2004-09-27,4745.0
2004-09-28,4880.0
2004-09-29,4820.0
2004-09-30,3950.0
2004-10-01,3925.0
2004-10-04,3925.0
2004-10-05,3880.0
2004-10-06,3805.0
2004-10-07,3995.0
2004-10-08,3960.0
2004-10-11,4135.0
2004-10-12,4125.0
2004-10-13,4215.0
2004-10-14,4190.0
2004-10-15,4235.0
2004-10-18,4210.0
2004-10-19,4255.0
2004-10-20,4880.0
2004-10-21,4795.0
2004-10-22,4895.0
2004-10-25,5175.0
2004-10-26,5045.0
2004-10-27,5010.0
2004-10-28,5265.0
2004-10-29,5025.0
2004-11-01,5465.0
2004-11-02,5705.0
2004-11-03,5665.0
2004-11-04,5590.0
2004-11-05,5580.0
2004-11-08,5860.0
2004-11-09,5895.0
2004-11-10,5900.0
2004-11-11,5885.0
2004-11-12,5875.0
2004-11-15,6275.0
2004-11-16,6190.0
2004-11-17,6640.0
2004-11-18,6750.0
2004-11-19,6230.0
2004-11-22,5970.0
2004-11-23,5780.0
2004-11-24,5750.0
2004-11-25,5630.0
2004-11-26,5730.0
2004-11-29,5850.0
2004-11-30,5890.0
2004-12-01,6040.0
2004-12-02,5900.0
2004-12-03,5700.0
2004-12-06,5380.0
2004-12-07,5300.0
2004-12-08,5250.0
2004-12-09,5215.0
2004-12-10,5160.0
2004-12-13,5430.0
2004-12-14,5695.0
2004-12-15,5675.0
2004-12-16,5700.0
2004-12-17,5795.0
2004-12-20,6155.0
2004-12-21,6715.0
2004-12-22,6730.0
2004-12-23,6830.0
2004-12-24,6785.0
2004-12-29,7270.0
2004-12-30,7405.0
2004-12-31,7490.0
2005-01-04,7940.0
2005-01-05,7200.0
2005-01-06,7040.0
2005-01-07,6965.0
2005-01-10,6870.0
2005-01-11,6645.0
2005-01-12,6450.0
2005-01-13,6450.0
2005-01-14,6330.0
2005-01-17,6215.0
2005-01-18,6165.0
2005-01-19,6040.0
2005-01-20,5670.0
2005-01-21,5585.0
2005-01-24,5525.0
2005-01-25,5465.0
2005-01-26,5325.0
2005-01-27,5220.0
2005-01-28,5355.0
2005-01-31,5370.0
2005-02-01,5375.0
2005-02-02,5295.0
2005-02-03,5220.0
2005-02-04,5325.0
2005-02-07,5235.0
2005-02-08,5315.0
2005-02-09,5160.0
2005-02-10,4860.0
2005-02-11,4860.0
2005-02-14,4715.0
2005-02-15,4605.0
2005-02-16,4435.0
2005-02-17,4335.0
2005-02-18,3815.0
2005-02-21,3500.0
2005-02-22,3100.0
2005-02-23,2980.0
2005-02-24,2860.0
2005-02-25,2870.0
2005-02-28,2925.0
2005-03-01,2875.0
2005-03-02,2780.0
2005-03-03,3035.0
2005-03-04,3095.0
2005-03-07,3355.0
2005-03-08,3160.0
2005-03-09,3340.0
2005-03-10,3280.0
2005-03-11,3780.0
2005-03-14,3900.0
2005-03-15,4165.0
2005-03-16,4115.0
2005-03-17,4545.0
2005-03-18,4770.0
2005-03-21,4635.0
2005-03-22,4620.0
2005-03-23,4635.0
2005-03-24,4790.0
2005-03-29,4815.0
2005-03-30,4655.0
2005-03-31,4610.0
2005-04-01,4705.0
2005-04-04,4590.0
2005-04-05,4565.0
2005-04-06,4665.0
2005-04-07,4655.0
2005-04-08,4685.0
2005-04-11,4600.0
2005-04-12,4590.0
2005-04-13,4695.0
2005-04-14,4920.0
2005-04-15,4965.0
2005-04-18,4590.0
2005-04-19,4545.0
2005-04-20,4420.0
2005-04-21,4445.0
2005-04-22,4385.0
2005-04-25,4100.0
2005-04-26,4300.0
2005-04-27,4255.0
2005-04-28,4280.0
2005-04-29,4420.0
2005-05-03,4365.0
2005-05-04,4395.0
2005-05-05,4160.0
2005-05-06,3705.0
2005-05-09,3725.0
2005-05-10,3670.0
2005-05-11,3590.0
2005-05-12,3535.0
2005-05-13,3430.0
2005-05-16,3345.0
2005-05-17,3045.0
2005-05-18,2965.0
2005-05-19,3145.0
2005-05-20,3475.0
2005-05-23,3470.0
2005-05-24,3425.0
2005-05-25,3305.0
2005-05-26,3330.0
2005-05-27,3615.0
2005-05-31,3565.0
2005-06-01,3535.0
2005-06-02,3490.0
2005-06-03,3490.0
2005-06-06,3370.0
2005-06-07,3280.0
2005-06-08,3220.0
2005-06-09,2870.0
2005-06-10,2830.0
2005-06-13,2810.0
2005-06-14,2835.0
2005-06-15,2940.0
2005-06-16,2915.0
2005-06-17,2940.0
2005-06-20,2910.0
2005-06-21,2920.0
2005-06-22,2845.0
2005-06-23,2745.0
2005-06-24,2725.0
2005-06-27,3210.0
2005-06-28,3380.0
2005-06-29,3270.0
2005-06-30,3630.0
2005-07-01,3590.0
2005-07-04,3580.0
2005-07-05,3560.0
2005-07-06,3525.0
2005-07-07,3460.0
2005-07-08,3420.0
2005-07-11,3270.0
2005-07-12,3270.0
2005-07-13,3405.0
2005-07-14,3370.0
2005-07-15,3280.0
2005-07-18,3575.0
2005-07-19,3520.0
2005-07-20,3520.0
2005-07-21,3380.0
2005-07-22,3510.0
2005-07-25,3490.0
2005-07-26,3405.0
2005-07-27,3340.0
2005-07-28,3310.0
2005-07-29,3660.0
2005-08-01,3660.0
2005-08-02,3685.0
2005-08-03,3785.0
2005-08-04,3885.0
2005-08-05,4340.0
2005-08-08,4140.0
2005-08-09,4265.0
2005-08-10,4215.0
2005-08-11,4215.0
2005-08-12,4585.0
2005-08-15,4525.0
2005-08-16,4690.0
2005-08-17,4905.0
2005-08-18,5225.0
2005-08-19,5320.0
2005-08-22,5350.0
2005-08-23,5240.0
2005-08-24,5130.0
2005-08-25,5655.0
2005-08-26,6305.0
2005-08-30,6880.0
2005-08-31,6900.0
2005-09-01,6985.0
2005-09-02,7190.0
2005-09-05,7155.0
2005-09-06,7140.0
2005-09-07,7110.0
2005-09-08,7070.0
2005-09-09,7285.0
2005-09-12,7200.0
2005-09-13,7300.0
2005-09-14,7170.0
2005-09-15,7125.0
2005-09-16,7035.0
2005-09-19,7000.0
2005-09-20,7025.0
2005-09-21,7100.0
2005-09-22,6660.0
2005-09-23,7015.0
2005-09-26,7320.0
2005-09-27,7295.0
2005-09-28,7995.0
2005-09-29,7995.0
2005-09-30,8130.0
2005-10-03,8340.0
2005-10-04,8335.0
2005-10-05,8335.0
2005-10-06,8235.0
2005-10-07,8230.0
2005-10-10,8230.0
2005-10-11,8045.0
2005-10-12,7790.0
2005-10-13,8135.0
2005-10-14,8090.0
2005-10-17,8060.0
2005-10-18,8055.0
2005-10-19,7875.0
2005-10-20,8140.0
2005-10-21,8355.0
2005-10-24,8170.0
2005-10-25,8740.0
2005-10-26,8775.0
2005-10-27,8725.0
2005-10-28,8720.0
2005-10-31,8505.0
2005-11-01,8480.0
2005-11-02,8455.0
2005-11-03,8435.0
2005-11-04,8415.0
2005-11-07,8405.0
2005-11-08,8545.0
2005-11-09,8505.0
2005-11-10,7980.0
2005-11-11,7540.0
2005-11-14,9860.0
2005-11-15,12415.0
2005-11-16,12470.0
2005-11-17,12590.0
2005-11-18,12355.0
2005-11-21,12055.0
2005-11-22,11950.0
2005-11-23,11905.0
2005-11-24,11915.0
2005-11-25,11885.0
2005-11-28,11360.0
2005-11-29,11790.0
2005-11-30,11610.0
2005-12-01,11730.0
2005-12-02,11730.0
2005-12-05,11885.0
2005-12-06,12085.0
2005-12-07,12185.0
2005-12-08,12055.0
2005-12-09,12765.0
2005-12-12,12930.0
2005-12-13,13085.0
2005-12-14,13085.0
2005-12-15,13395.0
2005-12-16,14320.0
2005-12-19,14670.0
2005-12-20,15040.0
2005-12-21,15120.0
2005-12-22,15330.0
2005-12-23,15490.0
2005-12-28,15550.0
2005-12-29,16230.0
2005-12-30,16670.0
2006-01-03,16645.0
2006-01-04,16740.0
2006-01-05,16825.0
2006-01-06,16895.0
2006-01-09,16875.0
2006-01-10,16875.0
2006-01-11,16680.0
2006-01-12,16565.0
2006-01-13,16550.0
2006-01-16,16240.0
2006-01-17,16280.0
2006-01-18,16355.0
2006-01-19,16305.0
2006-01-20,16035.0
2006-01-23,15980.0
2006-01-24,15950.0
2006-01-25,15930.0
2006-01-26,15930.0
2006-01-27,15745.0
2006-01-30,15545.0
2006-01-31,15545.0
2006-02-01,15495.0
2006-02-02,15130.0
2006-02-03,14710.0
2006-02-06,13855.0
2006-02-07,12545.0
2006-02-08,11980.0
2006-02-09,11870.0
2006-02-10,10765.0
2006-02-13,10650.0
2006-02-14,10645.0
2006-02-15,10625.0
2006-02-16,10775.0
2006-02-17,9500.0
2006-02-20,10075.0
2006-02-21,10885.0
2006-02-22,10855.0
2006-02-23,11520.0
2006-02-24,11850.0
2006-02-27,11625.0
2006-02-28,11600.0
2006-03-01,11075.0
2006-03-02,10260.0
2006-03-03,10545.0
2006-03-06,10510.0
2006-03-07,10485.0
2006-03-08,10300.0
2006-03-09,10320.0
2006-03-10,10365.0
2006-03-13,10190.0
2006-03-14,10135.0
2006-03-15,10270.0
2006-03-16,10430.0
2006-03-17,10510.0
2006-03-20,10480.0
2006-03-21,10455.0
2006-03-22,10370.0
2006-03-23,10600.0
2006-03-24,10415.0
2006-03-27,10390.0
2006-03-28,10355.0
2006-03-29,10360.0
2006-03-30,9430.0
2006-03-31,9405.0
2006-04-03,9330.0
2006-04-04,9370.0
2006-04-05,9280.0
2006-04-06,9255.0
2006-04-07,8800.0
2006-04-10,8760.0
2006-04-11,9430.0
2006-04-12,9220.0
2006-04-13,9165.0
2006-04-18,9240.0
2006-04-19,9385.0
2006-04-20,9365.0
2006-04-21,9845.0
2006-04-24,9570.0
2006-04-25,9540.0
2006-04-26,9540.0
2006-04-27,9615.0
2006-04-28,9585.0
2006-05-02,9455.0
2006-05-03,9415.0
2006-05-04,9220.0
2006-05-05,9320.0
2006-05-08,9135.0
2006-05-09,9055.0
2006-05-10,8990.0
2006-05-11,8975.0
2006-05-12,9055.0
2006-05-15,9055.0
2006-05-16,9650.0
2006-05-17,12930.0
2006-05-18,12695.0
2006-05-19,12670.0
2006-05-22,12665.0
2006-05-23,12620.0
2006-05-24,12575.0
2006-05-25,12585.0
2006-05-26,12670.0
2006-05-30,12620.0
2006-05-31,12530.0
2006-06-01,12435.0
2006-06-02,12335.0
2006-06-05,12310.0
2006-06-06,12225.0
2006-06-07,12155.0
2006-06-08,12135.0
2006-06-09,12075.0
2006-06-12,12075.0
2006-06-13,12010.0
2006-06-14,11940.0
2006-06-15,11980.0
2006-06-16,11845.0
2006-06-19,11635.0
2006-06-20,11610.0
2006-06-21,11465.0
2006-06-22,11500.0
2006-06-23,11450.0
2006-06-26,11520.0
2006-06-27,11510.0
2006-06-28,11470.0
2006-06-29,11435.0
2006-06-30,11545.0
2006-07-03,11520.0
2006-07-04,11420.0
2006-07-05,11465.0
2006-07-06,11405.0
2006-07-07,11400.0
2006-07-10,11360.0
2006-07-11,11135.0
2006-07-12,11115.0
2006-07-13,11085.0
2006-07-14,11320.0
2006-07-17,11280.0
2006-07-18,11235.0
2006-07-19,11135.0
2006-07-20,10975.0
2006-07-21,10875.0
2006-07-24,10945.0
2006-07-25,10860.0
2006-07-26,10850.0
2006-07-27,10735.0
2006-07-28,10735.0
2006-07-31,10735.0
2006-08-01,10685.0
2006-08-02,10445.0
2006-08-03,10495.0
2006-08-04,10510.0
2006-08-07,10430.0
2006-08-08,10415.0
2006-08-09,10090.0
2006-08-10,10055.0
2006-08-11,10185.0
2006-08-14,10155.0
2006-08-15,10145.0
2006-08-16,10555.0
2006-08-17,10520.0
2006-08-18,10555.0
2006-08-21,10330.0
2006-08-22,10305.0
2006-08-23,10335.0
2006-08-24,10355.0
2006-08-25,10390.0
2006-08-29,10475.0
2006-08-30,10800.0
2006-08-31,11145.0
2006-09-01,11255.0
2006-09-04,11195.0
2006-09-05,11230.0
2006-09-06,11135.0
2006-09-07,11280.0
2006-09-08,11175.0
2006-09-11,11035.0
2006-09-12,11000.0
2006-09-13,11030.0
2006-09-14,11020.0
2006-09-15,10905.0
2006-09-18,10905.0
2006-09-19,11065.0
2006-09-20,10785.0
2006-09-21,11045.0
2006-09-22,11040.0
2006-09-25,11040.0
2006-09-26,10970.0
2006-09-27,11120.0
2006-09-28,11235.0
2006-09-29,11280.0
2006-10-02,11615.0
2006-10-03,11410.0
2006-10-04,11415.0
2006-10-05,11445.0
2006-10-06,11635.0
2006-10-09,11080.0
2006-10-10,11575.0
2006-10-11,11635.0
2006-10-12,11630.0
2006-10-13,11665.0
2006-10-16,11170.0
2006-10-17,10925.0
2006-10-18,11145.0
2006-10-19,11115.0
2006-10-20,10890.0
2006-10-23,10920.0
2006-10-24,10930.0
2006-10-25,10915.0
2006-10-26,11045.0
2006-10-27,10785.0
2006-10-30,11055.0
2006-10-31,11420.0
2006-11-01,11545.0
2006-11-02,11720.0
2006-11-03,11550.0
2006-11-06,11820.0
2006-11-07,11875.0
2006-11-08,11780.0
2006-11-09,11675.0
2006-11-10,11605.0
2006-11-13,11525.0
2006-11-14,11545.0
2006-11-15,12025.0
2006-11-16,12060.0
2006-11-17,12085.0
2006-11-20,12065.0
2006-11-21,12175.0
2006-11-22,12125.0
2006-11-23,12015.0
2006-11-24,12040.0
2006-11-27,11985.0
2006-11-28,11780.0
2006-11-29,11615.0
2006-11-30,11680.0
2006-12-01,11970.0
2006-12-04,12065.0
2006-12-05,12190.0
2006-12-06,12575.0
2006-12-07,12855.0
2006-12-08,13060.0
2006-12-11,13150.0
2006-12-12,13130.0
2006-12-13,12590.0
2006-12-14,12555.0
2006-12-15,12545.0
2006-12-18,12615.0
2006-12-19,12520.0
2006-12-20,12460.0
2006-12-21,12345.0
2006-12-22,12340.0
2006-12-27,12480.0
2006-12-28,12700.0
2006-12-29,12640.0
2007-01-02,12575.0
2007-01-03,12570.0
2007-01-04,12545.0
2007-01-05,12625.0
2007-01-08,12235.0
2007-01-09,12195.0
2007-01-10,12065.0
2007-01-11,11945.0
2007-01-12,11970.0
2007-01-15,11920.0
2007-01-16,11810.0
2007-01-17,12245.0
2007-01-18,11910.0
2007-01-19,11695.0
2007-01-22,11675.0
2007-01-23,11520.0
2007-01-24,11085.0
2007-01-25,11060.0
2007-01-26,10960.0
2007-01-29,10740.0
2007-01-30,10640.0
2007-01-31,10530.0
2007-02-01,10335.0
2007-02-02,10240.0
2007-02-05,10330.0
2007-02-06,10350.0
2007-02-07,10225.0
2007-02-08,10030.0
2007-02-09,9965.0
2007-02-12,9855.0
2007-02-13,9685.0
2007-02-14,9655.0
2007-02-15,9635.0
2007-02-16,9685.0
2007-02-19,9850.0
2007-02-20,9830.0
2007-02-21,9560.0
2007-02-22,9650.0
2007-02-23,9635.0
2007-02-26,9695.0
2007-02-27,9715.0
2007-02-28,10205.0
