Index,LMCADY,,,,,,,
4/1/1986,1448,,,,,,,
4/2/1986,1432.89,,,,,,,
4/3/1986,1412.07,,,,,,,
4/4/1986,1414.8,,,,,,,
4/7/1986,1421.74,,,,,,,
4/8/1986,1431.07,,,,,,,
4/9/1986,1427.15,,,,,,,
4/10/1986,1430.21,,,,,,,
4/11/1986,1436.73,,,,,,,
4/14/1986,1436.48,,,,,,,
4/15/1986,1430.43,,,,,,,
4/16/1986,1441.69,,,,,,,
4/17/1986,1442.01,,,,,,,
4/18/1986,1437.26,,,,,,,
4/21/1986,1432.51,,,,,,,
4/22/1986,1422.59,,,,,,,
4/23/1986,1453.42,,,,,,,
4/24/1986,1439.15,,,,,,,
4/25/1986,1418.83,,,,,,,
4/28/1986,1435.97,,,,,,,
4/29/1986,1430.66,,,,,,,
4/30/1986,1429.17,,,,,,,
5/1/1986,1433.31,,,,,,,
5/2/1986,1434.61,,,,,,,
5/6/1986,1443.99,,,,,,,
5/7/1986,1438.36,,,,,,,
5/8/1986,1437.6,,,,,,,
5/9/1986,1434.19,,,,,,,
5/12/1986,1429.35,,,,,,,
5/13/1986,1430.29,,,,,,,
5/14/1986,1429,,,,,,,
5/15/1986,1423.28,,,,,,,
5/16/1986,1427.9,,,,,,,
5/19/1986,1423.79,,,,,,,
5/20/1986,1398.4,,,,,,,
5/21/1986,1399.48,,,,,,,
5/22/1986,1400.49,,,,,,,
5/23/1986,1390.54,,,,,,,
5/27/1986,1394.27,,,,,,,
5/28/1986,1384.77,,,,,,,
5/29/1986,1385.76,,,,,,,
5/30/1986,1393.93,,,,,,,
6/2/1986,1403.57,,,,,,,
6/3/1986,1401.36,,,,,,,
6/4/1986,1389.42,,,,,,,
6/5/1986,1414.45,,,,,,,
6/6/1986,1446.45,,,,,,,
6/9/1986,1437.17,,,,,,,
6/10/1986,1460.94,,,,,,,
6/11/1986,1441.11,,,,,,,
6/12/1986,1461.34,,,,,,,
6/13/1986,1454.94,,,,,,,
6/16/1986,1450.66,,,,,,,
6/17/1986,1424.78,,,,,,,
6/18/1986,1417.97,,,,,,,
6/19/1986,1415.83,,,,,,,
6/20/1986,1395.64,,,,,,,
6/23/1986,1387.28,,,,,,,
6/24/1986,1397.3,,,,,,,
6/25/1986,1372.46,,,,,,,
6/26/1986,1337.61,,,,,,,
6/27/1986,1331.96,,,,,,,
6/30/1986,1395.35,,,,,,,
7/1/1986,1403.52,,,,,,,
7/2/1986,1403.84,,,,,,,
7/3/1986,1416.1,,,,,,,
7/4/1986,1412.23,,,,,,,
7/7/1986,1405.99,,,,,,,
7/8/1986,1389.29,,,,,,,
7/9/1986,1329.41,,,,,,,
7/10/1986,1327.26,,,,,,,
7/11/1986,1331.94,,,,,,,
7/14/1986,1321.19,,,,,,,
7/15/1986,1340.33,,,,,,,
7/16/1986,1334.15,,,,,,,
7/17/1986,1331.25,,,,,,,
7/18/1986,1304.64,,,,,,,
7/21/1986,1335.52,,,,,,,
7/22/1986,1333.49,,,,,,,
7/23/1986,1326.48,,,,,,,
7/24/1986,1338.85,,,,,,,
7/25/1986,1330.34,,,,,,,
7/28/1986,1320.77,,,,,,,
7/29/1986,1332.65,,,,,,,
7/30/1986,1330.94,,,,,,,
7/31/1986,1305.74,,,,,,,
8/1/1986,1309.16,,,,,,,
8/4/1986,1292.13,,,,,,,
8/5/1986,1291.19,,,,,,,
8/6/1986,1299.83,,,,,,,
8/7/1986,1298.25,,,,,,,
8/8/1986,1299.58,,,,,,,
8/11/1986,1323.85,,,,,,,
8/12/1986,1309.61,,,,,,,
8/13/1986,1308.92,,,,,,,
8/14/1986,1314.23,,,,,,,
8/15/1986,1310.43,,,,,,,
8/18/1986,1290.35,,,,,,,
8/19/1986,1299.52,,,,,,,
8/20/1986,1297.76,,,,,,,
8/21/1986,1311.81,,,,,,,
8/22/1986,1304.88,,,,,,,
8/26/1986,1292.15,,,,,,,
8/27/1986,1296.97,,,,,,,
8/28/1986,1298.14,,,,,,,
8/29/1986,1306.7,,,,,,,
9/2/1986,1312.63,,,,,,,
9/3/1986,1343.63,,,,,,,
9/4/1986,1361.59,,,,,,,
9/5/1986,1354.41,,,,,,,
9/8/1986,1348.11,,,,,,,
9/9/1986,1350.68,,,,,,,
9/10/1986,1350,,,,,,,
9/11/1986,1349.71,,,,,,,
9/12/1986,1357.17,,,,,,,
9/15/1986,1348.77,,,,,,,
9/16/1986,1346.73,,,,,,,
9/17/1986,1363.73,,,,,,,
9/18/1986,1354.5,,,,,,,
9/19/1986,1370.81,,,,,,,
9/22/1986,1370.91,,,,,,,
9/23/1986,1349.47,,,,,,,
9/24/1986,1338.84,,,,,,,
9/25/1986,1340.6,,,,,,,
9/26/1986,1347.39,,,,,,,
9/29/1986,1345.7,,,,,,,
9/30/1986,1351.39,,,,,,,
10/1/1986,1338.38,,,,,,,
10/2/1986,1318.92,,,,,,,
10/3/1986,1333.36,,,,,,,
10/6/1986,1327.65,,,,,,,
10/7/1986,1330.56,,,,,,,
10/8/1986,1329.84,,,,,,,
10/9/1986,1307.84,,,,,,,
10/10/1986,1314.01,,,,,,,
10/13/1986,1316.72,,,,,,,
10/14/1986,1315.74,,,,,,,
10/15/1986,1317.99,,,,,,,
10/16/1986,1319.58,,,,,,,
10/17/1986,1315.75,,,,,,,
10/20/1986,1320.04,,,,,,,
10/21/1986,1325.37,,,,,,,
10/22/1986,1323.99,,,,,,,
10/23/1986,1319.97,,,,,,,
10/24/1986,1316.79,,,,,,,
10/27/1986,1313.2,,,,,,,
10/28/1986,1304.49,,,,,,,
10/29/1986,1298.9,,,,,,,
10/30/1986,1287.18,,,,,,,
10/31/1986,1295.57,,,,,,,
11/3/1986,1296.51,,,,,,,
11/4/1986,1304.06,,,,,,,
11/5/1986,1309.35,,,,,,,
11/6/1986,1311.28,,,,,,,
11/7/1986,1295.74,,,,,,,
11/10/1986,1293.3,,,,,,,
11/11/1986,1297.52,,,,,,,
11/12/1986,1294.91,,,,,,,
11/13/1986,1291.61,,,,,,,
11/14/1986,1301.27,,,,,,,
11/17/1986,1296.33,,,,,,,
11/18/1986,1290.56,,,,,,,
11/19/1986,1294.43,,,,,,,
11/20/1986,1299.18,,,,,,,
11/21/1986,1311.37,,,,,,,
11/24/1986,1306.29,,,,,,,
11/25/1986,1306.46,,,,,,,
11/26/1986,1310.95,,,,,,,
11/28/1986,1321.28,,,,,,,
12/1/1986,1330.71,,,,,,,
12/2/1986,1323.32,,,,,,,
12/3/1986,1323.32,,,,,,,
12/4/1986,1335.37,,,,,,,
12/5/1986,1349.82,,,,,,,
12/8/1986,1341.3,,,,,,,
12/9/1986,1332.19,,,,,,,
12/10/1986,1321.33,,,,,,,
12/11/1986,1328.95,,,,,,,
12/12/1986,1330.35,,,,,,,
12/15/1986,1335.45,,,,,,,
12/16/1986,1333.12,,,,,,,
12/17/1986,1335.98,,,,,,,
12/18/1986,1332.9,,,,,,,
12/19/1986,1336.41,,,,,,,
12/22/1986,1339.98,,,,,,,
12/23/1986,1328.28,,,,,,,
12/24/1986,1322.5,,,,,,,
12/29/1986,1329.12,,,,,,,
12/30/1986,1335.79,,,,,,,
12/31/1986,1345.69,,,,,,,
1/5/1987,1337.91,,,,,,,
1/6/1987,1356.35,,,,,,,
1/7/1987,1345.51,,,,,,,
1/8/1987,1354.88,,,,,,,
1/9/1987,1349.99,,,,,,,
1/12/1987,1357.66,,,,,,,
1/13/1987,1351.89,,,,,,,
1/14/1987,1363.36,,,,,,,
1/15/1987,1355.16,,,,,,,
1/16/1987,1339.62,,,,,,,
1/19/1987,1338.36,,,,,,,
1/20/1987,1333.12,,,,,,,
1/21/1987,1337.98,,,,,,,
1/22/1987,1348.33,,,,,,,
1/23/1987,1334.11,,,,,,,
1/26/1987,1333.99,,,,,,,
1/27/1987,1351.58,,,,,,,
1/28/1987,1357.72,,,,,,,
1/29/1987,1342.44,,,,,,,
1/30/1987,1317.76,,,,,,,
2/2/1987,1336.54,,,,,,,
2/3/1987,1341.76,,,,,,,
2/4/1987,1336.26,,,,,,,
2/5/1987,1340.84,,,,,,,
2/6/1987,1333.94,,,,,,,
2/9/1987,1353.76,,,,,,,
2/10/1987,1359.41,,,,,,,
2/11/1987,1358.14,,,,,,,
2/12/1987,1377.93,,,,,,,
2/13/1987,1366.65,,,,,,,
2/17/1987,1376.75,,,,,,,
2/18/1987,1405.76,,,,,,,
2/19/1987,1420.44,,,,,,,
2/20/1987,1417.9,,,,,,,
2/23/1987,1437.81,,,,,,,
2/24/1987,1398.71,,,,,,,
2/25/1987,1406.96,,,,,,,
2/26/1987,1427.81,,,,,,,
2/27/1987,1406.65,,,,,,,
3/2/1987,1404.68,,,,,,,
3/3/1987,1402.11,,,,,,,
3/4/1987,1435.7,,,,,,,
3/5/1987,1431.57,,,,,,,
3/6/1987,1435.78,,,,,,,
3/9/1987,1423.1,,,,,,,
3/10/1987,1422.54,,,,,,,
3/11/1987,1438.82,,,,,,,
3/12/1987,1456.95,,,,,,,
3/13/1987,1463.71,,,,,,,
3/16/1987,1450.6,,,,,,,
3/17/1987,1449.74,,,,,,,
3/18/1987,1469.14,,,,,,,
3/19/1987,1465.43,,,,,,,
3/20/1987,1469.36,,,,,,,
3/23/1987,1492.61,,,,,,,
3/24/1987,1507.56,,,,,,,
3/25/1987,1492.12,,,,,,,
3/26/1987,1499.8,,,,,,,
3/27/1987,1537.91,,,,,,,
3/30/1987,1537.4,,,,,,,
3/31/1987,1516.11,,,,,,,
4/1/1987,1493.19,,,,,,,
4/2/1987,1494.56,,,,,,,
4/3/1987,1467.23,,,,,,,
4/6/1987,1456.06,,,,,,,
4/7/1987,1486.94,,,,,,,
4/8/1987,1478.13,,,,,,,
4/9/1987,1481.98,,,,,,,
4/10/1987,1495.35,,,,,,,
4/13/1987,1496.57,,,,,,,
4/14/1987,1494.96,,,,,,,
4/15/1987,1493.94,,,,,,,
4/16/1987,1504.05,,,,,,,
4/21/1987,1500.52,,,,,,,
4/22/1987,1466.65,,,,,,,
4/23/1987,1458.48,,,,,,,
4/24/1987,1434.7,,,,,,,
4/27/1987,1462.35,,,,,,,
4/28/1987,1481.47,,,,,,,
4/29/1987,1492.66,,,,,,,
4/30/1987,1487.55,,,,,,,
5/1/1987,1475.93,,,,,,,
5/5/1987,1484.03,,,,,,,
5/6/1987,1480.27,,,,,,,
5/7/1987,1504.81,,,,,,,
5/8/1987,1522.08,,,,,,,
5/11/1987,1530.38,,,,,,,
5/12/1987,1529.01,,,,,,,
5/13/1987,1526.51,,,,,,,
5/14/1987,1521.77,,,,,,,
5/15/1987,1545.02,,,,,,,
5/18/1987,1570.33,,,,,,,
5/19/1987,1527.14,,,,,,,
5/20/1987,1544.45,,,,,,,
5/21/1987,1537.98,,,,,,,
5/22/1987,1536.69,,,,,,,
5/26/1987,1529.93,,,,,,,
5/27/1987,1490.47,,,,,,,
5/28/1987,1514.04,,,,,,,
5/29/1987,1503.64,,,,,,,
6/1/1987,1512.88,,,,,,,
6/2/1987,1538.67,,,,,,,
6/3/1987,1554.22,,,,,,,
6/4/1987,1532.44,,,,,,,
6/5/1987,1562.85,,,,,,,
6/8/1987,1568.24,,,,,,,
6/9/1987,1581.29,,,,,,,
6/10/1987,1587.63,,,,,,,
6/11/1987,1579.67,,,,,,,
6/12/1987,1598.85,,,,,,,
6/15/1987,1606.16,,,,,,,
6/16/1987,1593.81,,,,,,,
6/17/1987,1606.56,,,,,,,
6/18/1987,1578.48,,,,,,,
6/19/1987,1565.42,,,,,,,
6/22/1987,1558.9,,,,,,,
6/23/1987,1547.75,,,,,,,
6/24/1987,1570.39,,,,,,,
6/25/1987,1588.89,,,,,,,
6/26/1987,1604.81,,,,,,,
6/29/1987,1600.69,,,,,,,
6/30/1987,1599.29,,,,,,,
7/1/1987,1625.98,,,,,,,
7/2/1987,1696.19,,,,,,,
7/6/1987,1679.31,,,,,,,
7/7/1987,1724.49,,,,,,,
7/8/1987,1694.57,,,,,,,
7/9/1987,1731.27,,,,,,,
7/10/1987,1671.3,,,,,,,
7/13/1987,1704.66,,,,,,,
7/14/1987,1692.76,,,,,,,
7/15/1987,1689.94,,,,,,,
7/16/1987,1662.19,,,,,,,
7/17/1987,1653.33,,,,,,,
7/20/1987,1652.75,,,,,,,
7/21/1987,1638.96,,,,,,,
7/22/1987,1634.02,,,,,,,
7/23/1987,1695.19,,,,,,,
7/24/1987,1716.01,,,,,,,
7/27/1987,1709.2,,,,,,,
7/28/1987,1700.54,,,,,,,
7/29/1987,1715.2,,,,,,,
7/30/1987,1755.18,,,,,,,
7/31/1987,1744.23,,,,,,,
8/3/1987,1789.02,,,,,,,
8/4/1987,1778.84,,,,,,,
8/5/1987,1777.95,,,,,,,
8/6/1987,1741.95,,,,,,,
8/7/1987,1734.51,,,,,,,
8/10/1987,1759.5,,,,,,,
8/11/1987,1793.79,,,,,,,
8/12/1987,1792.17,,,,,,,
8/13/1987,1758.91,,,,,,,
8/14/1987,1745.63,,,,,,,
8/17/1987,1772.54,,,,,,,
8/18/1987,1780.56,,,,,,,
8/19/1987,1756.44,,,,,,,
8/20/1987,1748.24,,,,,,,
8/21/1987,1754.31,,,,,,,
8/24/1987,1689.75,,,,,,,
8/25/1987,1707.16,,,,,,,
8/26/1987,1696.1,,,,,,,
8/27/1987,1731.78,,,,,,,
8/28/1987,1727.15,,,,,,,
9/1/1987,1733,,,,,,,
9/2/1987,1714.94,,,,,,,
9/3/1987,1688.44,,,,,,,
9/4/1987,1725.1,,,,,,,
9/8/1987,1764.7,,,,,,,
9/9/1987,1791.5,,,,,,,
9/10/1987,1798.25,,,,,,,
9/11/1987,1811.56,,,,,,,
9/14/1987,1816.49,,,,,,,
9/15/1987,1792.24,,,,,,,
9/16/1987,1798.31,,,,,,,
9/17/1987,1853.18,,,,,,,
9/18/1987,1871.76,,,,,,,
9/21/1987,1873.8,,,,,,,
9/22/1987,1847.03,,,,,,,
9/23/1987,1846.99,,,,,,,
9/24/1987,1886.16,,,,,,,
9/25/1987,1883.37,,,,,,,
9/28/1987,1875.9,,,,,,,
9/29/1987,1853.98,,,,,,,
9/30/1987,1850.22,,,,,,,
10/1/1987,1840.32,,,,,,,
10/2/1987,1839.59,,,,,,,
10/5/1987,1878.16,,,,,,,
10/6/1987,1895.09,,,,,,,
10/7/1987,1910.77,,,,,,,
10/8/1987,1920.38,,,,,,,
10/9/1987,1955.61,,,,,,,
10/12/1987,1982.17,,,,,,,
10/13/1987,2012.66,,,,,,,
10/14/1987,2022.87,,,,,,,
10/15/1987,2031.3,,,,,,,
10/16/1987,2041.37,,,,,,,
10/19/1987,2072.71,,,,,,,
10/20/1987,1742.33,,,,,,,
10/21/1987,1947.81,,,,,,,
10/22/1987,1991.86,,,,,,,
10/23/1987,2019.49,,,,,,,
10/26/1987,2033.56,,,,,,,
10/27/1987,2042,,,,,,,
10/28/1987,2036.61,,,,,,,
10/29/1987,1968.8,,,,,,,
10/30/1987,2042.57,,,,,,,
11/2/1987,2077.73,,,,,,,
11/3/1987,2107.82,,,,,,,
11/4/1987,2134.81,,,,,,,
11/5/1987,2157.94,,,,,,,
11/6/1987,2303.14,,,,,,,
11/9/1987,2485.61,,,,,,,
11/10/1987,2411.33,,,,,,,
11/11/1987,2732.91,,,,,,,
11/12/1987,2516.47,,,,,,,
11/13/1987,2548.9,,,,,,,
11/16/1987,2536.07,,,,,,,
11/17/1987,2448.99,,,,,,,
11/18/1987,2589.83,,,,,,,
11/19/1987,2644.63,,,,,,,
11/20/1987,2659.61,,,,,,,
11/23/1987,2626.16,,,,,,,
11/24/1987,2692.78,,,,,,,
11/25/1987,2867.9,,,,,,,
11/27/1987,2793.24,,,,,,,
11/30/1987,2838.33,,,,,,,
12/1/1987,2712.72,,,,,,,
12/2/1987,2686.73,,,,,,,
12/3/1987,2593.25,,,,,,,
12/4/1987,2440.79,,,,,,,
12/7/1987,2582.83,,,,,,,
12/8/1987,2684.72,,,,,,,
12/9/1987,2616.88,,,,,,,
12/10/1987,2629.19,,,,,,,
12/11/1987,2764.76,,,,,,,
12/14/1987,2902.46,,,,,,,
12/15/1987,2912.59,,,,,,,
12/16/1987,2852.03,,,,,,,
12/17/1987,2871.97,,,,,,,
12/18/1987,2958.41,,,,,,,
12/21/1987,3088.84,,,,,,,
12/22/1987,3111.13,,,,,,,
12/23/1987,3037.58,,,,,,,
12/24/1987,3118.75,,,,,,,
12/29/1987,3182.18,,,,,,,
12/30/1987,3135.63,,,,,,,
12/31/1987,3195.15,,,,,,,
1/4/1988,3183.08,,,,,,,
1/5/1988,2965.93,,,,,,,
1/6/1988,2920.05,,,,,,,
1/7/1988,2891.26,,,,,,,
1/8/1988,2870.79,,,,,,,
1/11/1988,2873.05,,,,,,,
1/12/1988,2908.58,,,,,,,
1/13/1988,2702.48,,,,,,,
1/14/1988,2410.18,,,,,,,
1/18/1988,2701.14,,,,,,,
1/19/1988,2620.93,,,,,,,
1/20/1988,2540.91,,,,,,,
1/21/1988,2457.04,,,,,,,
1/22/1988,2514.03,,,,,,,
1/25/1988,2559.1,,,,,,,
1/26/1988,2422.85,,,,,,,
1/27/1988,2395.18,,,,,,,
1/28/1988,2278.64,,,,,,,
1/29/1988,2358.71,,,,,,,
2/1/1988,2263.87,,,,,,,
2/2/1988,2231.57,,,,,,,
2/3/1988,2255.96,,,,,,,
2/4/1988,2329.13,,,,,,,
2/5/1988,2387.76,,,,,,,
2/8/1988,2273.64,,,,,,,
2/9/1988,2310.97,,,,,,,
2/10/1988,2314.41,,,,,,,
2/11/1988,2457.48,,,,,,,
2/12/1988,2379.45,,,,,,,
2/15/1988,2495.66,,,,,,,
2/16/1988,2516,,,,,,,
2/17/1988,2575.4,,,,,,,
2/18/1988,2479.58,,,,,,,
2/19/1988,2334.92,,,,,,,
2/22/1988,2245.91,,,,,,,
2/23/1988,2255.36,,,,,,,
2/24/1988,2240.18,,,,,,,
2/25/1988,2246.98,,,,,,,
2/26/1988,2161.26,,,,,,,
2/29/1988,2089.19,,,,,,,
3/1/1988,2155.97,,,,,,,
3/2/1988,2232.73,,,,,,,
3/3/1988,2258.37,,,,,,,
3/4/1988,2232.48,,,,,,,
3/7/1988,2327.63,,,,,,,
3/8/1988,2307.22,,,,,,,
3/9/1988,2297.92,,,,,,,
3/10/1988,2391.02,,,,,,,
3/11/1988,2418.82,,,,,,,
3/14/1988,2443.71,,,,,,,
3/15/1988,2341.52,,,,,,,
3/16/1988,2309.38,,,,,,,
3/17/1988,2389.51,,,,,,,
3/18/1988,2355.7,,,,,,,
3/21/1988,2335.44,,,,,,,
3/22/1988,2317.93,,,,,,,
3/23/1988,2373.68,,,,,,,
3/24/1988,2401.05,,,,,,,
3/25/1988,2458.99,,,,,,,
3/28/1988,2449.53,,,,,,,
3/29/1988,2410.3,,,,,,,
3/30/1988,2426.37,,,,,,,
3/31/1988,2554.29,,,,,,,
4/5/1988,2477.28,,,,,,,
4/6/1988,2452.3,,,,,,,
4/7/1988,2422.09,,,,,,,
4/8/1988,2461.86,,,,,,,
4/11/1988,2417.79,,,,,,,
4/12/1988,2338.53,,,,,,,
4/13/1988,2292.41,,,,,,,
4/14/1988,2286.61,,,,,,,
4/15/1988,2330.15,,,,,,,
4/18/1988,2340.03,,,,,,,
4/19/1988,2261.19,,,,,,,
4/20/1988,2211.47,,,,,,,
4/21/1988,2120.51,,,,,,,
4/22/1988,2205.68,,,,,,,
4/25/1988,2197.97,,,,,,,
4/26/1988,2105.06,,,,,,,
4/27/1988,2134.42,,,,,,,
4/28/1988,2154.16,,,,,,,
5/3/1988,2203.93,,,,,,,
5/4/1988,2194.37,,,,,,,
5/5/1988,2243.26,,,,,,,
5/6/1988,2197.34,,,,,,,
5/9/1988,2305.17,,,,,,,
5/10/1988,2629.4,,,,,,,
5/11/1988,2546.08,,,,,,,
5/12/1988,2552.93,,,,,,,
5/13/1988,2667.72,,,,,,,
5/16/1988,2595.4,,,,,,,
5/17/1988,2782.47,,,,,,,
5/18/1988,2662.3,,,,,,,
5/19/1988,2425.8,,,,,,,
5/20/1988,2492.43,,,,,,,
5/23/1988,2454.17,,,,,,,
5/24/1988,2382.38,,,,,,,
5/25/1988,2380.88,,,,,,,
5/26/1988,2370.91,,,,,,,
5/27/1988,2376.96,,,,,,,
5/31/1988,2400.01,,,,,,,
6/1/1988,2468.78,,,,,,,
6/2/1988,2508.1,,,,,,,
6/3/1988,2725.15,,,,,,,
6/6/1988,2721.02,,,,,,,
6/7/1988,2667.09,,,,,,,
6/8/1988,2694.85,,,,,,,
6/9/1988,2747.76,,,,,,,
6/10/1988,2849.18,,,,,,,
6/13/1988,2755.32,,,,,,,
6/14/1988,2535.68,,,,,,,
6/15/1988,2457.95,,,,,,,
6/16/1988,2587.79,,,,,,,
6/17/1988,2432.9,,,,,,,
6/20/1988,2416.67,,,,,,,
6/21/1988,2438.78,,,,,,,
6/22/1988,2535.73,,,,,,,
6/23/1988,2508.77,,,,,,,
6/24/1988,2452.77,,,,,,,
6/27/1988,2387.91,,,,,,,
6/28/1988,2372.03,,,,,,,
6/29/1988,2355.04,,,,,,,
6/30/1988,2338.33,,,,,,,
7/1/1988,2311.93,,,,,,,
7/4/1988,2329.21,,,,,,,
7/5/1988,2416.83,,,,,,,
7/6/1988,2297.54,,,,,,,
7/7/1988,2287.12,,,,,,,
7/8/1988,2289.13,,,,,,,
7/11/1988,2200.51,,,,,,,
7/12/1988,2132.82,,,,,,,
7/13/1988,2166.32,,,,,,,
7/14/1988,2172.5,,,,,,,
7/15/1988,2179.13,,,,,,,
7/18/1988,2116.24,,,,,,,
7/19/1988,2153.07,,,,,,,
7/20/1988,2212.31,,,,,,,
7/21/1988,2226.15,,,,,,,
7/22/1988,2196.11,,,,,,,
7/25/1988,2181.83,,,,,,,
7/26/1988,2164.73,,,,,,,
7/27/1988,2159.56,,,,,,,
7/28/1988,2121.95,,,,,,,
7/29/1988,2132.6,,,,,,,
8/1/1988,2120.68,,,,,,,
8/2/1988,2088.08,,,,,,,
8/3/1988,2103.67,,,,,,,
8/4/1988,2143.65,,,,,,,
8/5/1988,2135.71,,,,,,,
8/9/1988,2071.25,,,,,,,
8/10/1988,2086,,,,,,,
8/11/1988,2113.16,,,,,,,
8/12/1988,2167.35,,,,,,,
8/15/1988,2160.95,,,,,,,
8/16/1988,2187.98,,,,,,,
8/18/1988,2191.3,,,,,,,
8/19/1988,2225.62,,,,,,,
8/22/1988,2199.04,,,,,,,
8/23/1988,2305.17,,,,,,,
8/24/1988,2308.85,,,,,,,
8/25/1988,2354.43,,,,,,,
8/26/1988,2401.58,,,,,,,
8/30/1988,2384.03,,,,,,,
8/31/1988,2353.68,,,,,,,
9/1/1988,2359.56,,,,,,,
9/2/1988,2374.56,,,,,,,
9/5/1988,2320.67,,,,,,,
9/6/1988,2347.91,,,,,,,
9/7/1988,2366,,,,,,,
9/8/1988,2351.5,,,,,,,
9/9/1988,2372.68,,,,,,,
9/12/1988,2404.36,,,,,,,
9/13/1988,2445.25,,,,,,,
9/14/1988,2466.23,,,,,,,
9/15/1988,2452.61,,,,,,,
9/16/1988,2473.23,,,,,,,
9/19/1988,2441.82,,,,,,,
9/20/1988,2466.22,,,,,,,
9/21/1988,2434.61,,,,,,,
9/22/1988,2419.83,,,,,,,
9/23/1988,2462.51,,,,,,,
9/26/1988,2491.84,,,,,,,
9/27/1988,2487.64,,,,,,,
9/28/1988,2511.69,,,,,,,
9/29/1988,2505.34,,,,,,,
9/30/1988,2560.27,,,,,,,
10/3/1988,2658.48,,,,,,,
10/4/1988,2614.23,,,,,,,
10/5/1988,2625.14,,,,,,,
10/6/1988,2645.18,,,,,,,
10/7/1988,2685.9,,,,,,,
10/10/1988,2748.62,,,,,,,
10/11/1988,2748.06,,,,,,,
10/12/1988,2804.38,,,,,,,
10/13/1988,2830.36,,,,,,,
10/14/1988,2828.97,,,,,,,
10/17/1988,2950.26,,,,,,,
10/18/1988,2913.7,,,,,,,
10/19/1988,3018.7,,,,,,,
10/20/1988,3093.18,,,,,,,
10/21/1988,3196.98,,,,,,,
10/24/1988,3253.96,,,,,,,
10/25/1988,3143.9,,,,,,,
10/26/1988,3270.71,,,,,,,
10/27/1988,3118.72,,,,,,,
10/28/1988,3240.17,,,,,,,
10/31/1988,3303.44,,,,,,,
11/1/1988,3215.89,,,,,,,
11/2/1988,3361.42,,,,,,,
11/3/1988,3361.53,,,,,,,
11/4/1988,3323.01,,,,,,,
11/7/1988,3202.04,,,,,,,
11/8/1988,3235.39,,,,,,,
11/9/1988,3319.83,,,,,,,
11/10/1988,3370.76,,,,,,,
11/11/1988,3246.22,,,,,,,
11/14/1988,3173.28,,,,,,,
11/15/1988,3141.47,,,,,,,
11/16/1988,3057.09,,,,,,,
11/17/1988,3168.44,,,,,,,
11/18/1988,3199.85,,,,,,,
11/21/1988,3254.3,,,,,,,
11/22/1988,3210.7,,,,,,,
11/23/1988,3417.58,,,,,,,
11/24/1988,3484.41,,,,,,,
11/25/1988,3519.14,,,,,,,
11/28/1988,3505.13,,,,,,,
11/29/1988,3470.01,,,,,,,
11/30/1988,3385.56,,,,,,,
12/1/1988,3443.34,,,,,,,
12/2/1988,3597.64,,,,,,,
12/5/1988,3596.48,,,,,,,
12/6/1988,3587.49,,,,,,,
12/7/1988,3615.93,,,,,,,
12/8/1988,3705.56,,,,,,,
12/9/1988,3679.85,,,,,,,
12/12/1988,3569.84,,,,,,,
12/13/1988,3446.43,,,,,,,
12/14/1988,3511.4,,,,,,,
12/15/1988,3486.83,,,,,,,
12/16/1988,3429.29,,,,,,,
12/19/1988,3251.91,,,,,,,
12/20/1988,3407.14,,,,,,,
12/21/1988,3471.13,,,,,,,
12/22/1988,3407.63,,,,,,,
12/23/1988,3488.67,,,,,,,
12/28/1988,3471.16,,,,,,,
12/29/1988,3438.4,,,,,,,
12/30/1988,3393.68,,,,,,,
1/3/1989,3520.32,,,,,,,
1/4/1989,3537.72,,,,,,,
1/5/1989,3539.53,,,,,,,
1/6/1989,3391.47,,,,,,,
1/10/1989,3289.27,,,,,,,
1/11/1989,3300.9,,,,,,,
1/12/1989,3305.98,,,,,,,
1/13/1989,3305.34,,,,,,,
1/16/1989,3366.65,,,,,,,
1/17/1989,3478.05,,,,,,,
1/18/1989,3400.98,,,,,,,
1/19/1989,3396.65,,,,,,,
1/20/1989,3422.13,,,,,,,
1/23/1989,3401.4,,,,,,,
1/24/1989,3470.03,,,,,,,
1/25/1989,3404.6,,,,,,,
1/26/1989,3333.13,,,,,,,
1/27/1989,3379.17,,,,,,,
1/30/1989,3360.78,,,,,,,
1/31/1989,3298.24,,,,,,,
2/1/1989,3303.13,,,,,,,
2/2/1989,3242.43,,,,,,,
2/3/1989,3170.32,,,,,,,
2/6/1989,3105.45,,,,,,,
2/7/1989,2998.94,,,,,,,
2/8/1989,3104.24,,,,,,,
2/9/1989,3094.07,,,,,,,
2/10/1989,3069.34,,,,,,,
2/13/1989,2878.51,,,,,,,
2/14/1989,2958.43,,,,,,,
2/15/1989,2889.48,,,,,,,
2/16/1989,2967.74,,,,,,,
2/17/1989,2984.57,,,,,,,
2/20/1989,2998.36,,,,,,,
2/21/1989,3035.61,,,,,,,
2/22/1989,3211.95,,,,,,,
2/23/1989,3197.94,,,,,,,
2/24/1989,3169.45,,,,,,,
2/27/1989,3326.7,,,,,,,
2/28/1989,3186.33,,,,,,,
3/1/1989,3124.66,,,,,,,
3/2/1989,3335.32,,,,,,,
3/3/1989,3334.53,,,,,,,
3/6/1989,3346.71,,,,,,,
3/7/1989,3356.18,,,,,,,
3/8/1989,3454.05,,,,,,,
3/9/1989,3333.67,,,,,,,
3/10/1989,3381.71,,,,,,,
3/13/1989,3325.94,,,,,,,
