,Open,High,Low,Close,Volume,Open.Interest
1991-06-28,,,,4.438,295.0,
1991-07-01,,,,4.475,154.0,
1991-07-02,,,,4.488,281.0,
1991-07-03,,,,4.455,296.0,
1991-07-04,,,,4.53,293.0,
1991-07-05,,,,,,
1991-07-08,,,,4.53,,
1991-07-09,,,,4.51,129.0,
1991-07-10,,,,4.473,228.0,
1991-07-11,,,,4.465,435.0,
1991-07-12,,,,4.377,1837.0,
1991-07-15,,,,4.402,114.0,
1991-07-16,,,,4.388,99.0,
1991-07-17,,,,4.4030000000000005,606.0,
1991-07-18,,,,4.448,1450.0,
1991-07-19,,,,4.412,244.0,
1991-07-22,,,,4.42,919.0,
1991-07-23,,,,4.357,332.0,
1991-07-24,,,,4.29,976.0,
1991-07-25,,,,4.01,388.0,
1991-07-26,,,,4.075,274.0,
1991-07-29,,,,4.1,1077.0,
1991-07-30,,,,4.085,266.0,
1991-07-31,,,,4.065,364.0,
1991-08-01,,,,4.078,741.0,
1991-08-02,,,,4.053,434.0,
1991-08-05,,,,3.935,157.0,
1991-08-06,,,,3.94,302.0,
1991-08-07,,,,3.96,172.0,
1991-08-08,,,,3.97,115.0,
1991-08-09,,,,3.927,228.0,
1991-08-12,,,,3.975,,
1991-08-13,,,,3.965,164.0,
1991-08-14,,,,3.937,177.0,
1991-08-15,,,,3.965,22.0,
1991-08-16,,,,3.995,95.0,
1991-08-19,,,,4.062,116.0,
1991-08-20,,,,4.072,130.0,
1991-08-21,,,,4.012,47.0,
1991-08-22,,,,4.004,67.0,
1991-08-23,,,,3.9760000000000004,81.0,
1991-08-26,,,,4.007,24.0,
1991-08-27,,,,4.0,44.0,
1991-08-28,,,,3.9789999999999996,1095.0,
1991-08-29,,,,3.988,347.0,
1991-08-30,,,,3.885,46.0,
1991-09-02,,,,3.87,194.0,
1991-09-03,,,,,,
1991-09-04,,,,3.968,350.0,
1991-09-05,,,,3.965,464.0,
1991-09-06,,,,3.923,351.0,
1991-09-09,,,,4.0280000000000005,2272.0,
1991-09-10,,,,4.1,232.0,
1991-09-11,,,,4.04,2995.0,
1991-09-12,,,,3.998,361.0,
1991-09-13,,,,4.008,850.0,
1991-09-16,,,,4.043,486.0,
1991-09-17,,,,4.05,808.0,
1991-09-18,,,,4.11,980.0,
1991-09-19,,,,4.132,990.0,
1991-09-20,,,,4.117,423.0,
1991-09-23,,,,4.138,1099.0,
1991-09-24,,,,4.218,544.0,
1991-09-25,,,,4.3,664.0,
1991-09-26,,,,4.265,499.0,
1991-09-27,,,,4.155,313.0,
1991-09-30,,,,4.12,322.0,
1991-10-01,,,,4.173,226.0,
1991-10-02,,,,4.198,508.0,
1991-10-03,,,,4.183,51.0,
1991-10-04,,,,4.218,1312.0,
1991-10-07,,,,4.17,304.0,
1991-10-08,,,,4.148,209.0,
1991-10-09,,,,4.085,819.0,
1991-10-10,,,,4.113,153.0,
1991-10-11,,,,4.077,311.0,
1991-10-14,,,,4.147,426.0,
1991-10-15,,,,4.0969999999999995,548.0,
1991-10-16,,,,4.082,448.0,
1991-10-17,,,,4.127,563.0,
1991-10-18,,,,4.125,352.0,
1991-10-21,,,,4.16,452.0,
1991-10-22,,,,4.17,689.0,
1991-10-23,,,,4.162,179.0,
1991-10-24,,,,4.115,476.0,
1991-10-25,,,,4.133,178.0,
1991-10-28,,,,4.105,338.0,
1991-10-29,,,,4.085,1079.0,
1991-10-30,,,,4.115,143.0,
1991-10-31,,,,4.113,440.0,
1991-11-01,,,,4.1080000000000005,4.0,
1991-11-04,,,,4.063,319.0,
1991-11-05,,,,4.083,64.0,
1991-11-06,,,,4.063,91.0,
1991-11-07,,,,4.0680000000000005,635.0,
1991-11-08,,,,3.998,403.0,
1991-11-11,,,,4.003,155.0,
1991-11-12,,,,4.01,228.0,
1991-11-13,,,,4.038,294.0,
1991-11-14,,,,4.048,223.0,
1991-11-15,,,,3.98,324.0,
1991-11-18,,,,4.087,240.0,
1991-11-19,,,,4.086,75.0,
1991-11-20,,,,4.132,45.0,
1991-11-21,,,,4.1419999999999995,16.0,
1991-11-22,,,,4.186,714.0,
1991-11-25,,,,4.1960000000000015,55.0,
1991-11-26,,,,4.136,48.0,
1991-11-27,,,,4.136,754.0,
1991-11-28,,,,4.12,38.0,
1991-11-29,,,,,,
1991-12-02,,,,4.113,103.0,
1991-12-03,,,,4.105,685.0,
1991-12-04,,,,4.062,104.0,
1991-12-05,,,,4.0569999999999995,90.0,
1991-12-06,,,,4.077,218.0,
1991-12-09,,,,4.07,133.0,
1991-12-10,,,,4.058,398.0,
1991-12-11,,,,4.023,2158.0,
1991-12-12,,,,3.9530000000000003,229.0,
1991-12-13,,,,3.863,313.0,
1991-12-16,,,,3.875,270.0,
1991-12-17,,,,3.863,1356.0,
1991-12-18,,,,3.87,360.0,
1991-12-19,,,,3.8680000000000003,376.0,
1991-12-20,,,,3.863,1427.0,
1991-12-23,,,,3.878,122.0,
1991-12-24,,,,3.935,159.0,
1991-12-25,,,,3.938,141.0,
1991-12-26,,,,,,
1991-12-27,,,,3.9330000000000003,52.0,
1991-12-30,,,,3.888,56.0,
1991-12-31,,,,3.878,122.0,
1992-01-01,,,,3.912,916.0,
1992-01-02,,,,,,
1992-01-03,,,,3.975,,
1992-01-06,,,,3.972,,
1992-01-07,,,,3.967,,
1992-01-08,,,,3.9419999999999997,,
1992-01-09,,,,3.97,,
1992-01-10,,,,4.1530000000000005,,
1992-01-13,,,,4.105,,
1992-01-14,,,,4.087,,
1992-01-15,,,,4.1,,
1992-01-16,,,,4.16,,
1992-01-17,,,,4.338,,
1992-01-20,,,,4.29,,
1992-01-21,,,,4.277,,
1992-01-22,,,,4.285,,
1992-01-23,,,,4.293,,
1992-01-24,,,,4.225,,
1992-01-27,,,,4.163,,
1992-01-28,,,,4.168,,
1992-01-29,,,,4.188,,
1992-01-30,,,,4.248,,
1992-01-31,,,,4.145,,
1992-02-03,,,,4.18,,
1992-02-04,,,,4.17,,
1992-02-05,,,,4.173,,
1992-02-06,,,,4.198,,
1992-02-07,,,,4.218,,
1992-02-10,,,,4.192,,
1992-02-11,,,,4.198,,
1992-02-12,,,,4.183,,
1992-02-13,,,,4.213,,
1992-02-14,,,,4.203,,
1992-02-17,,,,4.158,,
1992-02-18,,,,,,
1992-02-19,,,,4.09,9255.0,
1992-02-20,,,,4.087,3089.0,
1992-02-21,,,,4.1560000000000015,7274.0,
1992-02-24,,,,4.132,4870.0,
1992-02-25,,,,4.127,6601.0,
1992-02-26,,,,4.102,7851.0,
1992-02-27,,,,4.095,12678.0,
1992-02-28,,,,4.14,17849.0,
1992-03-02,,,,4.135,3686.0,
1992-03-03,,,,4.148,5939.0,
1992-03-04,,,,4.135,12030.0,
1992-03-05,,,,4.143,5788.0,
1992-03-06,,,,4.165,8165.0,
1992-03-09,,,,4.183,15402.0,
1992-03-10,,,,4.188,5919.0,
1992-03-11,,,,4.173,4878.0,
1992-03-12,,,,4.175,4620.0,
1992-03-13,,,,4.113,17057.0,
1992-03-16,,,,4.125,7033.0,
1992-03-17,,,,4.087,8054.0,
1992-03-18,,,,4.07,17724.0,
1992-03-19,,,,4.052,6424.0,
1992-03-20,,,,4.1419999999999995,23017.0,
1992-03-23,,,,4.132,11032.0,
1992-03-24,,,,4.107,5926.0,
1992-03-25,,,,4.107,4576.0,
1992-03-26,,,,4.102,6241.0,
1992-03-27,,,,4.105,3720.0,
1992-03-30,,,,4.155,11611.0,
1992-03-31,,,,4.14,3723.0,
1992-04-01,,,,4.143,5029.0,
1992-04-02,,,,4.103,,
1992-04-03,,,,4.087,,
1992-04-06,,,,4.087,,
1992-04-07,,,,4.11,,
1992-04-08,,,,4.083,,
1992-04-09,,,,4.088,,
1992-04-10,,,,4.113,,
1992-04-13,,,,4.1080000000000005,,
1992-04-14,,,,4.093,,
1992-04-15,,,,4.1080000000000005,,
1992-04-16,,,,4.044,9790.0,
1992-04-17,,,,4.004,7857.0,
1992-04-20,,,,,,
1992-04-21,,,,4.0,9339.0,
1992-04-22,,,,4.027,6607.0,
1992-04-23,,,,4.05,3786.0,
1992-04-24,,,,4.046,6915.0,
1992-04-27,,,,3.9960000000000004,4355.0,
1992-04-28,,,,3.9730000000000003,7199.0,
1992-04-29,,,,3.971,12588.0,
1992-04-30,,,,3.983,13976.0,
1992-05-01,,,,4.015,3.0,
1992-05-04,,,,4.025,6020.0,
1992-05-05,,,,4.0280000000000005,3216.0,
1992-05-06,,,,4.08,16990.0,
1992-05-07,,,,4.09,6779.0,
1992-05-08,,,,4.058,5965.0,
1992-05-11,,,,4.098,18730.0,
1992-05-12,,,,4.113,7663.0,
1992-05-13,,,,4.1080000000000005,7162.0,
1992-05-14,,,,4.103,5462.0,
1992-05-15,,,,4.123,5141.0,
1992-05-18,,,,4.102,14837.0,
1992-05-19,,,,4.102,7414.0,
1992-05-20,,,,4.092,6840.0,
1992-05-21,,,,4.092,3982.0,
1992-05-22,,,,4.077,4738.0,
1992-05-25,,,,4.0969999999999995,4626.0,
1992-05-26,,,,,,
1992-05-27,,,,4.102,5273.0,
1992-05-28,,,,4.095,7587.0,
1992-05-29,,,,4.065,7705.0,
1992-06-01,,,,4.022,12653.0,
1992-06-02,,,,4.047,,
1992-06-03,,,,4.083,,
1992-06-04,,,,4.0680000000000005,,
1992-06-05,,,,4.083,,
1992-06-08,,,,4.058,,
1992-06-09,,,,4.048,,
1992-06-10,,,,4.048,,
1992-06-11,,,,4.058,,
1992-06-12,,,,4.105,,
1992-06-15,,,,4.128,,
1992-06-16,,,,4.169,2237.0,
1992-06-17,,,,4.135,1032.0,
1992-06-18,,,,4.122,1045.0,
1992-06-19,,,,4.124,1646.0,
1992-06-22,,,,4.053999999999999,5559.0,
1992-06-23,,,,4.069,4373.0,
1992-06-24,,,,4.065,3894.0,
1992-06-25,,,,4.053999999999999,3728.0,
1992-06-26,,,,4.033,6308.0,
1992-06-29,,,,4.005,10762.0,
1992-06-30,,,,4.038,15820.0,
1992-07-01,,,,4.058,6211.0,
1992-07-02,,,,4.058,5862.0,
1992-07-03,,,,4.06,10791.0,
1992-07-06,,,,,,
1992-07-07,,,,4.053,,
1992-07-08,,,,3.895,33036.0,
1992-07-09,,,,3.905,10242.0,
1992-07-10,,,,3.947,6418.0,
1992-07-13,,,,3.94,5765.0,
1992-07-14,,,,3.938,2900.0,
1992-07-15,,,,3.958,3639.0,
1992-07-16,,,,3.96,3139.0,
1992-07-17,,,,3.928,3112.0,
1992-07-20,,,,3.99,14995.0,
1992-07-21,,,,3.9819999999999998,7675.0,
1992-07-22,,,,3.955,5753.0,
1992-07-23,,,,3.987,4552.0,
1992-07-24,,,,3.977,4082.0,
1992-07-27,,,,3.983,4083.0,
1992-07-28,,,,3.963,1544.0,
1992-07-29,,,,3.958,4337.0,
1992-07-30,,,,3.903,10813.0,
1992-07-31,,,,3.932,3530.0,
1992-08-03,,,,3.937,5523.0,
1992-08-04,,,,3.887,5470.0,
1992-08-05,,,,3.8819999999999997,5665.0,
1992-08-06,,,,3.892,2627.0,
1992-08-07,,,,3.917,4022.0,
1992-08-10,,,,3.972,7316.0,
1992-08-11,,,,3.965,3442.0,
1992-08-12,,,,3.895,9126.0,
1992-08-13,,,,3.775,22824.0,
1992-08-14,,,,3.77,14603.0,
1992-08-17,,,,3.792,6950.0,
1992-08-18,,,,3.823,,
1992-08-19,,,,3.813,,
1992-08-20,,,,3.813,,
1992-08-21,,,,3.7680000000000002,,
1992-08-24,,,,3.763,,
1992-08-25,,,,3.755,,
1992-08-26,,,,3.739,,
1992-08-27,,,,3.707,,
1992-08-28,,,,3.7430000000000003,,
1992-08-31,,,,3.713,,
1992-09-01,,,,3.767,9207.0,
1992-09-02,,,,3.75,5202.0,
1992-09-03,,,,3.727,6283.0,
1992-09-04,,,,3.7569999999999997,5487.0,
1992-09-07,,,,3.735,7925.0,
1992-09-08,,,,,,
1992-09-09,,,,3.742,2479.0,
1992-09-10,,,,3.74,7061.0,
1992-09-11,,,,3.7319999999999998,2272.0,
1992-09-14,,,,3.707,8167.0,
1992-09-15,,,,3.7969999999999997,13813.0,
1992-09-16,,,,3.832,14224.0,
1992-09-17,,,,3.847,8625.0,
1992-09-18,,,,3.792,6964.0,
